subject,stimulus,signal,subseries,n_samples,mean,sd,roughness,provenance
S02,CLC,EyeGazeAxis,2,2716,0.029821796759941097,0.03544839925070437,0.02680699720443399,fig_derived_only
S02,CLC,EyeGazeMedian,0,2716,-0.04759572901325478,0.12244491730009702,0.05905501694524645,fig_derived_only
S02,CLC,EyeGazeMedian,1,2716,-0.0983460972017673,0.1463498474899118,0.07225156909057158,fig_derived_only
S02,CLC,EyeGazeMedian,2,2716,0.027389543446244488,0.03027581763825548,0.01633475764196281,fig_derived_only
S02,CLC,PupilLeft,0,2716,3.5775020139911633,0.35977082365977975,0.1568655536822652,fig_derived_only
S02,CLC,PupilLeft,1,2716,3.5758137349042713,0.3359240444629858,0.07211608033385,fig_derived_only
S02,CLC,PupilLeft,2,2716,3.576850164212077,0.32286652796340565,0.0535069875825476,fig_derived_only
S02,CLC,PupilLeft,3,2716,3.575887178571428,0.31271966901328263,0.04563507013518986,fig_derived_only
S02,CLC,PupilLeft,4,2716,3.570551957658321,0.271228690027233,0.02247284173323317,fig_derived_only
S02,CLC,PupilRight,0,2716,3.669928357511046,0.3315861960783664,0.15767341942987564,fig_derived_only
S02,CLC,PupilRight,1,2716,3.6696081929307804,0.30448250403660093,0.07061297924053878,fig_derived_only
S02,CLC,PupilRight,2,2716,3.671381102724595,0.29451046361122246,0.05384908778055633,fig_derived_only
S02,CLC,PupilRight,3,2716,3.672235102356407,0.28563056004702037,0.04420094935954753,fig_derived_only
S02,CLC,PupilRight,4,2716,3.6678412360088366,0.24673467533089768,0.02270892253891827,fig_derived_only
S02,INT,HR,0,2648,67.50264350453172,1.6653548898552397,0.24815117062157177,csv_exact_dup
S02,INT,HRV,0,2648,48.17780209365559,6.2985266295661875,0.6240838922221886,csv_exact_dup
S02,INT,CogLoad,0,2648,0.4714814803625378,0.17335567479205177,0.04155726246219312,csv_exact_dup
S02,INT,EyeGazeAxis,0,2648,-0.02334025679758308,0.18576975324112752,0.14492739172520797,fig_derived_only
S02,INT,EyeGazeAxis,1,2648,-0.1983787764350453,0.11619142627791797,0.07459482796446322,fig_derived_only
S02,INT,EyeGazeAxis,2,2648,0.04605551359516617,0.04554848201985724,0.032156387315480976,fig_derived_only
S02,INT,EyeGazeMedian,0,2648,-0.023138595166163144,0.16084416203914514,0.08289059945027974,fig_derived_only
S02,INT,EyeGazeMedian,1,2648,-0.1981038519637462,0.10841083329955158,0.05146494648025216,fig_derived_only
S02,INT,EyeGazeMedian,2,2648,0.04345468277945621,0.04067440610394249,0.019504273751688058,fig_derived_only
S02,INT,PupilLeft,0,2648,3.5388448206193357,0.36773420613053576,0.170819050015908,fig_derived_only
S02,INT,PupilLeft,1,2648,3.5364887824773414,0.3348792517985567,0.0892534878545653,fig_derived_only
S02,INT,PupilLeft,2,2648,3.534823758308157,0.31295652683840014,0.06549104666128801,fig_derived_only
S02,INT,PupilLeft,3,2648,3.5352142458459213,0.299226830739352,0.05341528921031902,fig_derived_only
S02,INT,PupilLeft,4,2648,3.52829590521148,0.241760108541396,0.02737528973672453,fig_derived_only
S02,INT,PupilRight,0,2648,3.6634046963746223,0.3490403060185321,0.167976682638364,fig_derived_only
S02,INT,PupilRight,1,2648,3.6619669286253775,0.3138742944660084,0.08384842116330284,fig_derived_only
S02,INT,PupilRight,2,2648,3.662703069486405,0.29390909630714784,0.06273568922144501,fig_derived_only
S02,INT,PupilRight,3,2648,3.6617841083836864,0.28187087746830236,0.05175677167923792,fig_derived_only
S02,INT,PupilRight,4,2648,3.6587498783987913,0.23494021602434367,0.026505234027287907,fig_derived_only
S03,BOR,HR,0,2115,86.39007092198581,5.612346718830688,0.8336012102617247,csv_exact_dup
S03,BOR,HRV,0,2115,128.9036382288416,33.84076592321343,2.5021823451281913,csv_exact_dup
S03,BOR,CogLoad,0,2115,0.5203187215130023,0.14966589247655673,0.06244509121673591,csv_exact_dup
S03,BOR,EyeGazeAxis,0,2115,-0.01971583924349882,0.17325762697403518,0.14888358358844006,fig_derived_only
S03,BOR,EyeGazeAxis,1,2115,0.006203309692671392,0.16706996110593775,0.10817634786655753,fig_derived_only
S03,BOR,EyeGazeAxis,2,2115,0.030111111111111127,0.030840755394900422,0.02822802011394838,fig_derived_only
S03,BOR,EyeGazeMedian,0,2115,-0.019469976359338056,0.15553738590127392,0.06407763444114004,fig_derived_only
S03,BOR,EyeGazeMedian,1,2115,0.006328132387706854,0.15317658697471115,0.060687368330094506,fig_derived_only
S03,BOR,EyeGazeMedian,2,2115,0.028150354609929092,0.026016581248777704,0.011911336388228349,fig_derived_only
S03,BOR,PupilLeft,0,2115,3.129792278014184,0.3948591603737504,0.20990851969228827,fig_derived_only
S03,BOR,PupilLeft,1,2115,3.120790184869976,0.36069434416613555,0.09432705034818417,fig_derived_only
S03,BOR,PupilLeft,2,2115,3.1222343513002366,0.3456282293653787,0.06834766701651779,fig_derived_only
S03,BOR,PupilLeft,3,2115,3.1214354765957446,0.33367672366743156,0.051317206464496966,fig_derived_only
S03,BOR,PupilLeft,4,2115,3.1204814151300235,0.2980514072805425,0.028713058211520474,fig_derived_only
S03,BOR,PupilRight,0,2115,3.024456996217494,0.3800385509515951,0.20379363427093736,fig_derived_only
S03,BOR,PupilRight,1,2115,3.017198378250591,0.35557030951326035,0.09585996694601162,fig_derived_only
S03,BOR,PupilRight,2,2115,3.0174855654846335,0.33597237149872095,0.06630711748360969,fig_derived_only
S03,BOR,PupilRight,3,2115,3.0167524917257684,0.3227510699057088,0.053174445166532455,fig_derived_only
S03,BOR,PupilRight,4,2115,3.0097827929078016,0.2830453651403469,0.026356371800164344,fig_derived_only
S03,CLC,HR,0,2403,87.95838535164378,4.033765029629143,0.6202247500033196,csv_exact_dup
S03,CLC,HRV,0,2403,91.06028345027049,36.735021769816676,4.169151786191684,csv_exact_dup
S03,CLC,CogLoad,0,2403,0.5650195692883895,0.12628389657816352,0.04069773361828683,csv_exact_dup
S03,CLC,EyeGazeAxis,0,2403,0.004674157303370788,0.16480625564516305,0.14056119230771605,fig_derived_only
S03,CLC,EyeGazeAxis,1,2403,0.02239159384103204,0.16179318769579643,0.12077531327571915,fig_derived_only
S03,CLC,EyeGazeAxis,2,2403,0.02764585934248857,0.026119428852625647,0.023837335408290344,fig_derived_only
S03,CLC,EyeGazeMedian,0,2403,0.005934248855597169,0.14227912350429894,0.056126730518552805,fig_derived_only
S03,CLC,EyeGazeMedian,1,2403,0.027277153558052426,0.1423333748735132,0.05980070861059662,fig_derived_only
S03,CLC,EyeGazeMedian,2,2403,0.025478152309613,0.02116191668661243,0.009924606721064103,fig_derived_only
S03,CLC,PupilLeft,0,2403,3.1461301057012068,0.26671442741228835,0.14751448457201394,fig_derived_only
S03,CLC,PupilLeft,1,2403,3.144510054515189,0.23906387167185716,0.058486455893703646,fig_derived_only
S03,CLC,PupilLeft,2,2403,3.144442070744902,0.2279641548125255,0.04466970137017749,fig_derived_only
S03,CLC,PupilLeft,3,2403,3.14267777278402,0.2170202448584719,0.03555255212800292,fig_derived_only
S03,CLC,PupilLeft,4,2403,3.1350245522263833,0.17877175429628567,0.016166779633783056,fig_derived_only
S03,CLC,PupilRight,0,2403,3.0530774927174367,0.26674861933589566,0.14981739174518552,fig_derived_only
S03,CLC,PupilRight,1,2403,3.0507708131502294,0.24027879873388755,0.06250383973218018,fig_derived_only
S03,CLC,PupilRight,2,2403,3.0521056679151064,0.22537634575635515,0.04642720300668315,fig_derived_only
S03,CLC,PupilRight,3,2403,3.0500010095713694,0.21314564895470323,0.03812443851220398,fig_derived_only
S03,CLC,PupilRight,4,2403,3.0466831323345818,0.17814395695737037,0.016295988158467202,fig_derived_only
S03,INT,HR,0,2047,95.87787005373718,3.2730687062682122,0.4427076121988835,csv_exact_dup
S03,INT,HRV,0,2047,70.17406815876895,11.608888700557802,1.1654232452480264,csv_exact_dup
S03,INT,CogLoad,0,2047,0.48545067220322424,0.17249988573944808,0.06145336706779571,csv_exact_dup
S03,INT,EyeGazeAxis,0,2047,-0.015581827063996094,0.16380154095350546,0.16333116787565627,fig_derived_only
S03,INT,EyeGazeAxis,1,2047,0.034714215925744994,0.15124541410856013,0.10738822493999162,fig_derived_only
S03,INT,EyeGazeAxis,2,2047,0.026334147532975097,0.02852910514363794,0.02783134630057899,fig_derived_only
S03,INT,EyeGazeMedian,0,2047,-0.016436736687835858,0.12973935683503776,0.0726837360359804,fig_derived_only
S03,INT,EyeGazeMedian,1,2047,0.0340390815828041,0.13556729288649685,0.06027759441867885,fig_derived_only
S03,INT,EyeGazeMedian,2,2047,0.0229770395701026,0.0217712260285098,0.011946768218711478,fig_derived_only
S03,INT,PupilLeft,0,2047,3.606615423058134,0.45428972685973745,0.20803107713514063,fig_derived_only
S03,INT,PupilLeft,1,2047,3.6070188021494873,0.42169512872140513,0.10164254457334031,fig_derived_only
S03,INT,PupilLeft,2,2047,3.6068483092330244,0.41006831553449374,0.08108727562550058,fig_derived_only
S03,INT,PupilLeft,3,2047,3.6070525217391305,0.3982884543202174,0.06980292143602744,fig_derived_only
S03,INT,PupilLeft,4,2047,3.599165195896434,0.34317200136265325,0.03849041380414845,fig_derived_only
S03,INT,PupilRight,0,2047,3.545263133854421,0.46055428539954263,0.20176568876485498,fig_derived_only
S03,INT,PupilRight,1,2047,3.5499727957987295,0.4324383712540315,0.10099778514463971,fig_derived_only
S03,INT,PupilRight,2,2047,3.550661051783097,0.42128084883556516,0.08039353449295362,fig_derived_only
S03,INT,PupilRight,3,2047,3.5495053556424034,0.40939386420904406,0.07026466308582115,fig_derived_only
S03,INT,PupilRight,4,2047,3.5485512393746945,0.3553883602115766,0.037897935065174936,fig_derived_only
S04,BOR,HR,0,2473,98.4739183178326,7.32025666179964,1.1839253473366962,csv_exact_dup
S04,BOR,HRV,0,2473,77.58322561544682,36.89153846737108,3.4933453297594905,csv_exact_dup
S04,BOR,CogLoad,0,2473,0.5953592834613829,0.13320339226705827,0.04415008774798836,csv_exact_dup
S04,BOR,EyeGazeAxis,0,2473,-0.08646340477153255,0.20655266743138748,0.17760198075245473,fig_derived_only
S04,BOR,EyeGazeAxis,1,2473,0.053471087747674895,0.17856408684476618,0.14031736347486645,fig_derived_only
S04,BOR,EyeGazeAxis,2,2473,0.04426324302466641,0.04071416458746727,0.035724284549092024,fig_derived_only
S04,BOR,EyeGazeMedian,0,2473,-0.09199312575818845,0.18008327013475003,0.09722458819744012,fig_derived_only
S04,BOR,EyeGazeMedian,1,2473,0.06137808329963607,0.15936642842437151,0.08664666019132673,fig_derived_only
S04,BOR,EyeGazeMedian,2,2473,0.04301051354630005,0.036302018196383075,0.015992678596170744,fig_derived_only
S04,BOR,PupilLeft,0,2473,3.0154144581479985,0.28388176099343027,0.138608684492416,fig_derived_only
S04,BOR,PupilLeft,1,2473,3.019868165790538,0.26278487043382304,0.05179272934973113,fig_derived_only
S04,BOR,PupilLeft,2,2473,3.020545032753741,0.2564460054166211,0.03642084953831557,fig_derived_only
S04,BOR,PupilLeft,3,2473,3.0222240841083705,0.2516010229215293,0.028961664219889525,fig_derived_only
S04,BOR,PupilLeft,4,2473,3.019868837848767,0.23956558621263097,0.015035808815224667,fig_derived_only
S04,BOR,PupilRight,0,2473,2.8093499640113224,0.2500707790604032,0.11408955434185865,fig_derived_only
S04,BOR,PupilRight,1,2473,2.8123848641326323,0.23294628955226818,0.043783970377167046,fig_derived_only
S04,BOR,PupilRight,2,2473,2.812476798220785,0.2290096395192713,0.031370135229638094,fig_derived_only
S04,BOR,PupilRight,3,2473,2.8140662131014964,0.22563516186492888,0.02502290690561218,fig_derived_only
S04,BOR,PupilRight,4,2473,2.8123287302871005,0.21587630546251904,0.013583297181688526,fig_derived_only
S04,CLC,HR,0,2539,95.99606144151241,3.0039989504877265,0.4353379736433402,csv_exact_dup
S04,CLC,HRV,0,2539,53.86646041985033,25.468178883268745,2.3482895008481925,csv_exact_dup
S04,CLC,CogLoad,0,2539,0.6374137207562032,0.0984537417523149,0.028552257396657975,csv_exact_dup
S04,CLC,EyeGazeAxis,0,2539,-0.026427727451752658,0.15016930643087373,0.15103522532288116,fig_derived_only
S04,CLC,EyeGazeAxis,1,2539,-0.010936589208349744,0.25873500610385414,0.20644867069883438,fig_derived_only
S04,CLC,EyeGazeAxis,2,2539,0.04686293816463175,0.03462484647041996,0.03376130695224518,fig_derived_only
S04,CLC,EyeGazeMedian,0,2539,-0.021736904293028752,0.11483383589736695,0.06285337046596076,fig_derived_only
S04,CLC,EyeGazeMedian,1,2539,-0.01089759747932257,0.24266520452454976,0.12718661441984022,fig_derived_only
S04,CLC,EyeGazeMedian,2,2539,0.0446474990153604,0.02716001851251461,0.013690560185736037,fig_derived_only
S04,CLC,PupilLeft,0,2539,3.462440280425364,0.19233984803439608,0.1277610120665642,fig_derived_only
S04,CLC,PupilLeft,1,2539,3.4669188148877508,0.1610269630906615,0.046794194637825505,fig_derived_only
S04,CLC,PupilLeft,2,2539,3.466765730602599,0.15189616333172956,0.032963982936471015,fig_derived_only
S04,CLC,PupilLeft,3,2539,3.465958457660496,0.14442568825506655,0.025166492521083068,fig_derived_only
S04,CLC,PupilLeft,4,2539,3.4660696262307993,0.1276932482990868,0.012322600953394476,fig_derived_only
S04,CLC,PupilRight,0,2539,3.235914148877511,0.17525439560854972,0.11223592328893343,fig_derived_only
S04,CLC,PupilRight,1,2539,3.2392837621110675,0.14813703307834059,0.03786161939554681,fig_derived_only
S04,CLC,PupilRight,2,2539,3.2386168975974794,0.14073026654326662,0.02665124584793256,fig_derived_only
S04,CLC,PupilRight,3,2539,3.2386096506498623,0.13591835186005652,0.021169991635860124,fig_derived_only
S04,CLC,PupilRight,4,2539,3.2380716624655377,0.12498557456951477,0.011230275552405421,fig_derived_only
S04,INT,HR,0,2649,94.31898829747074,3.4529384627329542,0.28887309102367575,csv_exact_dup
S04,INT,HRV,0,2649,38.865365398640996,14.192398068158667,1.2622318821107983,csv_exact_dup
S04,INT,CogLoad,0,2649,0.5474919346923367,0.11502022113814295,0.027933959236933002,csv_exact_dup
S04,INT,EyeGazeAxis,0,2649,-0.04862098905247263,0.1937015675512306,0.1861322207124725,fig_derived_only
S04,INT,EyeGazeAxis,1,2649,0.004816912042280105,0.18041013444628068,0.13161855626361182,fig_derived_only
S04,INT,EyeGazeAxis,2,2649,0.03778973197432995,0.041126547793976655,0.039191201628875086,fig_derived_only
S04,INT,EyeGazeMedian,0,2649,-0.050483956209890525,0.15404989505156394,0.08300240437114709,fig_derived_only
S04,INT,EyeGazeMedian,1,2649,0.010506606266515667,0.1670668327019125,0.07259635328012995,fig_derived_only
S04,INT,EyeGazeMedian,2,2649,0.03375802189505475,0.03260710140906067,0.015609107063166337,fig_derived_only
S04,INT,PupilLeft,0,2649,3.261230458663647,0.29609373139560113,0.18262954018648148,fig_derived_only
S04,INT,PupilLeft,1,2649,3.2700477591543975,0.25343514108902204,0.07236659081934779,fig_derived_only
S04,INT,PupilLeft,2,2649,3.2702678784446966,0.2381439033325267,0.053179631728263524,fig_derived_only
S04,INT,PupilLeft,3,2649,3.269978371460929,0.22816702456767304,0.04158745334591708,fig_derived_only
S04,INT,PupilLeft,4,2649,3.268831221970555,0.1997402601672644,0.02166666452148835,fig_derived_only
S04,INT,PupilRight,0,2649,3.0025393299358245,0.26721080338201764,0.14302596146156868,fig_derived_only
S04,INT,PupilRight,1,2649,3.0085796425066063,0.23732796703317666,0.0647355242130377,fig_derived_only
S04,INT,PupilRight,2,2649,3.009072553038883,0.2246615632960256,0.04738439107243249,fig_derived_only
S04,INT,PupilRight,3,2649,3.0087661309928277,0.21496868417247528,0.03668409370543864,fig_derived_only
S04,INT,PupilRight,4,2649,3.0055725956964894,0.1923144657007624,0.01962855625894603,fig_derived_only
S05,BOR,HR,0,2371,56.69464361029102,9.782297552867782,2.4053173305761915,csv_exact_dup
S05,BOR,HRV,0,2371,128.1946638481653,46.2363058066943,5.002609231094233,csv_exact_dup
S05,BOR,CogLoad,0,2371,0.6648642585407,0.07517844273537877,0.026318019512313513,csv_exact_dup
S05,BOR,EyeGazeAxis,0,2371,0.15583635596794604,0.20853696799540153,0.07097797983579567,fig_derived_only
S05,BOR,EyeGazeAxis,1,2371,-0.23574188106284266,0.18461404338584927,0.06614330156779635,fig_derived_only
S05,BOR,EyeGazeAxis,2,2371,0.08380851961197808,0.055965114864364014,0.019686884368005305,fig_derived_only
S05,BOR,EyeGazeMedian,0,2371,0.15359173344580349,0.20638111445176266,0.036396699645092845,fig_derived_only
S05,BOR,EyeGazeMedian,1,2371,-0.23420582032897508,0.18226850152137972,0.03508198906371315,fig_derived_only
S05,BOR,EyeGazeMedian,2,2371,0.08269970476592156,0.05567968200811887,0.009456986188100983,fig_derived_only
S05,BOR,PupilLeft,0,2371,3.1028277195276255,0.30258098437404923,0.10390840974004777,fig_derived_only
S05,BOR,PupilLeft,1,2371,3.1040044145929993,0.29350297791448593,0.05188331273191933,fig_derived_only
S05,BOR,PupilLeft,2,2371,3.1023668296077602,0.2829341737168496,0.034434798801731344,fig_derived_only
S05,BOR,PupilLeft,3,2371,3.1049664078447914,0.28328104241349555,0.02449757476912526,fig_derived_only
S05,BOR,PupilLeft,4,2371,3.102526132011809,0.2710759224186154,0.014754900649964018,fig_derived_only
S05,BOR,PupilRight,0,2371,2.358794524251371,0.5403403755084151,0.09283041229590215,fig_derived_only
S05,BOR,PupilRight,1,2371,2.357551477013918,0.5355145059387598,0.038967426875268434,fig_derived_only
S05,BOR,PupilRight,2,2371,2.3566287317587515,0.5326879001544562,0.030269174757451094,fig_derived_only
S05,BOR,PupilRight,3,2371,2.3573839358920288,0.5327868410235902,0.025993933428792384,fig_derived_only
S05,BOR,PupilRight,4,2371,2.3575474576128217,0.5271053214025152,0.01955197561481148,fig_derived_only
S05,CLC,HR,0,2202,58.608537693006355,17.660494862491504,5.227882797041328,csv_exact_dup
S05,CLC,HRV,0,2202,113.35997797411444,89.53914980408265,10.081631152758339,csv_exact_dup
S05,CLC,CogLoad,0,2202,0.5413492461398729,0.13780665887185395,0.04245892894461352,csv_exact_dup
S05,CLC,EyeGazeAxis,0,2202,-0.005934150772025433,0.10432174313518648,0.09744267313719727,fig_derived_only
S05,CLC,EyeGazeAxis,1,2202,0.03671662125340599,0.16814302491143635,0.14280274503535487,fig_derived_only
S05,CLC,EyeGazeAxis,2,2202,0.02075749318801091,0.022346382458347688,0.021369486913949305,fig_derived_only
S05,CLC,EyeGazeMedian,0,2202,-0.0024182561307901896,0.08175731623804976,0.044123140623804916,fig_derived_only
S05,CLC,EyeGazeMedian,1,2202,0.04648092643051772,0.1438189390809805,0.07447983145861328,fig_derived_only
S05,CLC,EyeGazeMedian,2,2202,0.018309264305177125,0.016855672953674735,0.00919745764377234,fig_derived_only
S05,CLC,PupilLeft,0,2202,3.5629537942779295,0.3395076155977694,0.14010458612129248,fig_derived_only
S05,CLC,PupilLeft,1,2202,3.5668816680290645,0.3174543236982397,0.06598966873052622,fig_derived_only
