subject,stimulus,window,signal,stat,value
S01,CLC,crop,hrv,delta_last_first_third,-3.0346582479339332
S01,CLC,crop,left_eye_dilation,mean,3.281462826442308
S01,CLC,crop,left_eye_dilation,median,3.2760465
S01,CLC,crop,left_eye_dilation,sd,0.2283076550675021
S01,CLC,crop,left_eye_dilation,min,2.616028
S01,CLC,crop,left_eye_dilation,max,4.035141
S01,CLC,crop,left_eye_dilation,slope,6.404333209216897e-05
S01,CLC,crop,left_eye_dilation,delta_last_first_third,0.0038591832611833965
S01,CLC,crop,right_eye_dilation,mean,3.142261515136953
S01,CLC,crop,right_eye_dilation,median,3.134308
S01,CLC,crop,right_eye_dilation,sd,0.2128026704629104
S01,CLC,crop,right_eye_dilation,min,2.50267
S01,CLC,crop,right_eye_dilation,max,3.857391
S01,CLC,crop,right_eye_dilation,slope,9.676518113796492e-05
S01,CLC,crop,right_eye_dilation,delta_last_first_third,0.024863005772005398
S01,CLC,crop,eye_gaze_deviation,mean,0.13970568946110548
S01,CLC,crop,eye_gaze_deviation,median,0.11903780911962385
S01,CLC,crop,eye_gaze_deviation,sd,0.08598161315506868
S01,CLC,crop,eye_gaze_deviation,min,0.012845232578665135
S01,CLC,crop,eye_gaze_deviation,max,0.5844091032829657
S01,CLC,crop,eye_gaze_deviation,slope,-7.162585756699823e-06
S01,CLC,crop,eye_gaze_deviation,delta_last_first_third,0.011575927066009378
S01,INT,crop,cognitive_load,mean,0.5069906237270876
S01,INT,crop,cognitive_load,median,0.5293
S01,INT,crop,cognitive_load,sd,0.15792750375913922
S01,INT,crop,cognitive_load,min,0.197285
S01,INT,crop,cognitive_load,max,0.833543
S01,INT,crop,cognitive_load,slope,-0.00031297365610807095
S01,INT,crop,cognitive_load,delta_last_first_third,-0.156502625382263
S01,INT,crop,hr,mean,76.24745417515275
S01,INT,crop,hr,median,76.0
S01,INT,crop,hr,sd,4.048215349318179
S01,INT,crop,hr,min,62.0
S01,INT,crop,hr,max,90.0
S01,INT,crop,hr,slope,-0.004116334298634852
S01,INT,crop,hr,delta_last_first_third,-2.327217125382262
S01,INT,crop,hrv,mean,111.83642729735236
S01,INT,crop,hrv,median,118.066643
S01,INT,crop,hrv,sd,20.418959746095453
S01,INT,crop,hrv,min,75.090843
S01,INT,crop,hrv,max,133.102615
S01,INT,crop,hrv,slope,0.05931055187539078
S01,INT,crop,hrv,delta_last_first_third,22.987331036697242
S01,INT,crop,left_eye_dilation,mean,2.9209559385628086
S01,INT,crop,left_eye_dilation,median,2.918945
S01,INT,crop,left_eye_dilation,sd,0.31709087430694305
S01,INT,crop,left_eye_dilation,min,2.002014
S01,INT,crop,left_eye_dilation,max,4.067963
S01,INT,crop,left_eye_dilation,slope,0.0002483424224492194
S01,INT,crop,left_eye_dilation,delta_last_first_third,0.1096984382207582
S01,INT,crop,right_eye_dilation,mean,2.8537869725726823
S01,INT,crop,right_eye_dilation,median,2.859528
S01,INT,crop,right_eye_dilation,sd,0.3061141276821238
S01,INT,crop,right_eye_dilation,min,1.974197
S01,INT,crop,right_eye_dilation,max,4.074219
S01,INT,crop,right_eye_dilation,slope,0.00024429368185907157
S01,INT,crop,right_eye_dilation,delta_last_first_third,0.10059625700164743
S01,INT,crop,eye_gaze_deviation,mean,0.15669202139842117
S01,INT,crop,eye_gaze_deviation,median,0.13625700984673794
S01,INT,crop,eye_gaze_deviation,sd,0.09264353543959347
S01,INT,crop,eye_gaze_deviation,min,0.011489125293076061
S01,INT,crop,eye_gaze_deviation,max,0.49090732322914066
S01,INT,crop,eye_gaze_deviation,slope,7.376820012583759e-05
S01,INT,crop,eye_gaze_deviation,delta_last_first_third,0.0261902247414863
S02,BOR,crop,cognitive_load,mean,0.4217369809593556
S02,BOR,crop,cognitive_load,median,0.378289
S02,BOR,crop,cognitive_load,sd,0.1454802481700553
S02,BOR,crop,cognitive_load,min,0.077377
S02,BOR,crop,cognitive_load,max,0.917664
S02,BOR,crop,cognitive_load,slope,2.8061427727734075e-05
S02,BOR,crop,cognitive_load,delta_last_first_third,0.019655605494505513
S02,BOR,crop,hr,mean,68.30797366495976
S02,BOR,crop,hr,median,68.0
S02,BOR,crop,hr,sd,3.7780872122772107
S02,BOR,crop,hr,min,60.0
S02,BOR,crop,hr,max,80.0
S02,BOR,crop,hr,slope,-0.0003464646668076532
S02,BOR,crop,hr,delta_last_first_third,-0.3347969264544588
S02,BOR,crop,hrv,mean,95.89400998207755
S02,BOR,crop,hrv,median,96.177193
S02,BOR,crop,hrv,sd,21.612033474287145
S02,BOR,crop,hrv,min,62.679173
S02,BOR,crop,hrv,max,134.059677
S02,BOR,crop,hrv,slope,0.051665583910415626
S02,BOR,crop,hrv,delta_last_first_third,31.31959067837539
S02,BOR,crop,left_eye_dilation,mean,3.4311429056350624
S02,BOR,crop,left_eye_dilation,median,3.4163815
S02,BOR,crop,left_eye_dilation,sd,0.33025325334740524
S02,BOR,crop,left_eye_dilation,min,2.520493
S02,BOR,crop,left_eye_dilation,max,4.819763
S02,BOR,crop,left_eye_dilation,slope,0.00021432767573883516
S02,BOR,crop,left_eye_dilation,delta_last_first_third,0.10526237315436138
S02,BOR,crop,right_eye_dilation,mean,3.560658590971272
S02,BOR,crop,right_eye_dilation,median,3.548523
S02,BOR,crop,right_eye_dilation,sd,0.33514073562987096
S02,BOR,crop,right_eye_dilation,min,2.447601
S02,BOR,crop,right_eye_dilation,max,4.821335
S02,BOR,crop,right_eye_dilation,slope,0.0001468350130317603
S02,BOR,crop,right_eye_dilation,delta_last_first_third,0.04784089192886398
S02,BOR,crop,eye_gaze_deviation,mean,0.19167689296690904
S02,BOR,crop,eye_gaze_deviation,median,0.1852437583293969
S02,BOR,crop,eye_gaze_deviation,sd,0.09762505118756125
S02,BOR,crop,eye_gaze_deviation,min,0.019830532015051944
S02,BOR,crop,eye_gaze_deviation,max,0.5420915513084482
S02,BOR,crop,eye_gaze_deviation,slope,-2.0577201314005132e-05
S02,BOR,crop,eye_gaze_deviation,delta_last_first_third,-0.015314200899575414
S02,CLC,crop,cognitive_load,mean,0.49906690868924886
S02,CLC,crop,cognitive_load,median,0.526499
S02,CLC,crop,cognitive_load,sd,0.16805448830186806
S02,CLC,crop,cognitive_load,min,0.071013
S02,CLC,crop,cognitive_load,max,0.931069
S02,CLC,crop,cognitive_load,slope,9.256578049686694e-05
S02,CLC,crop,cognitive_load,delta_last_first_third,0.0251604022099447
S02,CLC,crop,hr,mean,70.06516936671576
S02,CLC,crop,hr,median,69.0
S02,CLC,crop,hr,sd,3.6350789910933865
S02,CLC,crop,hr,min,63.0
S02,CLC,crop,hr,max,83.0
S02,CLC,crop,hr,slope,0.005714608160326832
S02,CLC,crop,hr,delta_last_first_third,3.270718232044203
S02,CLC,crop,hrv,mean,79.80121998564064
S02,CLC,crop,hrv,median,83.056648
S02,CLC,crop,hrv,sd,20.99094755332975
S02,CLC,crop,hrv,min,41.54681
S02,CLC,crop,hrv,max,116.92585
S02,CLC,crop,hrv,slope,0.04265357048934569
S02,CLC,crop,hrv,delta_last_first_third,27.479949910497226
S02,CLC,crop,left_eye_dilation,mean,3.576142706927986
S02,CLC,crop,left_eye_dilation,median,3.5652850000000003
S02,CLC,crop,left_eye_dilation,sd,0.3571564615810685
S02,CLC,crop,left_eye_dilation,min,2.578049
S02,CLC,crop,left_eye_dilation,max,5.282532
S02,CLC,crop,left_eye_dilation,slope,5.049117283257648e-05
S02,CLC,crop,left_eye_dilation,delta_last_first_third,0.05509239945280431
S02,CLC,crop,right_eye_dilation,mean,3.6728596175243395
S02,CLC,crop,right_eye_dilation,median,3.673828
S02,CLC,crop,right_eye_dilation,sd,0.3262982522423249
S02,CLC,crop,right_eye_dilation,min,2.792953
S02,CLC,crop,right_eye_dilation,max,5.100082
S02,CLC,crop,right_eye_dilation,slope,-2.9210180032726902e-06
S02,CLC,crop,right_eye_dilation,delta_last_first_third,0.017881068150208623
S02,CLC,crop,eye_gaze_deviation,mean,0.18394673712959572
S02,CLC,crop,eye_gaze_deviation,median,0.16707782617690478
S02,CLC,crop,eye_gaze_deviation,sd,0.10165976077890317
S02,CLC,crop,eye_gaze_deviation,min,0.020024984394500792
S02,CLC,crop,eye_gaze_deviation,max,0.5880400437212965
S02,CLC,crop,eye_gaze_deviation,slope,-3.083123710074546e-05
S02,CLC,crop,eye_gaze_deviation,delta_last_first_third,-0.026811637318772286
S02,INT,crop,cognitive_load,mean,0.4714814803625378
S02,INT,crop,cognitive_load,median,0.48296
S02,INT,crop,cognitive_load,sd,0.17338841738839478
S02,INT,crop,cognitive_load,min,0.154026
S02,INT,crop,cognitive_load,max,0.839577
S02,INT,crop,cognitive_load,slope,-6.556756672296679e-05
S02,INT,crop,cognitive_load,delta_last_first_third,-0.024794176870748252
S02,INT,crop,hr,mean,67.50264350453172
S02,INT,crop,hr,median,68.0
S02,INT,crop,hr,sd,1.6656694341757055
S02,INT,crop,hr,min,62.0
S02,INT,crop,hr,max,71.0
S02,INT,crop,hr,slope,0.0023894752484390964
S02,INT,crop,hr,delta_last_first_third,1.058956916099774
S02,INT,crop,hrv,mean,48.17780209365559
S02,INT,crop,hrv,median,47.52895
S02,INT,crop,hrv,sd,6.299716265355353
S02,INT,crop,hrv,min,36.31004
S02,INT,crop,hrv,max,58.224468
S02,INT,crop,hrv,slope,-0.009156080361690248
S02,INT,crop,hrv,delta_last_first_third,-5.170268614512473
S02,INT,crop,left_eye_dilation,mean,3.537295553115016
S02,INT,crop,left_eye_dilation,median,3.5179445
S02,INT,crop,left_eye_dilation,sd,0.37066189751200346
S02,INT,crop,left_eye_dilation,min,2.535599
S02,INT,crop,left_eye_dilation,max,4.886795
S02,INT,crop,left_eye_dilation,slope,6.926372199301053e-05
S02,INT,crop,left_eye_dilation,delta_last_first_third,0.029717027577937483
S02,INT,crop,right_eye_dilation,mean,3.6621099651962776
S02,INT,crop,right_eye_dilation,median,3.646362
S02,INT,crop,right_eye_dilation,sd,0.35350958177343705
S02,INT,crop,right_eye_dilation,min,2.565506
S02,INT,crop,right_eye_dilation,max,5.058258
S02,INT,crop,right_eye_dilation,slope,9.992953105598899e-05
S02,INT,crop,right_eye_dilation,delta_last_first_third,0.034400517618468296
S02,INT,crop,eye_gaze_deviation,mean,0.18282322547389807
S02,INT,crop,eye_gaze_deviation,median,0.16551208415097673
S02,INT,crop,eye_gaze_deviation,sd,0.10416193030453605
S02,INT,crop,eye_gaze_deviation,min,0.019422924599555042
S02,INT,crop,eye_gaze_deviation,max,0.6178456522465785
S02,INT,crop,eye_gaze_deviation,slope,-5.664345758823887e-05
S02,INT,crop,eye_gaze_deviation,delta_last_first_third,-0.03813945808850022
S03,BOR,crop,cognitive_load,mean,0.5203187215130023
S03,BOR,crop,cognitive_load,median,0.511388
S03,BOR,crop,cognitive_load,sd,0.14970128703599125
S03,BOR,crop,cognitive_load,min,0.001802
S03,BOR,crop,cognitive_load,max,0.889995
S03,BOR,crop,cognitive_load,slope,-1.0804251192843276e-05
S03,BOR,crop,cognitive_load,delta_last_first_third,-0.005081483687943256
S03,BOR,crop,hr,mean,86.39007092198581
S03,BOR,crop,hr,median,87.0
S03,BOR,crop,hr,sd,5.613673985425768
S03,BOR,crop,hr,min,72.0
S03,BOR,crop,hr,max,101.0
S03,BOR,crop,hr,slope,0.004314747750033713
S03,BOR,crop,hr,delta_last_first_third,2.4936170212765916
S03,BOR,crop,hrv,mean,128.9036382288416
S03,BOR,crop,hrv,median,134.790817
S03,BOR,crop,hrv,sd,33.84876894234464
S03,BOR,crop,hrv,min,64.421333
S03,BOR,crop,hrv,max,167.563446
S03,BOR,crop,hrv,slope,0.12026935710502173
S03,BOR,crop,hrv,delta_last_first_third,55.95046951205674
S03,BOR,crop,left_eye_dilation,mean,3.120438652424942
S03,BOR,crop,left_eye_dilation,median,3.0646515
S03,BOR,crop,left_eye_dilation,sd,0.39151042030146394
S03,BOR,crop,left_eye_dilation,min,2.151703
S03,BOR,crop,left_eye_dilation,max,4.568527
S03,BOR,crop,left_eye_dilation,slope,0.00014490361861019122
S03,BOR,crop,left_eye_dilation,delta_last_first_third,0.04657744887348336
S03,BOR,crop,right_eye_dilation,mean,3.0122870756446987
S03,BOR,crop,right_eye_dilation,median,2.959335
S03,BOR,crop,right_eye_dilation,sd,0.37888080129646073
S03,BOR,crop,right_eye_dilation,min,2.039246
S03,BOR,crop,right_eye_dilation,max,4.253586
S03,BOR,crop,right_eye_dilation,slope,0.00011890843600368402
S03,BOR,crop,right_eye_dilation,delta_last_first_third,0.02313495008605848
S03,BOR,crop,eye_gaze_deviation,mean,0.20470994713557297
S03,BOR,crop,eye_gaze_deviation,median,0.19829775591266785
S03,BOR,crop,eye_gaze_deviation,sd,0.09733746633596331
S03,BOR,crop,eye_gaze_deviation,min,0.02073609087135127
S03,BOR,crop,eye_gaze_deviation,max,0.5958372260945098
S03,BOR,crop,eye_gaze_deviation,slope,-1.8413699966206112e-05
S03,BOR,crop,eye_gaze_deviation,delta_last_first_third,-0.018986544101624786
S03,CLC,crop,cognitive_load,mean,0.5650195692883895
S03,CLC,crop,cognitive_load,median,0.559436
S03,CLC,crop,cognitive_load,sd,0.1263101810818467
S03,CLC,crop,cognitive_load,min,0.206724
S03,CLC,crop,cognitive_load,max,0.858189
S03,CLC,crop,cognitive_load,slope,6.279059557619631e-05
S03,CLC,crop,cognitive_load,delta_last_first_third,0.04294176654182269
S03,CLC,crop,hr,mean,87.95838535164378
S03,CLC,crop,hr,median,87.0
S03,CLC,crop,hr,sd,4.034604610245921
S03,CLC,crop,hr,min,79.0
S03,CLC,crop,hr,max,99.0
S03,CLC,crop,hr,slope,0.000316727063507337
S03,CLC,crop,hr,delta_last_first_third,1.0873907615480647
S03,CLC,crop,hrv,mean,91.06028345027049
S03,CLC,crop,hrv,median,90.258888
S03,CLC,crop,hrv,sd,36.742667731345996
S03,CLC,crop,hrv,min,18.540016
S03,CLC,crop,hrv,max,154.461716
S03,CLC,crop,hrv,slope,0.034638030272113186
S03,CLC,crop,hrv,delta_last_first_third,22.318850589263448
S03,CLC,crop,left_eye_dilation,mean,3.1451877330677287
S03,CLC,crop,left_eye_dilation,median,3.123886
S03,CLC,crop,left_eye_dilation,sd,0.26499636219374845
S03,CLC,crop,left_eye_dilation,min,2.431778
S03,CLC,crop,left_eye_dilation,max,4.404984
S03,CLC,crop,left_eye_dilation,slope,0.00019600806354613717
S03,CLC,crop,left_eye_dilation,delta_last_first_third,0.07452687649402456
S03,CLC,crop,right_eye_dilation,mean,3.0510619413321574
S03,CLC,crop,right_eye_dilation,median,3.037842
S03,CLC,crop,right_eye_dilation,sd,0.26409643977896025
S03,CLC,crop,right_eye_dilation,min,2.331009
S03,CLC,crop,right_eye_dilation,max,4.248947
S03,CLC,crop,right_eye_dilation,slope,0.00019419046670567666
S03,CLC,crop,right_eye_dilation,delta_last_first_third,0.07350279602648957
S03,CLC,crop,eye_gaze_deviation,mean,0.20118137754507992
S03,CLC,crop,eye_gaze_deviation,median,0.18843622679467673
S03,CLC,crop,eye_gaze_deviation,sd,0.09250191735440937
S03,CLC,crop,eye_gaze_deviation,min,0.03286335345030998
S03,CLC,crop,eye_gaze_deviation,max,0.5655969486422561
S03,CLC,crop,eye_gaze_deviation,slope,-5.4174749613702884e-05
S03,CLC,crop,eye_gaze_deviation,delta_last_first_third,-0.0375925410064267
S03,INT,crop,cognitive_load,mean,0.48545067220322424
S03,INT,crop,cognitive_load,median,0.445704
S03,INT,crop,cognitive_load,sd,0.17254203598705076
S03,INT,crop,cognitive_load,min,0.160622
S03,INT,crop,cognitive_load,max,0.961915
S03,INT,crop,cognitive_load,slope,-4.993367441959332e-05
S03,INT,crop,cognitive_load,delta_last_first_third,-0.005794341642228806
S03,INT,crop,hr,mean,95.87787005373718
S03,INT,crop,hr,median,96.0
S03,INT,crop,hr,sd,3.2738684787190655
S03,INT,crop,hr,min,86.0
S03,INT,crop,hr,max,104.0
S03,INT,crop,hr,slope,-0.0036171595148657616
S03,INT,crop,hr,delta_last_first_third,-2.158357771260995
S03,INT,crop,hrv,mean,70.17406815876895
S03,INT,crop,hrv,median,70.43586
S03,INT,crop,hrv,sd,11.611725325817135
S03,INT,crop,hrv,min,46.765045
S03,INT,crop,hrv,max,87.753304
S03,INT,crop,hrv,slope,-0.026580995997364753
S03,INT,crop,hrv,delta_last_first_third,-11.519298337243384
S03,INT,crop,left_eye_dilation,mean,3.592128273494654
S03,INT,crop,left_eye_dilation,median,3.595627
S03,INT,crop,left_eye_dilation,sd,0.4548001126139439
S03,INT,crop,left_eye_dilation,min,2.348236
S03,INT,crop,left_eye_dilation,max,4.763107
S03,INT,crop,left_eye_dilation,slope,0.00015017064959225372
S03,INT,crop,left_eye_dilation,delta_last_first_third,0.11397693918918961
S03,INT,crop,right_eye_dilation,mean,3.5333362413600886
S03,INT,crop,right_eye_dilation,median,3.548813
S03,INT,crop,right_eye_dilation,sd,0.4610579303737402
S03,INT,crop,right_eye_dilation,min,2.277512
S03,INT,crop,right_eye_dilation,max,4.755066
S03,INT,crop,right_eye_dilation,slope,0.00023256827304490843
S03,INT,crop,right_eye_dilation,delta_last_first_third,0.18581159030100336
S03,INT,crop,eye_gaze_deviation,mean,0.1852972083078299
S03,INT,crop,eye_gaze_deviation,median,0.167919488118917
S03,INT,crop,eye_gaze_deviation,sd,0.09431015825475633
S03,INT,crop,eye_gaze_deviation,min,0.024413111231467412
S03,INT,crop,eye_gaze_deviation,max,0.5503916787161667
S03,INT,crop,eye_gaze_deviation,slope,-6.0829191052986924e-05
S03,INT,crop,eye_gaze_deviation,delta_last_first_third,-0.03244303094734702
S04,BOR,crop,cognitive_load,mean,0.5953592834613829
S04,BOR,crop,cognitive_load,median,0.571234
S04,BOR,crop,cognitive_load,sd,0.13323033197655954
S04,BOR,crop,cognitive_load,min,0.199561
S04,BOR,crop,cognitive_load,max,0.905809
S04,BOR,crop,cognitive_load,slope,0.0001522320717325343
S04,BOR,crop,cognitive_load,delta_last_first_third,0.09608280703883498
S04,BOR,crop,hr,mean,98.4739183178326
S04,BOR,crop,hr,median,100.0
S04,BOR,crop,hr,sd,7.321737146527449
S04,BOR,crop,hr,min,54.0
S04,BOR,crop,hr,max,115.0
S04,BOR,crop,hr,slope,0.011275597530346314
S04,BOR,crop,hr,delta_last_first_third,4.2560679611650585
S04,BOR,crop,hrv,mean,77.58322561544682
S04,BOR,crop,hrv,median,82.851524
S04,BOR,crop,hrv,sd,36.8989995936416
S04,BOR,crop,hrv,min,19.970776
S04,BOR,crop,hrv,max,149.428009
S04,BOR,crop,hrv,slope,-0.008673609163613719
S04,BOR,crop,hrv,delta_last_first_third,-10.086548035194184
S04,BOR,crop,left_eye_dilation,mean,3.0142145321869487
S04,BOR,crop,left_eye_dilation,median,2.9726714999999997
S04,BOR,crop,left_eye_dilation,sd,0.2842849001625496
S04,BOR,crop,left_eye_dilation,min,2.05658
S04,BOR,crop,left_eye_dilation,max,3.910416
S04,BOR,crop,left_eye_dilation,slope,-0.0006071180598630311
S04,BOR,crop,left_eye_dilation,delta_last_first_third,-0.34438593386243355
S04,BOR,crop,right_eye_dilation,mean,2.8077312376543206
S04,BOR,crop,right_eye_dilation,median,2.766014
S04,BOR,crop,right_eye_dilation,sd,0.2505753691090844
S04,BOR,crop,right_eye_dilation,min,2.211258
S04,BOR,crop,right_eye_dilation,max,3.571564
S04,BOR,crop,right_eye_dilation,slope,-0.0005498432928173452
S04,BOR,crop,right_eye_dilation,delta_last_first_third,-0.3108371190476187
S04,BOR,crop,eye_gaze_deviation,mean,0.2275487919306026
S04,BOR,crop,eye_gaze_deviation,median,0.2050634055811092
S04,BOR,crop,eye_gaze_deviation,sd,0.13014709152225437
S04,BOR,crop,eye_gaze_deviation,min,0.030654403477619663
S04,BOR,crop,eye_gaze_deviation,max,0.7150006993003573
S04,BOR,crop,eye_gaze_deviation,slope,-0.00014219244608048366
S04,BOR,crop,eye_gaze_deviation,delta_last_first_third,-0.08764767663020828
S04,CLC,crop,cognitive_load,mean,0.6374137207562032
S04,CLC,crop,cognitive_load,median,0.679479
S04,CLC,crop,cognitive_load,sd,0.09847313577234983
S04,CLC,crop,cognitive_load,min,0.253431
S04,CLC,crop,cognitive_load,max,0.826857
S04,CLC,crop,cognitive_load,slope,-7.446157986236025e-05
S04,CLC,crop,cognitive_load,delta_last_first_third,-0.051179832151300175
S04,CLC,crop,hr,mean,95.99606144151241
S04,CLC,crop,hr,median,96.0
S04,CLC,crop,hr,sd,3.004590696568614
S04,CLC,crop,hr,min,90.0
S04,CLC,crop,hr,max,106.0
S04,CLC,crop,hr,slope,0.0022433949921245046
S04,CLC,crop,hr,delta_last_first_third,1.4184397163120508
S04,CLC,crop,hrv,mean,53.86646041985033
S04,CLC,crop,hrv,median,42.141987
S04,CLC,crop,hrv,sd,25.473195760867544
S04,CLC,crop,hrv,min,26.210745
S04,CLC,crop,hrv,max,108.315384
S04,CLC,crop,hrv,slope,0.023980462522212923
S04,CLC,crop,hrv,delta_last_first_third,11.97554442198581
S04,CLC,crop,left_eye_dilation,mean,3.4612618826213186
S04,CLC,crop,left_eye_dilation,median,3.470886
S04,CLC,crop,left_eye_dilation,sd,0.19142094966087728
S04,CLC,crop,left_eye_dilation,min,2.781067
S04,CLC,crop,left_eye_dilation,max,4.068069
S04,CLC,crop,left_eye_dilation,slope,-0.00013402231820937245
S04,CLC,crop,left_eye_dilation,delta_last_first_third,-0.07852115691158179
S04,CLC,crop,right_eye_dilation,mean,3.235253086199751
S04,CLC,crop,right_eye_dilation,median,3.237457
S04,CLC,crop,right_eye_dilation,sd,0.17533525382449433
S04,CLC,crop,right_eye_dilation,min,1.834564
S04,CLC,crop,right_eye_dilation,max,3.820007
S04,CLC,crop,right_eye_dilation,slope,-0.00017620299099992926
S04,CLC,crop,right_eye_dilation,delta_last_first_third,-0.10495823134328397
S04,CLC,crop,eye_gaze_deviation,mean,0.2836457573956692
S04,CLC,crop,eye_gaze_deviation,median,0.28068843937718563
S04,CLC,crop,eye_gaze_deviation,sd,0.10068903793766179
S04,CLC,crop,eye_gaze_deviation,min,0.05584628762371047
S04,CLC,crop,eye_gaze_deviation,max,0.559489946290369
S04,CLC,crop,eye_gaze_deviation,slope,2.856215135012818e-06
S04,CLC,crop,eye_gaze_deviation,delta_last_first_third,0.014249877771303432
S04,INT,crop,cognitive_load,mean,0.5474919346923367
S04,INT,crop,cognitive_load,median,0.524273
S04,INT,crop,cognitive_load,sd,0.11504193740778575
S04,INT,crop,cognitive_load,min,0.129273
S04,INT,crop,cognitive_load,max,0.804331
S04,INT,crop,cognitive_load,slope,-0.00018892301823707975
S04,INT,crop,cognitive_load,delta_last_first_third,-0.1022594677236694
S04,INT,crop,hr,mean,94.31898829747074
S04,INT,crop,hr,median,94.0
S04,INT,crop,hr,sd,3.4535903910806374
S04,INT,crop,hr,min,86.0
S04,INT,crop,hr,max,102.0
S04,INT,crop,hr,slope,-0.007092672718302085
S04,INT,crop,hr,delta_last_first_third,-4.040770101925247
S04,INT,crop,hrv,mean,38.865365398640996
S04,INT,crop,hrv,median,33.013535
S04,INT,crop,hrv,sd,14.195077648673088
S04,INT,crop,hrv,min,23.197208
S04,INT,crop,hrv,max,75.340706
S04,INT,crop,hrv,slope,0.028329101368223645
S04,INT,crop,hrv,delta_last_first_third,15.627970713476785
S04,INT,crop,left_eye_dilation,mean,3.2612373666533387
S04,INT,crop,left_eye_dilation,median,3.277084
S04,INT,crop,left_eye_dilation,sd,0.29340578416939417
S04,INT,crop,left_eye_dilation,min,1.016541
S04,INT,crop,left_eye_dilation,max,4.194748
S04,INT,crop,left_eye_dilation,slope,-1.5609536125763588e-05
S04,INT,crop,left_eye_dilation,delta_last_first_third,-0.014214582232893402
S04,INT,crop,right_eye_dilation,mean,3.0022374483306833
S04,INT,crop,right_eye_dilation,median,3.005318
S04,INT,crop,right_eye_dilation,sd,0.26688854376199017
S04,INT,crop,right_eye_dilation,min,2.133545
S04,INT,crop,right_eye_dilation,max,3.946289
S04,INT,crop,right_eye_dilation,slope,-0.00011425147471475857
S04,INT,crop,right_eye_dilation,delta_last_first_third,-0.06812195942720756
S04,INT,crop,eye_gaze_deviation,mean,0.21987215352796677
S04,INT,crop,eye_gaze_deviation,median,0.19605356410940353
S04,INT,crop,eye_gaze_deviation,sd,0.12320512718876274
