source,relation,target,locus,note
ped-sec-29,instances-in-text,gun-pointing IVR example (THEME),"pp.471-472","Illustrates limitation #5 (narrow interaction-class assumptions): a hostile mediated encounter plainly has high social presence despite scoring low on 'liked them'-type items (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,"Short, John, Ederyn Williams & Bruce Christie (AUTHOR)","pp.460-462, 465-466, 469-471","Origin theory and central critique target: the 1976 semantic-differential scale and 'salience of the other' definition (FE)."
ped-sec-29,cites,"Goffman, Erving (AUTHOR)","pp.460-463","Source of the copresence definitional cluster; sensory awareness of the embodied other (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,"Mead, George Herbert (AUTHOR)","p.460","Symbolic interactionism, 'the generalized other,' named as an intellectual root of Short et al.'s framework (FE)."
ped-sec-29,cites,"Biocca, Frank (AUTHOR, self-citation)","pp.463-465","Source of the 'access to another intelligence' (1997) definition, one entry in the psychological-involvement cluster (FE)."
ped-sec-29,cites,"Heeter, Carrie (AUTHOR)","pp.460-464, 467","Apparent-existence/interactivity definition; also source of a rare explicit behavioral social-presence measure (media-choice study) (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,"Rice, Ronald (AUTHOR)","pp.464, 470-471","Media appropriateness, proposed as arguably a better conceptual fit than social presence for some measurement goals (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,"Reeves, Byron & Clifford Nass (AUTHOR)","pp.457-458, 472-473","The Media Equation; cited on automatic social responses to computer interfaces and the 'old brain' explanation (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,"Dennett, Daniel (AUTHOR)","pp.472-473","The intentional stance; theoretical resource for the article's own 'psychological question' (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,"Blascovich, Jim (AUTHOR)","pp.468-469","Critique of psychophysiological measurement of social-psychological constructs, explaining the near-absence of physiological social-presence measures (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites-cluster-author,ped-sec-25 (Gunawardena & Zittle 1997),"pp.465, 467-468, 479 (references)","Cited directly twice: Table 2's 'Immediacy of the medium' cell, and body text describing SPRES as blending Short et al.'s semantic-differential items with an intimacy focus; treated as one instance of the self-report family being critiqued (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,Gunawardena Charlotte N. 1995 solo (AUTHOR),"p.462","'Degree to which a person is perceived as a real person' definition, cited in Table 1's apparent-existence/interactivity cluster (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,contests-reading-of,"Short et al.'s (1976) semantic-differential social-presence measure (READING/CLAIM)","pp.469-471","Argues the measure is medium-oriented rather than state-oriented, shaped more by its funders' media-effectiveness interests than by theoretical commitment, and vulnerable to embedded technology assumptions (FE)."
ped-sec-29,shifts-debate-axis,social presence reliably predicts satisfaction/learning in CMC <-> its effects are inconsistent/confounded/assumed-not-demonstrated,"pp.469-472","(P/anticipatory-application) This article's own measurement critique is the strongest single articulation of the skeptical pole of this cluster's debate axis #9; parallels but does not cite ped-sec-27 (Tu 2002), which reaches a near-identical diagnosis of Short et al. and Gunawardena & Zittle independently."
ped-sec-29,contests-reading-of,"ped-sec-27 (Tu 2002) — parallel, uncited critique of the same measurement lineage","n/a — no direct citation confirmed by full-text check","(P/anticipatory-application) Both articles independently diagnose Short et al.'s scale and Gunawardena & Zittle's SPRES as inadequate for CMC/social contexts within a year of each other; recorded as a debate-axis/parallel-critique relationship rather than a citation, since neither text cites the other."
ped-sec-29,qualifies,presence (spatial/physical),"pp.456-457","Clarifies the telepresence/social-presence distinction that frames the whole article: 'sense of being there' vs. 'sense of being together with another' (FE)."
ped-sec-29,bridges-to-vle,vle-01-deployment-survey,n/a,"(P/anticipatory-application) vle-01's F7 finding ('Presence & the WE') is unstructured, medium-embedded evidence of the kind this article's §5.4 warns against over-reading as validated social-presence measurement; the VLE has no instrument built to this article's proposed multidimensional/cross-media standard."
ped-sec-29,bridges-to-vle,vle-03-exemplar-bank,n/a,"(P/anticipatory-application) vle-03's exemplar quotes on social co-watching ('watch with others'/'seemed isolating') are suggestive, not confirmatory, of a social-presence effect in this article's technical sense."
ped-sec-29,bridges-to-part-iii,Part III dissertation (cross-media measurement-validity caution),n/a,"(P/anticipatory-application) This article's core caution — that items embedding one medium's affordances cannot validly support cross-media comparison — bears directly on Part III's desktop-3D/2D-poles survey design; any presence/connectedness item phrased with one modality in mind risks the same invalidity diagnosed in Short et al.'s instrument."
