source_id,relation,target_id,domain,evidence_pdf_page,evidence_bekker_or_page,contributor,notes
PHX-05-OGORMAN,defines,CONCEPT:fallibility-of-phantasia,concept,5,22 (DA 428a),O'Gorman,"Phantasia 'evidently fallible' — most active when we don't perceive distinctly; grounds Aristotle's ambivalence about lexis"
PHX-05-OGORMAN,defines,CONCEPT:spatial-logic-of-greatness,concept,9,32-33,O'Gorman,"Epideictic deploys spatial logic of combination/comparison (more-less, big-small) rather than linear logic of enthymeme"
PHX-05-OGORMAN,defines,CONCEPT:psyche-sight,concept,5,21-22 (DA 429a),O'Gorman,"Phantasia as 'sort of psychê-sight' — etymological tie to phaos (light) at DA 429a"
PHX-05-OGORMAN,defines,CONCEPT:lexis-as-entechnon-risk,concept,6,26 (Rhet 1404a + 1354a),O'Gorman,"Lexis as artistic (entechnon) is doubly risky: speakers serve own whims; lexis can warp jury via false phantasmata"
PHX-05-OGORMAN,defines,CONCEPT:visualizing-effect-in-sense-perception,concept,5-6,24 (Rhet 1411b),O'Gorman,"Per Newman 2002 (12): pro ommatōn poiein is a basic visualizing effect rooted in sense-perception"
PHX-05-OGORMAN,defines,CONCEPT:epideictic-classificatory-problem,concept,9,33,O'Gorman,"Lanham 1991 (164) — epideictic's classificatory problem reframed: not a generic anomaly but a function present across species"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1404a,aristotle-locus,2-6,1404a,O'Gorman,"Anchor passage. Lexis-phantasia conjunction: 'all these things are forms of outward show [phantasia] and intended to affect the audience'"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1368a,aristotle-locus,7,1368a,O'Gorman,"Centerpiece. Amplification: 'aims to show superiority... clothe the actions with greatness [megethos] and beauty [kallos]'"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1411b,aristotle-locus,5-7,1411b,O'Gorman,"Pro ommatōn poiein — bringing before the eyes as lexical form of energeia/kinēsis"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1358b,aristotle-locus,6-7,1358b,O'Gorman,"Audience-classification: theoros (epideictic) vs kritēs (deliberative/judicial); krisis as end of rhetoric"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1382a,aristotle-locus,6,1382a,O'Gorman,"Definitional: phobos as 'sort of pain or agitation derived from the imagination [phantasias] of a future destructive or painful evil'"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1384a,aristotle-locus,6,1384a,O'Gorman,"Definitional: aischynē 'is imagination [phantasia] about a loss of reputation'"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1371a,aristotle-locus,6,1371a,O'Gorman,"Honor/reputation through each person's phantasian that he has the qualities of an important person"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1354a,aristotle-locus,6,1354a,O'Gorman,"Lexis can warp the jury by leading them into anger or envy or pity — phantasia's rhetorical danger"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1367b,aristotle-locus,8,1367b,O'Gorman,"'Praise is speech that makes clear [emphanizōn] the greatness of virtue' — epideictic as making-clear"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1407b,aristotle-locus,7,1407b,O'Gorman,"Lexical devices of expansiveness as means of amplification"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1409a-b,aristotle-locus,7,1409a-1409b,O'Gorman,"The period (periodos) as means of amplification"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1412a,aristotle-locus,7,1412a,O'Gorman,"Metaphor as means of amplification"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Rhetoric-1363b,aristotle-locus,7,1363b,O'Gorman,"Analogy as first means of amplification in epideictic"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DA-427b,aristotle-locus,4-7,427b,O'Gorman,"Spectator-at-picture analogy; pathos as phantasia 'that lies in our power'; theōrō tied to phantasia"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DA-428a,aristotle-locus,4-8,428a,O'Gorman,"Phantasia as dunamis/hexis 'by which we judge'; fallible; produces doxa exactly corresponding to direct perception"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DA-428b,aristotle-locus,5-7,428b,O'Gorman,"Phantasia as movement caused by sensation; comparative seeing (Frede gloss)"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DA-429a,aristotle-locus,5,429a,O'Gorman,"Etymology phantasia from phaos (light); phantasia depends on sight; movement produced by sense-perception"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DA-432a,aristotle-locus,5,432a,O'Gorman,"Phantasmata similar to objects perceived 'except that they are without matter'"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DA-434a,aristotle-locus,5-10,434a,O'Gorman,"Bouleutikē as combining many phantasmata into one — deliberative phantasia"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DA-433a-b,aristotle-locus,5-10,433a-433b,O'Gorman,"Phantasia indispensable to deliberative desire; dog example for animal phantasia-driven action"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:DeMemoria-450a,aristotle-locus,5,450a,O'Gorman,"Tithēmi pro ommatōn — putting a finite magnitude before one's eyes in private mental deliberation"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Poetics-1455a,aristotle-locus,5,1455a,O'Gorman,"Pro ommatōn tithemenon — poet putting scene before his eyes"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:Metaphysics-1048b,aristotle-locus,6,1048b,O'Gorman,"Energeia/kinēsis distinction underlying lexis-as-kinēsis"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:NE-1123b,aristotle-locus,9,1123b,O'Gorman,"Megalopsychos (great-souled man) as visible exemplar of magnitude — n.13"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:NE-1141b,aristotle-locus,5,1141b,O'Gorman,"Bouleutikē in political-council sense — parallel to DA 434a"
PHX-05-OGORMAN,cites-locus,ARISTOTLE-LOCUS:NE-1113a,aristotle-locus,9,1113a,O'Gorman,"Proairesis as bouleutikē orexis — foundation of ethics and hub of politics"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:megethos,greek-term,7,28 (Rhet 1368a),O'Gorman,"Per Farrell 1995 (186) the 'root of a great many recurring issues in Aristotelian inquiry'"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phantasia,greek-term,2-11,16-37,O'Gorman,"Central term; broad-appearances sense over narrow image; nine occurrences in Rhetoric"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:pro-ommaton-poiein,greek-term,5,24-25 (Rhet 1411b),O'Gorman,"Signature rhetorical operation of phantasia"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:lexis,greek-term,2-10,1404a passim,O'Gorman,"Subject of Rhetoric III; conjoined with phantasia at 1404a"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:theoros,greek-term,7-8,1358b + DA 427b,O'Gorman,"Epideictic auditor; verbal form theōrō tied to phantasia in DA"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:bouleutikē,greek-term,5-9,DA 434a + NE 1141b + Pol 1329a + Rhet 1383a,O'Gorman,"Deliberative/image-combining; bridges psychic phantasia to civic deliberation"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:auxesis,greek-term,7,1368a,O'Gorman,"Amplification — signature operation of epideictic; clothing actions with megethos and kallos"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:energeia,greek-term,2-7,1411b + Metaph 1048b,O'Gorman,"Lifelikeness/actuality in lexis; per Newman 2002 a kind of kinēsis"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:enargeia,greek-term,2-12,n.4,O'Gorman,"Visual vividness; per Keuls 1978 (n.4) contaminated with energeia in Greco-Roman rhetorical literature"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:megaloprepeia,greek-term,7-9,NE 1122a-1125a + Rhet 1360b,O'Gorman,"Magnificence — virtue of magnitude in material/lexical display"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:megalopsychia,greek-term,7-9,NE 1123b + Rhet,O'Gorman,"Great-souled-ness — internalized magnitude rendered visible in epideictic"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:kalon,greek-term,7-9,Rhet 1366b,O'Gorman,"Beauty/noble — aesthetic-ethical magnitude rendered visible in epideictic amplification"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:krisis,greek-term,5-6,Rhet 1358b,O'Gorman,"Judgment as end of rhetoric; mediated by phantasia-produced lexis"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:doxa,greek-term,4-6,DA 428a + Rhet emotion-defs,O'Gorman,"Opinion; phantasia produces doxa corresponding to direct perception; doxa as efficient cause of emotion"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:pathos,greek-term,6,DA 427b,O'Gorman,"Pathos as phantasia 'lying in our power' — willful affective state via imagination"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phainesthai,greek-term,2,17,O'Gorman,"Verbal stem of phantasia — 'to appear'"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phaos,greek-term,5-8,DA 429a,O'Gorman,"Light — etymological root of phantasia"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:saphes,greek-term,5,Rhet 1404a,O'Gorman,"Clarity as aretē of lexis — visual-manifestation vocabulary"
PHX-05-OGORMAN,uses-greek-term,GREEK-TERM:phantasma,greek-term,4-11,DA 432a + 434a passim,O'Gorman,"Product of phantasia; 'like aisthemata only without matter'"
PHX-05-OGORMAN,engages,MODERN-INTERLOCUTOR:Farrell-Thomas-B-1995,modern-secondary,7,28,O'Gorman,"Anchor citation on megethos as 'root of a great many recurring issues in Aristotelian inquiry'"
PHX-05-OGORMAN,endorses-with-modification,MODERN-INTERLOCUTOR:Nussbaum-1978,modern-secondary,4-13,19 + n.5 + n.17,O'Gorman,"Cluster sibling PHX-01. Endorsed broadening of phantasia to 'appearances in a broad sense' while retaining visual priority"
PHX-05-OGORMAN,endorses-and-deploys,MODERN-INTERLOCUTOR:Frede-Dorothea-1992,modern-secondary,4-7,20-22 + 28,O'Gorman,"Tripartite gloss of phantasia (capacity/process/product); 'comparative seeing' formula at DA 428b"
PHX-05-OGORMAN,endorses-and-deploys,MODERN-INTERLOCUTOR:Newman-Sara-2002,modern-secondary,5-13,24-25 + n.10,O'Gorman,"Bringing-before-eyes as visualizing effect rooted in sense-perception; lexical energeia/kinēsis"
PHX-05-OGORMAN,endorses-with-modification,MODERN-INTERLOCUTOR:Schofield-Malcolm-1992,modern-secondary,4-13,19-22 + n.8,O'Gorman,"Phantasia as comprehensive faculty; Aristotle's skeptical attitude — paired approvingly with Nussbaum"
PHX-05-OGORMAN,corrects,MODERN-INTERLOCUTOR:Sorabji-Richard-1972,modern-secondary,4,19,O'Gorman,"Phantasia-as-power-of-having-images reading rejected as too narrowly pictorial"
PHX-05-OGORMAN,modifies,MODERN-INTERLOCUTOR:Rosenfield-Lawrence-1980,modern-secondary,7-8,29-30 + n.16,O'Gorman,"Accepts theoros as mind's-eye witness but substitutes phantasmatic for Heideggerian-contemplative gloss"
PHX-05-OGORMAN,modifies,MODERN-INTERLOCUTOR:Walker-Jeffrey-2000,modern-secondary,8-9,30-33,O'Gorman,"Walker's epideictic-primacy thesis accepted; explanans shifted from belief/value to sight/scale"
PHX-05-OGORMAN,engages,MODERN-INTERLOCUTOR:Schiappa-Edward-1999,modern-secondary,6-10,26 + 35,O'Gorman,"Concedes Schiappa's historical inadequacy charge but reframes Aristotle's epideictic as function not genre"
PHX-05-OGORMAN,prefers-translation,MODERN-INTERLOCUTOR:Kennedy-George-1991,modern-secondary,5,23,O'Gorman,"Kennedy's 'outward show' preferred over Freese's 'mere outward show' as faithful to non-disparaging Aristotelian phantasia"
PHX-05-OGORMAN,rejects-translation,MODERN-INTERLOCUTOR:Freese-John-Henry-1926,modern-secondary,5,23,O'Gorman,"Freese's 'mere outward show' rendering criticized as smuggling Herodotean-Polybian pejorative into Aristotle"
PHX-05-OGORMAN,aligns-with,MODERN-INTERLOCUTOR:Hauser-Gerard-1999,modern-secondary,8-13,30 + n.21,O'Gorman,"Epideictic shapes common language of values prior to deliberation — aligned but recast as phantasmatic"
PHX-05-OGORMAN,aligns-with,MODERN-INTERLOCUTOR:Sullivan-Dale-1992,modern-secondary,8,30,O'Gorman,"Sophistic rhetoric of belief as basic rhetorical end — aligned with O'Gorman's primality argument"
PHX-05-OGORMAN,engages,MODERN-INTERLOCUTOR:Fortenbaugh-William-1975,modern-secondary,8-13,31 + n.17,O'Gorman,"Cognitive theory of emotions — doxa as efficient cause of emotion (1975, 15)"
PHX-05-OGORMAN,engages,MODERN-INTERLOCUTOR:Loraux-Nicole-1986,modern-secondary,10-13,36 + n.23,O'Gorman,"Imaginary Athens — phantasmatic city constituted in Pericles' Funeral Oration"
PHX-05-OGORMAN,engages,MODERN-INTERLOCUTOR:Lanham-Richard-1991,modern-secondary,9,33,O'Gorman,"Source of the 'classificatory problem' framing for epideictic"
PHX-05-OGORMAN,cites,MODERN-INTERLOCUTOR:Benediktson-D-Thomas-2000,modern-secondary,2-13,17 + n.7,O'Gorman,"Phantasia ties together the visual and the literary in Aristotle"
PHX-05-OGORMAN,cites,MODERN-INTERLOCUTOR:Freedberg-David-1989,modern-secondary,2,17,O'Gorman,"Visual-arts/poetry parallels pervasive in classical literature"
PHX-05-OGORMAN,cites,MODERN-INTERLOCUTOR:Keuls-Eva-1978,modern-secondary,12-13,n.4 + n.15,O'Gorman,"Energeia/enargeia etymological distinction; rhetorical visual imagery traced to Pythagoreans"
PHX-05-OGORMAN,cites,MODERN-INTERLOCUTOR:Wolin-Sheldon-1960,modern-secondary,8-13,31 + n.20,O'Gorman,"Political space had 'origin in vision' — supports phantasia as constitutive of political community"
PHX-05-OGORMAN,cites,MODERN-INTERLOCUTOR:Rouveret-Agnes-1989,modern-secondary,13,n.6,O'Gorman,"Histoire et Imaginaire de la Peinture Ancienne — visual paradigm in ancient pictorial imagination"
PHX-05-OGORMAN,cites-cluster-author,PHX-01-NUSSBAUM,cluster-citation,4-13,19 + n.5 + n.17,O'Gorman,"Cluster citation. Endorsed approvingly: phantasia as faculty of appearances in a broad sense (1978 = original MA-vol publication)"
PHX-05-OGORMAN,cites-cluster-author,PHX-03-FREDE,cluster-citation,4-7,20-22 + 28,O'Gorman,"Cluster citation. Most heavily/approvingly cited modern phantasia source; Frede 1992 'Cognitive Role of Phantasia in Aristotle'"
PHX-05-OGORMAN,cites-cluster-author,PHX-02-WHITE,cluster-citation,12,n.6,O'Gorman,"Cluster citation. Listed at n.6 among visual-emphasis readers of DA III.3-8"
PHX-05-OGORMAN,cites-cluster-author,PHX-04-CASTON,cluster-citation,12-13,n.6 + works cited,O'Gorman,"Cluster citation. Caston 1996 'Why Aristotle Needs Imagination' (Phronesis 41) listed at n.6 among visual-emphasis readers"
PHX-05-OGORMAN,cites-ancient-source,ANCIENT-INTERLOCUTOR:Thucydides-Pericles-Funeral-Oration,ancient-other,10,35-36 (Thuc 2.21-22 + 2.43),O'Gorman,"Exemplum of epideictic phantasmatic function — Spartan invasion seen by Athenians + funeral oration's 'theōmenous' trope"
PHX-05-OGORMAN,cites-ancient-source,ANCIENT-INTERLOCUTOR:Quintilian-InstOratoria,ancient-other,2,17 (Inst Or 4.2.29-32),O'Gorman,"Latin visiones as evidence that ancient readers derived rhetorical phantasia from Aristotle"
PHX-05-OGORMAN,cites-ancient-source,ANCIENT-INTERLOCUTOR:Herodotus-7.10,ancient-other,5,23,O'Gorman,"Pre-Aristotelian phantaszesthai meaning 'ostentation' — translation-history context O'Gorman rejects for Aristotle"
PHX-05-OGORMAN,cites-ancient-source,ANCIENT-INTERLOCUTOR:Isocrates-Antidosis-256,ancient-other,10,34,O'Gorman,"Public deliberation continuous with private — both rely on phantasmatic operations"
PHX-05-OGORMAN,cites-ancient-source,ANCIENT-INTERLOCUTOR:Homer,ancient-other,13,n.10 (Rhet 1411b),O'Gorman,"Aristotle's exemplar of energeia in lexis — 'making the lifeless live through metaphor'"
PHX-05-OGORMAN,identifies-tension,TENSION:lexis-necessary-yet-dangerous,tension,5-6,1404a vs 1354a,O'Gorman,"Lexis necessary for rhetoric but dangerous because phantasia can warp judgment"
PHX-05-OGORMAN,identifies-tension,TENSION:epideictic-as-genre-vs-function,tension,9-10,33-35,O'Gorman,"Resolves Schiappa/Lanham worry by reframing epideictic as function not genre"
PHX-05-OGORMAN,identifies-tension,TENSION:psychic-priority-vs-rhetorical-priority,tension,6-10,27-34,O'Gorman,"Phantasia psychically 'lower' but rhetorically 'primal' — productive paradox"
PHX-05-OGORMAN,identifies-tension,TENSION:image-faculty-vs-faculty-of-appearances,tension,4,19,O'Gorman,"Sorabji's image-theory vs Nussbaum-Schofield's faculty-of-appearances; O'Gorman synthesizes"
PHX-05-OGORMAN,identifies-tension,TENSION:contemplative-theōros-vs-phantasmatic-theōros,tension,7-8,29-30,O'Gorman,"Rosenfield's Heideggerian theoros corrected to phantasmatic theoros"
