source,relation,target,locus,note
§3,cites,INTERLOCUTOR:Andreas Großmann,p.233-234,"raises the methodological-solipsism doubt Tömmel argues against"
§3,defines,TERM:kairos / Augenblick (moment of vision),p.235,"exceptional, rupturing temporal event breaking with chronological linearity; love's temporal form"
§3,cites,INTERLOCUTOR:Paul Tillich,p.235,"kairos as 'irruption of eternity into time,' cited as parallel to Heidegger's account"
§3,extends,THEORY-MODEL:Pauline messianic structure applied to love,p.234-239,"Heidegger's 1919-1920 lecture course on early Christianity/religious life transferred to the concept of love; the 'kairologic' structure shared with being-towards-death"
§3,defines,TERM:Scheu (shyness/awe toward the beloved),p.240,"attitude that preserves the beloved's nearness precisely via distance"
§3,defines,TERM:Wartenkönnen (being-able-to-await),p.238-239,"repetitious making-present of the beloved's return, sustaining the kairotic moment"
§3,qualifies,TERM:Leidenschaft (passion) vs. Affekt (affect),p.236-237,"Nietzsche-lecture distinction: passion rooted in pathos/paschein (enduring, being determined) vs. affect (losing oneself); receptivity does not undermine authenticity"
§3,defines,TERM:principium individuationis (love),p.236,"love shares anxiety/death's individuating function in BT, forcing Dasein into innermost existence without aid or convention"
§3,instances-in-text,INTERLOCUTOR:Hannah Arendt,p.234-241,"primary correspondent/beloved 1925-1975 letters; also later critic (Denktagebuch 2002, 'desertedness productive')"
§3,instances-in-text,INTERLOCUTOR:Elisabeth Blochmann,p.239,"correspondent 1918-1969 letters on the 'grace-character of life' and preparation for the kairotic moment"
§3,contests,"READING/CLAIM:only 'negative' moods (anxiety, boredom) disclose finitude, not 'positive' ones (joy, love)",p.241,"Rentsch 2013 cited and rebutted via love's radical loneliness"
§3,cites,INTERLOCUTOR:Thomas Rentsch,p.241,"source of the positive/negative-moods claim Tömmel rebuts"
§4,defines,READING/CLAIM:love is essentially linked to truth across all periods (unifying thesis),p.241-242,"epistemic-cognitive early, Eigentlichkeit in the 1920s, relation to Being later"
§4,contests,READING/CLAIM:Heidegger's philosophy was 'without love' (Jaspers),p.242,"Tömmel judges this claim philologically wrong"
§4,cites,INTERLOCUTOR:Karl Jaspers,p.242,"source of the 'without love' verdict Tömmel contests"
§4,concedes,DEBATE-AXIS:does recovering the concept of love make Heidegger's thought/persona more 'amiable'?,p.242,"Tömmel's own answer: no"
§4,extends,READING/CLAIM:Heidegger's Black-Notebooks-era writing was driven by another genuine passion -- hate,p.242,"closing reservation returning to the chapter's opening frame"
§4,cites,INTERLOCUTOR:Michael Schmidt,p.229-230 (n.1 cross-ref),"'socio-ontological deficits' of Heidegger's analysis of Dasein, partially redressed by the existential-aspect reconstruction"
§4,cites,INTERLOCUTOR:Günter Figal,p.233,"Eigentlichkeit named Heidegger's best-known Marburg-period achievement"
§4,cites,INTERLOCUTOR:Valeria Piazza,p.242,"cited alongside Tömmel 2013 for texts indicating Heidegger identified philosophy with love"
bor-sec-53,bridges-to-part-iii,PART-III:affect-construct-validity-epistemic-vs-existential-registers,n/a,"P/anticipatory-application: Tömmel's insistence on separating what an affect discloses about the world (epistemic) from what it does to the discloser's selfhood (existential) cautions against single-item 'felt engaged' survey measures collapsing both registers"
bor-sec-53,bridges-to-part-iii,PART-III:kairos-vs-chronos-as-boredom-time-drag-contrast,n/a,"P/anticipatory-application: love's kairological temporality, the structural inverse of boredom's dragging chronos, offers Part III precise vocabulary for describing compressed/absorbing session-time as boredom's phenomenological opposite"
bor-sec-53,bridges-to-part-iii,PART-III:valence-is-not-disclosive-depth,n/a,"P/anticipatory-application: the chapter's rebuttal of Rentsch (positive affects can individuate as radically as negative ones) cautions Part III against assuming flow/engagement (positive) is inherently a poorer or 'safer' self-report target than boredom (negative)"
