source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
C-SCIENCE-OF-PERSONALITY,perspective_by_incongruity_to,C-DRAMATIST-VOCABULARY,critique,1,470,burke,personality is dramatist concept being translated into non-personal terms
C-GERONTOLOGIST-REDUCTIO,illustrates,C-SCIENCE-FROM-WITHOUT,critical-example,2,469,burke,chemical-dosage intrinsic-resistance as confused intrinsic/extrinsic talk
C-THREE-LEVELS,subsumes,C-INTRINSIC-EXTRINSIC,dramatism,1,465,burke,grammar/rhetoric/symbolic — intrinsic question is grammatical entry-point
C-THREE-LEVELS,future_locus_of,C-SYMBOLIC-MOTIVES,burke-trilogy,2,483,burke,modern criticism has something vitally new on Symbolic level
C-COLERIDGEAN-METHOD,polemical_target_of,C-NEO-ARISTOTELIAN-OBJECT,critical-history,1,470,burke,Crane prefatory note targets Coleridgean narrowing-down
C-COLERIDGEAN-METHOD,narrows_down_from,C-BROAD-PHILOSOPHICAL-FRAME,critical-method,2,470,burke,subjective/objective extension/intension structure/texture pairs
C-NEO-ARISTOTELIAN-OBJECT,claims_method,C-INDUCTION-DEDUCTION,critical-method,1,471,burke,object-treatment via pure induction from particular poems
C-INDUCTION-DEDUCTION,false_dichotomy_per,C-CRITICAL-TERMINOLOGIES-AS-LANGUAGES,burke-methodology,1,471,burke,terminologies coach observation deductively
C-PROPHECY-AFTER-EVENT,diagnoses,C-NEO-ARISTOTELIAN-OBJECT,critique,2,473,burke,pure inductivism degenerates into rationalization-after-the-event
C-SCENE-AGENT-RATIO,extends,C-SCENE-ACT-RATIO,dramatism,1,474,burke,scene-quality contains agent-quality as parallel to scene-act ratio
C-SCENE-AGENT-RATIO,applied_to,C-WORDSWORTH-SONNET,literary-analysis,1,474,burke,octave establishes scene; sestet introduces agent imbued by ground
C-REST-TWO-SENSES,distinguishes,C-MOTION-ACTION,burke-methodology,1,475,burke,cessation-of-motion vs end-of-action — Aristotelian primum mobile distinction
C-MOTION-ACTION,grounds_distinction_of,C-INTRINSIC-EXTRINSIC,burke-methodology,1,475,burke,motion-talk yields only extrinsic statements about human realm
C-ATTITUDE-INCIPIENT-ACT,forward_references,C-ATTITUDE-RHETORIC-OF-MOTIVES,burke-trilogy,1,476,burke,load-bearing 6th-term anticipation of Rhetoric of Motives apparatus
C-ATTITUDE-INCIPIENT-ACT,ambiguous_between,C-INCIPIENT-VS-SUBSTITUTE-ACT,dramatism,1,476,burke,attitude as preparation-for-act or as substitute-for-act
C-LYRIC-STASIS,instance_of,C-ATTITUDE-INCIPIENT-ACT,burke-poetics,1,475,burke,lyric is state summing up action in form of attitude
C-LYRIC-STASIS,dialectical_counterpart_of,C-DRAMATIC-ACTION,burke-poetics,1,476,burke,not analogue but dialectical counterpart — Stations of Cross diagnostic
C-LYRIC-EVENT,scenic_not_enactive,C-DRAMATIC-ACT,burke-poetics,1,480,burke,Olson distinction Burke endorses and reworks
C-LYRIC-EVENT,proportionality_with,C-SCIENCE-FROM-WITHOUT,burke-methodology,1,481,burke,science:lyric :: scene:agent :: knowledge:knower :: epistemological:psychological
C-PSEUDO-REFERENCE,watershed_between,C-DRAMATIC-ACT,critical-diagnosis,2,481,burke,Winters on Gerontion — actions transforming into events
C-PSEUDO-REFERENCE,produces,C-LYRIC-EVENT,critical-diagnosis,2,481,burke,events become scenic mood-imagery purveying attitudes
C-POETIC-I-UNIVERSALIZED,fills,C-UNIVERSE-OF-DISCOURSE,burke-poetics,2,480,burke,lyric character almost completely universalized — Olson + Burke
C-POEM-AS-ACT,resolves,C-INTRINSIC-EXTRINSIC,burke-resolution,1,482,burke,load-bearing — third option suppressed by Crane exemplar/object dichotomy
C-POEM-AS-ACT,supplements,C-PERFECTION-FINISHEDNESS,burke-resolution,1,483,burke,act-into-object admits internal-structure AND act-scene analyses
C-POEM-AS-ACT,third_option_to,C-CRANE-DICHOTOMY-EXEMPLAR-OBJECT,burke-critique,1,482,burke,pentad pries open suppressed option
C-PERFECTION-FINISHEDNESS,intrinsic_pole_of,C-POEM-AS-ACT,dramatism,1,482,burke,part-whole relationships of finished work
C-COMPREHENSIVE-ACT-STAGES,supplements,C-PERFECTION-FINISHEDNESS,dramatism,2,483,burke,terms of one poem qualified by use in other poems
C-COMPREHENSIVE-ACT-STAGES,deflates,C-SUI-GENERIS-UNIQUENESS,burke-critique,2,478,burke,Maclean and Olson sui generis conclusions blocked
C-HAECCEITAS,diagnostic_of,C-NEO-ARISTOTELIAN-OBJECT,critical-history,2,483,burke,Scotist haecceitas pattern — uniqueness-plus-kind
C-HAECCEITAS,risks,C-ANGELOLOGY-OF-POEMS,burke-warning,2,484,burke,Aquinas angels each genus-and-individual — pure forms without matter
C-DRAMATISM-VS-ARISTOTELIANISM,supersedes,C-NEO-ARISTOTELIAN-OBJECT,burke-trilogy,1,482,burke,trade-name should be dramatism rather than Aristotle
C-DRAMATISM-VS-ARISTOTELIANISM,deploys,C-PENTAD,dramatism,1,482,burke,Act/Scene/Agent/Agency/Purpose as the apparatus
C-SUBSTANCE-LINK,bridges,GM-02-ANTINOMIES,burke-pipeline,1,465,burke-pipeline,GM-11 historicizes GM-02 substance vocabulary across four-stage dialectic
C-CIRCUMFERENCE-LINK,bridges,GM-03-SCOPE,burke-pipeline,1,465,burke-pipeline,intrinsic-scope choice IS circumference choice
C-INTRINSIC-EXTRINSIC,bridges_to_dissertation,DISS-GAME-AS-TEXT-SCOPE,dissertation,1,465,dissertation,what counts as the game — software / designer-intent / community / streaming / mods
C-POEM-AS-ACT,bridges_to_dissertation,DISS-GAME-AS-CONSTITUTIVE-ACT,dissertation,1,482,dissertation,game-as-act surviving as artifact-constitution re-enacted by players
C-REST-TWO-SENSES,bridges_to_dissertation,DISS-ENGAGEMENT-VS-ACT,dissertation,1,475,dissertation,engagement-metric motion-vocabulary vs act-of-playing action-vocabulary
C-ATTITUDE-INCIPIENT-ACT,bridges_to_dissertation,DISS-GAME-AFFORDANCES-AS-ATTITUDE,dissertation,1,476,dissertation,held-but-not-pressed button; menu-open contemplation; thinking-face
C-COMPREHENSIVE-ACT-STAGES,bridges_to_dissertation,DISS-FRANCHISE-OEUVRE-ANALYSIS,dissertation,2,483,dissertation,FromSoftware Souls / Mario lineage as comprehensive-act
C-SCENE-AGENT-RATIO,bridges_to_calleja,CALLEJA-PIM-INCORPORATION,cross-pipeline,2,474,dissertation,scene-agent identification as Burke-side analogue of incorporation
C-ATTITUDE-INCIPIENT-ACT,bridges_to_calleja,CALLEJA-PIM-AFFECTIVE-INVOLVEMENT,cross-pipeline,2,476,dissertation,attitude-as-incipient-act maps onto affective involvement
C-ENTELECHY,bridges_to_aristotle,ARIST-ENERGEIA-ENTELECHEIA,cross-pipeline,1,467,exegetical,EXEGETICAL — Burke himself reads Aristotle on entelechy in genus
C-MOTION-ACTION,bridges_to_aristotle,ARIST-PRIMUM-MOBILE,cross-pipeline,1,475,exegetical,EXEGETICAL — Burke reads Aristotelian rest-as-end-of-action
C-COMPREHENSIVE-ACT-STAGES,bridges_to_aristotle,ARIST-POETICS-CH6-CH12,cross-pipeline,1,478,exegetical,EXEGETICAL — Poetics two part-whole frameworks apply to tragedies as class
C-ATTITUDE-INCIPIENT-ACT,bridges_to_gross,GROSS-UNCOMFORTABLE-SITUATED-EMOTION,cross-pipeline,2,476,anticipatory,incipient-act attitude ↔ situated/pre-affective emotion
C-SCENE-AGENT-RATIO,anticipatorily_bridges,HEIDEGGER-BEFINDLICHKEIT-STIMMUNG,cross-pipeline,2,474,anticipatory,mood-as-ground for agent comportment — Dasein attunement parallel
C-INTRINSIC-EXTRINSIC,anticipatorily_bridges,UEXKULL-UMWELT-SCOPE,cross-pipeline,2,468,anticipatory-parallel-discovery,Spinoza totality + Uexküll Umwelt — both arrive at subjectively-constituted scenic ground
C-MOTION-ACTION,anticipatorily_bridges,HEIDEGGER-KINESIS-ENERGEIA-BCAP,cross-pipeline,1,475,anticipatory,rest-as-end-of-action ↔ telos of kinesis in BCAP
C-POEM-AS-ACT,anticipatorily_bridges,RICKERT-AMBIENT-RHETORIC,cross-pipeline,2,482,anticipatory,act surviving as constitution within ambient enactment-scene
C-LYRIC-STASIS,bridges_to_keats_unit,GM-10-KEATS-FAIR-ATTITUDE,burke-pipeline,1,476,burke-pipeline,Grecian Urn fair Attitude as the load-bearing GM-10 precedent
C-COMPREHENSIVE-ACT-STAGES,bridges_to_moore_unit,GM-12-MOORE-OEUVRE,burke-pipeline,1,483,burke-pipeline,Moore essay instantiates the comprehensive-act-stages methodology
C-THREE-LEVELS,bridges_to_rhetoric_volume,BURKE-RHETORIC-OF-MOTIVES,burke-trilogy,1,465,burke-pipeline,Rhetoric level developed in 1950 volume — forward reference
C-ATTITUDE-INCIPIENT-ACT,bridges_to_rhetoric_volume,BURKE-RHETORIC-ATTITUDE-SIXTH-TERM,burke-trilogy,1,476,burke-pipeline,Attitude becomes 6th pentad term in Rhetoric of Motives
C-DRAMATISM-VS-ARISTOTELIANISM,bridges_to_intro,GM-00-INTRO-PENTAD,burke-pipeline,1,482,burke-pipeline,pentad deployed to dissolve Crane dichotomy
C-INTRINSIC-EXTRINSIC,bridges_to_constitutions,GM-08-CONSTITUTIONS,burke-pipeline,2,482,burke-pipeline,constitutive-act language parallels GM-08 constitutional analysis
C-NEO-ARISTOTELIAN-OBJECT,polemical_target,C-CRANE-PREFATORY-NOTE,critical-history,1,470,burke,three University Review essays — Crane Maclean Olson
C-WORDSWORTH-SONNET,worked_example_of,C-SCENE-AGENT-RATIO,burke-method,1,473,burke,beauteous evening sonnet analyzed via scene-agent ratio
C-YEATS-BYZANTIUM,worked_example_of,C-LYRIC-EVENT,burke-method,1,479,burke,Olson Sailing to Byzantium as dramatistic-in-practice
C-KEATS-GRECIAN-URN,worked_example_of,C-ATTITUDE-INCIPIENT-ACT,burke-method,1,476,burke,fair Attitude as summational moment of arrested action
C-TINTERN-ABBEY-PASSAGE,worked_example_of,C-MOTION-ACTION,burke-method,1,477,burke,motion of our human blood vs living soul — bodily motion vs mental action
C-STATIONS-OF-CROSS,diagnostic_for,C-LYRIC-STASIS,burke-method,2,476,burke,one Station = lyric; fourteen-Station progression = dramatic
C-WINTERS-PSEUDO-REFERENCE,reframed_as,C-LYRIC-EVENT,burke-method,2,481,burke,Gerontion chain-of-acts as watershed dramatic-to-lyric
