source,relation,target,locus,note
bor-sec-13,treats-construct,temporality of boredom (time-drag),"p.102, 111, 115-116","Connective construct across all three forms: dragging clock-time (1st), the standing Now (2nd), the fused threefold horizon (3rd) (FAITHFUL-Slaby)."
bor-sec-13,defines,existential orientation (TERM),p.103-104,"Slaby's own theoretical coinage/gloss: background structures of experience/thought/action, distinct from character traits and foreground intentional states (FE)."
bor-sec-13,defines,Befindlichkeit / attunement (TERM),p.105-106,"Glossed as naming the existential-orientation structure precisely, inseparable from Verstehen (understanding) (FAITHFUL-Slaby, p.105-106, citing Being and Time p.335, p.142)."
bor-sec-13,defines,affective intentionality (TERM),p.102,"Slaby's own prior coinage (self-cited), the chapter's theoretical lens: feelings as a passive-yet-proto-conceptual sense of possibility (FE)."
bor-sec-13,instances-in-text,hexis / Haltung (TERM),p.105 (n.7),"Aristotle's hexis analogized to German Haltung, 'actively holding oneself' in an existential orientation; relevant to character formation and virtue (FAITHFUL-Slaby, p.105 n.7)."
bor-sec-13,instances-in-text,railway-station example (THEME),p.107-108,"Heidegger's own example for the first form, restated by Slaby to illustrate being held in limbo and left empty (FAITHFUL-Slaby, p.107-108)."
bor-sec-13,instances-in-text,evening dinner-party example (THEME),p.108-112,"Heidegger's own example for the second form ('Poor Martin'); restated at length with Slaby's own free-choice/own-making gloss (FAITHFUL-Slaby, p.109-110)."
bor-sec-13,instances-in-text,Sunday-afternoon-city-walk example (THEME),p.113 (n.12),"Heidegger's sole gestural (non-)example for profound boredom's occasioning, noted by Slaby as illustrating Heidegger's 'self-assured provinciality' (FAITHFUL-Slaby, p.113 n.12)."
bor-sec-13,instances-in-text,stehendes Jetzt (standing Now) (FCM-NODE),p.111-112,"Second-form temporal core: past/future collapse into an isolated, halted present during the freely chosen engagement (FAITHFUL-Slaby, p.111-112)."
bor-sec-13,cites,"Heidegger, Martin (AUTHOR)","p.107-117, throughout","Primary source for all three boredom forms; direct paraphrase and short-anchor quotation throughout (FE)."
bor-sec-13,cites,"Ratcliffe, Matthew (INTERLOCUTOR)",p.103-105,"Source of 'existential orientation'/'feelings of being,' the vocabulary Slaby uses to reframe Heidegger's moods (FAITHFUL-Slaby, p.103-105, citing Ratcliffe 2005, 2008)."
bor-sec-13,cites,"Pessoa, Fernando (INTERLOCUTOR)",p.117-119,"Book of Disquiet mobilized as a literary counter-voice against Heidegger's activist reading of profound boredom's call (FAITHFUL-Slaby, p.117-119)."
bor-sec-13,cites,"Haugeland, John (INTERLOCUTOR)",p.114-115 (n.15),"Cited for translating Heidegger's Rede as 'telling' rather than 'discourse,' supporting the 'telling refusal is a telling' etymological move (FAITHFUL-Slaby, n.15)."
bor-sec-13,cites,Aristotle (INTERLOCUTOR),p.105 (n.7),"Source of hexis, analogized to Haltung in Slaby's discussion of actively holding oneself in an existential orientation (FAITHFUL-Slaby, n.7)."
bor-sec-13,cites,"Slaby, Jan and Stephan, Achim (AUTHOR)",p.102 (n.3),"Self-citation: 'Affective Intentionality and Self-Consciousness' (2008), source of the chapter's own theoretical lens (FE)."
bor-sec-13,contests-reading-of,"Heidegger's activist-existential conclusion (call to resolute action) (READING/CLAIM)",p.117-119,"Slaby's own explicit critical departure: judges Heidegger's demand that profound boredom's message be answered with resolute action an unargued imposition of an activist ideal upon existence (FE, p.117-118)."
bor-sec-13,qualifies,temporality of boredom (time-drag),p.111,"Slaby follows Heidegger in decoupling boredom from mere duration: the second form's standing Now is not slower clock-time but a qualitatively halted present (FAITHFUL-Slaby, p.111)."
bor-sec-13,extends-reading-of,"bor-sec-12 (Slaby - Living in the Moment, 2017)",n/a — forward cluster-internal link,"(P/anticipatory-application) This unit predates bor-sec-12 by seven years, so no citation runs from here to there in the source text. This edge flags, as this cluster's own construction (not Slaby's), that bor-sec-12's later, more general temporality-of-boredom treatment revisits ground first worked out in this 2010 chapter."
bor-sec-13,shifts-debate-axis,boredom-as-deficit <-> boredom-as-functional/adaptive,p.114-118,"(P/anticipatory-application) Slaby's faithful-then-critical treatment of Heidegger's 'telling refusal is a telling' as a proto-signal account anticipates, independently and from within phenomenology, the deficit-vs-functional debate axis later grounded in-cluster by Elpidorou (bor-sec-25/bor-sec-26, not yet built as of this unit's authoring). Not a claim Slaby makes about Elpidorou or cognitive science."
bor-sec-13,bridges-to-part-iii,Part III dissertation (student boredom framing),n/a,"(P/anticipatory-application) 'Existential orientation' vocabulary offers a way to describe default attentional withdrawal (VLE baseline absorption) distinct from the psychological trait/state binary Strand C's instruments use; the two vocabularies must be kept explicit and not silently merged."
bor-sec-13,bridges-to-part-iii,Part III dissertation (self-report vs. behavior reconciliation),p.106-107,"(P/anticipatory-application) Dasein's default 'being-away' and active flight into distraction supplies phenomenological vocabulary for why passing-time behaviors may co-occur with, rather than contradict, an underlying attunement of boredom — relevant to reconciling Part III's self-report and on-task-behavior measures."
bor-sec-13,bridges-to-part-iii,Part III dissertation (over-reading boredom signals caution),p.117-119,"(P/anticipatory-application) Slaby's independent philosophical caution against over-reading boredom's 'message' as necessarily demanding corrective action parallels the caution Elpidorou's regulatory account supplies from cognitive science; useful when Part III weighs how strongly to interpret survey/EEG boredom signals as calls to pedagogical intervention."
