source,relation,target,locus,note
ped-sec-33,defines,cognitive load theory (three-load model) (TERM),p.5366,"Intrinsic, extraneous, germane load, following Sweller et al. (FAITHFUL-De Back, p.5366)."
ped-sec-33,defines,coherence principle (TERM),"p.5366-5367","Removal of audiovisual elements not contributing to learning (FAITHFUL-De Back, p.5366-5367)."
ped-sec-33,defines,segmenting principle (TERM),p.5367,"Learner-controlled progression through content segments (FAITHFUL-De Back, p.5367)."
ped-sec-33,defines,generative processing (TERM),p.5367,"Organizing/integrating to-be-learned information into memory via summarizing, drawing, self-explaining (FAITHFUL-De Back, p.5367)."
ped-sec-33,defines,pre-training (TERM),p.5367,"Familiarizing learners with system components/workings prior to content learning (FAITHFUL-De Back, p.5367)."
ped-sec-33,qualifies,redundancy principle (Mayer) (TERM),"p.5373, 5378","Deliberately violates the redundancy principle (simultaneous audio+text) in the CAVE case, justified post hoc by informal piloting and CAVE visibility occlusion rather than a controlled comparison (FAITHFUL-De Back, p.5373, 5378)."
ped-sec-33,instances-in-text,automated performance-logging model (behavioral metrics),"p.5375-5378","Leader time, leaders observed, distance walked, full head rotations, face time; visual-replay feature; extends Chodos et al. 2014 and Fardinpour & Reiners 2014 (FAITHFUL-De Back)."
ped-sec-33,instances-in-text,CAVE-based collaborative neuroanatomy VLE (design case),"p.5371-5375","Two-year-developed environment (up to six learners); exploration, reconstruction, review phases; Table 2, Figures 1-2 (FAITHFUL-De Back)."
ped-sec-33,instances-in-text,Study 1 (n=40; participant pool; spatial-ability moderation),p.5375,"CAVE-vs-textbook comparison; gains concentrated among low-spatial-ability learners (FE, p.5375)."
ped-sec-33,instances-in-text,Study 2 (n=158; undergraduate course; group-size and timing),"p.5375-5376","Replicates gains at scale; within-IVR manipulation of group size and application timing (FE, p.5375-5376)."
ped-sec-33,bridges-to-vle,vle-01-deployment-survey,n/a,"(P/anticipatory-application) The CAVE case study's mandatory small-group collaboration resonates with the VLE's own mandatory group-assignment design, relevant to the VLE-proximity-voice correction on vle-01's F7 finding."
ped-sec-33,bridges-to-vle,vle-03-exemplar-bank,n/a,"(P/anticipatory-application) Mandatory-collaboration design and turn-based participation parallel vle-03's co-watching exemplar quotes."
ped-sec-33,bridges-to-vle,vle-04-mark-attention-span,n/a,"(P/anticipatory-application) The automated behavioral-logging model (non-self-report, continuous engagement measure) is a useful design precedent for vle-04's attention-span analysis approach; no direct empirical overlap."
ped-sec-33,shifts-debate-axis,"Strand F CMC-to-VR social-presence bridge (cluster design assumption) <-> this paper's actual non-engagement with social-presence theory",n/a,"(P/anticipatory-application) Full-text check confirms 'social presence' never appears and no CMC-tradition Strand-F source is cited; the bridge role assumed for this unit is the cluster's own construction, not a claim De Back, Tinga & Louwerse make. See manifest.json planCorrections."
ped-sec-33,shifts-debate-axis,"media-comparison design (Study 1) <-> value-added/within-condition design (Study 2)",p.5375-5376,"(P/anticipatory-application) Resonates with the cluster's debate axis on media-comparison vs. methods-not-media paradigms (cf. Mayer et al. 2022/ped-sec-07); this source uses both designs without resolving the methodological debate."
ped-sec-33,bridges-to-part-iii,Part III dissertation (behavioral-engagement logging as analog to self-report boredom measures),"p.5376-5377","(P/anticipatory-application) The face-time/leader-time/distance-walked/head-rotation metrics offer a non-self-report, continuous-engagement precedent relevant to Part III's reconciliation of survey boredom measures with observed on-task behavior."
