subject,stimulus,variant,start_s,end_s,duration_s,n_samples,kind,resolvable
S02,BOR,unified,209.087,209.42,0.332999999999,1,blink,False
S02,BOR,unified,209.746,210.079,0.332999999999,1,blink,False
S02,BOR,unified,221.796,222.129,0.332999999999,1,blink,False
S02,BOR,unified,222.795,223.459,0.664000000004,2,extended,False
S02,BOR,unified,225.477,225.81,0.332999999999,1,blink,False
S02,BOR,unified,233.168,233.833,0.664999999994,2,extended,False
S02,BOR,unified,238.189,238.522,0.332999999999,1,blink,False
S02,BOR,unified,242.196,242.529,0.332999999999,1,blink,False
S02,BOR,unified,243.197,243.873,0.675999999992,2,extended,False
S02,BOR,unified,247.879,248.212,0.332999999999,1,blink,False
S02,BOR,unified,249.561,249.894,0.332999999999,1,blink,False
S02,BOR,unified,252.571,252.904,0.332999999999,1,blink,False
S02,BOR,unified,256.246,256.579,0.332999999999,1,blink,False
S02,BOR,unified,257.25,257.583,0.332999999999,1,blink,False
S02,BOR,unified,261.927,262.26,0.332999999999,1,blink,False
S02,BOR,unified,263.266,263.599,0.332999999999,1,blink,False
S02,BOR,unified,263.925,264.258,0.332999999999,1,blink,False
S02,BOR,unified,265.926,266.259,0.332999999999,1,blink,False
S02,BOR,unified,274.632,274.965,0.332999999999,1,blink,False
S02,BOR,unified,276.971,277.304,0.332999999999,1,blink,False
S02,BOR,unified,279.315,279.648,0.332999999999,1,blink,False
S02,BOR,unified,279.978,280.311,0.332999999999,1,blink,False
S02,BOR,unified,280.604,280.937,0.332999999999,1,blink,False
S02,BOR,unified,281.647,282.312,0.664999999994,2,extended,False
S02,BOR,unified,282.653,285.327,2.674,8,extended,False
S02,BOR,unified,286.335,286.668,0.332999999999,1,blink,False
S02,BOR,unified,288.001,288.334,0.332999999999,1,blink,False
S02,BOR,unified,289.654,289.987,0.332999999999,1,blink,False
S02,BOR,unified,294.019,294.352,0.332999999999,1,blink,False
S02,BOR,unified,297.367,297.7,0.332999999999,1,blink,False
S02,BOR,unified,298.374,298.707,0.332999999999,1,blink,False
S02,BOR,unified,299.014,299.347,0.332999999999,1,blink,False
S02,BOR,unified,299.715,300.048,0.332999999999,1,blink,False
S02,BOR,unified,301.049,301.382,0.332999999999,1,blink,False
S02,BOR,unified,305.406,305.739,0.332999999999,1,blink,False
S02,BOR,unified,306.072,306.405,0.332999999999,1,blink,False
S02,BOR,unified,311.365,311.698,0.332999999999,1,blink,False
S02,BOR,unified,314.755,315.436,0.680999999997,2,extended,False
S02,BOR,unified,315.741,316.074,0.332999999999,1,blink,False
S02,BOR,unified,316.452,316.785,0.332999999999,1,blink,False
S02,BOR,unified,317.128,317.461,0.332999999999,1,blink,False
S02,BOR,unified,318.745,319.078,0.332999999999,1,blink,False
S02,BOR,unified,320.46,321.126,0.666000000012,2,extended,False
S02,BOR,unified,324.469,324.802,0.332999999999,1,blink,False
S02,BOR,unified,325.81,326.476,0.665999999997,2,extended,False
S02,BOR,unified,328.15,328.483,0.332999999999,1,blink,False
S02,BOR,unified,329.825,330.158,0.332999999999,1,blink,False
S02,BOR,unified,330.491,330.824,0.332999999999,1,blink,False
S02,BOR,unified,331.166,333.174,2.008,6,extended,False
S02,BOR,unified,334.182,334.515,0.332999999999,1,blink,False
S02,BOR,unified,335.851,336.184,0.332999999999,1,blink,False
S02,BOR,unified,337.866,338.199,0.332999999999,1,blink,False
S02,BOR,unified,338.531,339.2,0.668999999994,2,extended,False
S02,BOR,unified,339.53,339.863,0.332999999999,1,blink,False
S02,BOR,unified,340.54,342.879,2.33900000001,7,extended,False
S02,BOR,unified,343.555,343.888,0.332999999999,1,blink,False
S02,BOR,unified,344.221,344.554,0.332999999999,1,blink,False
S02,BOR,unified,344.895,345.228,0.332999999999,1,blink,False
S02,BOR,unified,346.906,347.239,0.332999999999,1,blink,False
S02,BOR,unified,348.237,348.57,0.332999999999,1,blink,False
S02,BOR,unified,348.903,349.236,0.332999999999,1,blink,False
S02,BOR,unified,349.911,350.244,0.332999999999,1,blink,False
S02,BOR,unified,350.58,350.913,0.332999999999,1,blink,False
S02,BOR,unified,351.911,352.244,0.332999999999,1,blink,False
S02,BOR,unified,353.927,354.26,0.332999999999,1,blink,False
S02,BOR,unified,354.602,355.603,1.001,3,extended,False
S02,BOR,unified,364.648,364.981,0.332999999999,1,blink,False
S02,BOR,unified,367.333,367.666,0.332999999999,1,blink,False
S02,BOR,unified,369.342,369.675,0.332999999999,1,blink,False
S02,BOR,unified,380.064,380.397,0.332999999999,1,blink,False
S02,BOR,unified,381.07,381.738,0.668000000005,2,extended,False
S02,BOR,unified,382.403,382.736,0.332999999999,1,blink,False
S02,BOR,unified,383.072,383.405,0.332999999999,1,blink,False
S02,BOR,unified,383.744,384.077,0.332999999999,1,blink,False
S02,BOR,unified,384.728,385.061,0.332999999999,1,blink,False
S02,BOR,unified,398.124,398.457,0.332999999999,1,blink,False
S02,BOR,unified,403.808,404.141,0.332999999999,1,blink,False
S02,BOR,unified,407.822,408.155,0.332999999999,1,blink,False
S02,BOR,unified,410.505,410.838,0.332999999999,1,blink,False
S02,BOR,unified,412.514,412.847,0.332999999999,1,blink,False
S02,BOR,unified,413.179,413.512,0.332999999999,1,blink,False
S02,BOR,unified,416.861,417.53,0.668999999994,2,extended,False
S02,BOR,unified,418.877,420.21,1.333,4,extended,False
S02,BOR,unified,420.551,420.884,0.332999999999,1,blink,False
S02,BOR,unified,422.218,422.886,0.668000000005,2,extended,False
S02,BOR,unified,426.235,426.568,0.332999999999,1,blink,False
S02,BOR,unified,427.57,427.903,0.332999999999,1,blink,False
