source,relation,target,locus,note
rdr-05-wright,concedes,it is unrealistic to expect a game to carry nuanced historiography,para 23,"But turns concession into a sharper question about why make authenticity claims at all"
rdr-05-wright,concedes,it would be overly simplistic to say Rockstar are NOT critical,para 31,"Games 'suggest an awareness' via non-optional dialogue/cutscenes"
rdr-05-wright,qualifies,Rockstar's responsibility for ideological positions,para 41,"They 'capitalize on' a wider capitalist recycling rather than bear 'full brunt'"
rdr-05-wright,cites-cluster-author,Jodi A. Byrd ('Red Dead Conventions'),para 27,"'Red dead' title betrays genocidal racism; fetishizes genre at Indian 'absent presence'"
rdr-05-wright,cites-cluster-author,Matt Margini (Red Dead Redemption Boss Fight Books),para 30,"RDR's 'obvious distaste' for MacDougal yet 'whitewashing' adherence"
rdr-05-wright,contests-reading-of,Rockstar's 'critique' of civilization vs savagery,para 32,"'disingenuous attempt to make white outlaws' cause seem more righteous'"
rdr-05-wright,shifts-debate-axis,authenticity-as-accuracy -> authenticity-as-marketed-discourse,para 15 & 23,"Refuses accuracy grading; relocates authenticity to the promotional surround"
rdr-05-wright,shifts-debate-axis,text-only analysis -> text+paratext analysis,para 38,"Insists paratext casts 'harsher light' on ideological resonance"
rdr-05-wright,instances-in-text,Cattleman Revolver / Wheeler & Rawson catalogue advert,para 22,"Labor copy ('little pay') exposes crunch-culture irony"
rdr-05-wright,treats-game-element,Cochinay Reservation storming missions (RDR),para 28,"'Wiping out every last man' a predetermined objective; micro-scale genocidal violence"
rdr-05-wright,treats-game-element,Wapiti Reservation / Eagle Flies dialogue (RDR2),para 29,"Old/infirm only; young 'shipped off to reform schools'; 'vanishing American' trope"
rdr-05-wright,treats-game-element,MacDougal & Nastas race-science subplot (RDR),para 30,"'reverse Integration'/'regressive acculturation'; played for laughs"
rdr-05-wright,treats-game-element,"'Eugenics for Beginners' pamphlet / Saint Denis NPC (RDR2)",para 34-36,"Arthur's 'I don't see color' response; satchel desc 'racist, idiotic eugenics handbill'"
rdr-05-wright,treats-game-element,Milton/Dutch 'civilized land' cutscene exchange,para 31,"Emblematic 'critique' yet 'hardly a radical revision' (Keller)"
rdr-05-wright,treats-game-element,RDR2 PC trailer Arthur Morgan voiceover,epigraph & para 6,"'more and more civilization, what a damn mess' frames progress discourse"
rdr-05-wright,treats-game-element,Red Dead Online roles (Bounty Hunter/Trader/Trapper),para 20,"Player 'becomes whatever Westerner' satisfies desire to exist in virtual West"
rdr-05-wright,treats-game-element,"'The True West' Newswire blog series (paratext)",para 16-17,"Positions Rockstar as developer-historian; commodifies research"
rdr-05-wright,treats-game-element,KKK rallies / 'Iniquities of History' Compson mission (RDR2),para 37 & note 6,"Ambivalent inclusions that 'raise more questions than they answer'"
