subject,stimulus,window,signal,stat,value
R2-02,INT,full,hr,median,66.0
R2-02,INT,full,hr,sd,4.033128938213861
R2-02,INT,full,hr,min,59.0
R2-02,INT,full,hr,max,80.0
R2-02,INT,full,hr,slope,-0.001422993654561248
R2-02,INT,full,hr,delta_last_first_third,-2.180555555555557
R2-02,INT,full,hrv,mean,
R2-02,INT,full,hrv,median,
R2-02,INT,full,hrv,sd,
R2-02,INT,full,hrv,min,
R2-02,INT,full,hrv,max,
R2-02,INT,full,hrv,slope,
R2-02,INT,full,hrv,delta_last_first_third,
R2-02,INT,full,left_eye_dilation,mean,3.2789796737069308
R2-02,INT,full,left_eye_dilation,median,3.2655255
R2-02,INT,full,left_eye_dilation,sd,0.4217405285318771
R2-02,INT,full,left_eye_dilation,min,1.756866
R2-02,INT,full,left_eye_dilation,max,5.482254
R2-02,INT,full,left_eye_dilation,slope,0.00030694707557416435
R2-02,INT,full,left_eye_dilation,delta_last_first_third,0.1678203454047842
R2-02,INT,full,right_eye_dilation,mean,3.3248236974354395
R2-02,INT,full,right_eye_dilation,median,3.325363
R2-02,INT,full,right_eye_dilation,sd,0.4120472774298554
R2-02,INT,full,right_eye_dilation,min,2.082932
R2-02,INT,full,right_eye_dilation,max,5.282211
R2-02,INT,full,right_eye_dilation,slope,0.0003606385451817313
R2-02,INT,full,right_eye_dilation,delta_last_first_third,0.20816837633124496
R2-02,INT,full,eye_gaze_deviation,mean,0.1761243677747629
R2-02,INT,full,eye_gaze_deviation,median,0.14821281061355301
R2-02,INT,full,eye_gaze_deviation,sd,0.1106438845324425
R2-02,INT,full,eye_gaze_deviation,min,0.01152837319608456
R2-02,INT,full,eye_gaze_deviation,max,0.6088123814808476
R2-02,INT,full,eye_gaze_deviation,slope,1.0060586410388566e-05
R2-02,INT,full,eye_gaze_deviation,delta_last_first_third,0.016434027560965292
R2-03,BOR,full,cognitive_load,mean,0.5587863802458297
R2-03,BOR,full,cognitive_load,median,0.5608428
R2-03,BOR,full,cognitive_load,sd,0.12499862933441216
R2-03,BOR,full,cognitive_load,min,0.2245456
R2-03,BOR,full,cognitive_load,max,0.8587704
R2-03,BOR,full,cognitive_load,slope,-5.952516148188824e-05
R2-03,BOR,full,cognitive_load,delta_last_first_third,-0.02406980000000003
R2-03,BOR,full,hr,mean,78.70416666666667
R2-03,BOR,full,hr,median,78.5
R2-03,BOR,full,hr,sd,4.18404812554491
R2-03,BOR,full,hr,min,71.0
R2-03,BOR,full,hr,max,89.0
R2-03,BOR,full,hr,slope,0.003869042741323194
R2-03,BOR,full,hr,delta_last_first_third,2.924999999999997
R2-03,BOR,full,hrv,mean,
R2-03,BOR,full,hrv,median,
R2-03,BOR,full,hrv,sd,
R2-03,BOR,full,hrv,min,
R2-03,BOR,full,hrv,max,
R2-03,BOR,full,hrv,slope,
R2-03,BOR,full,hrv,delta_last_first_third,
R2-03,BOR,full,left_eye_dilation,mean,3.9542262436742877
R2-03,BOR,full,left_eye_dilation,median,3.890625
R2-03,BOR,full,left_eye_dilation,sd,0.4430639961225188
R2-03,BOR,full,left_eye_dilation,min,2.827194
R2-03,BOR,full,left_eye_dilation,max,5.32663
R2-03,BOR,full,left_eye_dilation,slope,-0.0001710417744714111
R2-03,BOR,full,left_eye_dilation,delta_last_first_third,-0.1740899603140713
R2-03,BOR,full,right_eye_dilation,mean,3.805170374947925
R2-03,BOR,full,right_eye_dilation,median,3.7531055
R2-03,BOR,full,right_eye_dilation,sd,0.37593582705275214
R2-03,BOR,full,right_eye_dilation,min,2.633102
R2-03,BOR,full,right_eye_dilation,max,5.180603
R2-03,BOR,full,right_eye_dilation,slope,-0.00019054793607230791
R2-03,BOR,full,right_eye_dilation,delta_last_first_third,-0.18736074799307856
R2-03,BOR,full,eye_gaze_deviation,mean,0.14750350005308283
R2-03,BOR,full,eye_gaze_deviation,median,0.12829815311637383
R2-03,BOR,full,eye_gaze_deviation,sd,0.08996569445629056
R2-03,BOR,full,eye_gaze_deviation,min,0.0056427259207674
R2-03,BOR,full,eye_gaze_deviation,max,0.5136789263533361
R2-03,BOR,full,eye_gaze_deviation,slope,3.850156408944645e-05
R2-03,BOR,full,eye_gaze_deviation,delta_last_first_third,0.03738872250831671
R2-03,CLC,full,cognitive_load,mean,0.5379168154521511
R2-03,CLC,full,cognitive_load,median,0.5509088
R2-03,CLC,full,cognitive_load,sd,0.16353281802567118
R2-03,CLC,full,cognitive_load,min,0.1884655
R2-03,CLC,full,cognitive_load,max,0.8561518
R2-03,CLC,full,cognitive_load,slope,-4.100148145409354e-06
R2-03,CLC,full,cognitive_load,delta_last_first_third,-0.00241579841688655
R2-03,CLC,full,hr,mean,76.97338403041825
R2-03,CLC,full,hr,median,77.0
R2-03,CLC,full,hr,sd,5.241064255965943
R2-03,CLC,full,hr,min,67.0
R2-03,CLC,full,hr,max,95.0
R2-03,CLC,full,hr,slope,-0.004638182972829482
R2-03,CLC,full,hr,delta_last_first_third,-4.321839080459782
R2-03,CLC,full,hrv,mean,
R2-03,CLC,full,hrv,median,
R2-03,CLC,full,hrv,sd,
R2-03,CLC,full,hrv,min,
R2-03,CLC,full,hrv,max,
R2-03,CLC,full,hrv,slope,
R2-03,CLC,full,hrv,delta_last_first_third,
R2-03,CLC,full,left_eye_dilation,mean,3.8991167338440635
R2-03,CLC,full,left_eye_dilation,median,3.898575
R2-03,CLC,full,left_eye_dilation,sd,0.37020063489934385
R2-03,CLC,full,left_eye_dilation,min,2.650208
R2-03,CLC,full,left_eye_dilation,max,5.308762
R2-03,CLC,full,left_eye_dilation,slope,0.00010851524498915194
R2-03,CLC,full,left_eye_dilation,delta_last_first_third,0.07002717652205526
R2-03,CLC,full,right_eye_dilation,mean,3.7583480752751353
R2-03,CLC,full,right_eye_dilation,median,3.7653274999999997
R2-03,CLC,full,right_eye_dilation,sd,0.34639729063934804
R2-03,CLC,full,right_eye_dilation,min,2.474869
R2-03,CLC,full,right_eye_dilation,max,4.844528
R2-03,CLC,full,right_eye_dilation,slope,0.00013274097448098062
R2-03,CLC,full,right_eye_dilation,delta_last_first_third,0.09703476946390976
R2-03,CLC,full,eye_gaze_deviation,mean,0.13274709116978334
R2-03,CLC,full,eye_gaze_deviation,median,0.11896558705228207
R2-03,CLC,full,eye_gaze_deviation,sd,0.07919771781504961
R2-03,CLC,full,eye_gaze_deviation,min,0.004410176453624012
R2-03,CLC,full,eye_gaze_deviation,max,0.5178503067586947
R2-03,CLC,full,eye_gaze_deviation,slope,-8.545883529918269e-07
R2-03,CLC,full,eye_gaze_deviation,delta_last_first_third,-0.005386471172470653
R2-03,INT,full,cognitive_load,mean,0.5647813674122807
R2-03,INT,full,cognitive_load,median,0.56932985
R2-03,INT,full,cognitive_load,sd,0.14281553279511255
R2-03,INT,full,cognitive_load,min,0.1695779
R2-03,INT,full,cognitive_load,max,1.0
R2-03,INT,full,cognitive_load,slope,-2.346046961582067e-05
R2-03,INT,full,cognitive_load,delta_last_first_third,-0.04807382249999992
R2-03,INT,full,hr,mean,88.33887733887734
R2-03,INT,full,hr,median,88.0
R2-03,INT,full,hr,sd,5.861911483211447
R2-03,INT,full,hr,min,67.0
R2-03,INT,full,hr,max,105.0
R2-03,INT,full,hr,slope,-0.0002756525779559739
R2-03,INT,full,hr,delta_last_first_third,-0.4124999999999943
R2-03,INT,full,hrv,mean,
R2-03,INT,full,hrv,median,
R2-03,INT,full,hrv,sd,
R2-03,INT,full,hrv,min,
R2-03,INT,full,hrv,max,
R2-03,INT,full,hrv,slope,
R2-03,INT,full,hrv,delta_last_first_third,
R2-03,INT,full,left_eye_dilation,mean,4.343702593232384
R2-03,INT,full,left_eye_dilation,median,4.304062
R2-03,INT,full,left_eye_dilation,sd,0.7158886176311137
R2-03,INT,full,left_eye_dilation,min,2.390274
R2-03,INT,full,left_eye_dilation,max,6.454132
R2-03,INT,full,left_eye_dilation,slope,-0.0002172210300078407
R2-03,INT,full,left_eye_dilation,delta_last_first_third,-0.4469721826408408
R2-03,INT,full,right_eye_dilation,mean,3.91712019320309
R2-03,INT,full,right_eye_dilation,median,3.9003984999999997
R2-03,INT,full,right_eye_dilation,sd,0.5702039270547641
R2-03,INT,full,right_eye_dilation,min,1.876892
R2-03,INT,full,right_eye_dilation,max,5.413147
R2-03,INT,full,right_eye_dilation,slope,-0.00021710194118695499
R2-03,INT,full,right_eye_dilation,delta_last_first_third,-0.4047672734284564
R2-03,INT,full,eye_gaze_deviation,mean,0.14357099174059992
R2-03,INT,full,eye_gaze_deviation,median,0.12609604978963357
R2-03,INT,full,eye_gaze_deviation,sd,0.08658493972217768
R2-03,INT,full,eye_gaze_deviation,min,0.005409082289076453
R2-03,INT,full,eye_gaze_deviation,max,0.7447202148811928
R2-03,INT,full,eye_gaze_deviation,slope,-6.485095652006088e-07
R2-03,INT,full,eye_gaze_deviation,delta_last_first_third,0.0007983656740290779
R2-04,BOR,full,cognitive_load,mean,0.47326630653061225
R2-04,BOR,full,cognitive_load,median,0.48236845
R2-04,BOR,full,cognitive_load,sd,0.1840530553280603
R2-04,BOR,full,cognitive_load,min,0.1522559
R2-04,BOR,full,cognitive_load,max,0.969304
R2-04,BOR,full,cognitive_load,slope,0.00022463412131450188
R2-04,BOR,full,cognitive_load,delta_last_first_third,0.14949005245398767
R2-04,BOR,full,hr,mean,72.97129186602871
R2-04,BOR,full,hr,median,69.0
R2-04,BOR,full,hr,sd,13.575258134533293
R2-04,BOR,full,hr,min,58.0
R2-04,BOR,full,hr,max,120.0
R2-04,BOR,full,hr,slope,-0.0039313462896283175
R2-04,BOR,full,hr,delta_last_first_third,-3.347826086956516
R2-04,BOR,full,hrv,mean,
R2-04,BOR,full,hrv,median,
R2-04,BOR,full,hrv,sd,
R2-04,BOR,full,hrv,min,
R2-04,BOR,full,hrv,max,
R2-04,BOR,full,hrv,slope,
R2-04,BOR,full,hrv,delta_last_first_third,
R2-04,BOR,full,left_eye_dilation,mean,3.694746952780087
R2-04,BOR,full,left_eye_dilation,median,3.596451
R2-04,BOR,full,left_eye_dilation,sd,0.41970847101698233
R2-04,BOR,full,left_eye_dilation,min,1.834778
R2-04,BOR,full,left_eye_dilation,max,5.582062
R2-04,BOR,full,left_eye_dilation,slope,-0.00019996155324864472
R2-04,BOR,full,left_eye_dilation,delta_last_first_third,-0.20989450157488543
R2-04,BOR,full,right_eye_dilation,mean,3.8667993566044383
R2-04,BOR,full,right_eye_dilation,median,3.751068
R2-04,BOR,full,right_eye_dilation,sd,0.4772594117972184
R2-04,BOR,full,right_eye_dilation,min,2.136475
R2-04,BOR,full,right_eye_dilation,max,5.681915
R2-04,BOR,full,right_eye_dilation,slope,-0.00023661591765914775
R2-04,BOR,full,right_eye_dilation,delta_last_first_third,-0.24107297368768688
R2-04,BOR,full,eye_gaze_deviation,mean,0.14598610190838074
R2-04,BOR,full,eye_gaze_deviation,median,0.12182053358980989
R2-04,BOR,full,eye_gaze_deviation,sd,0.0987753108693782
R2-04,BOR,full,eye_gaze_deviation,min,0.008430288791073527
R2-04,BOR,full,eye_gaze_deviation,max,0.6212968894322269
R2-04,BOR,full,eye_gaze_deviation,slope,2.8615880374652156e-05
R2-04,BOR,full,eye_gaze_deviation,delta_last_first_third,0.023140985407456266
R2-04,CLC,full,cognitive_load,mean,0.47556248215031316
R2-04,CLC,full,cognitive_load,median,0.49838099999999996
R2-04,CLC,full,cognitive_load,sd,0.1805178418525987
R2-04,CLC,full,cognitive_load,min,0.1313788
R2-04,CLC,full,cognitive_load,max,1.0
R2-04,CLC,full,cognitive_load,slope,-7.656835787694171e-05
R2-04,CLC,full,cognitive_load,delta_last_first_third,-0.08250127962382447
R2-04,CLC,full,hr,mean,73.03571428571429
R2-04,CLC,full,hr,median,72.0
R2-04,CLC,full,hr,sd,8.114017734294197
R2-04,CLC,full,hr,min,56.0
R2-04,CLC,full,hr,max,97.0
R2-04,CLC,full,hr,slope,-0.0038958827747148186
R2-04,CLC,full,hr,delta_last_first_third,-3.9054054054054035
R2-04,CLC,full,hrv,mean,
R2-04,CLC,full,hrv,median,
R2-04,CLC,full,hrv,sd,
R2-04,CLC,full,hrv,min,
R2-04,CLC,full,hrv,max,
R2-04,CLC,full,hrv,slope,
R2-04,CLC,full,hrv,delta_last_first_third,
R2-04,CLC,full,left_eye_dilation,mean,3.7315562132873086
R2-04,CLC,full,left_eye_dilation,median,3.723312
R2-04,CLC,full,left_eye_dilation,sd,0.23977950066749082
R2-04,CLC,full,left_eye_dilation,min,3.030304
R2-04,CLC,full,left_eye_dilation,max,4.81723
R2-04,CLC,full,left_eye_dilation,slope,0.00023050873535895446
R2-04,CLC,full,left_eye_dilation,delta_last_first_third,0.15904598607093412
R2-04,CLC,full,right_eye_dilation,mean,3.967439332502759
R2-04,CLC,full,right_eye_dilation,median,3.97084
R2-04,CLC,full,right_eye_dilation,sd,0.2553731491809028
R2-04,CLC,full,right_eye_dilation,min,3.233246
R2-04,CLC,full,right_eye_dilation,max,4.91835
R2-04,CLC,full,right_eye_dilation,slope,0.0002955157814251145
R2-04,CLC,full,right_eye_dilation,delta_last_first_third,0.21544729486960934
R2-04,CLC,full,eye_gaze_deviation,mean,0.14425810856907523
R2-04,CLC,full,eye_gaze_deviation,median,0.11066689349631534
R2-04,CLC,full,eye_gaze_deviation,sd,0.10590538458131361
R2-04,CLC,full,eye_gaze_deviation,min,0.007090125352051324
R2-04,CLC,full,eye_gaze_deviation,max,0.6751944677619384
R2-04,CLC,full,eye_gaze_deviation,slope,-3.627536519600168e-05
R2-04,CLC,full,eye_gaze_deviation,delta_last_first_third,-0.028568958890853646
R2-04,INT,full,cognitive_load,mean,0.5122820393213574
R2-04,INT,full,cognitive_load,median,0.52901535
R2-04,INT,full,cognitive_load,sd,0.1829354595712563
R2-04,INT,full,cognitive_load,min,0.1679577
R2-04,INT,full,cognitive_load,max,1.0
R2-04,INT,full,cognitive_load,slope,-4.5787657433210255e-05
R2-04,INT,full,cognitive_load,delta_last_first_third,-0.02630830359281444
R2-04,INT,full,hr,mean,76.22119815668202
R2-04,INT,full,hr,median,76.0
R2-04,INT,full,hr,sd,5.723320750196184
R2-04,INT,full,hr,min,66.0
R2-04,INT,full,hr,max,102.0
R2-04,INT,full,hr,slope,-0.009516864238900006
R2-04,INT,full,hr,delta_last_first_third,-6.083333333333343
R2-04,INT,full,hrv,mean,
R2-04,INT,full,hrv,median,
R2-04,INT,full,hrv,sd,
R2-04,INT,full,hrv,min,
R2-04,INT,full,hrv,max,
R2-04,INT,full,hrv,slope,
R2-04,INT,full,hrv,delta_last_first_third,
R2-04,INT,full,left_eye_dilation,mean,3.8737325571426133
R2-04,INT,full,left_eye_dilation,median,3.8479
R2-04,INT,full,left_eye_dilation,sd,0.4136474912449755
R2-04,INT,full,left_eye_dilation,min,2.643219
R2-04,INT,full,left_eye_dilation,max,5.4823
R2-04,INT,full,left_eye_dilation,slope,0.00036578783967467155
R2-04,INT,full,left_eye_dilation,delta_last_first_third,0.24611453720894438
R2-04,INT,full,right_eye_dilation,mean,4.076229973670869
R2-04,INT,full,right_eye_dilation,median,4.072235
R2-04,INT,full,right_eye_dilation,sd,0.44390907537654833
R2-04,INT,full,right_eye_dilation,min,2.744339
R2-04,INT,full,right_eye_dilation,max,5.592331
R2-04,INT,full,right_eye_dilation,slope,0.0004400183228242512
R2-04,INT,full,right_eye_dilation,delta_last_first_third,0.29150972532288444
R2-04,INT,full,eye_gaze_deviation,mean,0.1321234099131408
R2-04,INT,full,eye_gaze_deviation,median,0.10471560305025655
R2-04,INT,full,eye_gaze_deviation,sd,0.09538210140518442
R2-04,INT,full,eye_gaze_deviation,min,0.005680261682352352
