source,relation,target,locus,note
Thomas Wendt,cites,Latour 1992 (Where Are the Missing Masses),(p.199 / pdf 201),agency of mundane artifacts (ANT)
Thomas Wendt,cites,Latour 2008 (A Cautious Prometheus),(p.208 / pdf 210),Latour's steps toward a philosophy of design
Thomas Wendt,cites,Latour 1994 (On Technical Mediation),(p.206 / pdf 208),technical mediation / delegation
Thomas Wendt,cites,Dourish 2004 (Where the Action Is),(p.56 / pdf 58),embodied interaction grounding for HCI
Thomas Wendt,cites,Dourish 2001 (Foundation for Context-Aware Computing),(p.54 / pdf 56),context-aware computing critique
Thomas Wendt,cites,Dreyfus 1991 (Being-in-the-World),(p.68 / pdf 70),authoritative BT commentary used throughout
Thomas Wendt,cites,Dreyfus 2007 (Why Heideggerian AI Failed),(p.72 / pdf 74),embodied-coping critique of representational AI
Thomas Wendt,cites,Dreyfus 1992 (What Computers Still Can't Do),(p.70 / pdf 72),critique of artificial reason
Thomas Wendt,cites,Harman 2011 (The Quadruple Object),(p.123 / pdf 125),object-oriented ontology pairing
Thomas Wendt,cites,Harman 2013 (Tool-Being),(p.126 / pdf 128),Heidegger's tool-analysis as metaphysics of objects
Thomas Wendt,cites,Merleau-Ponty 1962 (Phenomenology of Perception),(p.236 / pdf 238),embodied perception / the lived body
Thomas Wendt,cites,Mitcham 2001 (Dasein versus Design),(p.233 / pdf 235),direct interlocutor — making-into-thinking problematic
Thomas Wendt,cites,Flusser 2013 (The Shape of Things),(p.86 / pdf 88),philosophy of design / projection
Thomas Wendt,cites,Bonsiepe 1999 (Interface: An Approach to Design),(p.19 / pdf 21),interface-as-design and projection in late notes
Thomas Wendt,cites,Schon 1983 (The Reflective Practitioner),(p.274 / pdf 276),reflection-in-action model of design practice
Thomas Wendt,cites,Dorst 2006 (Design Problems and Design Paradoxes),(p.52 / pdf 54),problem-framing/paradox in design process
Thomas Wendt,cites,Simon 1969 (The Sciences of the Artificial),(p.279 / pdf 281),classic design-as-science reference (contrast point)
Thomas Wendt,cites,Barthes 1971 (From Work to Text),(p.12 / pdf 14),death-of-author basis for anti-intentionalist design
Thomas Wendt,cites,Foucault 1979 (What Is an Author),(p.102 / pdf 104),authorship critique paired with Barthes
Thomas Wendt,cites,Wimsatt and Beardsley 1946 (The Intentional Fallacy),(p.362 / pdf 364),intentional-fallacy grounding for designer-fallacy
Thomas Wendt,cites,Beckett 1995 (Three Novels),(p.17 / pdf 19),recurring literary touchstone in opening notes
Thomas Wendt,cites,Gadamer 2004 (Truth and Method),(p.115 / pdf 117),hermeneutics / interpretation in use
Thomas Wendt,cites,Gibson 1986 (Ecological Approach to Visual Perception),(p.119 / pdf 121),affordances / ecological perception
Thomas Wendt,cites,Clark 1997 (Being There),(p.39 / pdf 41),extended/embodied mind for design cognition
Thomas Wendt,cites,Tonkinwise 2008 (Knowing by Being-There Making),(p.297 / pdf 299),tacit post-subject in use — design-phenomenology ally
Thomas Wendt,cites,Oosterling 2009 (Dasein as Design),(p.260 / pdf 262),title-resonant interlocutor — design and world-saving
Thomas Wendt,cites,Saussure 2011 (Course in General Linguistics),(p.272 / pdf 274),sign/system reference for meaning in design
Thomas Wendt,cites,Wendt 2014b (Designing for Transparency),(p.357 / pdf 359),author self-citation on interface transparency myth
