anchor_stimulus,channel,subject,round,stimulus,value,poolable
CLC,gaze deviation variance,R2-03,2,BOR,0.008093826179,False
CLC,gaze deviation variance,R2-03,2,CLC,0.00627227850711,False
CLC,gaze deviation variance,R2-03,2,INT,0.00749695178669,False
CLC,gaze deviation variance,R2-04,2,BOR,0.00975656203734,False
CLC,gaze deviation variance,R2-04,2,CLC,0.0112159504833,False
CLC,gaze deviation variance,R2-04,2,INT,0.00909774526847,False
CLC,gaze deviation median,S01,1,BOR,0.148497449904,False
CLC,gaze deviation median,S01,1,CLC,0.11903780912,False
CLC,gaze deviation median,S01,1,INT,0.136257009847,False
CLC,gaze deviation median,S02,1,BOR,0.185243758329,False
CLC,gaze deviation median,S02,1,CLC,0.167077826177,False
CLC,gaze deviation median,S02,1,INT,0.165512084151,False
CLC,gaze deviation median,S03,1,BOR,0.198297755913,False
CLC,gaze deviation median,S03,1,CLC,0.188436226795,False
CLC,gaze deviation median,S03,1,INT,0.167919488119,False
CLC,gaze deviation median,S04,1,BOR,0.205063405581,False
CLC,gaze deviation median,S04,1,CLC,0.280688439377,False
CLC,gaze deviation median,S04,1,INT,0.196053564109,False
CLC,gaze deviation median,S05,1,BOR,0.173011560307,False
CLC,gaze deviation median,S05,1,CLC,0.135235900815,False
CLC,gaze deviation median,S05,1,INT,0.13506015885,False
CLC,gaze deviation median,S06,1,BOR,0.241530182077,False
CLC,gaze deviation median,S06,1,CLC,0.307845740591,False
CLC,gaze deviation median,S06,1,INT,0.167388769038,False
CLC,gaze deviation median,S07,1,BOR,0.184352922407,False
CLC,gaze deviation median,S07,1,CLC,0.114521457908,False
CLC,gaze deviation median,S07,1,INT,0.173756943472,False
CLC,gaze deviation median,S08,1,BOR,0.102039080024,False
CLC,gaze deviation median,S08,1,CLC,0.120049873841,False
CLC,gaze deviation median,S08,1,INT,0.170649933602,False
CLC,gaze deviation median,R2-01,2,BOR,0.180532105792,False
CLC,gaze deviation median,R2-01,2,CLC,0.168730934347,False
CLC,gaze deviation median,R2-01,2,INT,0.141716476116,False
CLC,gaze deviation median,R2-02,2,BOR,0.194338830954,False
CLC,gaze deviation median,R2-02,2,CLC,0.141068174577,False
CLC,gaze deviation median,R2-02,2,INT,0.148212810614,False
CLC,gaze deviation median,R2-03,2,BOR,0.128298153116,False
CLC,gaze deviation median,R2-03,2,CLC,0.118965587052,False
CLC,gaze deviation median,R2-03,2,INT,0.12609604979,False
CLC,gaze deviation median,R2-04,2,BOR,0.12182053359,False
CLC,gaze deviation median,R2-04,2,CLC,0.110666893496,False
CLC,gaze deviation median,R2-04,2,INT,0.10471560305,False
