source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
C-CLASSIC-IRONY,exemplified-by,shakespeare-falstaff,literary-criticism,1,515,burke,falstaff identifies with the victim (footnote)
C-CLASSIC-IRONY,contrasted-with,moliere-tartuffe,literary-criticism,2,515,burke,tartuffe is pure hypocrite not ironic (footnote)
C-IRONY,master-formula,C-PERIPETY,tropology,1,517,burke,what goes forth as A returns as non-A
C-IRONY,grounds-in,C-INTERNAL-FATALITY,tropology,1,517,burke,principle of inevitability operating from within
C-IRONY,produces,C-PRIMUS-INTER-PARES,tropology,1,516,burke,summarizing vessel of the development as a whole
C-PRIMUS-INTER-PARES,has-duality,C-ADJ-SUB-DUALITY,tropology,1,516,burke,adjectival qualifier and substantial conclusion
C-IRONY,risks,C-SIMPL-OF-LITERALNESS,tropology,1,516,burke,third temptation: collapse of adjectival/substantial duality
C-IRONY,risks,C-ROMANTIC-IRONY,tropology,1,514,burke,pharisaic temptation in irony
C-IRONY,risks,C-RELATIVISM,tropology,1,512,burke,relativistic confusion is the first temptation
C-IRONY,exemplified-by,marx-proletariat,political-philosophy,1,516,burke,proletariat as socrates of marxist symposium of history
C-IRONY,exemplified-by,engels-slavery-socialism,political-philosophy,2,516,burke,without slavery of antiquity no modern socialism
C-IRONY,exemplified-by,plato-socrates,philosophy,1,516,burke,socrates as primus inter pares in platonic dialogue
C-IRONY,most-implicates-pentad-term,burke-purpose,dramatism,1,517,phase2,peripety operates on purpose (A returns as non-A)
C-IRONY,most-implicates-pentad-term,burke-act,dramatism,2,517,phase2,peripety as reversal mechanic in act
C-IRONY,opens-into,C-LEX-TALIONIS,tropology,1,516,burke,irony moves into law and justice; form-as-anticipation
C-IRONY,polemic-against,allen-tate-eliot-reading,literary-criticism,1,513,burke,tate's superior-spectator definition is romantic irony not humble
C-METAPHOR,critiqued-instance,korzybski-structural-differential,methodology,2,511,burke,reductive way-in misrepresents meaning
C-REDUCTION,critiqued-instance,thurman-arnold-psychiatric-metaphor,methodology,2,511,burke,psychiatric reduction of social relations
C-REDUCTION,critiqued-instance,neurath-isotypes,methodology,2,510,burke,isotypes as quantitative reductive representations
C-METONYMY,exemplified-by,richards-commotion-for-emotion,literary-criticism,2,506,burke,richards in principles of literary criticism
C-TROPE-AS-TRUTH-APPARATUS,reframes,rhetorical-figure-tradition,tropology,1,503,burke,subordinates quintilian-cicero-richards tradition
GM-13-TROPES,parallel-apparatus-to,GM-00-INTRO,structure,1,503,phase2,trope-apparatus parallel to pentad
GM-13-TROPES,operates-on,GM-04-SCENE,structure,2,506,phase2,materialism features scene via metonymy
GM-13-TROPES,operates-on,GM-05-AGENT,structure,2,503,phase2,idealism features agent via metaphor-perspective
GM-13-TROPES,operates-on,GM-06-ACT,structure,2,508,phase2,realism features act via synecdoche
GM-13-TROPES,operates-on,GM-07-AGENCY-PURPOSE,structure,2,506,phase2,pragmatism features agency via metonymy; mysticism features purpose via micro-macro synecdoche
GM-13-TROPES,prefigures,hayden-white-metahistory,intellectual-history,2,503,phase2,1945 essay anticipates white 1973 tropological historiography
C-METAPHOR,dissertation-deployment,game-discourse-framing,dissertation,1,503,phase2,gamification skeuomorphic mappings of work/school/fitness into play
C-METONYMY,dissertation-deployment,player-as-kda-mmr,dissertation,1,506,phase2,telemetric reduction of player to scoreboard number
C-SYNECDOCHE,dissertation-deployment,avatar-stands-for-player,dissertation,1,508,phase2,canonical game-studies synecdoche
C-IRONY,dissertation-deployment,meta-gaming-dialectic,dissertation,1,517,phase2,speedrunning glitch-exploitation emergent play
C-IRONY,dissertation-deployment,designer-exploiter-consubstantiality,dissertation,1,514,phase2,toxic optimizer is rational extension of designed incentive
