subject,stimulus,round,variant,bin,t_s,duration_s,cognitive_load,decimation_step,gaze_dev,hr,openness,openness_sentinel,pupil,grid,t_frac
S01,BOR,1,unified,118,118,732.9,0.334854333333,1,0.15321295674,72,0.333333333333,0.333333333333,2.6448365,abs,
S01,BOR,1,unified,119,119,732.9,0.334329,1,0.243714148781,72,1,1,3.0328445,abs,
S01,BOR,1,unified,120,120,732.9,0.318432,1,0.304562169527,72.6666666667,1,1,2.88243866667,abs,
S01,BOR,1,unified,121,121,732.9,0.366211666667,1,0.36677851097,73,1,1,2.925247,abs,
S01,BOR,1,unified,122,122,732.9,0.362179,1,0.347814361199,73,1,1,3.25372833333,abs,
S01,BOR,1,unified,123,123,732.9,0.475053666667,1,0.262074208606,73,1,1,3.13868466667,abs,
S01,BOR,1,unified,124,124,732.9,0.674912666667,1,0.304281973993,73,1,1,2.85586033333,abs,
S01,BOR,1,unified,125,125,732.9,0.515277333333,1,0.37389035826,75,1,1,3.07327266667,abs,
S01,BOR,1,unified,126,126,732.9,0.481768,1,0.381081688711,76,1,1,3.12245683333,abs,
S01,BOR,1,unified,127,127,732.9,0.483471666667,1,0.383642389664,76,1,1,3.1208675,abs,
S01,BOR,1,unified,128,128,732.9,0.490709,1,0.397070806367,76,1,1,2.9005255,abs,
S01,BOR,1,unified,129,129,732.9,0.50833,1,0.398005933558,76,1,1,3.15225983333,abs,
S01,BOR,1,unified,130,130,732.9,0.503804,1,0.244720552417,76,1,1,2.991127,abs,
S01,BOR,1,unified,131,131,732.9,0.516605,1,0.0642930047916,76,1,1,2.84122716667,abs,
S01,BOR,1,unified,132,132,732.9,0.549136,1,0.19245175017,76,1,1,2.6038945,abs,
S01,BOR,1,unified,133,133,732.9,0.456929,1,0.249219089553,76,1,1,2.7614925,abs,
S01,BOR,1,unified,134,134,732.9,0.527895,1,0.245003941367,76,1,1,2.92176066667,abs,
S01,BOR,1,unified,135,135,732.9,0.548272,1,0.178510811981,76.3333333333,1,1,2.97614033333,abs,
S01,BOR,1,unified,136,136,732.9,0.521603,1,0.173931556746,77,1,1,2.87457533333,abs,
S01,BOR,1,unified,137,137,732.9,0.56316,1,0.368240410602,77,1,1,3.05820733333,abs,
S01,BOR,1,unified,138,138,732.9,0.570011,1,0.360768623913,77,1,1,3.18722033333,abs,
S01,BOR,1,unified,139,139,732.9,0.568238,1,0.345641397548,77,1,1,3.01687383333,abs,
S01,BOR,1,unified,140,140,732.9,0.567382,1,0.343258370666,77,1,1,3.1564535,abs,
S01,BOR,1,unified,141,141,732.9,0.558594,1,0.375736609347,77,1,1,2.881945,abs,
S01,BOR,1,unified,142,142,732.9,0.545511,1,0.202730507791,77,0.666666666667,0.666666666667,2.9379655,abs,
S01,BOR,1,unified,143,143,732.9,0.479008,1,0.130466954647,77,1,1,2.91842633333,abs,
S01,BOR,1,unified,144,144,732.9,0.676877,1,0.108188500863,77,0.666666666667,0.666666666667,3.03873075,abs,
S01,BOR,1,unified,145,145,732.9,0.686514,1,0.159351915784,78.3333333333,0.333333333333,0.666666666667,3.025368,abs,
S01,BOR,1,unified,146,146,732.9,0.679645,1,0.173591557862,79,1,1,3.2936095,abs,
S01,BOR,1,unified,147,147,732.9,0.678545333333,1,0.138277132669,79,0.333333333333,0.333333333333,3.3695755,abs,
S01,BOR,1,unified,148,148,732.9,0.683896,1,0.086868001333,79,1,1,3.46707416667,abs,
S01,BOR,1,unified,149,149,732.9,0.689839,1,0.0887147443356,79,0.333333333333,0.333333333333,3.3218915,abs,
S01,BOR,1,unified,150,150,732.9,0.686136666667,1,,79.6666666667,0,0,,abs,
S01,BOR,1,unified,151,151,732.9,0.681969333333,1,0.130828106078,80,0.333333333333,0.333333333333,3.150841,abs,
S01,BOR,1,unified,152,152,732.9,0.663587666667,1,0.106480887581,80,1,1,2.75915016667,abs,
S01,BOR,1,unified,153,153,732.9,0.654746666667,1,0.116533972898,80,0.666666666667,0.666666666667,3.2318075,abs,
S01,BOR,1,unified,154,154,732.9,0.651878333333,1,0.0948476863857,80,0.666666666667,0.666666666667,3.31998825,abs,
S01,BOR,1,unified,155,155,732.9,0.652764666667,1,0.0550221322377,80,0.333333333333,0.333333333333,3.2477725,abs,
S01,BOR,1,unified,156,156,732.9,0.658392,1,0.0952890990553,80,1,1,3.44824975,abs,
S01,BOR,1,unified,157,157,732.9,0.676595,1,0.111385431917,80,1,1,3.684227,abs,
S01,BOR,1,unified,158,158,732.9,0.696762,1,0.106259642817,80,0,0,,abs,
S01,BOR,1,unified,159,159,732.9,0.726065,1,0.0604509836943,80,0.666666666667,0.666666666667,3.918552,abs,
S01,BOR,1,unified,160,160,732.9,0.729682,1,0.026079802117,80.3333333333,0.333333333333,0.333333333333,3.9640275,abs,
S01,BOR,1,unified,161,161,732.9,0.781907,1,0.0826284491917,81,0.666666666667,0.666666666667,3.7044145,abs,
S01,BOR,1,unified,162,162,732.9,0.806421,1,0.197590399337,81,1,1,3.0051345,abs,
S01,BOR,1,unified,163,163,732.9,0.80457,1,0.201299096685,81,1,1,3.22836316667,abs,
S01,BOR,1,unified,164,164,732.9,0.793684,1,0.1161111111,81,1,1,3.03657283333,abs,
S01,BOR,1,unified,165,165,732.9,0.805474,1,0.132365641633,82.3333333333,0.666666666667,0.666666666667,3.162613,abs,
S01,BOR,1,unified,166,166,732.9,0.636427,1,0.116806447399,83,0.666666666667,0.666666666667,3.12493125,abs,
S01,BOR,1,unified,167,167,732.9,0.635342,1,0.0960736464525,83,0.333333333333,0.333333333333,3.1408155,abs,
S01,BOR,1,unified,168,168,732.9,0.63475,1,0.0999148106866,83,1,1,2.94190733333,abs,
S01,BOR,1,unified,169,169,732.9,0.381381,1,0.107169401471,83,1,1,2.823481,abs,
S01,BOR,1,unified,170,170,732.9,0.651365,1,0.13024412765,84.3333333333,1,1,2.89425916667,abs,
S01,BOR,1,unified,171,171,732.9,0.654562,1,0.204153318041,85,0.666666666667,0.666666666667,3.029972,abs,
S01,BOR,1,unified,172,172,732.9,0.387521,1,0.355589148219,85,0,0,,abs,
S01,BOR,1,unified,173,173,732.9,0.365498,1,0.0591541076782,85,0.666666666667,0.666666666667,2.748009,abs,
S01,BOR,1,unified,174,174,732.9,0.355362,1,0.0800732122707,85,1,1,2.91554,abs,
S01,BOR,1,unified,175,175,732.9,0.35119,1,0.12179761936,85.6666666667,0.333333333333,0.333333333333,3.2296295,abs,
S01,BOR,1,unified,176,176,732.9,0.348623,1,0.139810255229,86,0,0.333333333333,3.08374,abs,
S01,BOR,1,unified,177,177,732.9,0.345234333333,1,0.15722532738,86,0.666666666667,0.666666666667,2.757805,abs,
S01,BOR,1,unified,178,178,732.9,0.343881,1,0.180692383922,86,1,1,2.44462083333,abs,
S01,BOR,1,unified,179,179,732.9,0.351237,1,0.204772797935,86,0.666666666667,0.666666666667,2.722744,abs,
S01,BOR,1,unified,180,180,732.9,0.356986666667,1,0.135224498631,86.6666666667,1,1,2.64266716667,abs,
S01,BOR,1,unified,181,181,732.9,0.355930666667,1,0.13897841559,87,1,1,2.52106983333,abs,
S01,BOR,1,unified,182,182,732.9,0.363172,1,0.171366093832,87,1,1,2.593895,abs,
S01,BOR,1,unified,183,183,732.9,0.446959,1,0.326781904459,87,0.666666666667,0.666666666667,2.7809755,abs,
S01,BOR,1,unified,184,184,732.9,0.61541,1,0.304614950416,87,1,1,2.918696,abs,
S01,BOR,1,unified,185,185,732.9,0.614391,1,0.152227178144,88,1,1,2.92728666667,abs,
S01,BOR,1,unified,186,186,732.9,0.618573,1,0.171889669198,88,1,1,2.86183175,abs,
S01,BOR,1,unified,187,187,732.9,0.623572,1,0.234015970655,88,1,1,2.90855683333,abs,
S01,BOR,1,unified,188,188,732.9,0.599683,1,0.294004232988,88,1,1,2.7914045,abs,
S01,BOR,1,unified,189,189,732.9,0.51807,1,0.244142345032,88,1,1,3.01390583333,abs,
S01,BOR,1,unified,190,190,732.9,0.265207,1,0.196386507579,87.3333333333,1,1,2.78600816667,abs,
S01,BOR,1,unified,191,191,732.9,0.507018,1,0.177108962426,87,1,1,2.68609616667,abs,
S01,BOR,1,unified,192,192,732.9,0.273998,1,0.169084865651,87,1,1,3.00307966667,abs,
S01,BOR,1,unified,193,193,732.9,0.502948,1,0.103557444553,87,0.666666666667,0.666666666667,3.1207695,abs,
S01,BOR,1,unified,194,194,732.9,0.49723,1,0.148296900404,87,1,1,3.04992416667,abs,
S01,BOR,1,unified,195,195,732.9,0.496431,1,0.203386178567,86.3333333333,1,1,3.02276866667,abs,
S01,BOR,1,unified,196,196,732.9,0.222634,1,0.230765130217,86,0.666666666667,0.666666666667,3.085289,abs,
S01,BOR,1,unified,197,197,732.9,0.674632,1,0.149609659674,86,1,1,2.99880733333,abs,
S01,BOR,1,unified,198,198,732.9,0.214542,1,0.142681463407,86,1,1,2.86284916667,abs,
S01,BOR,1,unified,199,199,732.9,0.67221,1,0.186028611995,86,1,1,2.766177,abs,
S01,BOR,1,unified,200,200,732.9,0.650661,1,0.211834002807,84,1,1,2.911115,abs,
S01,BOR,1,unified,201,201,732.9,0.680039,1,0.160616271426,83,1,1,2.81092816667,abs,
S01,BOR,1,unified,202,202,732.9,0.67417,1,0.195109794296,83,1,1,2.44393666667,abs,
S01,BOR,1,unified,203,203,732.9,0.658164,1,0.296168870748,83,1,1,2.30467983333,abs,
S01,BOR,1,unified,204,204,732.9,0.682619,1,0.113013273557,83,1,1,2.33881883333,abs,
S01,BOR,1,unified,205,205,732.9,0.694912,1,0.223485397946,82.3333333333,1,1,2.61578116667,abs,
S01,BOR,1,unified,206,206,732.9,0.753621,1,0.266532734486,82,1,1,2.70284016667,abs,
S01,BOR,1,unified,207,207,732.9,0.750121,1,0.0996748029375,82,1,1,2.79118366667,abs,
S01,BOR,1,unified,208,208,732.9,0.701941,1,0.0685974480424,82,1,1,3.04454016667,abs,
S01,BOR,1,unified,209,209,732.9,0.695614,1,0.0589919520284,82,0.333333333333,0.333333333333,3.25708,abs,
S01,BOR,1,unified,210,210,732.9,0.673428,1,0.0575564337664,79,0.333333333333,0.333333333333,2.9932785,abs,
S01,BOR,1,unified,211,211,732.9,0.672175333333,1,0.0609431082575,79,0.333333333333,0.333333333333,3.1440505,abs,
S01,BOR,1,unified,212,212,732.9,0.672084666667,1,0.0267207784318,79,1,1,3.02721916667,abs,
S01,BOR,1,unified,213,213,732.9,0.672312666667,1,0.0544386521887,79,0,0,,abs,
S01,BOR,1,unified,214,214,732.9,0.600800333333,1,0.0931966804371,79,0.666666666667,0.666666666667,3.22575375,abs,
S01,BOR,1,unified,215,215,732.9,0.537308333333,1,0.100861310674,80,0,0.333333333333,3.300186,abs,
S01,BOR,1,unified,216,216,732.9,0.678712666667,1,0.0883856962777,80,0.666666666667,0.666666666667,3.166664,abs,
S01,BOR,1,unified,217,217,732.9,0.68322,1,0.12036689916,80,1,1,3.001297,abs,
S01,BOR,1,unified,218,218,732.9,0.686817,1,0.128967463481,80,1,1,2.89665216667,abs,
S01,BOR,1,unified,219,219,732.9,0.700882,1,0.167442484621,80,0.666666666667,0.666666666667,2.880108,abs,
S01,BOR,1,unified,220,220,732.9,0.686248,1,0.301601878438,80.6666666667,1,1,2.875112,abs,
S01,BOR,1,unified,221,221,732.9,0.674692,1,0.300277634737,81,1,1,3.10297416667,abs,
S01,BOR,1,unified,222,222,732.9,0.663531,1,0.239115954375,81,1,1,3.466301,abs,
S01,BOR,1,unified,223,223,732.9,0.450384,1,0.0940116862619,81,0.666666666667,0.666666666667,3.1912,abs,
S01,BOR,1,unified,224,224,732.9,0.444814,1,0.0992348609144,81,1,1,3.13791666667,abs,
S01,BOR,1,unified,225,225,732.9,0.459595,1,0.100938830504,81.6666666667,1,1,2.95612066667,abs,
S01,BOR,1,unified,226,226,732.9,0.4647,1,0.0952410760892,82,1,1,2.98561333333,abs,
S01,BOR,1,unified,227,227,732.9,0.470795,1,0.0918946407532,82,1,1,2.91692616667,abs,
S01,BOR,1,unified,228,228,732.9,0.470154,1,0.102549949049,82,1,1,3.0126265,abs,
S01,BOR,1,unified,229,229,732.9,0.467789,1,0.0867886376622,82,1,1,2.90307616667,abs,
S01,BOR,1,unified,230,230,732.9,0.621199,1,0.0879966274797,82,0.666666666667,0.666666666667,2.89028525,abs,
S01,BOR,1,unified,231,231,732.9,0.186517,1,0.100508605209,82,1,1,2.93757883333,abs,
S01,BOR,1,unified,232,232,732.9,0.459599,1,0.0515288665142,82,1,1,2.97743733333,abs,
S01,BOR,1,unified,233,233,732.9,0.186446,1,0.038835110244,82,1,1,2.96496583333,abs,
S01,BOR,1,unified,234,234,732.9,0.2299,1,0.216123778943,82,0.666666666667,0.666666666667,2.99141675,abs,
S01,BOR,1,unified,235,235,732.9,0.258729,1,0.367685623849,83,1,1,3.002833,abs,
S01,BOR,1,unified,236,236,732.9,0.25446,1,0.342785647307,83,1,1,3.23981216667,abs,
S01,BOR,1,unified,237,237,732.9,0.295053,1,0.279892213263,83,1,1,3.29809566667,abs,
S01,BOR,1,unified,238,238,732.9,0.28369,1,0.159146821319,83,1,1,3.01360316667,abs,
S01,BOR,1,unified,239,239,732.9,0.310602,1,0.29768564081,83,1,1,2.97472366667,abs,
S01,BOR,1,unified,240,240,732.9,0.252291,1,0.324711580941,83,1,1,3.0853855,abs,
S01,BOR,1,unified,241,241,732.9,0.265148,1,0.335920564751,83,1,1,3.12127166667,abs,
S01,BOR,1,unified,242,242,732.9,0.269373,1,0.337438425939,83,1,1,3.33307883333,abs,
S01,BOR,1,unified,243,243,732.9,0.256944333333,1,0.328491808919,83,0.666666666667,0.666666666667,3.328308,abs,
S01,BOR,1,unified,244,244,732.9,0.259056,1,0.310932867885,83,1,1,2.720726,abs,
S01,BOR,1,unified,245,245,732.9,0.393360666667,1,0.119657845543,82,1,1,2.72654983333,abs,
S01,BOR,1,unified,246,246,732.9,0.679582333333,1,0.265228203628,82,1,1,2.83639533333,abs,
S01,BOR,1,unified,247,247,732.9,0.666065666667,1,0.10999919546,82,1,1,2.62645216667,abs,
S01,BOR,1,unified,248,248,732.9,0.668506333333,1,0.299818269499,82,1,1,2.71656283333,abs,
S01,BOR,1,unified,249,249,732.9,0.684856,1,0.411520549589,82,1,1,3.043437,abs,
S01,BOR,1,unified,250,250,732.9,0.693075,1,0.403045903093,80,1,1,2.98743183333,abs,
S01,BOR,1,unified,251,251,732.9,0.688429,1,0.379742619372,80,1,1,3.19383625,abs,
S01,BOR,1,unified,252,252,732.9,0.682836,1,0.275154498724,80,1,1,2.9787725,abs,
S01,BOR,1,unified,253,253,732.9,0.684739,1,0.272238865704,80,1,1,2.799459,abs,
S01,BOR,1,unified,254,254,732.9,0.67763,1,0.222617894542,80,1,1,2.9789785,abs,
S01,BOR,1,unified,255,255,732.9,0.668793,1,0.308873959054,73,1,1,2.97872916667,abs,
S01,BOR,1,unified,256,256,732.9,0.66747,1,0.341961986191,73,1,1,3.330986,abs,
S01,BOR,1,unified,257,257,732.9,0.653719,1,0.346966857207,73,1,1,3.49677533333,abs,
S01,BOR,1,unified,258,258,732.9,0.647991,1,0.316774980424,73,1,1,3.09153983333,abs,
S01,BOR,1,unified,259,259,732.9,0.647062,1,0.34271867438,73,1,1,3.0435155,abs,
S01,BOR,1,unified,260,260,732.9,0.646012,1,0.359163680745,77,1,1,3.32705166667,abs,
