source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
TV-DIALECTIC-OF-SCAPEGOAT,three-step,C-DIVISION,dialectic,1,406,burke,step 2: ritualistic alienation onto vessel
TV-DIALECTIC-OF-SCAPEGOAT,three-step,C-MERGER,dialectic,1,406,burke,step 3: new merger of the purified
C-SCAPEGOAT-CHRISTIAN,instances,TV-DIALECTIC-OF-SCAPEGOAT,dialectic,1,407,burke,Christian atonement as complex paradigm
C-SCAPEGOAT-CHRISTIAN,negative-example,hitlerite-anti-semitism,dialectic,1,407,burke,scapegoat as essence of evil; bad-parent figure
C-HONOR-FRUSTRATED,explains,nazi-self-destruction,dialectic,2,408,burke,when division is frustrated motives of self-destruction emerge
TV-PER-GENUS-ET-DIFFERENTIAM,first-class-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,408,burke,genus = merger; differentiam = division
TV-PER-GENUS-ET-DIFFERENTIAM,sourced-from,aristotle,dialectic,1,410,burke,man = rational animal — genus animal + differentia rational
C-HAECCEITAS,third-stage-of,TV-PER-GENUS-ET-DIFFERENTIAM,dialectic,2,409,burke,Scotist thisness as merger of generic + specific + individual
C-GENERIC-VS-SPECIFIC-MAN,diagnoses,modern-technological-essence,dialectic,1,410,burke,money-maker and tool-user as smuggled specific essences
C-SYNUSIA,instances,TV-MERGER-AND-DIVISION,dialectic,2,411,burke,Neurath's bio-ecological cohesion
C-POLARITY,formal-vocabulary-of,TV-MERGER-AND-DIVISION,dialectic,1,412,burke,Coleridge: identity-duality-polarity-synthesis-indifference-predominance
C-SUBSTITUTION,variant-of,C-POLARITY,dialectic,2,413,burke,Spinozist God-nature dropping; Augustine on evil as deficient good
C-INTER-RES-HETEROGENEAS,formal-condition-of,TV-MERGER-AND-DIVISION,dialectic,2,414,burke,Coleridge: rivals as opposite banks of the same stream
C-SYNONYMIZE-DESYNONYMIZE,strategic-choice-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,414,burke,initial choice to merge or divide has anticipatory effect
C-INSOFERN,Socratic-dialectical-resource,TV-PER-GENUS-ET-DIFFERENTIAM,dialectic,1,415,burke,Hegelian Insofern / Spinozist quatenus divides what is empirically indivisible
C-CLASSIFICATION-IS-DIALECTICAL,instances,TV-MERGER-AND-DIVISION,dialectic,1,417,burke,classification founded on similarity (merger) and difference (division)
TV-MIND-BODY-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,418,burke,mind-body pair as antithetical merger-division resource
TV-MIND-BODY-PAIR,linked-to,burke-scene,pentad,1,419,burke,body-as-scene; mind-as-agent — underwrites scene-agent ratio
TV-BEING-NOTHING-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,419,burke,essence-existence as most prevalent form
TV-BEING-NOTHING-PAIR,enables,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,419,burke,essence-existence convertibility is the engine of temporizing
TV-ACTION-PASSION-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,419,burke,peace-war love-hate cooperation-competition variants
TV-ACTION-PASSION-PAIR,derives,C-ACTUS-STATUS,dialectic,1,420,burke,actus + status (Stance-family + Power-family)
C-ACTUS-STATUS,links-to,GM-02-ANTINOMIES,dialectic,1,420,burke,recovers substance vocabulary developed in GM-02
C-ACTUS-STATUS,links-to,GM-08-CONSTITUTIONS,dialectic,1,420,burke,enactments survive as constitutions — direct GM-08 bridge
TV-DISTINCTION-BECOMES-CONTRAST,engine-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,420,burke,synecdochic part becomes divisive with respect to whole
TV-DISTINCTION-BECOMES-CONTRAST,historical-example,feudal-to-bourgeois,dialectic,2,420,burke,nobility from representative to antithetical of trade society
TV-SOCRATIC-TRANSCENDENCE,upward-move-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,421,burke,new motive discovered en route; start reinterpreted from end
TV-SOCRATIC-TRANSCENDENCE,read-from-within-not-without,jowett-reading,dialectic,1,422,burke,Burke's central correction of Jowett
C-PHAEDRUS-STAGES,worked-case-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,423,burke,five-level reading: Lysias - Socrates 1 - Socrates 2 - formal appreciation - spoken word
C-FEAST-OF-DISCOURSE,bodily-discursive-juncture,TV-SOCRATIC-TRANSCENDENCE,dialectic,2,424,burke,food-love-hunger cluster at the roots of purpose
C-VERBAL-INSEMINATION,modern-echo,yeats-annunciation,dialectic,2,425,burke,Mary's conception through-the-hollow-of-an-ear
C-CORRUPTOR-OF-YOUTH,transcendental-reading,C-SOCRATES-AS-SCAPEGOAT,dialectic,1,427,burke,corruption = transcendence of tribal-biological order
C-SOCRATES-AS-SCAPEGOAT,joins,TV-DIALECTIC-OF-SCAPEGOAT,dialectic,1,427,burke,principal interlock: scapegoat operating on theorist of transcendence
C-SOCRATES-AS-SCAPEGOAT,joins,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,427,burke,Socrates dies that Plato and Aristotle might live
C-PHAEDRUS-REPUBLIC-LAWS-SERIES,worked-historical-series,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,427,burke,dissolution -> idealistic reclamation -> Benthamite legislation
C-MATHEMATICS-AS-DIALECTIC,instances,TV-SOCRATIC-TRANSCENDENCE,dialectic,2,429,burke,Platonist movement from imagery to imagery-transcendence
C-TITLE-OF-TITLES,limit-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,429,burke,perfect god-term; Faraday's unified-energy formula
C-TITLE-OF-TITLES,objected-to-by,galileo-rebuke,dialectic,2,430,burke,explaining everything explains nothing
TV-TEMPORIZING-OF-ESSENCE,KEY-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,430,burke,pun on sequence: logical prior expressible as temporal prior
TV-TEMPORIZING-OF-ESSENCE,convertibility,historicist-essentialist,dialectic,1,430,burke,historicist and essentialist vocabularies mutually convertible
C-GROWING-OUT-OF,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,431,burke,Neurath's derived-from satisfies both temporalist and essentialist
C-PRIMAL-HORDE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,431,burke,Freud's historicist vocabulary forced by Darwinism; underlying claim essential
C-MENO-INNATE-KNOWLEDGE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,432,burke,Plato's recollection-doctrine as storial way of stating essential knowledge
C-ORIGINAL-SIN-CONVERTIBLE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,432,burke,historical-legendary translates to essential-sin
C-PEER-GYNT-AS-TIME-ESSENCE,worked-case-of,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,433,burke,Peer's search for true self as going-back to maternal origin
C-PEER-GYNT-AS-TIME-ESSENCE,christ-child-pattern,C-SCAPEGOAT,dialectic,2,434,burke,Peer ends as Christ-child via Solveig as Virgin Mother
C-INSOFAR-TEMPORIZING,rhetorical-level,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,439,burke,categorical convictions function as day-by-day alliances
TV-DISSOLUTION-OF-DRAMA,limit-condition-of,burke-dramatism,dialectic,1,440,burke,dramatism contains point at which it abolishes itself
TV-DISSOLUTION-OF-DRAMA,four-paths,C-DISSOLUTION-OF-DRAMA,dialectic,1,441,burke,act-to-lyric / action-to-motion / philosophies-of-dramatism / super-drama
C-DRAMATISM-ABOLISHES-ITSELF,paradox-of,burke-pentad,pentad,1,441,burke,principles of development cannot themselves develop
C-NEO-LIBERAL-IDEAL,closing-attitude-of,burke-grammar,dialectic,1,441,burke,linguistic skepticism = linguistic appreciation
C-PURIFICATION-OF-WAR,ethical-purpose-of,burke-grammar,dialectic,1,442,burke,overarching aim: tolerance via speculation
C-NEO-LIBERAL-IDEAL,tempered-between,dissipation-and-fanaticism,dialectic,1,442,burke,avoiding local opportunism and one-terminology imperialism
C-ATTITUDE-AS-SIXTH-TERM,addendum-extends,burke-pentad,pentad,1,443,burke,1962 addendum: scene-attitude ratio and agent-attitude ratio
C-ATTITUDE-AS-SIXTH-TERM,forward-anchor,burke-rhetoric-of-motives,pentad,1,443,burke,explicit forward-anchor to Rhetoric of Motives
C-RATIO-ORDER-MATTERS,addendum-clarifies,burke-ratios,pentad,1,443,burke,scene-act vs act-scene by order of terms
C-RATIOS-AS-ANALOGIES,addendum-defines,burke-ratios,pentad,1,444,burke,nature of act is implicit / analogously present in nature of scene
GM-09-DIALECTIC-GEN,exegetical-bridge-to,aristotle-complete-works,cross-pipeline,1,410,burke,direct citation of Aristotle's per-genus-et-differentiam definition
GM-09-DIALECTIC-GEN,anticipatory-bridge-to,calleja-in-game,cross-pipeline,2,403,burke,incorporation-as-merger; Calleja=0 Burke and Burke=0 Calleja
GM-09-DIALECTIC-GEN,anticipatory-bridge-to,heidegger-bcap,cross-pipeline,2,430,burke,temporizing of essence parallel to Heideggerian Gewesenheit (parallel-discovery)
GM-09-DIALECTIC-GEN,anticipatory-bridge-to,uexkull-foray,cross-pipeline,3,411,burke,Neurath synusia as closest in-text approach to Umwelt
GM-09-DIALECTIC-GEN,forward-anchor-to,burke-rhetoric-of-motives,cross-pipeline,1,443,burke,Attitude addendum + identification implicit in scapegoat subsection
