source,relation,target,locus,note
bor-sec-44,cites,"Cacioppo, J.T. et al. (2000/2007) [refs.4-6]",p.82,"Handbook of Psychophysiology / Psychophysiological Science; source of the 'many-to-one' mapping between psychological processing and physiological response underlying the paper's measurement rationale (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Chen, J. (2006) [ref.7]",p.82,"Flow in Games; source of the 'flow zones' concept for hardcore vs. novice players and an optimal challenge-skill intersection (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Csikszentmihalyi, M. (1975) [ref.8]",p.82,"Beyond Boredom and Anxiety; origin of the flow model, its title itself pairing boredom and anxiety as flow's two failure modes (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Csikszentmihalyi, M. (1990) [ref.9]",p.82,"Flow: The Psychology of Optimal Experience; the fuller statement of the flow model this paper adopts (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Ellis, G.D., Voelkl, J.E., and Morris, C. (1994) [ref.10]",p.82,"Source of the four-channel revision of the flow model shown in Fig.1 (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Ermi, L. and Mäyrä, F. (2005) [ref.11]",p.81,"Fundamental Components of the Gameplay Experience: Analysing Immersion; source of the sensory/challenge-based/imaginative (SCI) immersion typology and the finding that Half-Life 2 ranked highest on all SCI dimensions (FAITHFUL-Nacke & Lindley, p.81)."
bor-sec-44,cites,"Fisher, C.D. (1993) [ref.12]",p.83,"Boredom at Work: A Neglected Concept; the sole source of this paper's boredom definition (FAITHFUL-Nacke & Lindley, p.83)."
bor-sec-44,cites,"Fridlund, A. and Cacioppo, J.T. (1986) [ref.13]",p.84,"Guidelines for Human Electromyographic Research; followed for facial-EMG recording-site selection (FAITHFUL-Nacke & Lindley, p.84)."
bor-sec-44,cites,"Grimshaw, M. (2008) [ref.14]",p.81,"The Acoustic Ecology of the First-Person Shooter; source of the 'virtual prostheses' framing for FPS weapons/hands as player-character extension (FAITHFUL-Nacke & Lindley, p.81)."
bor-sec-44,cites,"IJsselsteijn, W.A., Poels, K., and de Kort, Y.A.W. [ref.15]",p.82,"Measuring Player Experiences in Digital Games; developers of the Game Experience Questionnaire (GEQ), this paper's primary self-report instrument, developed under the EU FP6 FUGA project (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Jackson, S.A. and Marsh, H.W. (1996) [ref.16]",p.82,"Development and Validation of a Scale to Measure Optimal Experience: The Flow State Scale; the only commonly used flow questionnaire prior to the GEQ, designed for sports research (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Kivikangas, J.M. (2006) [ref.17]",p.82,"Psychophysiology of Flow Experience: An Explorative Study; assessed the Flow State Scale for game research usability; found no significant EMG-flow relationship (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,contests-reading-of,"Kivikangas (2006) EMG-flow null finding [ref.17]",p.87,"This paper's own significant OO and ZM (positive-valence EMG) results across conditions, with flow scoring highest, directly contradict Kivikangas's (2006) prior finding of no significant relationship between zygomaticus/orbicularis EMG activity and flow (FAITHFUL-Nacke & Lindley, p.87)."
bor-sec-44,cites,"Lang, P.J. (1995) [ref.18]",p.82,"The Emotion Probe; source of the dimensional (valence-arousal) theory of emotion grounding the EMG(valence)/GSR(arousal) measurement architecture (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Lang, P.J. et al. (1993) [ref.19]",p.82,"Looking at Pictures: Affective, Facial, Visceral, and Behavioral Reactions; further grounding for the valence-arousal psychophysiological framework (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Lykken, D.T. and Venables, P.H. (1971) [ref.20]",p.82,"Direct Measurement of Skin Conductance: A Proposal for Standardization; methodological grounding for the GSR measurement (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"McMahan, A. (2003) [ref.21]",p.81,"Immersion, Engagement, and Presence: A New Method for Analyzing 3-D Video Games; cited on how player action's consequence and meaning within a game environment influence the feeling of immersion (FAITHFUL-Nacke & Lindley, p.81)."
bor-sec-44,extends,"Nacke, L. and Lindley, C. (2008) [ref.22, self-citation, reversed author order]",p.86,"This FuturePlay paper reports and extends the same underlying boredom/immersion/flow experiment first reported (GEQ results only, in more detail) as an IADIS 2008 pilot study by the same two authors, there ordered 'Nacke and Lindley' -- the reverse of this paper's own byline order (FAITHFUL-Nacke & Lindley, p.86)."
bor-sec-44,cites,"Nacke, L., Lindley, C., and Stellmach, S. (2008) [ref.23]",p.83,"Log Who's Playing: Psychophysiological Game Analysis Made Easy through Event Logging; cited as a related future-work direction for finer-grained, event-level analysis (FAITHFUL-Nacke & Lindley, p.83)."
bor-sec-44,cites,"Novak, T.P., Hoffman, D.L., and Yung, Y.F. (2000) [ref.24]",p.82,"Measuring the Flow Construct in Online Environments; survey finding 16 flow studies (1977-1996) using divergent concepts and definitions of flow, motivating this paper's own operationalization choices (FAITHFUL-Nacke & Lindley, p.82)."
bor-sec-44,cites,"Ravaja, N. et al. (2005, 2006, 2008) [refs.25-27]",p.87,"The Psychophysiology of Video Gaming / The Psychophysiology of James Bond; cited in support of the interpretation that challenging gameplay produces joy independent of victory or success (FAITHFUL-Nacke & Lindley, p.87)."
bor-sec-44,cites,"Salminen, M. and Ravaja, N. (2008) [ref.28]",p.87,"Increased Oscillatory Theta Activation Evoked by Violent Digital Game Events; an EEG finding cited in the discussion of future directions, relevant to this paper's own unanalyzed EEG data (FAITHFUL-Nacke & Lindley, p.87)."
bor-sec-44,cites,"Vorderer, P. et al. (2004) [ref.29]",p.84,"MEC Spatial Presence Questionnaire (MECSPQ): Short Documentation and Instructions for Application; source of the spatial-presence self-report instrument administered alongside the GEQ (FAITHFUL-Nacke & Lindley, p.84)."
bor-sec-44,instances-in-text,self-report (GEQ) vs. psychophysiological (EMG/GSR) discrimination of gameplay experience,p.86-87,"GEQ discriminated only 2 of 7 subscales (challenge, tension) while EMG/GSR discriminated 3 of 4 physiological channels (OO, ZM, GSR; not CS); the paper reads this as demonstrating physiological measures' potential relative to self-report alone, without fully reconciling why GEQ's own immersion/flow subscales underperformed (FAITHFUL-Nacke & Lindley, p.86-87)."
bor-sec-44,qualifies,own fixed (non-counterbalanced) condition-order design,p.84,"All participants played boredom, immersion, and flow conditions in the same order; the authors judge the resulting learning-effect risk minor since the three experiential dimensions 'only marginally overlap,' an assumption asserted, not empirically tested (FAITHFUL-Nacke & Lindley, p.84)."
bor-sec-44,concedes,own sample generalizability and preliminary study status,p.83/87,"All-male, self-selected 'hardcore' gamer sample of unknown generalizability to a broader demographic; and an explicit footnote conceding the psychophysiological characterization of gameplay experience 'is not well developed, yet' (FAITHFUL-Nacke & Lindley, p.83, 87)."
bor-sec-44,grounds-measure,Boredom Experiment (VR Attention Study) -- self-report / survey engagement-flow channel,n/a,"****** UNVERIFIED: this paper's GEQ + MEC-SPQ self-report architecture (7 + 2 subscales, administered after each of several purpose-built experimental conditions within one platform) offers a reusable self-report-channel template for a future VR attention study contrasting engaging vs. boring/monotonous VLE content; the closest genuine controlled-vocabulary MEASURE match to this paper's own instrumentation, since its facial EMG/GSR measures fall outside the twelve given axis columns entirely. The dataset entry does not yet exist and its instrumentation is unconfirmed (P/anticipatory-application)."
bor-sec-44,bridges-to-part-iii,boredom-as-engineered-condition experimental design template,n/a,"P/anticipatory-application -- this paper's method of manufacturing a low-engagement ('boredom') condition through concrete, replicable level-design features (linearity, repetition, absence of surprise/winning condition) within the same platform/content family as its high-engagement (flow) comparison condition is directly transferable to Part III's engagement-contrast design questions (desktop-3D vs. video-only strata; lab=VR/deployment=2D-PC poles), holding engine and sample constant across conditions."
bor-sec-44,bridges-to-part-iii,caution re: EMG/GSR and small-N subgroup generalizability,n/a,"P/anticipatory-application -- this paper's own analytic samples shrink substantially and unevenly by channel (N approx 21 self-report, N approx 16 physiological, from 25 recruited, inferred from reported degrees of freedom), its condition order was fixed rather than counterbalanced, and its sample was restricted to self-selected male hardcore gamers; any Part III or dataset design borrowing this triadic boredom/immersion/flow architecture should budget for comparable attrition, counterbalance condition order, and treat generalizability beyond a narrow player demographic as an open question."
