source_id,relation,target_id,domain,evidence_pdf_page,evidence_bekker_or_page,contributor,notes
PHX-02-WHITE,uses-greek-term,GREEK:to-kritikon,greek-term,9-10,432a15-17,White,The distinguishing-power
PHX-02-WHITE,engages-interlocutor,Plato:Philebus-39b,ancient,20,Phlb 39b1 ff,White,Plato's 'painter in the soul' — source for White's geometer-with-slate
PHX-02-WHITE,engages-interlocutor,Plato:Republic-VI-divided-line,ancient,20-21,Rep VI 510a-511e,White,Aristotle's nous image-bound vs. Plato's imageless noesis
PHX-02-WHITE,engages-interlocutor,Plato:Theaetetus-152,ancient,12-13,Theaet 152b-c,White,Protagorean identification of phantasia and aisthesis
PHX-02-WHITE,engages-interlocutor,Protagoras,ancient,12-13,—,White,Truth-of-phainomena doctrine resisted by Plato/Aristotle
PHX-02-WHITE,engages-interlocutor,Augustine:Confessions-X.8-26,medieval,16,Conf X.8-26,White,Memoria parallel cited at fn. 67
PHX-02-WHITE,engages-interlocutor,Aquinas-implicit,medieval,—,—,White,Thomistic tradition contextually present though not named
PHX-02-WHITE,engages-interlocutor,Galen,hellenistic,3,fn. 4,White,Brain-located inner-sense psychology foreign to Aristotle
PHX-02-WHITE,engages-interlocutor,Hobbes:Leviathan-ch.2,modern,12,fn. 48,White,'Imagination is decaying sense' compared to Rhet I.11
PHX-02-WHITE,engages-interlocutor,Heidegger:phenomenology,modern,3,fn. 11,White,Cited in expansive footnote on modern German phenomenology
PHX-02-WHITE,engages-interlocutor,Freudenthal-1863,modern-secondary,4,fn. 14,White,Aussehen/Vorstellung distinction
PHX-02-WHITE,engages-interlocutor,Bonitz-IndexAristotelicus,modern-secondary,4,fn. 13,White,Species rei obiectae / actio qua imagines animo informamus
PHX-02-WHITE,cites-cluster-author,Nussbaum-1978-DeMotuAnimalium,cluster-secondary,4;15;19,fn. 16/63/80,White,Cites Nussbaum's 1978 1st edition NOT the 1985 essay PHX-01
PHX-02-WHITE,cites-secondary,Schofield-1978-Articles,modern-secondary,23,fn. 92,White,Cited only in closing bibliographic footnote
PHX-02-WHITE,cites-secondary,Labarriere-1984,modern-secondary,23,fn. 92,White,Most recent secondary source in fn. 92
PHX-02-WHITE,cites-secondary,Phillipe-1971-Thomist,modern-secondary,23,fn. 92,White,Closest Thomistic kin in fn. 92
PHX-02-WHITE,cites-secondary,Benardete-1975-DA-III.3-5,modern-secondary,23,fn. 92,White,Straussian commentary on overlapping chapter-range
PHX-02-WHITE,cites-secondary,Engmann-1976-JHP,modern-secondary,23,fn. 92,White,Anglophone study
PHX-02-WHITE,cites-secondary,Rees-1971-Essays,modern-secondary,23,fn. 92,White,Anglophone study
PHX-02-WHITE,cites-secondary,Roth-1963-NewScholasticism,modern-secondary,23,fn. 92,White,Catholic/scholastic study
PHX-02-WHITE,cites-secondary,Frohschammer-1881,modern-secondary,23,fn. 92,White,Earliest book-length treatment
PHX-02-WHITE,cites-secondary,Lycos-1964-Mind,modern-secondary,23,fn. 92,White,Anglophone study
PHX-02-WHITE,cites-secondary,Hicks-1907-DA,modern-secondary,9,fn. 22,White,Cambridge 1907 DA on terminology
PHX-02-WHITE,cites-secondary,Wolfson-1935-InternalSenses,modern-secondary,3,fn. 4,White,Origins of inner-sense in Galen
PHX-02-WHITE,cites-secondary,Brandwood-1976-PlatoIndex,modern-secondary,2,fn. 5,White,Plato has phantasia 7 times
PHX-02-WHITE,cites-secondary,Bundy-1927-TheoryOfImagination,modern-secondary,3,fn. 5,White,Pre-Socratic possible uses
PHX-02-WHITE,contests-reading-of,READING:image-theory-of-phantasia,reading,2-3,—,White,Refuses 'imagination' translation; rejects imago/imitor connotation — parallel to Nussbaum's anti-image-theory move
PHX-02-WHITE,extends-reading-of,READING:phainetai-genealogy-of-phantasia,reading,3-4,—,White,Extends Nussbaum's phainetai-priority via Aristotle's own derivation from phaos
PHX-02-WHITE,shifts-debate-axis,DEBATE:theoretical-vs-practical-phantasia,debate,1-2;17;19,—,White,Confines phantasia to DA III.3-8 theoretical-cognitive register; mirrors Nussbaum's practical-action expansion
PHX-02-WHITE,shifts-debate-axis,DEBATE:detachment-vs-immediacy-of-phantasia,debate,11-12,427b21-24,White,Picture-vs-encounter detachment-criterion stands against Nussbaum's seeing-as-immediacy reading
PHX-02-WHITE,extends-reading-of,Nussbaum-1978:kata-metaphoran,reading,4,fn. 16,White,Cites Nussbaum's De Motu pp. 252-255 on kata metaphoran clause
PHX-02-WHITE,extends-reading-of,Nussbaum-1978:einai-formulation,reading,15,fn. 63,White,Cites Nussbaum's De Motu pp. 234-236 on the einai-formulation
PHX-02-WHITE,extends-reading-of,Nussbaum-1978:practical-phantasia,reading,19,fn. 80,White,Cites Nussbaum's De Motu pp. 232-241 on practical phantasia in DA III.10-11
PHX-02-WHITE,bridges-pipeline,Heidegger:BCAP-GA18,bridge,16-23,—,White,Heidegger's Marburg lectures read same loci on phantasia-pathos-nous
PHX-02-WHITE,bridges-pipeline,Dalton-Dissertation:Aristotle-chapter,bridge,—,—,White,Load-bearing source for soul-powers exposition
PHX-02-WHITE,bridges-pipeline,Rhetorical-Ontology-pipeline:passions,bridge,22,Rhet II.2-6,White,Passions and phantasia bridge to rhetorical-ontology corpus
