source_id,relation,target_id,domain,evidence_pdf_page,evidence_bekker_or_page,contributor,notes
PHX-01-NUSSBAUM,cites,LOCUS:DA-433a31,aristotle-locus,24,234,Nussbaum,"Phantasia and aisthesis: same but different in einai"
PHX-01-NUSSBAUM,cites,LOCUS:DA-433b26-30,aristotle-locus,23,233,Nussbaum,"No desire without phantasia; phantasia connected with thinking or perception"
PHX-01-NUSSBAUM,cites,LOCUS:DA-433b28,aristotle-locus,53,263,Nussbaum,"Two species: deliberative/calculative and perceptual"
PHX-01-NUSSBAUM,cites,LOCUS:DA-434a7-10,aristotle-locus,53,263,Nussbaum,"One phantasma from many — disputes Ross collage reading"
PHX-01-NUSSBAUM,cites,LOCUS:DA-434a11,aristotle-locus,54,264 + n.66,Nussbaum,"Phantasian ek syllogismou — phantasia from inference"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-431a14-17,aristotle-locus,29,239,Nussbaum,"Phantasmata serve thinking soul as aisthemata"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-431b2,aristotle-locus,29,239,Nussbaum,"Thinking creature thinks forms in phantasmata"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-432a3-10,aristotle-locus,30,240,Nussbaum,"Canonical: phantasmata like aisthemata only without matter — keystone passage"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-II.8-420b31,aristotle-locus,49,259-260,Nussbaum,"Voice as semantikos — pivotal evidence for interpretive thesis"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-II.12-424a18,aristotle-locus,47,258,Nussbaum,"Wax/signet: aisthesis as passive impress receiving form without matter"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-II.12-424a21,aristotle-locus,48,258,Nussbaum,"Sense-objects as qualities, not substances — generates need for phantasia"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-III.7-431b6-8,aristotle-locus,54,263-264,Nussbaum,"Calculation using phantasmata or noemata 'as if one saw'"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-III.11,aristotle-locus,24,234,Nussbaum,"Incomplete creatures; two species of phantasia"
PHX-01-NUSSBAUM,extends-reading-of,LOCUS:DA-428a1-4,aristotle-locus,42,252-253,Nussbaum,"Kata metaphoran clause re-reading — bracket the 'mere show' sense"
PHX-01-NUSSBAUM,cites,LOCUS:DA-I.1-403a3-10,aristotle-locus,27,237,Nussbaum,"Thinking bodily-correlated iff it is or involves phantasia"
PHX-01-NUSSBAUM,cites,LOCUS:DA-427b17-20,aristotle-locus,46,256,Nussbaum,"Phantasia is in our power"
PHX-01-NUSSBAUM,cites,LOCUS:DA-428a11-12,aristotle-locus,46,256,Nussbaum,"Aisthesis always accurate, phantasia can be false"
PHX-01-NUSSBAUM,cites,LOCUS:DA-428a21-23,aristotle-locus,52,262 + n.64,Nussbaum,"Doxa requires pistis; animals lack pistis"
PHX-01-NUSSBAUM,cites,LOCUS:DA-429b20,aristotle-locus,47,257 n.52,Nussbaum,"Reason judges things as separate from matter"
PHX-01-NUSSBAUM,cites,LOCUS:DA-425a10,aristotle-locus,26,236,Nussbaum,"Phantasia granted to bee/ant, denied to worm (tentatively)"
PHX-01-NUSSBAUM,cites,LOCUS:DA-415a10,aristotle-locus,26,236,Nussbaum,"Some phtharta lack phantasia"
PHX-01-NUSSBAUM,cites,LOCUS:DA-402b22-24,aristotle-locus,35,245,Nussbaum,"Incidental attributes kata ten phantasian"
PHX-01-NUSSBAUM,cites,LOCUS:DA-III.5,aristotle-locus,58,268 n.69,Nussbaum,"Separable nous — blocks functionalist solution"
PHX-01-NUSSBAUM,cites,LOCUS:Mem-450b21,aristotle-locus,25,235,Nussbaum,"Painted animal qua likeness vs. qua animal — einai analogy"
PHX-01-NUSSBAUM,cites,LOCUS:Mem-451a1,aristotle-locus,40,250,Nussbaum,"Noema vs. mnemoneuma"
PHX-01-NUSSBAUM,cites,LOCUS:Insomn-459a15,aristotle-locus,24,234,Nussbaum,"Phantasia same as aisthetikon, different in einai"
PHX-01-NUSSBAUM,cites,LOCUS:Insomn-460b19,aristotle-locus,35,245,Nussbaum,"Sun appears a foot wide"
PHX-01-NUSSBAUM,cites,LOCUS:Insomn-458a15,aristotle-locus,40,250 n.45,Nussbaum,"Phantasma as active thinking-image in sleep"
PHX-01-NUSSBAUM,cites,LOCUS:Insomn-460a16-18,aristotle-locus,40,250,Nussbaum,"Phantasia explains perceptual mistakes"
PHX-01-NUSSBAUM,cites,LOCUS:Mem-449b31,aristotle-locus,56,266,Nussbaum,"Triangle envisaging — typically of definite size"
PHX-01-NUSSBAUM,cites,LOCUS:Mem-450a25-30,aristotle-locus,40,250,Nussbaum,"Zographema; theorema vs phantasma"
PHX-01-NUSSBAUM,cites,LOCUS:Sens-432a2,aristotle-locus,56,266,Nussbaum,"Perception essential for practical wisdom"
PHX-01-NUSSBAUM,cites,LOCUS:APo-I.18-81a38,aristotle-locus,29,239,Nussbaum,"Induction from particulars"
PHX-01-NUSSBAUM,cites,LOCUS:EN-1114a32,aristotle-locus,35,245,Nussbaum,"Apparent good depends on character"
PHX-01-NUSSBAUM,cites,LOCUS:EN-III.4-5,aristotle-locus,21,231 n.22,Nussbaum,"Phainomenon agathon and Furley on self-movers"
PHX-01-NUSSBAUM,cites,LOCUS:EN-V-1130a12,aristotle-locus,25,235,Nussbaum,"Arete/dikaiosune — same disposition under different descriptions"
PHX-01-NUSSBAUM,cites,LOCUS:EN-VI-1143b23,aristotle-locus,25,235 n.28,Nussbaum,"Phronesis/politike — same hexis under aspects"
PHX-01-NUSSBAUM,cites,LOCUS:EN-VII-1147b4,aristotle-locus,35,245,Nussbaum,"Following phantasia of particulars vs. general belief"
PHX-01-NUSSBAUM,cites,LOCUS:EN-1115a15,aristotle-locus,43,253,Nussbaum,"Andreios used kata metaphoran"
PHX-01-NUSSBAUM,cites,LOCUS:EE-1235b25-29,aristotle-locus,35,245,Nussbaum,"Phantasia and doxa not in same part of soul"
PHX-01-NUSSBAUM,cites,LOCUS:Metaph-V.29-1024b17,aristotle-locus,37,247,Nussbaum,"False phantasia produced by states of affairs"
PHX-01-NUSSBAUM,cites,LOCUS:Metaph-V.29-1025a5,aristotle-locus,37,247,Nussbaum,"Hypocrite produces false phantasia"
PHX-01-NUSSBAUM,cites,LOCUS:Metaph-XI.10-1066a33,aristotle-locus,25,235,Nussbaum,"Road up/down — different in einai"
PHX-01-NUSSBAUM,cites,LOCUS:Metaph-I.1-980b26-27,aristotle-locus,59,269 + n.70,Nussbaum,"Learning to perceive is learning to make distinctions — closing aphorism"
PHX-01-NUSSBAUM,cites,LOCUS:Metaph-IX.10-asuntheta,aristotle-locus,57,267 n.68,Nussbaum,"Asuntheta = probable prota noemata"
PHX-01-NUSSBAUM,cites,LOCUS:Metaph-1019b33,aristotle-locus,43,253,Nussbaum,"Dunamis kata metaphoran in mathematics"
PHX-01-NUSSBAUM,cites,LOCUS:Rhet-1370b32,aristotle-locus,38,248 n.44,Nussbaum,"Victory pleasant because phantasia of superiority"
PHX-01-NUSSBAUM,cites,LOCUS:Rhet-1371b19,aristotle-locus,38,248 n.44,Nussbaum,"Being-loved pleasant via phantasia"
PHX-01-NUSSBAUM,cites,LOCUS:Rhet-1404a11,aristotle-locus,44,254,Nussbaum,"Phantasia as 'mere show, aimed at audience' — key for re-reading 428a4"
PHX-01-NUSSBAUM,cites,LOCUS:Phys-184a24,aristotle-locus,59,269 n.70,Nussbaum,"Cognitive development as sorting"
PHX-01-NUSSBAUM,cites,LOCUS:HA-500a3,aristotle-locus,43,253,Nussbaum,"Horns kata metaphoran"
PHX-01-NUSSBAUM,cites,LOCUS:PA-662b25,aristotle-locus,43,253,Nussbaum,"Horns kata metaphoran by similarity"
PHX-01-NUSSBAUM,cites,LOCUS:DI-1-sumbola,aristotle-locus,50,260 n.60,Nussbaum,"Vocal sounds as sumbola of pathemata"
PHX-01-NUSSBAUM,cites,LOCUS:DI-9,aristotle-locus,58,268 n.69,Nussbaum,"Freedom of action and determinism"
PHX-01-NUSSBAUM,cites,LOCUS:Cat-5,aristotle-locus,49,259 n.56,Nussbaum,"Substance-term as primary identifier"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phantasia,greek-term,11,221,Nussbaum,"The faculty of appearing/seeing-as — interpretive aspect of perception"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phantasma,greek-term,12,222,Nussbaum,"Verbal noun of phainesthai = 'what appears'; sometimes image, not by lexical necessity"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phainesthai,greek-term,12,222,Nussbaum,"Anchor verb 'to appear' — anchors entire phantasia-family"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phainomena,greek-term,35,245,Nussbaum,"Things as they appear; explanatory starting-points (after Owen)"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phainomenon-agathon,greek-term,21,231,Nussbaum,"Apparent good — character-relative"
PHX-01-NUSSBAUM,glosses-greek,GREEK:aisthesis,greek-term,46,256,Nussbaum,"Passive impress; reception of form without matter; quality-receptive"
PHX-01-NUSSBAUM,glosses-greek,GREEK:aisthema,greek-term,29,239,Nussbaum,"Form-without-matter received in aisthesis"
PHX-01-NUSSBAUM,glosses-greek,GREEK:aisthetikon,greek-term,25,235,Nussbaum,"Perceptive capacity-name (vs activity-name aisthesis)"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phantastikon,greek-term,25,235,Nussbaum,"Phantasizing capacity-name; same dunamis as aisthetikon under another description"
PHX-01-NUSSBAUM,glosses-greek,GREEK:kritika,greek-term,22,232,Nussbaum,"Distinction-making faculties: phantasia, aisthesis, nous (MA 6)"
PHX-01-NUSSBAUM,glosses-greek,GREEK:orexis,greek-term,22,232,Nussbaum,"Desire; jointly necessary with phantasia for motion"
PHX-01-NUSSBAUM,glosses-greek,GREEK:bouleutike,greek-term,53,263,Nussbaum,"Deliberative (phantasia) — rational species (DA 433b28)"
PHX-01-NUSSBAUM,glosses-greek,GREEK:einai,greek-term,24,234,Nussbaum,"Being / what-it-is-to-be; in 'same X different in einai' = under different description"
PHX-01-NUSSBAUM,glosses-greek,GREEK:eidos,greek-term,29,239,Nussbaum,"Form — what phantasia presents (object's formal content)"
PHX-01-NUSSBAUM,glosses-greek,GREEK:kata-metaphoran,greek-term,42,252,Nussbaum,"By transference; Aristotle's marker for non-literal extension"
PHX-01-NUSSBAUM,glosses-greek,GREEK:semantikos,greek-term,49,259,Nussbaum,"Signifying — voice is semantikos because phantasia is operative"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phone,greek-term,49,259,Nussbaum,"Voice — living creature's sound, meaningful only via phantasia"
PHX-01-NUSSBAUM,glosses-greek,GREEK:horistai,greek-term,55,265,Nussbaum,"Is determined — DA 431b2: pursued/avoided determined in phantasmata"
PHX-01-NUSSBAUM,glosses-greek,GREEK:pistis,greek-term,52,262 n.64,Nussbaum,"Conviction grounded in logos and experience — distinguishes doxa from phantasia"
PHX-01-NUSSBAUM,glosses-greek,GREEK:eidolon,greek-term,41,251,Nussbaum,"Shadow-image, phantom — used in MA 702a5 for memory-as-shadow"
PHX-01-NUSSBAUM,glosses-greek,GREEK:theorema,greek-term,40,250,Nussbaum,"Object of contemplation — image regarded in isolation (Mem 450a30) non-pictorially"
PHX-01-NUSSBAUM,glosses-greek,GREEK:mnemoneuma,greek-term,40,250,Nussbaum,"Memorial; thought regarded as likeness"
PHX-01-NUSSBAUM,glosses-greek,GREEK:phantasia-ek-syllogismou,greek-term,54,264,Nussbaum,"Phantasia 'from inference' — DA 434a11; only humans"
PHX-01-NUSSBAUM,cites,ANCIENT:Plato-Republic-596e-599a,ancient-interlocutor,32,242,Nussbaum,"Phainomena/phantasmata; eidolon-as-image; earliest known phantasia at 382c"
PHX-01-NUSSBAUM,cites,ANCIENT:Plato-Sophist-235d-236b,ancient-interlocutor,32,242,Nussbaum,"Eikastike vs phantastike techne — phantasma defined via phainetai"
PHX-01-NUSSBAUM,cites,ANCIENT:Plato-Theaetetus-152b,ancient-interlocutor,32,242,Nussbaum,"Earliest extant Platonic phantasia use; phantasia and aisthesis 'same' for warmth"
PHX-01-NUSSBAUM,cites,ANCIENT:Plato-Parmenides-166a,ancient-interlocutor,32,242,Nussbaum,"Phantasma as 'appearance' parallel to doxa"
PHX-01-NUSSBAUM,cites,ANCIENT:Plato-Symposium-211a,ancient-interlocutor,33,243,Nussbaum,"Non-sensory phantazesthai of the Form of Beauty"
PHX-01-NUSSBAUM,cites,ANCIENT:Plato-Philebus-34a-38c,ancient-interlocutor,34,244,Nussbaum,"Decaying-sense memory uses kinesis/soteria not phantasia"
PHX-01-NUSSBAUM,cites,ANCIENT:Herodotus-VII.10.5,ancient-interlocutor,34,244,Nussbaum,"Earliest 'show/pomp' sense of phantazesthai — supports 428a4 re-reading"
PHX-01-NUSSBAUM,cites,ANCIENT:Themistius-on-432b15,ancient-interlocutor,23,233 n.26,Nussbaum,"Textual witness for kai vs e before orexeos"
PHX-01-NUSSBAUM,cites,MODERN:Schofield-Aristotle-Imagination,modern-interlocutor,59,269 n.71,Nussbaum,"Parallel paper on same topic — different conclusions"
PHX-01-NUSSBAUM,cites,MODERN:Sartre-LImaginaire,modern-interlocutor,14,224 n.7,Nussbaum,"Active intentional imagining"
PHX-01-NUSSBAUM,cites,MODERN:Dennett-ContentConsciousness,modern-interlocutor,18,228 + ch.IV,Nussbaum,"Closest contemporary ally — awareness-of-object analysis"
PHX-01-NUSSBAUM,cites,MODERN:Strawson-Individuals,modern-interlocutor,49,259 n.56,Nussbaum,"Sortal vs characterizing universals"
PHX-01-NUSSBAUM,cites,MODERN:Wiggins-ISTC,modern-interlocutor,24,234 n.27,Nussbaum,"Sameness; identity over time"
PHX-01-NUSSBAUM,cites,MODERN:White-AristotleOnSameness,modern-interlocutor,24,234 n.27,Nussbaum,"On 'same in capacity' formula"
PHX-01-NUSSBAUM,cites,MODERN:Cooper-DA-II.12-paper,modern-interlocutor,47,257 n.53,Nussbaum,"Unpublished 1973 Princeton paper on DA II.12"
PHX-01-NUSSBAUM,cites,MODERN:Owen-Tithenai,modern-interlocutor,36,246 n.40,Nussbaum,"Phainomena as wider than perception-data"
PHX-01-NUSSBAUM,cites,MODERN:Furley-SelfMovers,modern-interlocutor,21,231 n.22,Nussbaum,"On EN III.4-5 and intentional action"
PHX-01-NUSSBAUM,cites,MODERN:Bonitz-IndexAristotelicus,modern-interlocutor,35,245 n.39,Nussbaum,"Multiple-senses approach to phantasia — Nussbaum unifies"
PHX-01-NUSSBAUM,shifts-debate-axis,DEBATE:image-vs-interpretation,debate-axis,11,221-269,Nussbaum,"Establishes the modern axis on which all later phantasia-cluster debate operates"
PHX-01-NUSSBAUM,shifts-debate-axis,DEBATE:DA-III.3-canonicity,debate-axis,41,251,Nussbaum,"Denies canonical status of DA III.3 — opens space for action-passages-first reading"
PHX-01-NUSSBAUM,shifts-debate-axis,DEBATE:phantasia-aisthesis-relation,debate-axis,24,234,Nussbaum,"Two-description vs two-activity reading of 433a31 identity"
PHX-01-NUSSBAUM,bridges-to-pipeline,PIPELINE:Aristotle-corpus,pipeline,11,221-269,Nussbaum,"Cross-corpus thematic concordance of phantasia: DA/MA/PN/EN/EE/Rhet/Metaph/De Int/Cat/Phys/APo/HA/PA"
PHX-01-NUSSBAUM,bridges-to-pipeline,PIPELINE:Heidegger-BCAP-GA18,pipeline,49,259,Nussbaum,"DA II.8 voice-semantikos passage — central also for Heidegger's rhetorical-ontological reading"
PHX-01-NUSSBAUM,bridges-to-pipeline,PIPELINE:Dalton-dissertation-phantasia,pipeline,47,257-258,Nussbaum,"Object-as-F structure anchors dissertation's A-chain phantasma sections"
