source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
IG-05:open-landscape,operationalized-via-game,IG-05:world-of-warcraft,game-studies,1,82-89,text-anchored,"MMOG open world + Azeroth high-imageability paradigm + tourist-moment testimony corpus."
IG-05:open-landscape,operationalized-via-game,IG-05:lord-of-the-rings-online,game-studies,2,82,text-anchored,"Rule-based-not-spatial restriction — Hobbit Shire-to-Rivendell mob-difficulty barrier."
IG-05:arena,operationalized-via-game,IG-05:counter-strike-source,game-studies,1,83-86,text-anchored,"de_dust2 B-rush worked example (Figures 5.2 + 5.3) — loadout-route-choice + flash-grenade blind-navigation."
IG-05:arena,operationalized-via-game,IG-05:unreal-tournament,game-studies,2,85,text-anchored,"Multi-shot-kill physics contrast — constant-movement vs CS:S cover-discipline."
IG-05:miniature-space,operationalized-via-game,IG-05:dawn-of-war-ii,game-studies,1,91,text-anchored,"RTS miniature-landscape paradigm (Figure 5.5) — defendable-position + cover + line-of-fire."
IG-05:miniature-space,operationalized-via-game,IG-05:empire-total-war,game-studies,2,91,text-anchored,"Distributed-agency — Portugal-march + Silesian-tax-rate simultaneity."
IG-05:miniature-space,operationalized-via-game,IG-05:risk,game-studies,2,92,text-anchored,"Symbolic miniature — spatial-involvement coextensive with tactical-involvement."
IG-05:macro-phase-exploration,affective-marker,IG-05:tourist-moment,game-studies,2,74,text-anchored,"Rheric + Baal + Kelly 2004 testimony — vista-encounter affect within spatial macro."
IG-05:lost-in-game-world,requires,IG-05:worldness,game-studies,1,76,text-anchored,"Klastrup 2004 — environment must extend beyond immediate perceptibility for spatial contingency to obtain."
IG-05:lost-in-game-world,cites,IG-05:tuan-2007-lost-forest,game-studies,1,76,text-anchored,"Lines 2589-2599 quoted at length — body-relative orientation + flickering-light goal-establishment."
IG-05:lost-in-game-world,cites,IG-05:malaby-2007-contingency,game-studies,1,77,text-anchored,"Designer-constituted-but-genuinely-contingent space."
IG-05:lost-in-game-world,cites,IG-05:borges-1972-labyrinth,literature,2,77,text-anchored,"Literary figure for designer-constituted character of game worlds."
IG-05:cognitive-mapping,attributed-to,IG-05:tolman-1948,psychology,1,79,text-anchored,"Concept anchor — encoding/storing/manipulating spatially-referenceable information."
IG-05:cognitive-mapping,operationalized-via,IG-05:golledge-garling-2004,psychology,2,79,text-anchored,"Operational gloss imported."
IG-05:cognitive-mapping,extended-by,IG-05:liboriussen-2009,game-studies,2,79,text-anchored,"Cognitive-map as virtual-world-navigation tool + sense-of-connectedness."
IG-05:imageability,attributed-to,IG-05:lynch-1960,urban-perception,1,88-89,text-anchored,"Quoted at length — quality yielding strong evokable mental images of environment."
IG-05:imageability,contrasted-via-game,IG-05:planetside-vs-wow,game-studies,1,89-90,text-anchored,"Auraxis low-imageability vs Azeroth high-imageability — Kestra + Rheric testimony."
IG-05:space-to-place,cites,IG-05:tuan-2007-p73,humanistic-geography,1,87,text-anchored,"Gatekeeping quote — 'when space feels thoroughly familiar … it has become place. Kinesthetic + perceptual experience + concept-formation required.'"
IG-05:navigable-space,attributed-to,IG-05:wolf-2009,game-studies,1,77,text-anchored,"Interconnected simulated cells; maze-organized network; off-screen-accessibility via navigational ability."
IG-05:open-landscape,carries-argument-from,IG-05:babic-2007-relational-space,game-studies,1,83,text-anchored,"Absolute-vs-relational space distinction applied to MMOGs (via Löw 2001)."
IG-05:babic-2007-relational-space,builds-on,IG-05:lefebvre-1991,social-theory,2,83,text-anchored,"Relational-space lineage."
IG-05:babic-2007-relational-space,builds-on,IG-05:soja-1996,social-theory,2,83,text-anchored,"Relational-space lineage (Thirdspace)."
IG-05:babic-2007-relational-space,builds-on,IG-05:tuan-1974,humanistic-geography,2,83,text-anchored,"Relational-space lineage."
IG-05:unicursal-corridor,overrides,IG-05:nitsche-2008-tracks-rails,game-studies,2,80,text-anchored,"Calleja collapses Nitsche's labyrinth/tracks-rails distinction on traversable-space grounds."
IG-05:arena,attributed-to,IG-05:nitsche-2008-arena,game-studies,1,83,text-anchored,"'Canvas for a performance' — embedded competitive space."
IG-05:unicursal-corridor,enables-control-of,IG-05:king-krzywinska-2006,game-studies,2,80,text-anchored,"Spatial restriction enables tighter designer control of scripted narrative + orchestrated affect."
IG-05:cognitive-conceptual-to-inhabited-shift,bridges-to,IG-10:incorporation,game-studies,1,87-90,text-anchored,"Attentional-freeing through internalization → multi-dimensional incorporation in IG-10."
IG-05:spatial-involvement,cornerstone-paired-with,IG-04:kinesthetic-involvement,game-studies,1,82-83,text-anchored,"Anticipates IG-10's spatial+kinesthetic cornerstone-pair claim (Babic-framing as PIM-overlap)."
IG-05:imageability,maps-to-phantasia,DALTON:phantasia-spatial-imagery,ontological-grounding,2,88-89,anticipatory-projection (dissertation),"Lynch imageability as designed-environment-driven phantasia-evocation. Via Hawhee 2009 + Papachristou. Calleja cites no Aristotle."
IG-05:lost-in-game-world,maps-to-heidegger,DALTON:verlorenheit,ontological-grounding,2,75-77,anticipatory-projection (dissertation),"Productive-lost-ness as Heideggerian Verlorenheit. Calleja cites no Heidegger."
IG-05:body-relative-orientation,maps-to-merleau-ponty,DALTON:body-schema,ontological-grounding,2,75-77,anticipatory-projection (dissertation),"Tuan 2007 front/back/right/left passage as lived-body orientation. Calleja cites no Merleau-Ponty."
IG-05:virtual-environment-habitation,maps-to-uexkull-construct,UEXKULL:umwelt,layer-c-bridge,1,73-92,anticipatory-projection (dissertation),"SIGNATURE LAYER-C BRIDGE. Whole-chapter habitational-spatiality machinery ↔ Uexküll Umwelt. Designer-constituted boundedness is feature not bug for Uexküllian apparatus."
IG-05:imageability,maps-to-uexkull-construct,UEXKULL:merkwelt,layer-c-bridge,1,88-89,anticipatory-projection (dissertation),"Lynch imageability ↔ Merkwelt: environment-features as perceivable signs FOR THE ORGANISM that traverses it. Azeroth high-Merkwelt-fidelity vs Auraxis high-geographic-fidelity."
IG-05:navigable-space,maps-to-uexkull-construct,UEXKULL:wirkwelt,layer-c-bridge,1,77,anticipatory-projection (dissertation),"Wolf 2009 navigable-space ↔ Wirkwelt: action-side of the functional circle. Macro/micro pair tracks Merkwelt-dominant/Wirkwelt-dominant phasing."
IG-05:cognitive-mapping,maps-to-uexkull-construct,UEXKULL:funktionskreis,layer-c-bridge,1,79-80,anticipatory-projection (dissertation),"Tolman cognitive-map ↔ Funktionskreis closure: action feeds back as perception, updates map, informs next action. Cumulative Funktionskreis over time."
IG-05:body-relative-orientation,maps-to-uexkull-construct,UEXKULL:umwelt-organism-relativity,layer-c-bridge,1,75-77,anticipatory-projection (dissertation),"Tuan 2007 front/back/right/left ↔ Umwelt organism-centered spatial-frame BROUGHT TO environment."
IG-05:space-to-place-transition,maps-to-uexkull-construct,UEXKULL:umwelt-consolidation,layer-c-bridge,1,87,anticipatory-projection (dissertation),"Tuan 2007 p.73 familiarization ↔ Merkwelt-stabilization + habituated Funktionskreis-closure."
IG-05:five-spatial-structures-taxonomy,maps-to-burke,BURKE:scene,layer-c-bridge,2,78-85,anticipatory-projection (dissertation),"5 spatial structures as typology of Scene-as-constraint-on-Act. Scene-Act ratio pairs with IG-04 Kinesthetic ↔ Agency."
IG-05:lynch-1960,awaits-ontological-grounding-in,DALTON:phantasia-cluster,ontological-grounding,2,88-89,anticipatory-projection (dissertation),"Lynch's imageability has no upstream ontology of mental-image-formation. Aristotle De Anima III.3 + phantasia cluster supply the missing ontological grounding."
IG-05:tuan-2007-lost-forest,awaits-ontological-grounding-in,DALTON:heideggerian-disorientation,ontological-grounding,2,76,anticipatory-projection (dissertation),"Tuan's lost-in-forest phenomenology is doing Heideggerian work without Heideggerian apparatus."
IG-05:cognitive-conceptual-to-inhabited-shift,awaits-ontological-grounding-in,DALTON:zuhandenheit-vorhandenheit,ontological-grounding,2,87-88,anticipatory-projection (dissertation),"Modal phenomenology of comportment-shift: equipment-transparently-used vs explicitly-attended."
IG-05:tuan-2007-p73-space-to-place,bridges-direct-to,DALTON:locus-topos,dissertation-bridge,2,87,direct-citation-chain,"Tuan-anchored direct (non-anticipatory) bridge to dissertation locus/topos treatment."
IG-05:babic-2007-relational-space,bridges-direct-to,DALTON:production-of-virtual-place,dissertation-bridge,2,83,direct-citation-chain,"Lefebvre/Soja/Tuan/Babic direct citation chain to dissertation chapter on production of virtual place."
IG-05:aarseth-2005,bridges-direct-to,DALTON:game-world-structure,dissertation-bridge,2,76-82,direct-citation-chain,"Aarseth labyrinth-typology direct citation chain."
IG-05:residual-phenomenology-pattern,characterizes,IG-05:tuan-lynch-tolman-cluster,methodological,1,73-92,text-anchored,"Six RPA sites — all using phenomenological register without canonical-phenomenologist citation. Anchored entirely in humanistic geography + urban perception + behavioral psychology."
IG-05:miniature-space,structurally-excludes,IG-05:lost-in-game-world,game-studies,2,91,text-anchored,"'In miniature space one can never be lost' (line 3140). Productive lost-ness of S2 is structurally impossible in miniature mode."
IG-05:tension-space-vs-place,internal-tension,IG-05:tuan-applied-to-designer-constituted-environments,game-studies,2,87,text-anchored,"Whether designer-constituted place is the same kind of place as Tuan's humanistic-geographic place is unresolved. Entry point for Umwelt augmentation."
IG-05:tension-fidelity-vs-meaningfulness,internal-tension,IG-05:azeroth-vs-auraxis,game-studies,2,89-90,text-anchored,"Imageability + aesthetic distinctness beats geographic plausibility; Calleja sides with meaningfulness without theoretical resolution."
IG-05:tension-designer-vs-emergent,internal-tension,IG-05:malaby-2007-contingency,game-studies,2,77,text-anchored,"Contrived contingency vs real contingency. Calleja celebrates designed contingency without resolving whether productive lost-ness genuinely transfers."
IG-05:intimate-map-knowledge,operationalized-via-game,IG-05:counter-strike-source,game-studies,1,84-85,text-anchored,"Arena precondition for competitive play — layout/sightlines/cover/movement-velocity mastery."
