subject,stimulus,bin,pct_of_episode,openness
S01,BOR,90,90.5,1
S01,BOR,91,91.5,1
S01,BOR,92,92.5,1
S01,BOR,93,93.5,1
S01,BOR,94,94.5,0.818181818182
S01,BOR,95,95.5,0.904761904762
S01,BOR,96,96.5,1
S01,BOR,97,97.5,0.909090909091
S01,BOR,98,98.5,1
S01,BOR,99,99.5,1
S02,BOR,0,0.5,0.857142857143
S02,BOR,1,1.5,0.666666666667
S02,BOR,2,2.5,1
S02,BOR,3,3.5,0.925925925926
S02,BOR,4,4.5,0.851851851852
S02,BOR,5,5.5,0.928571428571
S02,BOR,6,6.5,0.888888888889
S02,BOR,7,7.5,1
S02,BOR,8,8.5,0.962962962963
S02,BOR,9,9.5,0.964285714286
S02,BOR,10,10.5,0.925925925926
S02,BOR,11,11.5,0.777777777778
S02,BOR,12,12.5,0.857142857143
S02,BOR,13,13.5,1
S02,BOR,14,14.5,0.925925925926
S02,BOR,15,15.5,0.857142857143
S02,BOR,16,16.5,0.925925925926
S02,BOR,17,17.5,0.851851851852
S02,BOR,18,18.5,0.821428571429
S02,BOR,19,19.5,0.814814814815
S02,BOR,20,20.5,0.888888888889
S02,BOR,21,21.5,0.964285714286
S02,BOR,22,22.5,0.888888888889
S02,BOR,23,23.5,1
S02,BOR,24,24.5,0.857142857143
S02,BOR,25,25.5,0.888888888889
S02,BOR,26,26.5,0.851851851852
S02,BOR,27,27.5,0.892857142857
S02,BOR,28,28.5,0.814814814815
S02,BOR,29,29.5,0.928571428571
S02,BOR,30,30.5,0.555555555556
S02,BOR,31,31.5,0.666666666667
S02,BOR,32,32.5,0.785714285714
S02,BOR,33,33.5,0.925925925926
S02,BOR,34,34.5,0.740740740741
S02,BOR,35,35.5,0.777777777778
S02,BOR,36,36.5,0.678571428571
S02,BOR,37,37.5,0.481481481481
S02,BOR,38,38.5,0.666666666667
S02,BOR,39,39.5,0.928571428571
S02,BOR,40,40.5,0.925925925926
S02,BOR,41,41.5,0.703703703704
S02,BOR,42,42.5,0.928571428571
S02,BOR,43,43.5,0.888888888889
S02,BOR,44,44.5,0.888888888889
S02,BOR,45,45.5,0.642857142857
S02,BOR,46,46.5,0.851851851852
S02,BOR,47,47.5,0.851851851852
S02,BOR,48,48.5,0.821428571429
S02,BOR,49,49.5,0.37037037037
S02,BOR,50,50.5,0.407407407407
S02,BOR,51,51.5,0.75
S02,BOR,52,52.5,0.851851851852
S02,BOR,53,53.5,0.592592592593
S02,BOR,54,54.5,0.37037037037
S02,BOR,55,55.5,0.928571428571
S02,BOR,56,56.5,0.814814814815
S02,BOR,57,57.5,0.821428571429
S02,BOR,58,58.5,0.851851851852
S02,BOR,59,59.5,0.851851851852
S02,BOR,60,60.5,0.75
S02,BOR,61,61.5,0.814814814815
S02,BOR,62,62.5,0.62962962963
S02,BOR,63,63.5,0.821428571429
S02,BOR,64,64.5,0.62962962963
S02,BOR,65,65.5,0.925925925926
S02,BOR,66,66.5,0.571428571429
S02,BOR,67,67.5,0.851851851852
S02,BOR,68,68.5,0.851851851852
S02,BOR,69,69.5,0.892857142857
S02,BOR,70,70.5,0.814814814815
S02,BOR,71,71.5,0.777777777778
S02,BOR,72,72.5,0.714285714286
S02,BOR,73,73.5,0.925925925926
S02,BOR,74,74.5,0.925925925926
S02,BOR,75,75.5,0.964285714286
S02,BOR,76,76.5,0.851851851852
S02,BOR,77,77.5,0.888888888889
S02,BOR,78,78.5,0.571428571429
S02,BOR,79,79.5,0.666666666667
S02,BOR,80,80.5,0.814814814815
S02,BOR,81,81.5,0.821428571429
S02,BOR,82,82.5,0.703703703704
S02,BOR,83,83.5,0.740740740741
S02,BOR,84,84.5,0.892857142857
S02,BOR,85,85.5,0.777777777778
S02,BOR,86,86.5,0.814814814815
S02,BOR,87,87.5,0.714285714286
S02,BOR,88,88.5,0.592592592593
S02,BOR,89,89.5,0.888888888889
S02,BOR,90,90.5,0.928571428571
S02,BOR,91,91.5,0.666666666667
S02,BOR,92,92.5,0.481481481481
S02,BOR,93,93.5,0.857142857143
S02,BOR,94,94.5,0.666666666667
S02,BOR,95,95.5,0.740740740741
S02,BOR,96,96.5,0.928571428571
S02,BOR,97,97.5,0.851851851852
S02,BOR,98,98.5,0.925925925926
S02,BOR,99,99.5,0.714285714286
S03,BOR,0,0.5,1
S03,BOR,1,1.5,0.952380952381
S03,BOR,2,2.5,0.952380952381
S03,BOR,3,3.5,1
S03,BOR,4,4.5,0.904761904762
S03,BOR,5,5.5,0.863636363636
S03,BOR,6,6.5,0.952380952381
S03,BOR,7,7.5,0.904761904762
S03,BOR,8,8.5,0.952380952381
S03,BOR,9,9.5,0.904761904762
S03,BOR,10,10.5,0.857142857143
S03,BOR,11,11.5,0.857142857143
S03,BOR,12,12.5,0.909090909091
S03,BOR,13,13.5,0.809523809524
S03,BOR,14,14.5,0.952380952381
S03,BOR,15,15.5,1
S03,BOR,16,16.5,0.857142857143
S03,BOR,17,17.5,0.666666666667
S03,BOR,18,18.5,0.863636363636
S03,BOR,19,19.5,0.904761904762
S03,BOR,20,20.5,0.761904761905
S03,BOR,21,21.5,0.952380952381
S03,BOR,22,22.5,0.952380952381
S03,BOR,23,23.5,0.952380952381
S03,BOR,24,24.5,0.619047619048
S03,BOR,25,25.5,0.772727272727
S03,BOR,26,26.5,0.761904761905
S03,BOR,27,27.5,1
S03,BOR,28,28.5,0.952380952381
S03,BOR,29,29.5,0.714285714286
S03,BOR,30,30.5,0.571428571429
S03,BOR,31,31.5,0.904761904762
S03,BOR,32,32.5,0.666666666667
S03,BOR,33,33.5,0.909090909091
S03,BOR,34,34.5,0.904761904762
S03,BOR,35,35.5,0.904761904762
S03,BOR,36,36.5,0.809523809524
S03,BOR,37,37.5,0.857142857143
S03,BOR,38,38.5,0.761904761905
S03,BOR,39,39.5,1
S03,BOR,40,40.5,1
S03,BOR,41,41.5,0.909090909091
S03,BOR,42,42.5,0.952380952381
S03,BOR,43,43.5,0.761904761905
S03,BOR,44,44.5,1
S03,BOR,45,45.5,0.857142857143
S03,BOR,46,46.5,0.47619047619
S03,BOR,47,47.5,0.409090909091
S03,BOR,48,48.5,0.904761904762
S03,BOR,49,49.5,0.952380952381
S03,BOR,50,50.5,0.952380952381
S03,BOR,51,51.5,0.952380952381
S03,BOR,52,52.5,0.952380952381
S03,BOR,53,53.5,0.857142857143
S03,BOR,54,54.5,0.571428571429
S03,BOR,55,55.5,0.727272727273
S03,BOR,56,56.5,0.809523809524
S03,BOR,57,57.5,0.857142857143
S03,BOR,58,58.5,0.904761904762
S03,BOR,59,59.5,1
S03,BOR,60,60.5,0.952380952381
S03,BOR,61,61.5,0.904761904762
S03,BOR,62,62.5,0.52380952381
S03,BOR,63,63.5,0.863636363636
S03,BOR,64,64.5,0.809523809524
S03,BOR,65,65.5,0.619047619048
S03,BOR,66,66.5,0.619047619048
S03,BOR,67,67.5,0.809523809524
S03,BOR,68,68.5,0.952380952381
S03,BOR,69,69.5,0.818181818182
S03,BOR,70,70.5,0.809523809524
S03,BOR,71,71.5,0.904761904762
S03,BOR,72,72.5,0.761904761905
S03,BOR,73,73.5,0.714285714286
S03,BOR,74,74.5,0.714285714286
S03,BOR,75,75.5,0.666666666667
S03,BOR,76,76.5,0.818181818182
S03,BOR,77,77.5,0.904761904762
S03,BOR,78,78.5,0.619047619048
S03,BOR,79,79.5,0.809523809524
S03,BOR,80,80.5,0.52380952381
S03,BOR,81,81.5,0.333333333333
S03,BOR,82,82.5,0.619047619048
S03,BOR,83,83.5,0.52380952381
S03,BOR,84,84.5,0.681818181818
S03,BOR,85,85.5,0.571428571429
S03,BOR,86,86.5,0.714285714286
S03,BOR,87,87.5,0.761904761905
S03,BOR,88,88.5,0.952380952381
S03,BOR,89,89.5,0.952380952381
S03,BOR,90,90.5,1
S03,BOR,91,91.5,0.904761904762
S03,BOR,92,92.5,1
S03,BOR,93,93.5,0.714285714286
S03,BOR,94,94.5,0.571428571429
S03,BOR,95,95.5,0.904761904762
S03,BOR,96,96.5,0.52380952381
S03,BOR,97,97.5,1
S03,BOR,98,98.5,1
S03,BOR,99,99.5,0.809523809524
S04,BOR,0,0.5,0.92
S04,BOR,1,1.5,0.96
S04,BOR,2,2.5,0.88
S04,BOR,3,3.5,0.916666666667
S04,BOR,4,4.5,0.92
S04,BOR,5,5.5,0.88
S04,BOR,6,6.5,0.92
S04,BOR,7,7.5,0.875
S04,BOR,8,8.5,0.96
S04,BOR,9,9.5,0.8
S04,BOR,10,10.5,0.833333333333
S04,BOR,11,11.5,0.88
S04,BOR,12,12.5,0.96
S04,BOR,13,13.5,0.96
S04,BOR,14,14.5,0.916666666667
S04,BOR,15,15.5,0.96
S04,BOR,16,16.5,1
S04,BOR,17,17.5,0.916666666667
S04,BOR,18,18.5,0.96
S04,BOR,19,19.5,0.92
S04,BOR,20,20.5,0.958333333333
S04,BOR,21,21.5,0.92
S04,BOR,22,22.5,0.72
S04,BOR,23,23.5,0.875
S04,BOR,24,24.5,0.92
S04,BOR,25,25.5,0.92
S04,BOR,26,26.5,0.88
S04,BOR,27,27.5,0.958333333333
S04,BOR,28,28.5,0.92
S04,BOR,29,29.5,0.96
S04,BOR,30,30.5,0.958333333333
S04,BOR,31,31.5,0.88
S04,BOR,32,32.5,0.96
S04,BOR,33,33.5,0.92
S04,BOR,34,34.5,0.833333333333
S04,BOR,35,35.5,0.92
S04,BOR,36,36.5,0.76
S04,BOR,37,37.5,0.916666666667
S04,BOR,38,38.5,0.96
S04,BOR,39,39.5,0.96
S04,BOR,40,40.5,0.96
S04,BOR,41,41.5,1
S04,BOR,42,42.5,1
S04,BOR,43,43.5,0.84
S04,BOR,44,44.5,1
S04,BOR,45,45.5,0.875
S04,BOR,46,46.5,0.96
S04,BOR,47,47.5,0.8
S04,BOR,48,48.5,0.916666666667
S04,BOR,49,49.5,0.92
S04,BOR,50,50.5,0.92
S04,BOR,51,51.5,0.96
S04,BOR,52,52.5,0.958333333333
S04,BOR,53,53.5,0.72
S04,BOR,54,54.5,0.88
S04,BOR,55,55.5,0.958333333333
S04,BOR,56,56.5,1
S04,BOR,57,57.5,0.88
S04,BOR,58,58.5,0.96
S04,BOR,59,59.5,0.875
S04,BOR,60,60.5,0.96
S04,BOR,61,61.5,0.96
S04,BOR,62,62.5,0.958333333333
S04,BOR,63,63.5,0.92
S04,BOR,64,64.5,0.96
S04,BOR,65,65.5,1
S04,BOR,66,66.5,0.958333333333
S04,BOR,67,67.5,0.8
S04,BOR,68,68.5,0.92
S04,BOR,69,69.5,0.92
S04,BOR,70,70.5,0.916666666667
S04,BOR,71,71.5,0.84
S04,BOR,72,72.5,0.96
S04,BOR,73,73.5,1
S04,BOR,74,74.5,1
S04,BOR,75,75.5,0.96
S04,BOR,76,76.5,0.96
S04,BOR,77,77.5,1
S04,BOR,78,78.5,0.92
S04,BOR,79,79.5,0.96
S04,BOR,80,80.5,0.88
S04,BOR,81,81.5,0.958333333333
S04,BOR,82,82.5,0.8
S04,BOR,83,83.5,0.88
S04,BOR,84,84.5,0.92
S04,BOR,85,85.5,0.958333333333
S04,BOR,86,86.5,0.96
S04,BOR,87,87.5,0.88
S04,BOR,88,88.5,0.958333333333
S04,BOR,89,89.5,0.88
S04,BOR,90,90.5,0.92
S04,BOR,91,91.5,0.84
S04,BOR,92,92.5,0.875
S04,BOR,93,93.5,0.88
S04,BOR,94,94.5,0.92
S04,BOR,95,95.5,0.84
S04,BOR,96,96.5,0.875
S04,BOR,97,97.5,0.92
S04,BOR,98,98.5,0.88
S04,BOR,99,99.5,0.916666666667
S05,BOR,0,0.5,0.75
S05,BOR,1,1.5,0.958333333333
S05,BOR,2,2.5,0.791666666667
S05,BOR,3,3.5,0.695652173913
S05,BOR,4,4.5,0.833333333333
S05,BOR,5,5.5,0.916666666667
S05,BOR,6,6.5,0.782608695652
S05,BOR,7,7.5,0.916666666667
S05,BOR,8,8.5,0.875
S05,BOR,9,9.5,0.791666666667
S05,BOR,10,10.5,0.739130434783
S05,BOR,11,11.5,0.75
S05,BOR,12,12.5,0.833333333333
S05,BOR,13,13.5,0.434782608696
S05,BOR,14,14.5,0
S05,BOR,15,15.5,0
S05,BOR,16,16.5,0
S05,BOR,17,17.5,0
S05,BOR,18,18.5,0
S05,BOR,19,19.5,0
S05,BOR,20,20.5,0
S05,BOR,21,21.5,0
S05,BOR,22,22.5,0
S05,BOR,23,23.5,0.0434782608696
S05,BOR,24,24.5,0.375
S05,BOR,25,25.5,0
S05,BOR,26,26.5,0
S05,BOR,27,27.5,0
S05,BOR,28,28.5,0
S05,BOR,29,29.5,0.416666666667
S05,BOR,30,30.5,0.782608695652
S05,BOR,31,31.5,0
S05,BOR,32,32.5,0
S05,BOR,33,33.5,0
S05,BOR,34,34.5,0
S05,BOR,35,35.5,0
S05,BOR,36,36.5,0
S05,BOR,37,37.5,0
S05,BOR,38,38.5,0
S05,BOR,39,39.5,0
S05,BOR,40,40.5,0
S05,BOR,41,41.5,0
S05,BOR,42,42.5,0
S05,BOR,43,43.5,0
S05,BOR,44,44.5,0
S05,BOR,45,45.5,0
S05,BOR,46,46.5,0
S05,BOR,47,47.5,0
S05,BOR,48,48.5,0
S05,BOR,49,49.5,0
S05,BOR,50,50.5,0
S05,BOR,51,51.5,0
S05,BOR,52,52.5,0
S05,BOR,53,53.5,0
S05,BOR,54,54.5,0
S05,BOR,55,55.5,0
S05,BOR,56,56.5,0
S05,BOR,57,57.5,0
S05,BOR,58,58.5,0
S05,BOR,59,59.5,0
S05,BOR,60,60.5,0
S05,BOR,61,61.5,0
S05,BOR,62,62.5,0
S05,BOR,63,63.5,0
S05,BOR,64,64.5,0
S05,BOR,65,65.5,0
S05,BOR,66,66.5,0
S05,BOR,67,67.5,0
S05,BOR,68,68.5,0
S05,BOR,69,69.5,0
S05,BOR,70,70.5,0
S05,BOR,71,71.5,0
S05,BOR,72,72.5,0
S05,BOR,73,73.5,0
S05,BOR,74,74.5,0
S05,BOR,75,75.5,0
S05,BOR,76,76.5,0
S05,BOR,77,77.5,0
S05,BOR,78,78.5,0
S05,BOR,79,79.5,0
S05,BOR,80,80.5,0
S05,BOR,81,81.5,0
S05,BOR,82,82.5,0
S05,BOR,83,83.5,0
S05,BOR,84,84.5,0
S05,BOR,85,85.5,0
S05,BOR,86,86.5,0
S05,BOR,87,87.5,0.0416666666667
S05,BOR,88,88.5,0.583333333333
S05,BOR,89,89.5,0.782608695652
S05,BOR,90,90.5,0.75
S05,BOR,91,91.5,0.75
S05,BOR,92,92.5,0.608695652174
S05,BOR,93,93.5,0.541666666667
S05,BOR,94,94.5,0.583333333333
S05,BOR,95,95.5,0.708333333333
S05,BOR,96,96.5,0.782608695652
S05,BOR,97,97.5,0.791666666667
S05,BOR,98,98.5,0.75
S05,BOR,99,99.5,0.833333333333
S06,BOR,0,0.5,0.8
S06,BOR,1,1.5,0.916666666667
S06,BOR,2,2.5,0.96
S06,BOR,3,3.5,0.875
S06,BOR,4,4.5,0.916666666667
S06,BOR,5,5.5,0.96
S06,BOR,6,6.5,0.916666666667
S06,BOR,7,7.5,0.916666666667
S06,BOR,8,8.5,0.92
S06,BOR,9,9.5,0.625
S06,BOR,10,10.5,0.875
S06,BOR,11,11.5,0.958333333333
S06,BOR,12,12.5,0.92
S06,BOR,13,13.5,1
S06,BOR,14,14.5,0.958333333333
S06,BOR,15,15.5,1
S06,BOR,16,16.5,1
S06,BOR,17,17.5,1
S06,BOR,18,18.5,1
S06,BOR,19,19.5,0.958333333333
S06,BOR,20,20.5,0.875
S06,BOR,21,21.5,0.84
S06,BOR,22,22.5,0.958333333333
S06,BOR,23,23.5,0.791666666667
S06,BOR,24,24.5,0.88
S06,BOR,25,25.5,0.958333333333
S06,BOR,26,26.5,0.958333333333
S06,BOR,27,27.5,0.92
S06,BOR,28,28.5,0.5
S06,BOR,29,29.5,0.958333333333
S06,BOR,30,30.5,0.541666666667
S06,BOR,31,31.5,0.68
S06,BOR,32,32.5,0.333333333333
S06,BOR,33,33.5,0.708333333333
S06,BOR,34,34.5,0.84
S06,BOR,35,35.5,0.916666666667
S06,BOR,36,36.5,0.958333333333
S06,BOR,37,37.5,0.96
S06,BOR,38,38.5,1
S06,BOR,39,39.5,0.958333333333
S06,BOR,40,40.5,0.88
S06,BOR,41,41.5,0.541666666667
S06,BOR,42,42.5,0.666666666667
S06,BOR,43,43.5,0.92
S06,BOR,44,44.5,0.916666666667
S06,BOR,45,45.5,0.916666666667
S06,BOR,46,46.5,0.76
S06,BOR,47,47.5,0.833333333333
S06,BOR,48,48.5,0.875
S06,BOR,49,49.5,1
S06,BOR,50,50.5,0.958333333333
S06,BOR,51,51.5,1
S06,BOR,52,52.5,0.92
S06,BOR,53,53.5,0.666666666667
S06,BOR,54,54.5,0.92
S06,BOR,55,55.5,0.916666666667
S06,BOR,56,56.5,0.583333333333
S06,BOR,57,57.5,0.64
S06,BOR,58,58.5,0.916666666667
S06,BOR,59,59.5,0.583333333333
S06,BOR,60,60.5,0.72
S06,BOR,61,61.5,0.875
S06,BOR,62,62.5,0.791666666667
S06,BOR,63,63.5,0.96
S06,BOR,64,64.5,0.958333333333
S06,BOR,65,65.5,0.875
S06,BOR,66,66.5,0.96
S06,BOR,67,67.5,0.708333333333
S06,BOR,68,68.5,0.666666666667
S06,BOR,69,69.5,0.583333333333
S06,BOR,70,70.5,0.92
S06,BOR,71,71.5,0.916666666667
S06,BOR,72,72.5,0.958333333333
S06,BOR,73,73.5,0.88
S06,BOR,74,74.5,0.916666666667
S06,BOR,75,75.5,0.76
S06,BOR,76,76.5,1
S06,BOR,77,77.5,1
S06,BOR,78,78.5,1
S06,BOR,79,79.5,0.916666666667
S06,BOR,80,80.5,0.875
S06,BOR,81,81.5,1
S06,BOR,82,82.5,1
S06,BOR,83,83.5,0.625
S06,BOR,84,84.5,0.875
S06,BOR,85,85.5,0.92
S06,BOR,86,86.5,0.791666666667
S06,BOR,87,87.5,0.875
S06,BOR,88,88.5,0.92
S06,BOR,89,89.5,0.958333333333
S06,BOR,90,90.5,0.791666666667
S06,BOR,91,91.5,0.84
S06,BOR,92,92.5,0.875
S06,BOR,93,93.5,0.625
S06,BOR,94,94.5,0.76
S06,BOR,95,95.5,0.583333333333
S06,BOR,96,96.5,0.708333333333
S06,BOR,97,97.5,0.16
S06,BOR,98,98.5,0
S06,BOR,99,99.5,0
S07,BOR,0,0.5,0.9
S07,BOR,1,1.5,0.48275862069
S07,BOR,2,2.5,0.931034482759
S07,BOR,3,3.5,0.586206896552
S07,BOR,4,4.5,0.827586206897
S07,BOR,5,5.5,0.655172413793
S07,BOR,6,6.5,0.896551724138
S07,BOR,7,7.5,0.827586206897
S07,BOR,8,8.5,0.931034482759
S07,BOR,9,9.5,0.931034482759
S07,BOR,10,10.5,0.896551724138
S07,BOR,11,11.5,0.931034482759
S07,BOR,12,12.5,0.896551724138
S07,BOR,13,13.5,0.896551724138
S07,BOR,14,14.5,0.758620689655
S07,BOR,15,15.5,0.642857142857
S07,BOR,16,16.5,0.620689655172
S07,BOR,17,17.5,0.655172413793
S07,BOR,18,18.5,0.758620689655
S07,BOR,19,19.5,0.827586206897
S07,BOR,20,20.5,0.827586206897
S07,BOR,21,21.5,0.633333333333
S07,BOR,22,22.5,0.678571428571
S07,BOR,23,23.5,0.172413793103
S07,BOR,24,24.5,0.655172413793
S07,BOR,25,25.5,0.275862068966
S07,BOR,26,26.5,0.896551724138
S07,BOR,27,27.5,0.724137931034
S07,BOR,28,28.5,0.931034482759
S07,BOR,29,29.5,0.413793103448
S07,BOR,30,30.5,0.344827586207
S07,BOR,31,31.5,0.241379310345
S07,BOR,32,32.5,0.206896551724
S07,BOR,33,33.5,0.48275862069
S07,BOR,34,34.5,0.793103448276
S07,BOR,35,35.5,0.758620689655
S07,BOR,36,36.5,0.655172413793
S07,BOR,37,37.5,0.172413793103
S07,BOR,38,38.5,0.137931034483
S07,BOR,39,39.5,0.724137931034
S07,BOR,40,40.5,0.689655172414
S07,BOR,41,41.5,0.793103448276
S07,BOR,42,42.5,0.793103448276
S07,BOR,43,43.5,0.758620689655
S07,BOR,44,44.5,0.206896551724
S07,BOR,45,45.5,0.137931034483
S07,BOR,46,46.5,0.137931034483
S07,BOR,47,47.5,0.241379310345
S07,BOR,48,48.5,0.0344827586207
S07,BOR,49,49.5,0.137931034483
S07,BOR,50,50.5,0.103448275862
S07,BOR,51,51.5,0.931034482759
S07,BOR,52,52.5,0.0344827586207
S07,BOR,53,53.5,0.586206896552
S07,BOR,54,54.5,0.896551724138
S07,BOR,55,55.5,0.51724137931
S07,BOR,56,56.5,0.137931034483
S07,BOR,57,57.5,0.413793103448
S07,BOR,58,58.5,0.586206896552
S07,BOR,59,59.5,0.206896551724
S07,BOR,60,60.5,0
S07,BOR,61,61.5,0.137931034483
S07,BOR,62,62.5,0.655172413793
S07,BOR,63,63.5,0
S07,BOR,64,64.5,0.0689655172414
S07,BOR,65,65.5,0.379310344828
S07,BOR,66,66.5,0.413793103448
S07,BOR,67,67.5,0.344827586207
S07,BOR,68,68.5,0.689655172414
S07,BOR,69,69.5,0.931034482759
S07,BOR,70,70.5,0
S07,BOR,71,71.5,0.620689655172
S07,BOR,72,72.5,0.620689655172
S07,BOR,73,73.5,0.689655172414
S07,BOR,74,74.5,0.758620689655
S07,BOR,75,75.5,0.586206896552
S07,BOR,76,76.5,0.655172413793
S07,BOR,77,77.5,0.793103448276
S07,BOR,78,78.5,0.862068965517
S07,BOR,79,79.5,0.620689655172
S07,BOR,80,80.5,0.0344827586207
S07,BOR,81,81.5,0.310344827586
S07,BOR,82,82.5,1
S07,BOR,83,83.5,0.931034482759
S07,BOR,84,84.5,0.413793103448
S07,BOR,85,85.5,0.655172413793
S07,BOR,86,86.5,0.551724137931
S07,BOR,87,87.5,0.827586206897
S07,BOR,88,88.5,0.758620689655
S07,BOR,89,89.5,0.689655172414
S07,BOR,90,90.5,0.689655172414
S07,BOR,91,91.5,0.48275862069
S07,BOR,92,92.5,0.413793103448
S07,BOR,93,93.5,0.586206896552
S07,BOR,94,94.5,0.51724137931
S07,BOR,95,95.5,0.344827586207
S07,BOR,96,96.5,0.655172413793
S07,BOR,97,97.5,0.965517241379
S07,BOR,98,98.5,0.206896551724
S07,BOR,99,99.5,0.413793103448
S08,BOR,0,0.5,0
S08,BOR,1,1.5,0
S08,BOR,2,2.5,0
S08,BOR,3,3.5,0
S08,BOR,4,4.5,0.347826086957
S08,BOR,5,5.5,0.782608695652
S08,BOR,6,6.5,0.869565217391
S08,BOR,7,7.5,0.913043478261
S08,BOR,8,8.5,0.913043478261
S08,BOR,9,9.5,1
S08,BOR,10,10.5,1
S08,BOR,11,11.5,0.695652173913
S08,BOR,12,12.5,0.95652173913
S08,BOR,13,13.5,1
S08,BOR,14,14.5,0.913043478261
S08,BOR,15,15.5,0.833333333333
S08,BOR,16,16.5,1
S08,BOR,17,17.5,1
S08,BOR,18,18.5,1
S08,BOR,19,19.5,1
S08,BOR,20,20.5,0.913043478261
S08,BOR,21,21.5,0.869565217391
S08,BOR,22,22.5,0.913043478261
S08,BOR,23,23.5,0.782608695652
S08,BOR,24,24.5,0.913043478261
S08,BOR,25,25.5,1
S08,BOR,26,26.5,1
S08,BOR,27,27.5,0.869565217391
S08,BOR,28,28.5,0.95652173913
S08,BOR,29,29.5,0.916666666667
S08,BOR,30,30.5,0.913043478261
S08,BOR,31,31.5,0.869565217391
S08,BOR,32,32.5,0.869565217391
S08,BOR,33,33.5,0.95652173913
S08,BOR,34,34.5,0.173913043478
S08,BOR,35,35.5,0.478260869565
S08,BOR,36,36.5,0.347826086957
S08,BOR,37,37.5,0
S08,BOR,38,38.5,0
S08,BOR,39,39.5,0
S08,BOR,40,40.5,0
S08,BOR,41,41.5,0
S08,BOR,42,42.5,0
S08,BOR,43,43.5,0.695652173913
S08,BOR,44,44.5,0.95652173913
S08,BOR,45,45.5,0.173913043478
S08,BOR,46,46.5,0
S08,BOR,47,47.5,0.217391304348
S08,BOR,48,48.5,0
S08,BOR,49,49.5,0
S08,BOR,50,50.5,0
S08,BOR,51,51.5,0
S08,BOR,52,52.5,0
S08,BOR,53,53.5,0.0434782608696
S08,BOR,54,54.5,0
S08,BOR,55,55.5,0.173913043478
S08,BOR,56,56.5,1
S08,BOR,57,57.5,0.869565217391
S08,BOR,58,58.5,0.565217391304
