source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
IG-10:incorporation,cites,Lakoff+Johnson 2003,cognitive-linguistics,1,168,text-anchored,"4 cite-points (p.167 lines 5880-5882; p.168 lines 5898-5907 verbatim block; p.168 lines 5911-5913; p.169 lines 5928-5931). PRIMARY anchor-theory: experientialist ontology + experiential gestalts"
IG-10:incorporation,cites,Damasio 2000,cognitive-neuroscience,2,167,text-anchored,"2 cite-points (p.167 lines 5880-5882; p.169 lines 5928-5931). SECONDARY anchor-theory: consciousness as internally generated construct"
IG-10:incorporation,cites,Dennett 1991,philosophy-of-mind,3,169,text-anchored,"Single passing cite p.169 lines 5928-5931; co-cited with Damasio + Lakoff+Johnson for consciousness-as-construct"
IG-10:incorporation,cites,Richards 1936,rhetorical-theory,3,168,text-anchored,"Single passing cite p.168 lines 5911-5913; co-cited with Lakoff+Johnson for metaphor-as-constitutive thesis"
IG-10:incorporation,cites,Levy 1998,virtual-worlds-theory,3,168,text-anchored,"Single passing cite p.168 line 5921 — warrant against virtual-vs-real opposition; sets up continuity-thesis coda"
IG-10:incorporation,defines,IG-10:temporal-axis-culmination,game-studies,1,178,text-anchored,"Lines 6270-6273 — incorporation = culmination of macro→micro temporal arc in dimensional blending; not 7th dimension but synthesis-attractor state"
IG-10:incorporation,defines,IG-10:continuity-thesis,virtual-worlds-theory,1,179,text-anchored,"Lines 6278-6285 — virtual environments are 'domains continuous with media-saturated reality of everyday life' not 'experientially separate otherworlds'. Volume's strongest ontological commitment"
IG-10:incorporation,bridges-to-pipeline,Phantasia Cluster,cross-pipeline,2,168,text-anchored-via-lakoff-johnson + anticipatory-projection (dissertation),"Lakoff+Johnson experiential-gestalts framework resonates with phantasia-as-imagistic-cognition; Rheric synesthesiac 'breeze' (p.174) is phantasia-style cross-modal imagery within incorporated state"
IG-10:incorporation,awaits-ontological-grounding-in,BCAP Mitsein,cross-pipeline,2,177,anticipatory-projection (dissertation),"Kumacho 'incorporation becomes viral' through cohabitation (line 6221) is candidate-anchor for Mitsein-in-virtual-environment"
IG-10:incorporation,awaits-ontological-grounding-in,BCAP In-der-Welt-sein,cross-pipeline,2,173,anticipatory-projection (dissertation),"Rheric exploration-mode incorporation (pp.173-175) is candidate-anchor for In-der-Welt-sein-in-virtual-environment; habitation construct structurally homologous"
IG-10:incorporation,maps-to-uexkull-construct,Funktionskreis,cross-pipeline,1,169,anticipatory-projection (dissertation),"Double-axis structure (environment-into-player + player-into-environment) structurally homologous to Funktionskreis Merkwelt↔Wirkwelt loop; simultaneity-condition = loop closure"
IG-10:incorporation,maps-to-uexkull-construct,Umwelt,cross-pipeline,1,169,anticipatory-projection (dissertation),"SIGNATURE PAYOFF (Manual §E). 'Absorption of virtual environment into consciousness yielding sense of habitation' (canonical def p.169) structurally homologous to Umwelt-constitution. Umwelt more apt than In-der-Welt-sein for designer-constituted bounded virtual environments"
IG-10:incorporation,maps-to-uexkull-construct,Merktöne/Wirktöne,cross-pipeline,2,174,anticipatory-projection (dissertation),"Affective dimension perception-tones (Rheric's beauty of cathedral) + effect-tones (Kumacho's collaborative momentum) map to Uexküll qualitative-coloring constructs"
IG-10:incorporation,maps-to-pentad-term,Burke-Scene,cross-pipeline,2,170,anticipatory-projection (dissertation),"Spatial dimension = Burkean Scene; virtual environment contains and constrains action"
IG-10:incorporation,maps-to-pentad-term,Burke-Agency,cross-pipeline,2,170,anticipatory-projection (dissertation),"Kinesthetic dimension = Burkean Agency; movement and control are instrumentalities"
IG-10:incorporation,maps-to-pentad-term,Burke-Consubstantiation,cross-pipeline,2,177,anticipatory-projection (dissertation),"'Incorporation becomes viral' (line 6221) through cohabitation is structurally homologous to Burkean consubstantiation/identification"
IG-10:incorporation,bridges-to-pipeline,Uncomfortable Situations (Gross 2017),cross-pipeline,3,178,anticipatory-projection (dissertation),"Kumacho four-hours-of-besieging-then-breakthrough affect (lines 6259-6264) is uncomfortable-situations-adjacent; Rheric combat-readiness/aesthetic-discovery contrast (p.175) inverse situated-emotion"
IG-10:incorporation,bridges-to-pipeline,Dalton dissertation,cross-pipeline,1,N/A,dissertation-instrument,"Ch.10 supplies the volume's primary dissertation-construct: 5-component rubric mapped onto 6-dim PIM with macro/micro temporal culmination + double-axis bidirectional habitation metaphor"
IG-10:incorporation-rubric-R5,extends,IG-10:blending-of-dimensions,game-studies,1,170,text-anchored,"Lines 5961-5972 — incorporation as synthesis of movement+habitable-domain+other-agents+narratives+aesthetic-effects+rules/goals across 6 dimensions"
IG-10:incorporation,qualifies,IG-10:incorporation-vs-merely-involved,game-studies,1,173,text-anchored,"Synthesized across pp.169-173 — 5-component differentiator: simultaneity + spatial-kinesthetic-internalized + multi-dimensional blending + temporal-apex + intrusion-integration. Failure on any reduces state to involvement"
