source,relation,target,locus,note
ped-sec-03,treats-construct,learning outcomes: procedural / skills,"p.4-6","The PPE-selection-and-donning simulation is designed as a procedural-skills training platform (with an automated post-task performance log), and the literature review cites prior findings linking presence to learning outcomes generally; but Chow's own study collects no skills-assessment or performance-outcome data — presence is the sole dependent variable measured (FAITHFUL-Chow, p.4-6, p.7; design intent only, not an outcome finding)."
ped-sec-03,tests-condition,desktop-3D / non-immersive VR,"p.5-7","The study's sole condition: a custom-built Second Life virtual ward and dressing-room simulation for PPE selection/donning, accessed via desktop (no HMD); avatar-mediated, screen-viewed. No comparison condition (e.g., 2D video, in-person) is included in the design (FAITHFUL-Chow, p.5-7)."
ped-sec-03,tests-condition,SEM / process model (no media contrast),"p.9-12","Two-step SEM (measurement model then structural model, AMOS 19.0) is the study's entire analytic strategy; no between-media or between-group contrast is tested — the model explains variance within a single desktop-3D condition (FAITHFUL-Chow, p.9-12)."
ped-sec-03,defines,subjective norm (TERM),p.7,"'The degree to which a user perceives the demands of significant others on him/her to use the technology,' adapted from Taylor & Todd (1995) via the TAM tradition (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,perceived ease of use (TERM),p.7,"'The extent to which a user views the usage of the technology to be relatively free of effort,' from Davis (1989)/Venkatesh & Davis (2000) (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,computer self-efficacy (TERM),p.7,"'A user's belief about his/her ability to perform a specific task using the technology,' adapted from Vijayasarathy (2004) (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,perceived usefulness (TERM),p.7,"'The degree to which a user views the technology as offering better value than alternative methods of carrying out the same task,' from Davis (1989) (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,Nature and Determinants of Presence Model / NDPM (TERM),"p.6-7","Dunnington's (2012) grounded-theory model of presence among nursing students in high-fidelity human patient simulation, positing pedagogical, individual, and group factors as determinants of a 'centricity' of presence, which in turn shapes learning outcomes; Chow's own four-variable model (SN, PEOU, CSE, PU) is presented as a simplified, testable instantiation of the NDPM's individual and group determinant categories (FAITHFUL-Chow, p.6-7)."
ped-sec-03,defines,centricity (TERM),p.6,"Dunnington's term for the locus of a participant's state of being between simulation and physical environments, ranging from endocentricity (centered in the virtual) to exocentricity (centered in the physical); reported by Chow but not itself measured in this study's own instrument (FAITHFUL-Chow, p.6)."
ped-sec-03,defines,self presence (TERM),p.2,"'A psychological state in which a virtual self is experienced as the actual self in either sensory or nonsensory ways,' from Lee (2004); the study's sole dependent construct (FAITHFUL-Chow, p.2)."
ped-sec-03,instances-in-text,avatar-movement presence items (P1-P3) (THEME),"p.7-8","The three-item presence scale asks whether respondents felt as if they themselves were walking/moving/inside the ward when their avatar walked/moved/visited — an embodiment-through-motor-correspondence operationalization adapted from Jin & Park's (2009) Wii avatar-interaction scale (FAITHFUL-Chow, p.7-8)."
ped-sec-03,instances-in-text,PPE-in-Second-Life virtual ward simulation (THEME),"p.5-6","Ten single-patient treatment rooms, each with a donning/doffing anteroom; avatars must read a patient record, select correct PPE items in sequence, and complete a system-logged performance record — the study's own custom-built stimulus environment (FAITHFUL-Chow, p.5-6)."
ped-sec-03,instances-in-text,rapid-sequence-intubation virtual ward (companion study) (THEME),p.3,"Chow cites the author's own prior work (Chow, Herold, Choo & Chan 2012) — a Second Life virtual ward for practising rapid sequence intubation — as a precedent healthcare-simulation design, establishing continuity between this study and the author's earlier TAM-based Second Life healthcare-education work (FAITHFUL-Chow, p.3)."
ped-sec-03,cites-cluster-author,ped-sec-01,p.2,"Chow opens the concept-of-presence literature review with Lombard & Ditton's (1997) six explications and their 'perceptual illusion of non-mediation' definition, the same source built in this cluster as ped-sec-01 (FAITHFUL-Chow, p.2, quoting Lombard & Ditton p.9)."
ped-sec-03,cites,"Lee, Kwan Min (INTERLOCUTOR)",p.2,"Source of the physical/social/self tripartite presence typology and the general definition of presence as virtual objects experienced as actual objects; Chow adopts self presence as the study's focus construct from this typology (FAITHFUL-Chow, p.2)."
ped-sec-03,cites,"Slater, Mel (INTERLOCUTOR)",p.2,"Cited for the claim that presence is a human reaction to immersion, distinguishing immersion (an objective system property) from presence (a subjective response) (FAITHFUL-Chow, p.2)."
ped-sec-03,cites,"Sweller, John (INTERLOCUTOR)",p.12,"Cognitive load theory (1988) supplies the Discussion's explanation for computer self-efficacy's dominant effect on presence: low-CSE users spend extraneous cognitive resources navigating the interface rather than immersing in the activity (FAITHFUL-Chow, p.12)."
ped-sec-03,cites,"Davis, Fred D. (INTERLOCUTOR)","p.6-7","Originator of the Technology Acceptance Model (1989), source of the perceived-usefulness/perceived-ease-of-use belief pair that Chow imports wholesale as the study's own core mechanism linking presence determinants to presence (FAITHFUL-Chow, p.6-7)."
ped-sec-03,cites,"Dunnington, Regina M. (INTERLOCUTOR)",p.6,"Author of the Nature and Determinants of Presence Model (NDPM, 2012 dissertation; 2014 journal article), the grounded-theory framework Chow's own research model is explicitly derived from (FAITHFUL-Chow, p.6)."
ped-sec-03,cites,"Witmer, Jerome & Singer 2005 (INTERLOCUTOR)",p.6,"Cited only as one of several 'key authors of presence' supporting the determinants/centricity/outcome framing; this is Witmer & Singer's 2005 factor-structure follow-up paper, not the 1998 Presence Questionnaire paper built in this cluster as ped-sec-02 — Chow never cites the 1998 PQ paper itself, a discrepancy worth flagging (FE, p.6, cross-checked against ped-sec-02's citation)."
ped-sec-03,shifts-debate-axis,ped-sec-02,"Chow p.3-4 (determinants-of-presence framework); cf. Witmer & Singer 1998 section 3 Contributing Factors","(P/anticipatory-application) This cluster's own debate-axis-3 construction, not a claim either source makes about the other. Witmer & Singer's Control/Sensory/Distraction/Realism categories exemplify the technology-determined pole; Chow's explicit two-category split (media characteristics vs. user characteristics) and single-minded focus on the empirically neglected user-characteristics side — SN, PEOU, CSE, PU, none of them technology properties — instantiate the psychologically/individually-determined pole. Chow does not cite Witmer & Singer's 1998 PQ paper directly (see the Witmer/Jerome/Singer-2005 cites edge above), so this opposition is this cluster's own alignment of the two units, not an authorial cross-reference."
