subject,stimulus,round,variant,signal,stat,value
R2-02,BOR,2,native,cognitive_load,max,0.8794118
R2-02,BOR,2,native,cognitive_load,mean,0.471330339342
R2-02,BOR,2,native,cognitive_load,median,0.4863308
R2-02,BOR,2,native,cognitive_load,min,0.1031903
R2-02,BOR,2,native,cognitive_load,sd,0.158833413672
R2-02,BOR,2,native,cognitive_load,slope,-6.99386757069e-05
R2-02,BOR,2,native,cognitive_load,third1,0.509802055189
R2-02,BOR,2,native,cognitive_load,third2,0.419254698585
R2-02,BOR,2,native,cognitive_load,third3,0.484807124766
R2-02,BOR,2,native,eye_gaze_deviation,delta_last_first_third,-0.0292952160755
R2-02,BOR,2,native,eye_gaze_deviation,max,0.622710427942
R2-02,BOR,2,native,eye_gaze_deviation,mean,0.206461832315
R2-02,BOR,2,native,eye_gaze_deviation,median,0.194338830954
R2-02,BOR,2,native,eye_gaze_deviation,min,0.0148958520089
R2-02,BOR,2,native,eye_gaze_deviation,sd,0.106934420842
R2-02,BOR,2,native,eye_gaze_deviation,slope,-4.077959707e-05
R2-02,BOR,2,native,eye_gaze_deviation,third1,0.216402758663
R2-02,BOR,2,native,eye_gaze_deviation,third2,0.215885779735
R2-02,BOR,2,native,eye_gaze_deviation,third3,0.187098208581
R2-02,BOR,2,native,eye_openness,third1,0.844476055002
R2-02,BOR,2,native,eye_openness,third2,0.784788547946
R2-02,BOR,2,native,eye_openness,third3,0.507823259804
R2-02,BOR,2,native,hr,delta_last_first_third,
R2-02,BOR,2,native,hr,max,
R2-02,BOR,2,native,hr,mean,
R2-02,BOR,2,native,hr,median,
R2-02,BOR,2,native,hr,min,
R2-02,BOR,2,native,hr,sd,
R2-02,BOR,2,native,hr,slope,
R2-02,BOR,2,native,hr,third1,
R2-02,BOR,2,native,hr,third2,
R2-02,BOR,2,native,hr,third3,
R2-02,BOR,2,native,left_eye_dilation,delta_last_first_third,-0.0971996106427
R2-02,BOR,2,native,left_eye_dilation,max,5.670303
R2-02,BOR,2,native,left_eye_dilation,mean,3.5155804404
R2-02,BOR,2,native,left_eye_dilation,median,3.47467
R2-02,BOR,2,native,left_eye_dilation,min,1.480179
R2-02,BOR,2,native,left_eye_dilation,sd,0.449583220374
R2-02,BOR,2,native,left_eye_dilation,slope,-4.73147015899e-05
R2-02,BOR,2,native,left_eye_dilation,third1,3.57250404092
R2-02,BOR,2,native,left_eye_dilation,third2,3.49896812927
R2-02,BOR,2,native,left_eye_dilation,third3,3.47527185928
R2-02,BOR,2,native,right_eye_dilation,delta_last_first_third,-0.140076450384
R2-02,BOR,2,native,right_eye_dilation,max,5.178696
R2-02,BOR,2,native,right_eye_dilation,mean,3.30575155244
R2-02,BOR,2,native,right_eye_dilation,median,3.235947
R2-02,BOR,2,native,right_eye_dilation,min,1.612305
R2-02,BOR,2,native,right_eye_dilation,sd,0.432456217247
R2-02,BOR,2,native,right_eye_dilation,slope,-9.81798739493e-05
R2-02,BOR,2,native,right_eye_dilation,third1,3.39043772084
R2-02,BOR,2,native,right_eye_dilation,third2,3.27645773155
R2-02,BOR,2,native,right_eye_dilation,third3,3.25036102494
R2-02,CLC,2,native,cognitive_load,delta_last_first_third,-0.0835841888889
R2-02,CLC,2,native,cognitive_load,max,0.8789616
R2-02,CLC,2,native,cognitive_load,mean,0.46763049009
R2-02,CLC,2,native,cognitive_load,median,0.4248053
R2-02,CLC,2,native,cognitive_load,min,0.1181982
R2-02,CLC,2,native,cognitive_load,sd,0.1761743342
R2-02,CLC,2,native,cognitive_load,slope,-0.000128754254674
R2-02,CLC,2,native,cognitive_load,third1,0.504111864565
R2-02,CLC,2,native,cognitive_load,third2,0.47825193003
R2-02,CLC,2,native,cognitive_load,third3,0.420527675676
R2-02,CLC,2,native,eye_gaze_deviation,delta_last_first_third,-0.0418453956078
R2-02,CLC,2,native,eye_gaze_deviation,max,0.664757086371
R2-02,CLC,2,native,eye_gaze_deviation,mean,0.161968588995
R2-02,CLC,2,native,eye_gaze_deviation,median,0.141068174577
R2-02,CLC,2,native,eye_gaze_deviation,min,0.00840992715746
R2-02,CLC,2,native,eye_gaze_deviation,sd,0.0983800500611
R2-02,CLC,2,native,eye_gaze_deviation,slope,-6.4492160265e-05
R2-02,CLC,2,native,eye_gaze_deviation,third1,0.183538942005
R2-02,CLC,2,native,eye_gaze_deviation,third2,0.160672754173
R2-02,CLC,2,native,eye_gaze_deviation,third3,0.141695071302
R2-02,CLC,2,native,eye_openness,third1,0.89061480665
R2-02,CLC,2,native,eye_openness,third2,0.961723618203
R2-02,CLC,2,native,eye_openness,third3,0.873802132542
R2-02,CLC,2,native,hr,delta_last_first_third,-1.19444444444
R2-02,CLC,2,native,hr,max,82
R2-02,CLC,2,native,hr,mean,69.5437788018
R2-02,CLC,2,native,hr,median,69
R2-02,CLC,2,native,hr,min,60
R2-02,CLC,2,native,hr,sd,5.18894573847
R2-02,CLC,2,native,hr,slope,-0.00169722223215
R2-02,CLC,2,native,hr,third1,71.0555555556
R2-02,CLC,2,native,hr,third2,67.6388888889
R2-02,CLC,2,native,hr,third3,69.9315068493
R2-02,CLC,2,native,left_eye_dilation,delta_last_first_third,0.0861986167449
R2-02,CLC,2,native,left_eye_dilation,max,5.407364
R2-02,CLC,2,native,left_eye_dilation,mean,4.14203247491
R2-02,CLC,2,native,left_eye_dilation,median,4.1617205
R2-02,CLC,2,native,left_eye_dilation,min,2.25499
R2-02,CLC,2,native,left_eye_dilation,sd,0.359468432921
R2-02,CLC,2,native,left_eye_dilation,slope,0.000145928638533
R2-02,CLC,2,native,left_eye_dilation,third1,4.09481436945
R2-02,CLC,2,native,left_eye_dilation,third2,4.15026417532
R2-02,CLC,2,native,left_eye_dilation,third3,4.18101791168
R2-02,CLC,2,native,right_eye_dilation,delta_last_first_third,0.0734917860531
R2-02,CLC,2,native,right_eye_dilation,max,5.226395
R2-02,CLC,2,native,right_eye_dilation,mean,3.85549666098
R2-02,CLC,2,native,right_eye_dilation,median,3.8725205
R2-02,CLC,2,native,right_eye_dilation,min,1.456818
R2-02,CLC,2,native,right_eye_dilation,sd,0.319506409911
R2-02,CLC,2,native,right_eye_dilation,slope,0.000123038839923
R2-02,CLC,2,native,right_eye_dilation,third1,3.82194540322
R2-02,CLC,2,native,right_eye_dilation,third2,3.84910739045
R2-02,CLC,2,native,right_eye_dilation,third3,3.89543718927
R2-02,INT,2,native,cognitive_load,delta_last_first_third,-0.0227694828313
R2-02,INT,2,native,cognitive_load,max,0.8293497
R2-02,INT,2,native,cognitive_load,mean,0.518203955611
R2-02,INT,2,native,cognitive_load,median,0.53555975
R2-02,INT,2,native,cognitive_load,min,0.1087035
R2-02,INT,2,native,cognitive_load,sd,0.164814076233
R2-02,INT,2,native,cognitive_load,slope,-5.10123024863e-05
R2-02,INT,2,native,cognitive_load,third1,0.551971861446
R2-02,INT,2,native,cognitive_load,third2,0.472560254518
R2-02,INT,2,native,cognitive_load,third3,0.530008638323
R2-02,INT,2,native,eye_gaze_deviation,delta_last_first_third,0.016434027561
R2-02,INT,2,native,eye_gaze_deviation,max,0.608812381481
R2-02,INT,2,native,eye_gaze_deviation,mean,0.176124367775
R2-02,INT,2,native,eye_gaze_deviation,median,0.148212810614
R2-02,INT,2,native,eye_gaze_deviation,min,0.0115283731961
R2-02,INT,2,native,eye_gaze_deviation,sd,0.110643884532
R2-02,INT,2,native,eye_gaze_deviation,slope,1.00605864104e-05
R2-02,INT,2,native,eye_gaze_deviation,third1,0.171274909007
R2-02,INT,2,native,eye_gaze_deviation,third2,0.16939091711
R2-02,INT,2,native,eye_gaze_deviation,third3,0.187706713617
R2-02,INT,2,native,eye_openness,third1,0.889150732666
R2-02,INT,2,native,eye_openness,third2,0.966806647605
R2-02,INT,2,native,eye_openness,third3,0.892557183703
R2-02,INT,2,native,hr,delta_last_first_third,-2.18055555556
R2-02,INT,2,native,hr,max,80
R2-02,INT,2,native,hr,mean,67.3870967742
R2-02,INT,2,native,hr,median,66
R2-02,INT,2,native,hr,min,59
R2-02,INT,2,native,hr,sd,4.03312893821
R2-02,INT,2,native,hr,slope,-0.00142299365456
R2-02,INT,2,native,hr,third1,67.9444444444
R2-02,INT,2,native,hr,third2,68.4583333333
R2-02,INT,2,native,hr,third3,65.7808219178
R2-02,INT,2,native,left_eye_dilation,delta_last_first_third,0.167820345405
R2-02,INT,2,native,left_eye_dilation,max,5.482254
R2-02,INT,2,native,left_eye_dilation,mean,3.27897967371
R2-02,INT,2,native,left_eye_dilation,median,3.2655255
R2-02,INT,2,native,left_eye_dilation,min,1.756866
R2-02,INT,2,native,left_eye_dilation,sd,0.421740528532
R2-02,INT,2,native,left_eye_dilation,slope,0.000306947075574
R2-02,INT,2,native,left_eye_dilation,third1,3.2409407583
R2-02,INT,2,native,left_eye_dilation,third2,3.18724116675
R2-02,INT,2,native,left_eye_dilation,third3,3.40875392489
R2-02,INT,2,native,right_eye_dilation,delta_last_first_third,0.208168376331
R2-02,INT,2,native,right_eye_dilation,max,5.282211
R2-02,INT,2,native,right_eye_dilation,mean,3.32482369744
R2-02,INT,2,native,right_eye_dilation,median,3.325363
R2-02,INT,2,native,right_eye_dilation,min,2.082932
R2-02,INT,2,native,right_eye_dilation,sd,0.41204727743
R2-02,INT,2,native,right_eye_dilation,slope,0.000360638545182
R2-02,INT,2,native,right_eye_dilation,third1,3.27037919362
R2-02,INT,2,native,right_eye_dilation,third2,3.22552772352
R2-02,INT,2,native,right_eye_dilation,third3,3.47855668203
R2-03,BOR,2,native,cognitive_load,delta_last_first_third,-0.0240698
R2-03,BOR,2,native,cognitive_load,max,0.8587704
R2-03,BOR,2,native,cognitive_load,mean,0.558786380246
R2-03,BOR,2,native,cognitive_load,median,0.5608428
R2-03,BOR,2,native,cognitive_load,min,0.2245456
R2-03,BOR,2,native,cognitive_load,sd,0.124998629334
R2-03,BOR,2,native,cognitive_load,slope,-5.95251614693e-05
R2-03,BOR,2,native,cognitive_load,third1,0.572239995778
R2-03,BOR,2,native,cognitive_load,third2,0.556320519525
R2-03,BOR,2,native,cognitive_load,third3,0.547856303937
R2-03,BOR,2,native,eye_gaze_deviation,delta_last_first_third,0.0373887225083
R2-03,BOR,2,native,eye_gaze_deviation,max,0.513678926353
R2-03,BOR,2,native,eye_gaze_deviation,mean,0.147503500053
R2-03,BOR,2,native,eye_gaze_deviation,median,0.128298153116
R2-03,BOR,2,native,eye_gaze_deviation,min,0.00564272592077
R2-03,BOR,2,native,eye_gaze_deviation,sd,0.0899656944563
R2-03,BOR,2,native,eye_gaze_deviation,slope,3.85015640894e-05
R2-03,BOR,2,native,eye_gaze_deviation,third1,0.127187027412
R2-03,BOR,2,native,eye_gaze_deviation,third2,0.150747722828
R2-03,BOR,2,native,eye_gaze_deviation,third3,0.16457574992
R2-03,BOR,2,native,eye_openness,third1,0.841463168517
R2-03,BOR,2,native,eye_openness,third2,0.901584258325
R2-03,BOR,2,native,eye_openness,third3,0.792642072974
R2-03,BOR,2,native,hr,delta_last_first_third,2.925
R2-03,BOR,2,native,hr,max,89
R2-03,BOR,2,native,hr,mean,78.7041666667
R2-03,BOR,2,native,hr,median,78.5
R2-03,BOR,2,native,hr,min,71
R2-03,BOR,2,native,hr,sd,4.18404812554
R2-03,BOR,2,native,hr,slope,0.00386904274132
R2-03,BOR,2,native,hr,third1,77.4
R2-03,BOR,2,native,hr,third2,78.3875
R2-03,BOR,2,native,hr,third3,80.325
R2-03,BOR,2,native,left_eye_dilation,delta_last_first_third,-0.174089960314
R2-03,BOR,2,native,left_eye_dilation,max,5.32663
R2-03,BOR,2,native,left_eye_dilation,mean,3.95422624367
R2-03,BOR,2,native,left_eye_dilation,median,3.890625
R2-03,BOR,2,native,left_eye_dilation,min,2.827194
R2-03,BOR,2,native,left_eye_dilation,sd,0.443063996123
R2-03,BOR,2,native,left_eye_dilation,slope,-0.000171041774471
R2-03,BOR,2,native,left_eye_dilation,third1,4.05610277965
R2-03,BOR,2,native,left_eye_dilation,third2,3.92456313203
R2-03,BOR,2,native,left_eye_dilation,third3,3.88201281934
R2-03,BOR,2,native,right_eye_dilation,delta_last_first_third,-0.187360747993
R2-03,BOR,2,native,right_eye_dilation,max,5.180603
R2-03,BOR,2,native,right_eye_dilation,mean,3.80517037495
R2-03,BOR,2,native,right_eye_dilation,median,3.7531055
R2-03,BOR,2,native,right_eye_dilation,min,2.633102
R2-03,BOR,2,native,right_eye_dilation,sd,0.375935827053
R2-03,BOR,2,native,right_eye_dilation,slope,-0.000190547936072
R2-03,BOR,2,native,right_eye_dilation,third1,3.92685590191
R2-03,BOR,2,native,right_eye_dilation,third2,3.7491583766
R2-03,BOR,2,native,right_eye_dilation,third3,3.7395000031
R2-03,CLC,2,native,cognitive_load,delta_last_first_third,-0.00241579841689
R2-03,CLC,2,native,cognitive_load,max,0.8561518
R2-03,CLC,2,native,cognitive_load,mean,0.537916815452
R2-03,CLC,2,native,cognitive_load,median,0.5509088
R2-03,CLC,2,native,cognitive_load,min,0.1884655
R2-03,CLC,2,native,cognitive_load,sd,0.163532818026
R2-03,CLC,2,native,cognitive_load,slope,-4.10014814541e-06
R2-03,CLC,2,native,cognitive_load,third1,0.530852891293
R2-03,CLC,2,native,cognitive_load,third2,0.553279442216
R2-03,CLC,2,native,cognitive_load,third3,0.529661675591
R2-03,CLC,2,native,eye_gaze_deviation,delta_last_first_third,-0.00538647117247
R2-03,CLC,2,native,eye_gaze_deviation,max,0.517850306759
R2-03,CLC,2,native,eye_gaze_deviation,mean,0.13274709117
R2-03,CLC,2,native,eye_gaze_deviation,median,0.118965587052
R2-03,CLC,2,native,eye_gaze_deviation,min,0.00441017645362
R2-03,CLC,2,native,eye_gaze_deviation,sd,0.079197717815
R2-03,CLC,2,native,eye_gaze_deviation,slope,-8.54588352992e-07
R2-03,CLC,2,native,eye_gaze_deviation,third1,0.135929530635
R2-03,CLC,2,native,eye_gaze_deviation,third2,0.131767999921
R2-03,CLC,2,native,eye_gaze_deviation,third3,0.130543789943
R2-03,CLC,2,native,eye_openness,third1,0.874356873356
R2-03,CLC,2,native,eye_openness,third2,0.926445367583
R2-03,CLC,2,native,eye_openness,third3,0.868440108236
R2-03,CLC,2,native,hr,delta_last_first_third,-4.32183908046
R2-03,CLC,2,native,hr,max,95
R2-03,CLC,2,native,hr,mean,76.9733840304
R2-03,CLC,2,native,hr,median,77
R2-03,CLC,2,native,hr,min,67
R2-03,CLC,2,native,hr,sd,5.24106425597
R2-03,CLC,2,native,hr,slope,-0.00463818297283
R2-03,CLC,2,native,hr,third1,78.8850574713
R2-03,CLC,2,native,hr,third2,77.367816092
R2-03,CLC,2,native,hr,third3,74.7191011236
R2-03,CLC,2,native,left_eye_dilation,delta_last_first_third,0.0700271765221
R2-03,CLC,2,native,left_eye_dilation,max,5.308762
R2-03,CLC,2,native,left_eye_dilation,mean,3.89911673384
R2-03,CLC,2,native,left_eye_dilation,median,3.898575
R2-03,CLC,2,native,left_eye_dilation,min,2.650208
R2-03,CLC,2,native,left_eye_dilation,sd,0.370200634899
R2-03,CLC,2,native,left_eye_dilation,slope,0.000108515244989
R2-03,CLC,2,native,left_eye_dilation,third1,3.83279780961
R2-03,CLC,2,native,left_eye_dilation,third2,3.9617274058
R2-03,CLC,2,native,left_eye_dilation,third3,3.90282498613
R2-03,CLC,2,native,right_eye_dilation,delta_last_first_third,0.0970347694639
R2-03,CLC,2,native,right_eye_dilation,max,4.844528
R2-03,CLC,2,native,right_eye_dilation,mean,3.75834807528
R2-03,CLC,2,native,right_eye_dilation,median,3.7653275
R2-03,CLC,2,native,right_eye_dilation,min,2.474869
R2-03,CLC,2,native,right_eye_dilation,sd,0.346397290639
R2-03,CLC,2,native,right_eye_dilation,slope,0.000132740974481
R2-03,CLC,2,native,right_eye_dilation,third1,3.68366044299
R2-03,CLC,2,native,right_eye_dilation,third2,3.81068219004
R2-03,CLC,2,native,right_eye_dilation,third3,3.78070063185
R2-03,INT,2,native,cognitive_load,delta_last_first_third,-0.0480738225
R2-03,INT,2,native,cognitive_load,max,1
R2-03,INT,2,native,cognitive_load,mean,0.564781367412
R2-03,INT,2,native,cognitive_load,median,0.56932985
R2-03,INT,2,native,cognitive_load,min,0.1695779
R2-03,INT,2,native,cognitive_load,sd,0.142815532795
R2-03,INT,2,native,cognitive_load,slope,-2.34604696161e-05
R2-03,INT,2,native,cognitive_load,third1,0.580529708947
R2-03,INT,2,native,cognitive_load,third2,0.581358506842
R2-03,INT,2,native,cognitive_load,third3,0.532455886447
R2-03,INT,2,native,eye_gaze_deviation,delta_last_first_third,0.000798365674029
R2-03,INT,2,native,eye_gaze_deviation,max,0.744720214881
R2-03,INT,2,native,eye_gaze_deviation,mean,0.143570991741
R2-03,INT,2,native,eye_gaze_deviation,median,0.12609604979
R2-03,INT,2,native,eye_gaze_deviation,min,0.00540908228908
R2-03,INT,2,native,eye_gaze_deviation,sd,0.0865849397222
R2-03,INT,2,native,eye_gaze_deviation,slope,-6.48509565201e-07
R2-03,INT,2,native,eye_gaze_deviation,third1,0.139639168977
R2-03,INT,2,native,eye_gaze_deviation,third2,0.150636271594
R2-03,INT,2,native,eye_gaze_deviation,third3,0.140437534651
R2-03,INT,2,native,eye_openness,third1,0.911833996893
R2-03,INT,2,native,eye_openness,third2,0.895229571104
R2-03,INT,2,native,eye_openness,third3,0.905779657006
R2-03,INT,2,native,hr,delta_last_first_third,-0.4125
R2-03,INT,2,native,hr,max,105
R2-03,INT,2,native,hr,mean,88.3388773389
R2-03,INT,2,native,hr,median,88
R2-03,INT,2,native,hr,min,67
R2-03,INT,2,native,hr,sd,5.86191148321
R2-03,INT,2,native,hr,slope,-0.000275652577219
R2-03,INT,2,native,hr,third1,88.6125
R2-03,INT,2,native,hr,third2,88.2
R2-03,INT,2,native,hr,third3,88.2049689441
R2-03,INT,2,native,left_eye_dilation,delta_last_first_third,-0.446972182641
R2-03,INT,2,native,left_eye_dilation,max,6.454132
R2-03,INT,2,native,left_eye_dilation,mean,4.34370259323
R2-03,INT,2,native,left_eye_dilation,median,4.304062
R2-03,INT,2,native,left_eye_dilation,min,2.390274
