subject,stimulus,round,variant,signal,stat,value
S01,BOR,1,unified,right_eye_dilation,max,3.910263
S01,BOR,1,unified,right_eye_dilation,mean,2.91299680991
S01,BOR,1,unified,right_eye_dilation,median,2.871277
S01,BOR,1,unified,right_eye_dilation,min,2.157806
S01,BOR,1,unified,right_eye_dilation,sd,0.281290236199
S01,BOR,1,unified,right_eye_dilation,slope,-0.000248774613813
S01,BOR,1,unified,right_eye_dilation,third1,2.98445104704
S01,BOR,1,unified,right_eye_dilation,third2,2.90839869651
S01,BOR,1,unified,right_eye_dilation,third3,2.84624198333
S01,CLC,1,unified,cognitive_load,delta_last_first_third,-0.091248399449
S01,CLC,1,unified,cognitive_load,max,0.853924
S01,CLC,1,unified,cognitive_load,mean,0.599619768242
S01,CLC,1,unified,cognitive_load,median,0.634252
S01,CLC,1,unified,cognitive_load,min,0.179463
S01,CLC,1,unified,cognitive_load,sd,0.119558289615
S01,CLC,1,unified,cognitive_load,slope,-0.000207327360834
S01,CLC,1,unified,cognitive_load,third1,0.616273900826
S01,CLC,1,unified,cognitive_load,third2,0.65742030854
S01,CLC,1,unified,cognitive_load,third3,0.525267508941
S01,CLC,1,unified,eye_gaze_deviation,delta_last_first_third,0.011575927066
S01,CLC,1,unified,eye_gaze_deviation,max,0.584409103283
S01,CLC,1,unified,eye_gaze_deviation,mean,0.139705689461
S01,CLC,1,unified,eye_gaze_deviation,median,0.11903780912
S01,CLC,1,unified,eye_gaze_deviation,min,0.0128452325787
S01,CLC,1,unified,eye_gaze_deviation,sd,0.0859816131551
S01,CLC,1,unified,eye_gaze_deviation,slope,-7.1625857567e-06
S01,CLC,1,unified,eye_gaze_deviation,third1,0.134971717771
S01,CLC,1,unified,eye_gaze_deviation,third2,0.137713738361
S01,CLC,1,unified,eye_gaze_deviation,third3,0.146413057982
S01,CLC,1,unified,eye_openness_left,third1,0.969696969697
S01,CLC,1,unified,eye_openness_left,third2,0.971074380165
S01,CLC,1,unified,eye_openness_left,third3,0.922971114168
S01,CLC,1,unified,hr,delta_last_first_third,4.03443526171
S01,CLC,1,unified,hr,max,85
S01,CLC,1,unified,hr,mean,77.1009637448
S01,CLC,1,unified,hr,median,78
S01,CLC,1,unified,hr,min,66
S01,CLC,1,unified,hr,sd,4.02812586308
S01,CLC,1,unified,hr,slope,0.00743746198781
S01,CLC,1,unified,hr,third1,75.6997245179
S01,CLC,1,unified,hr,third2,75.8622589532
S01,CLC,1,unified,hr,third3,79.7372764787
S01,CLC,1,unified,left_eye_dilation,delta_last_first_third,0.00385918326118
S01,CLC,1,unified,left_eye_dilation,max,4.035141
S01,CLC,1,unified,left_eye_dilation,mean,3.28146282644
S01,CLC,1,unified,left_eye_dilation,median,3.2760465
S01,CLC,1,unified,left_eye_dilation,min,2.616028
S01,CLC,1,unified,left_eye_dilation,sd,0.228307655068
S01,CLC,1,unified,left_eye_dilation,slope,6.40433320922e-05
S01,CLC,1,unified,left_eye_dilation,third1,3.30537719336
S01,CLC,1,unified,left_eye_dilation,third2,3.22942974747
S01,CLC,1,unified,left_eye_dilation,third3,3.30954102161
S01,CLC,1,unified,right_eye_dilation,delta_last_first_third,0.024863005772
S01,CLC,1,unified,right_eye_dilation,max,3.857391
S01,CLC,1,unified,right_eye_dilation,mean,3.14226151514
S01,CLC,1,unified,right_eye_dilation,median,3.134308
S01,CLC,1,unified,right_eye_dilation,min,2.50267
S01,CLC,1,unified,right_eye_dilation,sd,0.212802670463
S01,CLC,1,unified,right_eye_dilation,slope,9.6765181138e-05
S01,CLC,1,unified,right_eye_dilation,third1,3.14393724531
S01,CLC,1,unified,right_eye_dilation,third2,3.11360187013
S01,CLC,1,unified,right_eye_dilation,third3,3.16916777842
S01,INT,1,unified,cognitive_load,delta_last_first_third,-0.156502625382
S01,INT,1,unified,cognitive_load,max,0.833543
S01,INT,1,unified,cognitive_load,mean,0.506990623727
S01,INT,1,unified,cognitive_load,median,0.5293
S01,INT,1,unified,cognitive_load,min,0.197285
S01,INT,1,unified,cognitive_load,sd,0.157927503759
S01,INT,1,unified,cognitive_load,slope,-0.000312973656108
S01,INT,1,unified,cognitive_load,third1,0.565725062691
S01,INT,1,unified,cognitive_load,third2,0.545625900612
S01,INT,1,unified,cognitive_load,third3,0.409917766768
S01,INT,1,unified,eye_gaze_deviation,delta_last_first_third,0.0261902247415
S01,INT,1,unified,eye_gaze_deviation,max,0.490907323229
S01,INT,1,unified,eye_gaze_deviation,mean,0.156692021398
S01,INT,1,unified,eye_gaze_deviation,median,0.136257009847
S01,INT,1,unified,eye_gaze_deviation,min,0.0114891252931
S01,INT,1,unified,eye_gaze_deviation,sd,0.0926435354396
S01,INT,1,unified,eye_gaze_deviation,slope,7.37682001258e-05
S01,INT,1,unified,eye_gaze_deviation,third1,0.145608074166
S01,INT,1,unified,eye_gaze_deviation,third2,0.152582302381
S01,INT,1,unified,eye_gaze_deviation,third3,0.171839365495
S01,INT,1,unified,eye_openness_left,third1,0.934250764526
S01,INT,1,unified,eye_openness_left,third2,0.885321100917
S01,INT,1,unified,eye_openness_left,third3,0.96493902439
S01,INT,1,unified,hr,delta_last_first_third,-2.32721712538
S01,INT,1,unified,hr,max,90
S01,INT,1,unified,hr,mean,76.2474541752
S01,INT,1,unified,hr,median,76
S01,INT,1,unified,hr,min,62
S01,INT,1,unified,hr,sd,4.04821534932
S01,INT,1,unified,hr,slope,-0.00411633429863
S01,INT,1,unified,hr,third1,76.8027522936
S01,INT,1,unified,hr,third2,77.4709480122
S01,INT,1,unified,hr,third3,74.4740853659
S01,INT,1,unified,left_eye_dilation,delta_last_first_third,0.109698438221
S01,INT,1,unified,left_eye_dilation,max,4.067963
S01,INT,1,unified,left_eye_dilation,mean,2.92095593856
S01,INT,1,unified,left_eye_dilation,median,2.918945
S01,INT,1,unified,left_eye_dilation,min,2.002014
S01,INT,1,unified,left_eye_dilation,sd,0.317090874307
S01,INT,1,unified,left_eye_dilation,slope,0.000248342422449
S01,INT,1,unified,left_eye_dilation,third1,2.87082614003
S01,INT,1,unified,left_eye_dilation,third2,2.91125663097
S01,INT,1,unified,left_eye_dilation,third3,2.98058856158
S01,INT,1,unified,right_eye_dilation,delta_last_first_third,0.100596257002
S01,INT,1,unified,right_eye_dilation,max,4.074219
S01,INT,1,unified,right_eye_dilation,mean,2.85378697257
S01,INT,1,unified,right_eye_dilation,median,2.859528
S01,INT,1,unified,right_eye_dilation,min,1.974197
S01,INT,1,unified,right_eye_dilation,sd,0.306114127682
S01,INT,1,unified,right_eye_dilation,slope,0.000244293681859
S01,INT,1,unified,right_eye_dilation,third1,2.81543211367
S01,INT,1,unified,right_eye_dilation,third2,2.82975811697
S01,INT,1,unified,right_eye_dilation,third3,2.91596581445
S02,BOR,1,unified,cognitive_load,delta_last_first_third,0.0196556054945
S02,BOR,1,unified,cognitive_load,max,0.917664
S02,BOR,1,unified,cognitive_load,mean,0.421736980959
S02,BOR,1,unified,cognitive_load,median,0.378289
S02,BOR,1,unified,cognitive_load,min,0.077377
S02,BOR,1,unified,cognitive_load,sd,0.14548024817
S02,BOR,1,unified,cognitive_load,slope,2.80614277277e-05
S02,BOR,1,unified,cognitive_load,third1,0.408514795604
S02,BOR,1,unified,cognitive_load,third2,0.428409091209
S02,BOR,1,unified,cognitive_load,third3,0.428279866081
S02,BOR,1,unified,eye_gaze_deviation,delta_last_first_third,-0.0153142008996
S02,BOR,1,unified,eye_gaze_deviation,max,0.542091551308
S02,BOR,1,unified,eye_gaze_deviation,mean,0.191676892967
S02,BOR,1,unified,eye_gaze_deviation,median,0.185243758329
S02,BOR,1,unified,eye_gaze_deviation,min,0.0198305320151
S02,BOR,1,unified,eye_gaze_deviation,sd,0.0976250511876
S02,BOR,1,unified,eye_gaze_deviation,slope,-2.0577201314e-05
S02,BOR,1,unified,eye_gaze_deviation,third1,0.189441704759
S02,BOR,1,unified,eye_gaze_deviation,third2,0.211566385824
S02,BOR,1,unified,eye_gaze_deviation,third3,0.174042402353
S02,BOR,1,unified,eye_openness_left,third1,0.884742041712
S02,BOR,1,unified,eye_openness_left,third2,0.767288693743
S02,BOR,1,unified,eye_openness_left,third3,0.801535087719
S02,BOR,1,unified,hr,delta_last_first_third,-0.334796926454
S02,BOR,1,unified,hr,max,80
S02,BOR,1,unified,hr,mean,68.307973665
S02,BOR,1,unified,hr,median,68
S02,BOR,1,unified,hr,min,60
S02,BOR,1,unified,hr,sd,3.77808721228
S02,BOR,1,unified,hr,slope,-0.000346464666808
S02,BOR,1,unified,hr,third1,69.4742041712
S02,BOR,1,unified,hr,third2,66.3062568606
S02,BOR,1,unified,hr,third3,69.1425438596
S02,BOR,1,unified,left_eye_dilation,delta_last_first_third,0.105262373154
S02,BOR,1,unified,left_eye_dilation,max,4.819763
S02,BOR,1,unified,left_eye_dilation,mean,3.43114290564
S02,BOR,1,unified,left_eye_dilation,median,3.4163815
S02,BOR,1,unified,left_eye_dilation,min,2.520493
S02,BOR,1,unified,left_eye_dilation,sd,0.330253253347
S02,BOR,1,unified,left_eye_dilation,slope,0.000214327675739
S02,BOR,1,unified,left_eye_dilation,third1,3.41948142953
S02,BOR,1,unified,left_eye_dilation,third2,3.3494575047
S02,BOR,1,unified,left_eye_dilation,third3,3.52436465282
S02,BOR,1,unified,right_eye_dilation,delta_last_first_third,0.0478408919289
S02,BOR,1,unified,right_eye_dilation,max,4.821335
S02,BOR,1,unified,right_eye_dilation,mean,3.56065859097
S02,BOR,1,unified,right_eye_dilation,median,3.548523
S02,BOR,1,unified,right_eye_dilation,min,2.447601
S02,BOR,1,unified,right_eye_dilation,sd,0.33514073563
S02,BOR,1,unified,right_eye_dilation,slope,0.000146835013032
S02,BOR,1,unified,right_eye_dilation,third1,3.58182693297
S02,BOR,1,unified,right_eye_dilation,third2,3.47048101505
S02,BOR,1,unified,right_eye_dilation,third3,3.6296678249
S02,CLC,1,unified,cognitive_load,delta_last_first_third,0.0251604022099
S02,CLC,1,unified,cognitive_load,max,0.931069
S02,CLC,1,unified,cognitive_load,mean,0.499066908689
S02,CLC,1,unified,cognitive_load,median,0.526499
S02,CLC,1,unified,cognitive_load,min,0.071013
S02,CLC,1,unified,cognitive_load,sd,0.168054488302
S02,CLC,1,unified,cognitive_load,slope,9.25657804969e-05
S02,CLC,1,unified,cognitive_load,third1,0.474031034254
S02,CLC,1,unified,cognitive_load,third2,0.523805746961
S02,CLC,1,unified,cognitive_load,third3,0.499363616998
S02,CLC,1,unified,eye_gaze_deviation,delta_last_first_third,-0.0268116373188
S02,CLC,1,unified,eye_gaze_deviation,max,0.588040043721
S02,CLC,1,unified,eye_gaze_deviation,mean,0.18394673713
S02,CLC,1,unified,eye_gaze_deviation,median,0.167077826177
S02,CLC,1,unified,eye_gaze_deviation,min,0.0200249843945
S02,CLC,1,unified,eye_gaze_deviation,sd,0.101659760779
S02,CLC,1,unified,eye_gaze_deviation,slope,-3.08312371007e-05
S02,CLC,1,unified,eye_gaze_deviation,third1,0.184657391415
S02,CLC,1,unified,eye_gaze_deviation,third2,0.209445344755
S02,CLC,1,unified,eye_gaze_deviation,third3,0.157766890777
S02,CLC,1,unified,eye_openness_left,third1,0.924861878453
S02,CLC,1,unified,eye_openness_left,third2,0.781215469613
S02,CLC,1,unified,eye_openness_left,third3,0.717439293598
S02,CLC,1,unified,hr,delta_last_first_third,3.27071823204
S02,CLC,1,unified,hr,max,83
S02,CLC,1,unified,hr,mean,70.0651693667
S02,CLC,1,unified,hr,median,69
S02,CLC,1,unified,hr,min,63
S02,CLC,1,unified,hr,sd,3.63507899109
S02,CLC,1,unified,hr,slope,0.00571460816033
S02,CLC,1,unified,hr,third1,69.2154696133
S02,CLC,1,unified,hr,third2,68.4972375691
S02,CLC,1,unified,hr,third3,72.4801324503
S02,CLC,1,unified,left_eye_dilation,delta_last_first_third,0.0550923994528
S02,CLC,1,unified,left_eye_dilation,max,5.282532
S02,CLC,1,unified,left_eye_dilation,mean,3.57614270693
S02,CLC,1,unified,left_eye_dilation,median,3.565285
S02,CLC,1,unified,left_eye_dilation,min,2.578049
S02,CLC,1,unified,left_eye_dilation,sd,0.357156461581
S02,CLC,1,unified,left_eye_dilation,slope,5.04911728326e-05
S02,CLC,1,unified,left_eye_dilation,third1,3.50458805062
S02,CLC,1,unified,left_eye_dilation,third2,3.66426518057
S02,CLC,1,unified,left_eye_dilation,third3,3.55959752322
S02,CLC,1,unified,right_eye_dilation,delta_last_first_third,0.0178810681502
S02,CLC,1,unified,right_eye_dilation,max,5.100082
S02,CLC,1,unified,right_eye_dilation,mean,3.67285961752
S02,CLC,1,unified,right_eye_dilation,median,3.673828
S02,CLC,1,unified,right_eye_dilation,min,2.792953
S02,CLC,1,unified,right_eye_dilation,sd,0.326298252242
S02,CLC,1,unified,right_eye_dilation,slope,-2.92101800327e-06
S02,CLC,1,unified,right_eye_dilation,third1,3.61988386648
S02,CLC,1,unified,right_eye_dilation,third2,3.76093005146
S02,CLC,1,unified,right_eye_dilation,third3,3.63776493463
S02,INT,1,unified,cognitive_load,delta_last_first_third,-0.0247941768707
S02,INT,1,unified,cognitive_load,max,0.839577
S02,INT,1,unified,cognitive_load,mean,0.471481480363
S02,INT,1,unified,cognitive_load,median,0.48296
S02,INT,1,unified,cognitive_load,min,0.154026
S02,INT,1,unified,cognitive_load,sd,0.173388417388
S02,INT,1,unified,cognitive_load,slope,-6.5567566723e-05
S02,INT,1,unified,cognitive_load,third1,0.551442962585
S02,INT,1,unified,cognitive_load,third2,0.336298128118
S02,INT,1,unified,cognitive_load,third3,0.526578414027
S02,INT,1,unified,eye_gaze_deviation,delta_last_first_third,-0.0381394580885
S02,INT,1,unified,eye_gaze_deviation,max,0.617845652247
S02,INT,1,unified,eye_gaze_deviation,mean,0.182823225474
S02,INT,1,unified,eye_gaze_deviation,median,0.165512084151
S02,INT,1,unified,eye_gaze_deviation,min,0.0194229245996
S02,INT,1,unified,eye_gaze_deviation,sd,0.104161930305
S02,INT,1,unified,eye_gaze_deviation,slope,-5.66434575882e-05
S02,INT,1,unified,eye_gaze_deviation,third1,0.192044408649
S02,INT,1,unified,eye_gaze_deviation,third2,0.202847700079
S02,INT,1,unified,eye_gaze_deviation,third3,0.15364373434
S02,INT,1,unified,eye_openness_left,third1,0.961451247166
S02,INT,1,unified,eye_openness_left,third2,0.92970521542
S02,INT,1,unified,eye_openness_left,third3,0.945701357466
S02,INT,1,unified,hr,delta_last_first_third,1.0589569161
S02,INT,1,unified,hr,max,71
S02,INT,1,unified,hr,mean,67.5026435045
S02,INT,1,unified,hr,median,68
S02,INT,1,unified,hr,min,62
S02,INT,1,unified,hr,sd,1.66566943418
S02,INT,1,unified,hr,slope,0.00238947524844
S02,INT,1,unified,hr,third1,67.0192743764
S02,INT,1,unified,hr,third2,67.4092970522
S02,INT,1,unified,hr,third3,68.0780542986
S02,INT,1,unified,left_eye_dilation,delta_last_first_third,0.0297170275779
S02,INT,1,unified,left_eye_dilation,max,4.886795
S02,INT,1,unified,left_eye_dilation,mean,3.53729555312
S02,INT,1,unified,left_eye_dilation,median,3.5179445
S02,INT,1,unified,left_eye_dilation,min,2.535599
S02,INT,1,unified,left_eye_dilation,sd,0.370661897512
S02,INT,1,unified,left_eye_dilation,slope,6.9263721993e-05
S02,INT,1,unified,left_eye_dilation,third1,3.5339809964
S02,INT,1,unified,left_eye_dilation,third2,3.5144136211
S02,INT,1,unified,left_eye_dilation,third3,3.56342937081
S02,INT,1,unified,right_eye_dilation,delta_last_first_third,0.0344005176185
S02,INT,1,unified,right_eye_dilation,max,5.058258
S02,INT,1,unified,right_eye_dilation,mean,3.6621099652
S02,INT,1,unified,right_eye_dilation,median,3.646362
S02,INT,1,unified,right_eye_dilation,min,2.565506
S02,INT,1,unified,right_eye_dilation,sd,0.353509581773
S02,INT,1,unified,right_eye_dilation,slope,9.9929531056e-05
S02,INT,1,unified,right_eye_dilation,third1,3.65872492588
S02,INT,1,unified,right_eye_dilation,third2,3.6355384836
S02,INT,1,unified,right_eye_dilation,third3,3.69199386424
S03,BOR,1,unified,cognitive_load,delta_last_first_third,-0.00508148368794
S03,BOR,1,unified,cognitive_load,max,0.889995
S03,BOR,1,unified,cognitive_load,mean,0.520318721513
S03,BOR,1,unified,cognitive_load,median,0.511388
S03,BOR,1,unified,cognitive_load,min,0.001802
S03,BOR,1,unified,cognitive_load,sd,0.149701287036
S03,BOR,1,unified,cognitive_load,slope,-1.08042511928e-05
S03,BOR,1,unified,cognitive_load,third1,0.55985962695
S03,BOR,1,unified,cognitive_load,third2,0.446318394326
S03,BOR,1,unified,cognitive_load,third3,0.554778143262
S03,BOR,1,unified,eye_gaze_deviation,delta_last_first_third,-0.0189865441016
S03,BOR,1,unified,eye_gaze_deviation,max,0.595837226095
S03,BOR,1,unified,eye_gaze_deviation,mean,0.204709947136
S03,BOR,1,unified,eye_gaze_deviation,median,0.198297755913
S03,BOR,1,unified,eye_gaze_deviation,min,0.0207360908714
S03,BOR,1,unified,eye_gaze_deviation,sd,0.097337466336
S03,BOR,1,unified,eye_gaze_deviation,slope,-1.84136999662e-05
S03,BOR,1,unified,eye_gaze_deviation,third1,0.210177433523
S03,BOR,1,unified,eye_gaze_deviation,third2,0.212761518463
S03,BOR,1,unified,eye_gaze_deviation,third3,0.191190889421
S03,BOR,1,unified,eye_openness_left,third1,0.869503546099
S03,BOR,1,unified,eye_openness_left,third2,0.817021276596
S03,BOR,1,unified,eye_openness_left,third3,0.770212765957
S03,BOR,1,unified,hr,delta_last_first_third,2.49361702128
S03,BOR,1,unified,hr,max,101
S03,BOR,1,unified,hr,mean,86.390070922
S03,BOR,1,unified,hr,median,87
S03,BOR,1,unified,hr,min,72
S03,BOR,1,unified,hr,sd,5.61367398543
S03,BOR,1,unified,hr,slope,0.00431474775003
S03,BOR,1,unified,hr,third1,86.4921985816
S03,BOR,1,unified,hr,third2,83.6921985816
S03,BOR,1,unified,hr,third3,88.9858156028
S03,BOR,1,unified,left_eye_dilation,delta_last_first_third,0.0465774488735
S03,BOR,1,unified,left_eye_dilation,max,4.568527
S03,BOR,1,unified,left_eye_dilation,mean,3.12043865242
S03,BOR,1,unified,left_eye_dilation,median,3.0646515
S03,BOR,1,unified,left_eye_dilation,min,2.151703
S03,BOR,1,unified,left_eye_dilation,sd,0.391510420301
S03,BOR,1,unified,left_eye_dilation,slope,0.00014490361861
S03,BOR,1,unified,left_eye_dilation,third1,3.17344090988
S03,BOR,1,unified,left_eye_dilation,third2,2.96691619931
S03,BOR,1,unified,left_eye_dilation,third3,3.22078493772
S03,BOR,1,unified,right_eye_dilation,delta_last_first_third,0.0231349500861
S03,BOR,1,unified,right_eye_dilation,max,4.253586
S03,BOR,1,unified,right_eye_dilation,mean,3.01228707564
S03,BOR,1,unified,right_eye_dilation,median,2.959335
S03,BOR,1,unified,right_eye_dilation,min,2.039246
S03,BOR,1,unified,right_eye_dilation,sd,0.378880801296
S03,BOR,1,unified,right_eye_dilation,slope,0.000118908436004
S03,BOR,1,unified,right_eye_dilation,third1,3.07556256282
S03,BOR,1,unified,right_eye_dilation,third2,2.86032524096
S03,BOR,1,unified,right_eye_dilation,third3,3.10066918182
S03,CLC,1,unified,cognitive_load,delta_last_first_third,0.0429417665418
S03,CLC,1,unified,cognitive_load,max,0.858189
S03,CLC,1,unified,cognitive_load,mean,0.565019569288
S03,CLC,1,unified,cognitive_load,median,0.559436
S03,CLC,1,unified,cognitive_load,min,0.206724
S03,CLC,1,unified,cognitive_load,sd,0.126310181082
S03,CLC,1,unified,cognitive_load,slope,6.27905955762e-05
S03,CLC,1,unified,cognitive_load,third1,0.543524263421
S03,CLC,1,unified,cognitive_load,third2,0.565068414482
S03,CLC,1,unified,cognitive_load,third3,0.586466029963
S03,CLC,1,unified,eye_gaze_deviation,delta_last_first_third,-0.0375925410064
S03,CLC,1,unified,eye_gaze_deviation,max,0.565596948642
S03,CLC,1,unified,eye_gaze_deviation,mean,0.201181377545
S03,CLC,1,unified,eye_gaze_deviation,median,0.188436226795
S03,CLC,1,unified,eye_gaze_deviation,min,0.0328633534503
S03,CLC,1,unified,eye_gaze_deviation,sd,0.0925019173544
S03,CLC,1,unified,eye_gaze_deviation,slope,-5.41747496137e-05
S03,CLC,1,unified,eye_gaze_deviation,third1,0.223541725911
S03,CLC,1,unified,eye_gaze_deviation,third2,0.194053221819
S03,CLC,1,unified,eye_gaze_deviation,third3,0.185949184905
S03,CLC,1,unified,eye_openness_left,third1,0.94631710362
S03,CLC,1,unified,eye_openness_left,third2,0.940074906367
S03,CLC,1,unified,eye_openness_left,third3,0.933832709114
S03,CLC,1,unified,hr,delta_last_first_third,1.08739076155
S03,CLC,1,unified,hr,max,99
S03,CLC,1,unified,hr,mean,87.9583853516
S03,CLC,1,unified,hr,median,87
S03,CLC,1,unified,hr,min,79
S03,CLC,1,unified,hr,sd,4.03460461025
S03,CLC,1,unified,hr,slope,0.000316727063507
S03,CLC,1,unified,hr,third1,87.3096129838
S03,CLC,1,unified,hr,third2,88.1685393258
S03,CLC,1,unified,hr,third3,88.3970037453
S03,CLC,1,unified,left_eye_dilation,delta_last_first_third,0.074526876494
S03,CLC,1,unified,left_eye_dilation,max,4.404984
S03,CLC,1,unified,left_eye_dilation,mean,3.14518773307
S03,CLC,1,unified,left_eye_dilation,median,3.123886
S03,CLC,1,unified,left_eye_dilation,min,2.431778
S03,CLC,1,unified,left_eye_dilation,sd,0.264996362194
S03,CLC,1,unified,left_eye_dilation,slope,0.000196008063546
S03,CLC,1,unified,left_eye_dilation,third1,3.07546743958
S03,CLC,1,unified,left_eye_dilation,third2,3.21010144356
S03,CLC,1,unified,left_eye_dilation,third3,3.14999431607
S03,CLC,1,unified,right_eye_dilation,delta_last_first_third,0.0735027960265
S03,CLC,1,unified,right_eye_dilation,max,4.248947
S03,CLC,1,unified,right_eye_dilation,mean,3.05106194133
S03,CLC,1,unified,right_eye_dilation,median,3.037842
S03,CLC,1,unified,right_eye_dilation,min,2.331009
S03,CLC,1,unified,right_eye_dilation,sd,0.264096439779
S03,CLC,1,unified,right_eye_dilation,slope,0.000194190466706
S03,CLC,1,unified,right_eye_dilation,third1,2.98392805695
S03,CLC,1,unified,right_eye_dilation,third2,3.11230189272
S03,CLC,1,unified,right_eye_dilation,third3,3.05694030251
S03,INT,1,unified,cognitive_load,delta_last_first_third,-0.00579434164223
S03,INT,1,unified,cognitive_load,max,0.961915
S03,INT,1,unified,cognitive_load,mean,0.485450672203
S03,INT,1,unified,cognitive_load,median,0.445704
S03,INT,1,unified,cognitive_load,min,0.160622
S03,INT,1,unified,cognitive_load,sd,0.172542035987
S03,INT,1,unified,cognitive_load,slope,-4.99336744196e-05
S03,INT,1,unified,cognitive_load,third1,0.477683419355
S03,INT,1,unified,cognitive_load,third2,0.506636963343
S03,INT,1,unified,cognitive_load,third3,0.472051281113
S03,INT,1,unified,eye_gaze_deviation,delta_last_first_third,-0.0324430309473
S03,INT,1,unified,eye_gaze_deviation,max,0.550391678716
S03,INT,1,unified,eye_gaze_deviation,mean,0.185297208308
S03,INT,1,unified,eye_gaze_deviation,median,0.167919488119
S03,INT,1,unified,eye_gaze_deviation,min,0.0244131112315
S03,INT,1,unified,eye_gaze_deviation,sd,0.0943101582548
S03,INT,1,unified,eye_gaze_deviation,slope,-6.0829191053e-05
S03,INT,1,unified,eye_gaze_deviation,third1,0.203582792225
S03,INT,1,unified,eye_gaze_deviation,third2,0.181356137666
S03,INT,1,unified,eye_gaze_deviation,third3,0.170973728043
S03,INT,1,unified,eye_openness_left,third1,0.840175953079
S03,INT,1,unified,eye_openness_left,third2,0.859237536657
S03,INT,1,unified,eye_openness_left,third3,0.904831625183
S03,INT,1,unified,hr,delta_last_first_third,-2.15835777126
S03,INT,1,unified,hr,max,104
S03,INT,1,unified,hr,mean,95.8778700537
S03,INT,1,unified,hr,median,96
S03,INT,1,unified,hr,min,86
S03,INT,1,unified,hr,sd,3.27386847872
S03,INT,1,unified,hr,slope,-0.00361715951487
S03,INT,1,unified,hr,third1,96.42228739
S03,INT,1,unified,hr,third2,96.9457478006
S03,INT,1,unified,hr,third3,94.2679355783
S03,INT,1,unified,left_eye_dilation,delta_last_first_third,0.113976939189
S03,INT,1,unified,left_eye_dilation,max,4.763107
S03,INT,1,unified,left_eye_dilation,mean,3.59212827349
S03,INT,1,unified,left_eye_dilation,median,3.595627
S03,INT,1,unified,left_eye_dilation,min,2.348236
S03,INT,1,unified,left_eye_dilation,sd,0.454800112614
S03,INT,1,unified,left_eye_dilation,slope,0.000150170649592
S03,INT,1,unified,left_eye_dilation,third1,3.52477850169
S03,INT,1,unified,left_eye_dilation,third2,3.61172092061
S03,INT,1,unified,left_eye_dilation,third3,3.63980486341
S03,INT,1,unified,right_eye_dilation,delta_last_first_third,0.185811590301
S03,INT,1,unified,right_eye_dilation,max,4.755066
S03,INT,1,unified,right_eye_dilation,mean,3.53333624136
S03,INT,1,unified,right_eye_dilation,median,3.548813
S03,INT,1,unified,right_eye_dilation,min,2.277512
S03,INT,1,unified,right_eye_dilation,sd,0.461057930374
