source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
C15-VIRTUAL-GAME-ENVIRONMENTS,instances-in-text,G-HL2,game-studies,1,16,calleja,HL2 named as paradigm virtual-game-environment for rest of book
C15-VIRTUAL-GAME-ENVIRONMENTS,instances-in-text,G-WOW,game-studies,1,16,calleja,WoW named as paradigm virtual-game-environment for rest of book
C15-VIRTUAL-GAME-ENVIRONMENTS,contests,G-NONDIG-EXEMPLARS,game-studies,2,16,calleja,digitized hearts/poker/crosswords/sudoku excluded from book's primary scope
C01-THREE-AXES,defines,C02-EXPERIENTIAL-AXIS-POS,game-studies,1,7,calleja,three-axes mapping + volume's experiential-axis self-positioning
C02-EXPERIENTIAL-AXIS-POS,qualifies,C01-THREE-AXES,game-studies,1,7,calleja,formal + sociocultural axes will continue to inform experiential analysis
C19-DUAL-DOMAIN-OF-PERFORMANCE,defines,C18-RECURSIVE-CULTURAL-PROCESS,game-studies,3,8,calleja,dual-domain performance entails recursive cultural-process understanding
C19-DUAL-DOMAIN-OF-PERFORMANCE,awaits-ontological-grounding-in,A-ARISTOTLE-AISTHESIS-PRAXIS,game-studies,2,7,anticipatory-projection (dissertation),Layer A — dual-domain performance maps to aisthesis/praxis + Befindlichkeit/Rede; RESIDUAL-PHENOMENOLOGY FLAG
C05-OBJECT-PROCESS,awaits-ontological-grounding-in,A-ARISTOTLE-DUNAMIS-ENERGEIA,game-studies,1,10,anticipatory-projection (dissertation),Layer A — dormant-potential-actualized-through-gameplay is textbook dunamis/energeia; Phantasia Cluster + BCAP anchors; RESIDUAL-PHENOMENOLOGY FLAG (highest-leverage)
C06-PROCESSUAL-APPROACH,awaits-ontological-grounding-in,A-HEIDEGGER-VOLLZUG,game-studies,1,11,anticipatory-projection (dissertation),Layer A — Malaby-quoted process-ontology reads through Heideggerian Vollzug + BCAP being-in-act; RESIDUAL-PHENOMENOLOGY FLAG
C15-VIRTUAL-GAME-ENVIRONMENTS,awaits-ontological-grounding-in,U-UMWELT,game-studies,1,16,anticipatory-projection (dissertation),Layer C — virtual game environments as designer-constituted Umwelt; signature Layer C anchor; single-anchored (no Gibson cite in IG-01)
C08-FIVE-ELEMENT-FRAMEWORK,awaits-ontological-grounding-in,U-FUNKTIONSKREIS,game-studies,2,11,anticipatory-projection (dissertation),Layer C — five-element framework re-readable through Uexküllian functional circle
C08-FIVE-ELEMENT-FRAMEWORK,maps-to-pentad-term,B-PENTAD-COMPOSITE,game-studies,2,11,anticipatory-projection (dissertation),Layer B — Player↔Agent / RepSign↔Agency-partial / CodedRules↔Agency+Purpose / SimEnvProps↔Scene / MaterialMedium↔Scene-substrate
C03-FAMILY-RESEMBLANCE,bridges-to-pipeline,Dalton-dissertation,virtual-worlds-theory,1,8,dissertation-instrument,family-resemblance is portable methodological commitment for dissertation's own definitional moves
C03-FAMILY-RESEMBLANCE,bridges-to-pipeline,IG-03-PIM-DIMENSIONS,game-studies,1,8,calleja,methodological-signature: family-resemblance recurs at IG-03 as PIM-dimensions-as-overlapping-non-essential axes
C03-FAMILY-RESEMBLANCE,bridges-to-pipeline,IG-10-INCORPORATION,game-studies,1,8,calleja,methodological-signature: family-resemblance recurs at IG-10 as incorporation-as-family-resemblance-of-experiential-modes
C15-VIRTUAL-GAME-ENVIRONMENTS,bridges-to-pipeline,Uexkull-Foray,virtual-worlds-theory,1,16,anticipatory-projection (dissertation),Layer C signature payoff — Umwelt more apt than In-der-Welt-sein for bounded designer-fabricated environments
