source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
IG-09:goal-hierarchy-primary-subgoal,cites,IG-09:cognitive-psychology-bundle,game-studies,1,153,text-anchored,"Bell+Huang 1997; Locke+Latham 1990; McIntosh 1996; Rosenbloom+Newell 1983 — bundled citation for hierarchical-goal-structure consensus"
IG-09:goal-hierarchy-primary-subgoal,extends,IG-09:Jarvinen-doctoral-thesis,game-studies,1,150-153,text-anchored,"Järvinen 2008 block-quoted at p.150 + applies primary/sub distinction to games at p.153"
IG-09:goal-hierarchy-primary-subgoal,extends,IG-09:Bjork-Holopainen-design-patterns,game-studies,2,153,text-anchored,"Björk+Holopainen 2005 — hierarchy of goals as recurring design pattern + awareness-raises-satisfaction"
IG-09:McIntosh-abstract-higher-goals,partially-rejected-for,IG-09:games-concrete-primary-goals,game-studies,2,155,text-anchored,"McIntosh 1996 — hierarchically-higher = more-abstract claim rejected for games; primary game-goals are typically concrete + explicit"
IG-09:Sid-Meier-set-of-interesting-choices,sourced-via,IG-09:Rollings-Morris-2000,game-studies,1,155,text-anchored,"Sid Meier 'a set of interesting choices' quoted via Rollings+Morris 2000 Game Architecture and Design p.38 — not from Meier primary source"
IG-09:Sid-Meier-set-of-interesting-choices,functions-as-analog-for,IG-09:Salen-Zimmerman-meaningful-choice,game-studies,1,155,anticipatory-reconstruction,"Calleja's working analog for Salen+Zimmerman 'meaningful choice' — but Calleja does NOT use the phrase"
IG-09:autotelic-loanword,uses-without-citing,IG-09:Csikszentmihalyi-absent,game-studies,1,149,text-anchored,"p.149 line 5280 — autotelic loanword without Csikszentmihalyi cite; confirms volume-wide flow-theory absence"
IG-09:autotelic-loanword,awaits-ontological-grounding-in,Aristotle-NE-I.7-VI.5:eudaimonia-praxis-for-its-own-sake,philosophy,1,149,anticipatory-projection,"Best Layer-A bridge for autotelic-without-Csikszentmihalyi — Aristotelian eudaimonia + praxis (NE I.7 self-sufficient-activity + NE VI.5 praxis-vs-poiesis)"
IG-09:iterative-planning-loop,defines,IG-09:plan-execute-feedback-replan,game-studies,1,156,text-anchored,"Micro-phase signature loop — plan formulated, executed, feedback received, plan continued/modified/restarted; on success new subgoal engaged"
IG-09:WoW-Ratchet-to-Feathermoon,exemplifies,IG-09:iterative-planning-loop,game-studies,2,156,text-anchored,"World of Warcraft journey — plans amended on the spot when unforeseen player-faction skirmishes erupt"
IG-09:Spore-creature-customization,exemplifies,IG-09:dual-goal-personal-vs-systemic,game-studies,2,156,text-anchored,"Spore (Maxis 2008) — personal goal (fit mental image) + systemic goal (build functionally aggressive creature) co-exist; agonism not required"
IG-09:strategy-tactics-microtactics,three-tier-hierarchy-of,IG-09:plan-level,game-studies,1,157-158,text-anchored,"Calleja's analytic innovation — strategy = primary-goal plans; tactics = subgoal plans; microtactic = moment-of-action plans"
IG-09:microtactic,defined-by,IG-09:short-temporal-distance,game-studies,1,158,text-anchored,"Microtactic concept useful only where short temporal distance between plan-formulation, execution, feedback, evaluation; turn-based games don't benefit"
IG-09:fencing-example,exemplifies,IG-09:strategy-tactics-microtactics,game-studies,1,157-158,text-anchored,"Fencing extended example — primary goal county top-3 / tactical disrupt-and-counter / microtactic counterclockwise-evasion of clockwise-moving foil"
IG-09:FIFA-09-Ultimate-Team,exemplifies,IG-09:strategy-tactics-microtactics,game-studies,1,158-159,text-anchored,"FIFA 09 (EA Sports 2008) extended case — primary all-Italian team / tactical match-management / microtactic right-winger pass-dribble-cross"
IG-09:FIFA-09-Ultimate-Team,exemplifies,IG-09:ludic-economy-anticipatory,game-studies,1,158-159,anticipatory-naming,"Interlocking ludic-economy of contract-time + money + staff + morale — Calleja does not use phrase 'ludic economy'"
IG-09:strategy-tactics-microtactics,awaits-ontological-grounding-in,Aristotle-NE-VI-DA-III.10-11:phronesis-deliberative-phantasia-Papachristou,philosophy,1,157-159,anticipatory-projection,"Premier phronesis-anchor site in volume — Papachristou's deliberative phantasia reading + prohairesis structurally identical to microtactic"
IG-09:microtactic-inner-speech-example,instances,IG-09:deliberative-phantasia-residual-phenomenology,philosophy,2,158,anticipatory-projection,"'He is out of balance, with foil moving clockwise; lunge with counterclockwise evasion of blade' — phantastic-deliberative inner speech"
IG-09:rewards,decomposes-into,IG-09:rewards-typology-eight-categories,game-studies,1,159-165,anticipatory-formalization,"Performative / mobility / visibility-spatial / spatial-area-unlock / intrinsic-points / social-acclamation / numbers-game / competitive / collaborative / scripted-narrative / aesthetic-beauty"
IG-09:Planetside-skill-points,exemplifies,IG-09:performative-enhancing-reward,game-studies,1,159-160,text-anchored,"Planetside (SOE 2003) — skill-point ability-economy; skills compound synergistically (infiltrator-suit + reconnaissance-aircraft)"
IG-09:Oblivion-LOTRO-horses,exemplifies,IG-09:mobility-enhancing-reward,game-studies,2,160,text-anchored,"Cyrodill + Middle-earth large-world traversal — horse/pony purchase as mobility reward"
IG-09:RTS-fog-of-war,exemplifies,IG-09:visibility-spatial-reward,game-studies,2,160,text-anchored,"Real-time strategy games — added map-visibility rewards for omniscient-viewpoint games"
IG-09:GTA-IV-mission-gated-areas,exemplifies,IG-09:spatial-area-as-reward,game-studies,2,160,text-anchored,"GTA IV — completing missions unlocks new areas for exploration; space itself functions as reward"
IG-09:Counter-Strike-Monster-Kill,exemplifies,IG-09:intrinsic-points-rhetorical-amplification,game-studies,1,161,text-anchored,"Counter-Strike: Source (Valve 2004) — exaggerated audio effect rhetorically amplifies player's Purpose+Act conjunction"
IG-09:Counter-Strike-Monster-Kill,maps-to-pentad-term,Burke-1945:Purpose-Act-with-Scene,rhetoric,1,161,anticipatory-projection,"Strongest Burkean motivation-rhetoric exhibit in chapter — system rhetorically amplifies player motive"
IG-09:achievements-systems,exemplifies,IG-09:social-acclamation-reward,game-studies,2,161,text-anchored,"Console achievement-systems — predefined-goal-unlock displayed on profile; bragging-rights in gaming community"
IG-09:numbers-game,exemplifies,IG-09:quantified-accumulation-reward,game-studies,1,161-162,text-anchored,"Scores increasing + level-meters filling + gear-stats accumulating; Oriel (WoW) + Aprile (WoW) participant quotes anchor"
IG-09:grinding,exemplifies,IG-09:tedium-tolerated-for-level-advance,game-studies,2,162,text-anchored,"Aprile (WoW) quote — repeatedly killing unchallenging creatures for XP efficiency; admittedly tedious but lure-of-next-level"
IG-09:WoW-first-guild-raid,exemplifies,IG-09:competitive-reward,game-studies,2,163,text-anchored,"World of Warcraft — first guild to defeat challenging raid boss; numerically-quantified achievement compared across competing groups"
IG-09:LOTRO-Burglar-WoW-Priest,exemplifies,IG-09:collaborative-reward-class-orientation,game-studies,2,164,text-anchored,"Lord of the Rings Online (Turbine 2007) Burglar concealment + WoW Priest healing class — class-choice commits player to assist-others orientation"
IG-09:GTA-IV-Nico-cut-scenes,exemplifies,IG-09:scripted-narrative-reward,game-studies,2,164,text-anchored,"GTA IV — completion of main-narrative-arc goals triggers cut scenes telling Nico's story; works because graphics+voice+character-depth"
IG-09:MGS4-overlong-cut-scenes,anti-paradigm-for,IG-09:scripted-narrative-reward,game-studies,2,164,text-anchored,"Metal Gear Solid 4 (Kojima Productions 2008) — non-skippable hour-long sequences; supposed reward becomes annoyance"
IG-09:Flower-color-burst,exemplifies,IG-09:aesthetic-beauty-reward,game-studies,1,165,text-anchored,"Flower (ThatGameCompany 2009) Figure 9.3 — sequence-completion bursts surroundings into color; explicit aesthetic-beauty-as-designed-reward"
IG-09:GTA-IV-harbor-at-sunrise,exemplifies,IG-09:aesthetic-beauty-reward,game-studies,2,165,text-anchored,"GTA IV — beautiful view over harbor at sunrise as reward in its own right; calmer side of affective dimension"
IG-09:capture-the-flag-flag,maps-to-uexkull-construct,Uexkull-Foray:Wirkmal-effector-sign,biosemiotics,1,148-149,anticipatory-projection,"Volume-defining Wirkmal exhibit — pixel-of-flag becomes effector-sign-of-ludic-objective via rule-system mediation"
IG-09:iterative-planning-loop,maps-to-uexkull-construct,Uexkull-Foray:Funktionskreis-function-circle,biosemiotics,1,156,anticipatory-projection,"Plan/execute/feedback/replan loop ↔ Funktionskreis perception-action loop"
IG-09:goal-structure-hierarchical,maps-to-uexkull-construct,Uexkull-Foray:Tonkreise-Umwelt-organized-by-purposes,biosemiotics,2,153-155,anticipatory-projection,"Player game-Umwelt organized by primary-goal/subgoal/microtactic decomposition — Tonkreise as purposive coloring of perceptual field"
IG-09:Spore-dual-goal,maps-to-uexkull-construct,Uexkull-Foray:dual-Umwelt-structure,biosemiotics,2,156,anticipatory-projection,"Designer-tuned biological-purpose Umwelt (function tuning) + player-tuned aesthetic-purpose Umwelt (mental-image tuning)"
IG-09:strategy-tactics-microtactics,maps-to-pentad-term,Burke-1945:Purpose-Act-temporal-decomposition,rhetoric,1,157-159,anticipatory-projection,"Three-tier hierarchy IS pentadic decomposition of Purpose organizing Act at descending temporal scales"
IG-09:goals,maps-to-pentad-term,Burke-1945:Purpose,rhetoric,1,149-155,anticipatory-projection,"Goals = pentadic Purpose (for what / toward what end of action)"
IG-09:rule-system,maps-to-pentad-term,Burke-1945:Scene,rhetoric,1,148,anticipatory-projection,"Rule system = pentadic Scene — framing context that lends Act its motive-intelligibility"
IG-09:iterative-planning-loop,awaits-ontological-grounding-in,Heidegger-BCAP:kairos-aletheic-disclosure,philosophy,2,156-158,anticipatory-projection,"Kairos = right-moment-to-act ↔ microtactic immediate-action-choice"
IG-09:microtactic-temporal-granularity,bridges-to-pipeline,Bowin-AMT:motion-at-different-scales,philosophy,2,158,anticipatory-projection,"Strategy/tactics/microtactics temporal-granularity gradient parallels Aristotelian motion-at-different-scales"
IG-09:without-repercussions-actions-lose-meaning,closing-thesis-of,IG-09:rules-as-meaning-enabler,game-studies,1,166,text-anchored,"Closing summary line — tightest one-line resolution of agency-vs-rules tension; restriction is constitutive of meaning"
IG-09:rules-as-constraint,co-occurs-with,IG-09:rules-as-meaning-enabler,game-studies,1,148,text-anchored,"TENSION 1 — same paragraph carries both 'intention always limited by conventions of designed system' and 'Rules give meaning to actions and objects'"
IG-09:agency-as-felt,residual-phenomenology-without-cite-of,Husserl-Merleau-Ponty-Heidegger-absent,philosophy,2,153,text-anchored,"Agency-as-felt phenomenological residue — no phenomenologist cite; Layer-A bridge candidate to Aristotelian prohairesis + Heidegger BCAP"
IG-09:choice-as-experienced,residual-phenomenology-without-cite-of,phenomenology-absent,philosophy,2,149-155,text-anchored,"Choice-as-experienced is chapter's primary phenomenological residue; no phenomenologist anchor"
IG-09:magic-circle-NOT-engaged,manifest-seed-misalignment-flag,IG-09:Huizinga-not-cited,game-studies,2,147-166,text-anchored,"Magic-circle phrase does not occur in Ch.9; Juul's role here is rule-systems + goals-centrality not magic-circle"
IG-09:meaningful-choice-phrase-NOT-used,manifest-seed-misalignment-flag,IG-09:Salen-Zimmerman-canonical-phrase-absent,game-studies,2,149-155,text-anchored,"Calleja does not use Salen+Zimmerman canonical phrase; Sid Meier 'interesting choices' is working analog"
IG-09:Aarseth-recalled-not-cited,backgrounded-framework-flag,IG-09:ergodicity-recalled-via-prior-chapters,game-studies,3,148-155,text-anchored,"Aarseth cited via 'as discussed in chapter 1/3' (pp.148, 149, 155) — not freshly engaged in Ch.9"
IG-09:strategy-tactics-microtactics,is-dissertation-instrument-candidate,Dalton-dissertation:player-deliberation-coding-scheme,dissertation,1,157-159,dissertation-instrument,"PRIMARY dissertation-instrument — portable coding scheme for player-deliberation analysis"
IG-09:rewards-typology-eight-categories,is-dissertation-instrument-candidate,Dalton-dissertation:reward-attribution-coding-scheme,dissertation,1,159-165,dissertation-instrument,"Eight-category rewards typology as portable coding scheme for reward-attribution analysis"
IG-09:goal-source-taxonomy,is-dissertation-instrument-candidate,Dalton-dissertation:goal-attribution-coding-scheme,dissertation,2,150,dissertation-instrument,"Three-source goal-taxonomy (system/self/community) as portable goal-attribution coding"
IG-09:Calleja-Ch9-bridges-cluster,bridges-to-pipeline,Phantasia-Cluster:Hawhee-Papachristou-deliberative-phantasia,philosophy,1,157-158,anticipatory-projection,"Inner-speech microtactic example is structurally phantastic-deliberative — cleanest Papachristou anchor in chapter"
