source,relation,target,locus,note
ped-sec-02,cites,"Fontaine, Ghislaine (INTERLOCUTOR)",p.226,"Source of the broad-focus account of presence in novel environments, contrasted with the paper's own selective-attention account (FE, p.226)."
ped-sec-02,cites,"Slater, Mel (INTERLOCUTOR)",p.227,"Source of the objective-technology view of immersion, explicitly named and rejected (FAITHFUL-Witmer&Singer, p.227, citing Slater, Linakis, Usoh, & Cooper 1996)."
ped-sec-02,contests,Slater's objective-technology account of immersion,p.227,"Witmer & Singer state disagreement with Slater's account, holding instead that 'immersion, like involvement and presence, is something the individual experiences' (FAITHFUL-Witmer&Singer, p.227)."
ped-sec-02,cites,"McGreevy, Michael W. (INTERLOCUTOR)","p.226-227","Source of the continuities/connectedness/coherence account of presence, cited approvingly as compatible with the paper's own attention argument (FE, p.226-227)."
ped-sec-02,cites,"Bandura, Albert (INTERLOCUTOR)",p.238,"Cited for selective attention's prominent role in social learning theory, supporting the speculative §6 presence-learning discussion (FE, p.238)."
ped-sec-02,cites,"Gibson, Eleanor J. (INTERLOCUTOR)",p.238,"Cited for selectively focusing attention as evidence of perceptual learning, supporting the speculative §6 presence-learning discussion (FE, p.238)."
ped-sec-02,cites,"Kennedy, Robert S. et al. (INTERLOCUTOR)",p.237,"Source of the Simulator Sickness Questionnaire (SSQ) used in the construct-validity correlation with the PQ (FE, p.237, citing Kennedy, Lane, Berbaum, & Lilienthal 1993)."
ped-sec-02,qualifies,presence-performance link,"p.238-239","Explicitly speculative: 'we have no direct evidence to support our contention' that manipulating presence-raising factors increases learning and performance (FAITHFUL-Witmer&Singer, p.239)."
ped-sec-02,concedes,theoretical completeness of the presence construct,p.239,"Authors explicitly disclaim having identified all factors affecting presence or fully understanding the construct (FAITHFUL-Witmer&Singer, p.239)."
ped-sec-02,shifts-debate-axis,presence as technology-determined <-> presence as psychologically/individually determined,"p.226, 236","(P/anticipatory-application) This cluster's debate axis 3: Witmer & Singer's ITQ-predicts-PQ finding and explicit rejection of Slater's technology-objective immersion account stake out the individual-differences pole against which Lombard & Ditton (ped-sec-01) and Chow (ped-sec-03) should be read."
ped-sec-02,bridges-to-vle,vle-01-deployment-survey,n/a,"(P/anticipatory-application) vle-01's Q8 item is a coarse yes/no/'video-only' proxy for VE use, not a multi-item scale; the PQ's Involved/Control, Natural, and Interface Quality subscale vocabulary could sharpen a future re-reading of F7's open-coded presence-adjacent mentions, but the VLE survey instrument neither cites nor resembles the PQ."
ped-sec-02,bridges-to-vle,vle-04-mark-attention-span,n/a,"(P/anticipatory-application) Mark's engagement x challenge quadrant and the PQ/ITQ share a methodological move — cluster-derived, multi-item self-report subscales carving a unitary-seeming construct into empirically distinct components — though the instruments measure different constructs (attention state vs. presence) and are not substitutable."
ped-sec-02,bridges-to-part-iii,Part III dissertation (presence-instrument benchmark),n/a,"(P/anticipatory-application) The PQ's 19-item, three-subscale structure is the field's benchmark against which any single-item presence proxy (including vle-01's Q8) should be read as a coarse simplification, not an equivalent measure."
ped-sec-02,grounds-measure,Boredom Experiment (VR Attention Study) dataset,n/a,"****** UNVERIFIED: anchor entry not yet built (per manifest.json crossPipelineTargets.boredomExperimentDataset). If that entry's presence self-report items derive from or resemble the PQ, this edge becomes verifiable rather than a placeholder."
