anchor_stimulus,channel,subject,round,stimulus,value,poolable
CLC,pupil dilation,S07,1,CLC,3.76035407177,True
CLC,pupil dilation,S07,1,INT,2.65056949185,True
CLC,pupil dilation,S08,1,BOR,3.60642993124,True
CLC,pupil dilation,S08,1,CLC,3.96997314774,True
CLC,pupil dilation,S08,1,INT,3.9934400817,True
CLC,pupil dilation,R2-01,2,BOR,2.80556689778,True
CLC,pupil dilation,R2-01,2,CLC,2.77079157441,True
CLC,pupil dilation,R2-01,2,INT,3.00021935141,True
CLC,pupil dilation,R2-02,2,BOR,3.39493061309,True
CLC,pupil dilation,R2-02,2,CLC,3.99520543423,True
CLC,pupil dilation,R2-02,2,INT,3.28907929326,True
CLC,pupil dilation,R2-03,2,BOR,3.8459363748,True
CLC,pupil dilation,R2-03,2,CLC,3.83660966004,True
CLC,pupil dilation,R2-03,2,INT,3.78842175162,True
CLC,pupil dilation,R2-04,2,BOR,3.76285584392,True
CLC,pupil dilation,R2-04,2,CLC,3.8464644152,True
CLC,pupil dilation,R2-04,2,INT,3.97181227853,True
CLC,cognitive load,S01,1,BOR,0.571258327824,True
CLC,cognitive load,S01,1,CLC,0.599619768242,True
CLC,cognitive load,S01,1,INT,0.506990623727,True
CLC,cognitive load,S02,1,BOR,0.421736980959,True
CLC,cognitive load,S02,1,CLC,0.499066908689,True
CLC,cognitive load,S02,1,INT,0.471481480363,True
CLC,cognitive load,S03,1,BOR,0.520318721513,True
CLC,cognitive load,S03,1,CLC,0.565019569288,True
CLC,cognitive load,S03,1,INT,0.485450672203,True
CLC,cognitive load,S04,1,BOR,0.595359283461,True
CLC,cognitive load,S04,1,CLC,0.637413720756,True
CLC,cognitive load,S04,1,INT,0.547491934692,True
CLC,cognitive load,S05,1,BOR,0.664864258541,True
CLC,cognitive load,S05,1,CLC,0.54134924614,True
CLC,cognitive load,S05,1,INT,0.565651082821,True
CLC,cognitive load,S06,1,BOR,0.595438342235,True
CLC,cognitive load,S06,1,CLC,0.541018064035,True
CLC,cognitive load,S06,1,INT,0.601210553445,True
CLC,cognitive load,S07,1,BOR,0.405013551034,True
CLC,cognitive load,S07,1,CLC,0.520281032086,True
CLC,cognitive load,S07,1,INT,0.558986412841,True
CLC,cognitive load,S08,1,BOR,0.337761007802,True
CLC,cognitive load,S08,1,CLC,0.529423076605,True
CLC,cognitive load,S08,1,INT,0.522547153543,True
CLC,cognitive load,R2-01,2,BOR,0.529869192779,True
CLC,cognitive load,R2-01,2,CLC,0.520130985556,True
CLC,cognitive load,R2-01,2,INT,0.538119586179,True
CLC,cognitive load,R2-02,2,BOR,0.468603471289,True
CLC,cognitive load,R2-02,2,CLC,0.464723247439,True
CLC,cognitive load,R2-02,2,INT,0.520758557317,True
CLC,cognitive load,R2-03,2,BOR,0.547926283707,True
CLC,cognitive load,R2-03,2,CLC,0.53737282493,True
CLC,cognitive load,R2-03,2,INT,0.541608051574,True
CLC,cognitive load,R2-04,2,BOR,0.472906090452,True
CLC,cognitive load,R2-04,2,CLC,0.475527961596,True
CLC,cognitive load,R2-04,2,INT,0.516065824338,True
CLC,HR,S01,1,BOR,79.4072543618,True
CLC,HR,S01,1,CLC,77.1009637448,True
CLC,HR,S01,1,INT,76.2474541752,True
CLC,HR,S02,1,BOR,68.307973665,True
CLC,HR,S02,1,CLC,70.0651693667,True
CLC,HR,S02,1,INT,67.5026435045,True
CLC,HR,S03,1,BOR,86.390070922,True
CLC,HR,S03,1,CLC,87.9583853516,True
CLC,HR,S03,1,INT,95.8778700537,True
CLC,HR,S04,1,BOR,98.4739183178,True
CLC,HR,S04,1,CLC,95.9960614415,True
CLC,HR,S04,1,INT,94.3189882975,True
CLC,HR,S05,1,BOR,57.7666523421,True
CLC,HR,S05,1,CLC,63.324828263,True
CLC,HR,S05,1,INT,58.6818181818,True
CLC,HR,S06,1,BOR,92.2900575185,True
CLC,HR,S06,1,CLC,89.5385964912,True
CLC,HR,S06,1,INT,89.9792402827,True
CLC,HR,S07,1,BOR,93.2565517241,True
CLC,HR,S07,1,CLC,92.0985485103,True
CLC,HR,S07,1,INT,90.7877114256,True
CLC,HR,S08,1,BOR,89.3710446467,True
CLC,HR,S08,1,CLC,84.9964157706,True
CLC,HR,S08,1,INT,81.75696767,True
CLC,HR,R2-01,2,BOR,,True
CLC,HR,R2-01,2,CLC,58.7171717172,True
CLC,HR,R2-01,2,INT,64.5813953488,True
CLC,HR,R2-02,2,BOR,,True
CLC,HR,R2-02,2,CLC,69.427184466,True
CLC,HR,R2-02,2,INT,67.4126213592,True
CLC,HR,R2-03,2,BOR,79.1625615764,True
CLC,HR,R2-03,2,CLC,76.8638297872,True
CLC,HR,R2-03,2,INT,88.645631068,True
CLC,HR,R2-04,2,BOR,72.9950248756,True
CLC,HR,R2-04,2,CLC,72.980952381,True
CLC,HR,R2-04,2,INT,75.7087378641,True
CLC,gaze deviation variance,S01,1,BOR,0.0107842078986,False
CLC,gaze deviation variance,S01,1,CLC,0.00739283780075,False
CLC,gaze deviation variance,S01,1,INT,0.00858282465875,False
CLC,gaze deviation variance,S02,1,BOR,0.00953065061937,False
CLC,gaze deviation variance,S02,1,CLC,0.0103347069616,False
CLC,gaze deviation variance,S02,1,INT,0.0108497077248,False
CLC,gaze deviation variance,S03,1,BOR,0.0094745823527,False
CLC,gaze deviation variance,S03,1,CLC,0.00855660471424,False
CLC,gaze deviation variance,S03,1,INT,0.00889440595004,False
CLC,gaze deviation variance,S04,1,BOR,0.0169382654317,False
CLC,gaze deviation variance,S04,1,CLC,0.0101382823608,False
CLC,gaze deviation variance,S04,1,INT,0.0151795033656,False
CLC,gaze deviation variance,S05,1,BOR,0.00858120563743,False
CLC,gaze deviation variance,S05,1,CLC,0.0109696424805,False
CLC,gaze deviation variance,S05,1,INT,0.00676518165407,False
CLC,gaze deviation variance,S06,1,BOR,0.0156226650676,False
CLC,gaze deviation variance,S06,1,CLC,0.0117929731567,False
CLC,gaze deviation variance,S06,1,INT,0.011567636128,False
CLC,gaze deviation variance,S07,1,BOR,0.0105209882133,False
CLC,gaze deviation variance,S07,1,CLC,0.00660259662524,False
CLC,gaze deviation variance,S07,1,INT,0.00839077065573,False
CLC,gaze deviation variance,S08,1,BOR,0.0078297281665,False
CLC,gaze deviation variance,S08,1,CLC,0.00882457296854,False
CLC,gaze deviation variance,S08,1,INT,0.0107800887979,False
CLC,gaze deviation variance,R2-01,2,BOR,0.0121623966918,False
CLC,gaze deviation variance,R2-01,2,CLC,0.0111627791078,False
CLC,gaze deviation variance,R2-01,2,INT,0.0131021583015,False
CLC,gaze deviation variance,R2-02,2,BOR,0.0112881767617,False
CLC,gaze deviation variance,R2-02,2,CLC,0.00982845547486,False
CLC,gaze deviation variance,R2-02,2,INT,0.0123488776212,False
CLC,gaze deviation variance,R2-03,2,BOR,0.00824855148803,False
CLC,gaze deviation variance,R2-03,2,CLC,0.00641415893199,False
CLC,gaze deviation variance,R2-03,2,INT,0.007249176169,False
CLC,gaze deviation variance,R2-04,2,BOR,0.00978690997551,False
CLC,gaze deviation variance,R2-04,2,CLC,0.01119717632,False
CLC,gaze deviation variance,R2-04,2,INT,0.00920790011099,False
CLC,gaze deviation (per-file baseline),S01,1,BOR,0.148497449904,False
CLC,gaze deviation (per-file baseline),S01,1,CLC,0.11903780912,False
CLC,gaze deviation (per-file baseline),S01,1,INT,0.136257009847,False
CLC,gaze deviation (per-file baseline),S02,1,BOR,0.185243758329,False
CLC,gaze deviation (per-file baseline),S02,1,CLC,0.167077826177,False
CLC,gaze deviation (per-file baseline),S02,1,INT,0.165512084151,False
CLC,gaze deviation (per-file baseline),S03,1,BOR,0.198297755913,False
CLC,gaze deviation (per-file baseline),S03,1,CLC,0.188436226795,False
CLC,gaze deviation (per-file baseline),S03,1,INT,0.167919488119,False
CLC,gaze deviation (per-file baseline),S04,1,BOR,0.205063405581,False
CLC,gaze deviation (per-file baseline),S04,1,CLC,0.280688439377,False
CLC,gaze deviation (per-file baseline),S04,1,INT,0.196053564109,False
CLC,gaze deviation (per-file baseline),S05,1,BOR,0.173011560307,False
CLC,gaze deviation (per-file baseline),S05,1,CLC,0.135235900815,False
CLC,gaze deviation (per-file baseline),S05,1,INT,0.13506015885,False
CLC,gaze deviation (per-file baseline),S06,1,BOR,0.241530182077,False
CLC,gaze deviation (per-file baseline),S06,1,CLC,0.307845740591,False
CLC,gaze deviation (per-file baseline),S06,1,INT,0.167388769038,False
CLC,gaze deviation (per-file baseline),S07,1,BOR,0.184352922407,False
CLC,gaze deviation (per-file baseline),S07,1,CLC,0.114521457908,False
CLC,gaze deviation (per-file baseline),S07,1,INT,0.173756943472,False
CLC,gaze deviation (per-file baseline),S08,1,BOR,0.102039080024,False
CLC,gaze deviation (per-file baseline),S08,1,CLC,0.120049873841,False
CLC,gaze deviation (per-file baseline),S08,1,INT,0.170649933602,False
CLC,gaze deviation (per-file baseline),R2-01,2,BOR,0.179169320734,False
CLC,gaze deviation (per-file baseline),R2-01,2,CLC,0.168247341944,False
CLC,gaze deviation (per-file baseline),R2-01,2,INT,0.142534995211,False
CLC,gaze deviation (per-file baseline),R2-02,2,BOR,0.195426281861,False
CLC,gaze deviation (per-file baseline),R2-02,2,CLC,0.140243718165,False
CLC,gaze deviation (per-file baseline),R2-02,2,INT,0.149044858102,False
CLC,gaze deviation (per-file baseline),R2-03,2,BOR,0.131123317035,False
CLC,gaze deviation (per-file baseline),R2-03,2,CLC,0.121095087891,False
CLC,gaze deviation (per-file baseline),R2-03,2,INT,0.121451997405,False
CLC,gaze deviation (per-file baseline),R2-04,2,BOR,0.121732598556,False
CLC,gaze deviation (per-file baseline),R2-04,2,CLC,0.109740020412,False
CLC,gaze deviation (per-file baseline),R2-04,2,INT,0.104645255044,False
