source,relation,target,locus,note
bor-sec-23,cites,"Rosa, Hartmut (INTERLOCUTOR)",p.284,"Social-acceleration theory grounding the 'acceleration' component of the dominant temporal regime (FAITHFUL-Murphy et al., p.284, 289)."
bor-sec-23,cites,"Crary, Jonathan (INTERLOCUTOR)",p.283,"'24/7' always-on connectivity theory grounding the 'connectivity' component of the dominant temporal regime (FAITHFUL-Murphy et al., p.283, 289)."
bor-sec-23,cites,"Torres, F. (INTERLOCUTOR)","p.279, 282","Source of the 'temporal regimes' concept organizing the paper's central causal mechanism (FAITHFUL-Murphy et al., p.279, 282)."
bor-sec-23,cites,"Svendsen, Lars (INTERLOCUTOR)",p.279,"Source of the historical/class-based reading of profound boredom as a privilege of free time, feeding the epochal question of whether it remains possible today (FAITHFUL-Murphy et al., p.279)."
bor-sec-23,cites-cluster-author,"bor-sec-08 (Hughes - Meaninglessness and Monotony in Pandemic Boredom, 2023)",n/a,"(P/anticipatory-application) Thematic parallel only, not an actual citation -- Murphy et al.'s reference list does not cite Hughes (2023), and the two papers share a publication year. Both independently apply Heidegger's FCM to pandemic-lockdown data and both, separately, press on the limits of Heidegger's individualist conception of boredom (Hughes via explicit critique; Murphy et al. via the 'being bored together' findings). Flagged as convergent evidence, not a literal citation relationship."
bor-sec-23,cites-cluster-author,"bor-sec-25 (Elpidorou - The Bored Mind is a Guiding Mind, 2018)","p.278-279, 288","(P/anticipatory-application) Thematic parallel only -- Murphy et al.'s reference list does not cite Elpidorou's regulatory-theory work. The paper's 'utopian'/generative reading of profound boredom runs structurally parallel to Elpidorou's functional/regulatory-signal account of boredom, reached independently via Heidegger/Benjamin/Gardiner rather than cognitive-psychological theory."
bor-sec-23,cites-cluster-author,"bor-sec-26 (Elpidorou - The Good of Boredom, 2018)","p.288-289","(P/anticipatory-application) Thematic parallel only -- not an actual citation. Murphy et al.'s explicit contestation of the 'boredom is purely negative/opposite of flow' framing converges with Elpidorou's companion argument that boredom has adaptive value, though via a different (marketing/tribal, not psychological) route."
bor-sec-23,contests,boredom-as-opposite-of-flow assumption (READING/CLAIM),"p.278, 288-289","Contests Mathwick and Rigdon's (2004) framing of boredom as simply the opposite of a 'flow state' that retail servicescape design must mitigate against, arguing this purely deficit-based view misses profound boredom's generative potential (FAITHFUL-Murphy et al., p.278, 288-289)."
bor-sec-23,contests,boredom-as-individually-experienced-only assumption (THEME),"p.283-284, 289-290","Contests the marketing-literature (and, per bor-sec-08's parallel critique, Heidegger's own individualist) assumption that boredom afflicts individuals only, arguing it can spread within a shared activity and has historically been a tribe-forming rallying point (FAITHFUL-Murphy et al., p.283-284, 289-290)."
bor-sec-23,qualifies,temporality of boredom (time-drag),p.279,"Qualifies Heidegger's claim that boredom is 'a feeling of time' (1995: 80): explicitly denies this means subjective time feels like it is slowing down, redirecting the claim toward the historical/class-conditioned possibility of profound boredom (FAITHFUL-Murphy et al., p.279, citing Anderson 2004)."
bor-sec-23,shifts-debate-axis,boredom-as-deficit <-> boredom-as-functional/adaptive,"p.288-289","Argues, via Heidegger/Benjamin/Gardiner rather than Elpidorou's regulatory-theory literature, that profound boredom is 'utopian' and self-transformative rather than purely a deficit state to be escaped or designed away -- a substantive, independently-reached position on this axis (FE, p.288-289)."
bor-sec-23,shifts-debate-axis,monotony/environment-caused <-> meaning/agent-caused,"p.279, 285-289","(P/anticipatory-application synthesis) Superficial boredom's cause (dominant temporal regime) and profound boredom's trigger (imposed solitary time) are both environment-caused, but profound boredom's payoff -- which specific passion is discovered and what it means -- is agent-relative and individualized; a hybrid position structurally similar to bor-sec-08's (Hughes) position on the same axis."
bor-sec-23,bridges-to-part-iii,Part III dissertation (temporal-regime explanation for situational vs. profound boredom skew),"p.279, 282-289","(P/anticipatory-application) The connectivity+acceleration mechanism offers a non-Heideggerian-jargon vocabulary for why a densely-scheduled, notification-saturated, always-connected VLE or deployment environment might structurally skew student boredom toward the situational/superficial pole rather than the profound, independent of any claim about student disposition."
bor-sec-23,bridges-to-part-iii,Part III dissertation (profound-boredom-as-generative caution against pathologizing),"p.286-289","(P/anticipatory-application) Murphy et al.'s finding that participants' passion-discoveries required going through, not around, an uncomfortable unstructured period is a caution against treating measured student boredom in Part III's survey data as straightforwardly a design failure to be minimized."
bor-sec-23,bridges-to-part-iii,Part III dissertation (being-bored-together precedent for VLE group/co-presence dimension),"p.283-284, 289-290","(P/anticipatory-application) Charlotte's account of shared boredom spreading within a couple via a jointly but unevenly attended-to activity is a clean precedent for how a VLE's proximity-voice and group-assignment structure might transmit, not merely individually register, disengagement."
bor-sec-23,bridges-to-part-iii,"****** UNVERIFIED: Boredom Experiment (VR Attention Study) dataset entry (not yet built)",n/a,"(P/anticipatory-application) No grounds-measure bridge is asserted; if that dataset's protocol includes a self-report component capturing situational vs. solitary/uninterrupted time conditions analogous to Murphy et al.'s temporal-regimes distinction, a construct-measured-by/grounds-measure edge from temporality of boredom (time-drag) may become appropriate once the entry exists. Flagged, not blocking, per cluster instructions."
