source_id,relation,target_id,domain,evidence_pdf_page,evidence_bekker_or_page,contributor,notes
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:DA-3.3-429a.4-5,canonical-locus,5,DA 429a.4-5,Hawhee,"Phantasia derived from phaos (light) — etymology bridges to Demosthenes' light imagery"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:DA-2.8-420b.29-33,canonical-locus,6,DA 420b.29-33,Hawhee,"Voice as sound with phantasiai — links phantasia to semantikos meaning-making"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:DA-3.11-434a.6-11,canonical-locus,11,DA 434a.6-11,Hawhee,"Phantasia bouleutike — calculative combination of pleionon phantasmaton"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:DA-3.7-431b.6-8,canonical-locus,11,DA 431b.6-8,Hawhee,"Soul calculates by images 'as if seeing' — picturing in deliberation"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-1.11-1370a.28-29,canonical-locus,7,Rhet 1.11.1370a.28-29,Hawhee,"'Phantasia is a kind of weak perception' — read in context of pleasure/desire"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-1.11-1370a.27-31,canonical-locus,8,Rhet 1.11.1370a.27-31,Hawhee,"Pleasure as perceiving a certain pathos; phantasia of memory/hope"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-1.11-1370b.25-26,canonical-locus,9,Rhet 1.11.1370b.25-26,Hawhee,"Iliad 23.108 + Odyssey 4.183 on mourning — phantasia of memory mingles with pathos"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-1.12-1371a.8-10,canonical-locus,10,Rhet 1.12.1371a.8-10,Hawhee,"Honor and reputation via each person's phantasia of his qualities"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-1.14-1375a.8-11,canonical-locus,10,Rhet 1.14.1375a.8-11,Hawhee,"Heaping (huperoche) of wrongs — broken oaths, handshakes, marriage vows"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-1.9-1368a.25-30,canonical-locus,12,Rhet 1.9.1368a.25-30,Hawhee,"Auxesis: epideictic 'clothes' actions with megethos and beauty"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-2.1-1377b.20-1378a.1,canonical-locus,13,Rhet 2.1.1377b.20-1378a.1,Hawhee,"Book II opening — speaker must phainesthai certain kind of person; layered dispositions"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-2.2-1378a.30-32,canonical-locus,13,Rhet 2.2.1378a.30-32,Hawhee,"Definition of anger via phainomenes/n slight and apparent retaliation"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-2.6-1384a.21-24,canonical-locus,14,Rhet 2.6.1384a.21-24,Hawhee,"Shame as phantasia about loss of reputation"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-2.6-1384a.33-35,canonical-locus,14,Rhet 2.6.1384a.33-35,Hawhee,"Proverb 'shame is in the eyes'; ophthalmois"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-3.10-1410b.33-35,canonical-locus,16,Rhet 3.10.1410b.33-35,Hawhee,"Pro ommaton poiein — urbanity (asteia); seen as being done"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-3.11-1411b.22-23,canonical-locus,16,Rhet 3.11.1411b.22-23,Hawhee,"'I call those things before-the-eyes that signify things engaged in activity' — energeia"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Rhet-3.11-1412a.9-10,canonical-locus,17,Rhet 3.11.1412a.9-10,Hawhee,"'He makes everything move and live, and energeia is motion'"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Metaph-9.5-1048a.32-34,canonical-locus,17,Metaph 9.5.1048a.32-34,Hawhee,"'Energeia means the presence of the thing'"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Poet-17.1-1455a,canonical-locus,3,Poet 17.1.1455a,Hawhee,"'Keep material before the eyes' — pro ommaton tithemenon; Poetics-Rhetoric overlap"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:De-Memoria-1.450a.26-450b.1,canonical-locus,9,De Mem 1.450a.26-450b.1,Hawhee,"Affection produced by sensation impresses 'a sort of likeness of percept' — signet ring"
PHX-07-HAWHEE,analyzes,ARISTOTLE-LOCUS:Metaph-A.1-981a.4,canonical-locus,21,Metaph 981a.4,Hawhee,"'Numerous memories of same thing produce effect of single experience'"
PHX-07-HAWHEE,defines,GREEK-TERM:pro-ommaton-poiein,greek-term,16,3.10.1410b.33-35,Hawhee,"Bringing-before-the-eyes — central stylistic operation"
PHX-07-HAWHEE,defines,GREEK-TERM:energeia,greek-term,16-17,3.11.1411b.22-23,Hawhee,"Activity/actuality; presence of the thing"
PHX-07-HAWHEE,defines,GREEK-TERM:phantasia-bouleutike,greek-term,11,DA 3.11.434a,Hawhee,"Deliberative phantasia — composite of multiple images"
PHX-07-HAWHEE,defines,GREEK-TERM:huperoche,greek-term,10-11,1.14.1375a + 1.9.1368a,Hawhee,"Heaping/superiority; huper- + -oche; piling on of active images"
PHX-07-HAWHEE,defines,GREEK-TERM:phainein,greek-term,13,Rhet 2.1-2,Hawhee,"To show/disclose/bring to light/appear — verbal root of phantasia; saturates Book II"
PHX-07-HAWHEE,defines,GREEK-TERM:auxesis,greek-term,11,1.9.1368a.40,Hawhee,"Amplification aims to show huperoche; at home in epideictic"
PHX-07-HAWHEE,defines,GREEK-TERM:asteia,greek-term,16,Rhet 3.10,Hawhee,"Urbanity/wit — achieved through pro ommaton poiein"
PHX-07-HAWHEE,defines,GREEK-TERM:dēloun,greek-term,20,Demosthenes 13,Hawhee,"'To make visible' — Demosthenes' programmatic verb"
PHX-07-HAWHEE,cites-cluster-author,PHX-01-NUSSBAUM-1985,cluster-citation,5+11+13+15+22,142-152+161,Hawhee,"Six explicit citations; alignment + grafting modification + Note 12 disagreement on stress"
PHX-07-HAWHEE,cites-cluster-author,PHX-02-WHITE-1985,cluster-citation,22,161 (Note 12),Hawhee,"Galenic-skepticism on post-Aristotelian 'imagination'"
PHX-07-HAWHEE,cites-cluster-author,PHX-03-FREDE-1992,cluster-citation,6,144,Hawhee,"'After-image' phrase used by O'Gorman following Frede"
PHX-07-HAWHEE,cites-cluster-author,PHX-04-CASTON-1996,cluster-citation,4+22,141+161-162 (Note 12),Hawhee,"'Ill fit' of imagination; Caston follows Nussbaum on phantasia-Plato"
PHX-07-HAWHEE,cites-cluster-author,PHX-05-OGORMAN-2005,cluster-citation,1+6+22,139+144+161 (Note 20),Hawhee,"'Most thorough and head-on examination of phantasia in epideictic'; huperoche complements O'Gorman's sight/scale"
PHX-07-HAWHEE,cites-cluster-author,PHX-06-GONZALEZ-2006,cluster-citation,22,161 (Note 16),Hawhee,"'Important exception' for Rhetoric III phantasia"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Modrak,scholarly-interlocutor,4-6,141-143,Hawhee,"Three texts (1986, 1987, 2001); imagist alignment"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Kennedy-2007,scholarly-interlocutor,3+6+22,140+144+161,Hawhee,"Translator; corrected on metaphorical-only reading of 'before-the-eyes'"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Schofield-1992,scholarly-interlocutor,4,141,Hawhee,"Ill fit of 'imagination'"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Watson-1982,scholarly-interlocutor,6,144,Hawhee,"Phantasia + language; animal memory"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Everson-1997,scholarly-interlocutor,5,142,Hawhee,"Phantasia as 'perceptual thought'"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Burke-Kenneth,scholarly-interlocutor,17,154 (Burke 1950/1969 86-87),Hawhee,"'Place it before our very eyes'; bundle of principles"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Moran-1996,scholarly-interlocutor,17-18,154-155,Hawhee,"Energeia audience-located; imagistic over discursive"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Newman-2002,scholarly-interlocutor,16+22,153+162 (Note 25),Hawhee,"Bringing-before-the-eyes happens immediately"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Loraux-2006,scholarly-interlocutor,20,156,Hawhee,"Epitaphios as 'imaginary without image' — Hawhee inverts"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Derderian-2001,scholarly-interlocutor,20,156,Hawhee,"Epitaphios overrides inscribed monument"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Gross-Daniel-2006,scholarly-interlocutor,15,151,Hawhee,"'Shame irreducibly social' — bridge to HR-01-GROSS pipeline"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Carruthers-2008,scholarly-interlocutor,9+22,146+161,Hawhee,"Medieval memory systems depend on rhetorical vision"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Kennerly-2010,scholarly-interlocutor,6,144,Hawhee,"Civic phantasia + rhetorical transport"
PHX-07-HAWHEE,engages,MODERN-INTERLOCUTOR:Finnegan-Cara,scholarly-interlocutor,3,140,Hawhee,"Image twofold: pictorial + mental"
PHX-07-HAWHEE,engages,ANCIENT-INTERLOCUTOR:Demosthenes,case-study,19-22,Demosthenes Funeral Speech 13-24,Hawhee,"Performative exemplar — Chaironeia 338 BCE"
PHX-07-HAWHEE,engages,ANCIENT-INTERLOCUTOR:Sophocles,epigraph,2,OC l.74,Hawhee,"'In everything I say there will be vision'"
PHX-07-HAWHEE,engages,ANCIENT-INTERLOCUTOR:Homer,classical-source,9+17,Iliad 23.108 + Od 4.183 + Rhet 3.11.1411b-1412a,Hawhee,"Mourning lines; energeia exemplars"
PHX-07-HAWHEE,engages,ANCIENT-INTERLOCUTOR:Quintilian,reception,6+22,144+161 (Note 10),Hawhee,"Phantasiai as visiones"
PHX-07-HAWHEE,bridges,EXTERNAL:HR-01-GROSS-rhetorical-ontology,pipeline-bridge,15,151,Hawhee,"Daniel Gross shame analysis — bridge to Rhetorical Ontology pipeline"
PHX-07-HAWHEE,bridges,EXTERNAL:Uncomfortable-Situations-situated-emotion,pipeline-bridge,22,162 (Note 22),Hawhee,"Konstan 2007 on pathē in social interactions"
PHX-07-HAWHEE,bridges,EXTERNAL:Aristotle-pipeline,pipeline-bridge,passim,Bekker map,Hawhee,"40+ Bekker loci form near-complete Aristotelian phantasia substrate"
PHX-07-HAWHEE,bridges,EXTERNAL:Burke-pipeline-Moving-Bodies-2009,pipeline-bridge,17,154,Hawhee,"Burke Rhetoric of Motives — anchor for Hawhee's own 2009 monograph"
PHX-07-HAWHEE,bridges,EXTERNAL:Neurorhetoric-cognitive-science,pipeline-bridge,22-23,159-160,Hawhee,"Kosslyn & Thompson 2003; Prasad et al. 2008; Cohen et al. 2002"
PHX-07-HAWHEE,identifies-tension,TENSION:T1-imagist-vs-interpretivist,debate-axis,15+22,152+161 (Note 12),Hawhee,"Modrak vs Nussbaum; Hawhee mediates with 'grafted' clause"
PHX-07-HAWHEE,identifies-tension,TENSION:T2-metaphorical-vs-nonmetaphorical-seeing,debate-axis,4+22,141+161-162,Hawhee,"Kennedy's scare quotes vs Hawhee's direct-perception reading"
PHX-07-HAWHEE,identifies-tension,TENSION:T3-unity-vs-heterogeneity-of-Rhetoric,debate-axis,22,161 (Note 6),Hawhee,"Gross/Dascal, McAdon, Poster, Ross, Barnes debate"
PHX-07-HAWHEE,identifies-tension,TENSION:T4-Loraux-Derderian-vs-Hawhee-on-Demosthenes,debate-axis,20-22,156-159,Hawhee,"Effacement reading vs density-overtake reading"
