source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
IG-08:aesthetics-and-affect,paradigm-case,IG-08:adaptive-ai-director,game-studies,2,144,text-anchored,"Lines 5086-5104 — Left 4 Dead 2 director generates enemies+weapons+ammo+objects to calibrate dramatic tension; sends zombie hordes when 'players appear too relaxed'"
IG-08:aesthetics-and-affect,paradigm-case,IG-08:uncanniness-shock,game-studies,2,144,text-anchored,"Lines 5074-5085 — F.E.A.R. swaying/flickering light bulbs + scampering-child-on-all-fours; prior combat-intensity amplifies subsequent horror → 'intensified sense of shock and uncanniness'"
IG-08:closing-coda,terminologizes,IG-08:rhetorical-strategies-of-affect,game-studies,1,146,text-anchored,"Lines 5156-5158 — 'This dimension accounts for the rhetorical strategies of affect that are either purposefully designed into a game or precipitated by the individual player's interpretation.' Third occurrence; definitional crystallization"
IG-08:rhetorical-strategies-of-affect,appears-at,IG-08:occurrence-1,game-studies,1,136,text-anchored,"Lines 4762-4764 (Macro Phase opening — 'game design...is imbued with the rhetorical strategies of affect'). First of three"
IG-08:rhetorical-strategies-of-affect,appears-at,IG-08:occurrence-2,game-studies,1,145,text-anchored,"Lines 5118-5120 (Left 4 Dead 2 analysis — 'rhetorical strategies of affect tightly combine the aesthetic and systemic dimensions'). Second of three; STRONGEST anticipatory anchor"
IG-08:rhetorical-strategies-of-affect,appears-at,IG-08:occurrence-3,game-studies,1,146,text-anchored,"Lines 5156-5158 (coda — definitional crystallization). Third of three"
IG-08:excitatory-homeostasis,cites,Bryant-Davies-2006,media-psychology,1,136,text-anchored,"Lines 4748-4761 — citation at p.183: 'the tendency of individuals to choose entertainment to achieve an optimal level of arousal.' Sole imported emotion-construct in chapter"
IG-08:mood-affecting-qualities,co-cites,Grodal-2000-Pleasures-of-Control,media-emotion,2,135,text-anchored,"Line 4738 — Grodal co-cited with Bryant + Davies; no further engagement, no extended quotation; Tier-C citation despite Grodal's major film+game-emotion theorist status"
IG-08:packaged-experience-defense,foiled-against,Salen-Zimmerman-2003-Rules-of-Play,game-studies,2,146,text-anchored,"Line 5139 — Salen + Zimmerman among 'game designers who have expressed doubt about the trend toward improving representation at the cost of innovations in design.' Foil for representational-affective-design-as-legitimate-aim defense"
IG-08:negative-affect-as-legitimate,observes,IG-08:cross-dimensional-affective-amplification,game-studies,1,137,text-anchored,"Lines 4807-4813 — frustration / panic / fear engage spatial + ludic + shared involvement. First of three discrete cross-dim-amplification observations"
IG-08:flanking-ai-paradigm,instantiates,IG-08:cross-dimensional-affective-amplification,game-studies,1,144,text-anchored,"Lines 5071-5073 — F.E.A.R. flanking attacks 'leave players in an alerted state...leads to a more intense engagement in the spatial and ludic involvement dimensions.' Second of three"
IG-08:left-4-dead-2-cooperative-panic,instantiates,IG-08:cross-dimensional-affective-amplification,game-studies,1,145,text-anchored,"Lines 5118-5123 — 'rhetorical strategies of affect tightly combine the aesthetic and systemic dimensions'; cooperative-panic combines affective + shared + ludic. Third of three"
IG-08:habitable-secondary-world,evidenced-by,IG-08:oriel-menethil-harbor,game-studies,1,138,text-anchored,"Lines 4867-4873 — Oriel testimony: sunset / Gadgetzan night-flying / Winterspring snow-crunching / Azshara red-and-gold leaves; 'I want to live there'"
IG-08:atmospherics-as-affect-design,evidenced-by,IG-08:inauro-duskwood,game-studies,1,140,text-anchored,"Lines 4934-4939 — Inauro testimony: Duskwood/Silverpine 'so Mirkwood'; lighting + sound + monster placement + thematic consistency"
IG-08:aesthetic-mood-regulation,evidenced-by,IG-08:aprile-night-elf-land,game-studies,1,142,text-anchored,"Lines 5022-5027 — Aprile testimony: 'serene and pretty,' 'whenever I don't feel like playing, I come here,' 'It's calming'"
IG-08:figure-8-1,documents,IG-08:methodology-interview-substrate,game-studies,2,143,text-anchored,"Figure 8.1 — 'Interviewing Aprile in Teldrassil in World of Warcraft.' Methodologically notable: links Ch.8 to underlying qualitative-interview substrate documented in Ch.3"
IG-08:figure-8-2,documents,IG-08:startling-sequence-paradigm,game-studies,2,144,text-anchored,"Figure 8.2 — 'Startling sequences in F.E.A.R. 2: Project Origin.' Anchors the AI-unpredictability-as-affect-generator argument"
IG-08:rhetorical-strategies-of-affect,anticipatory-anchor-for,augmentation:Burke-pentadic-Attitude,rhetorical-theory,1,136,anticipatory-projection,"Triple-invocation lines 4762-4764, 5119, 5156 without Burke citation. Burke's hexadic Attitude term is the cleanest pentad fit for the affective dimension. STRONGEST single anticipatory anchor in the volume per propagated IG-03 + IG-10 findings"
IG-08:rhetorical-strategies-of-affect,anticipatory-anchor-for,augmentation:Aristotle-Rhetoric-II-pathe,rhetorical-theory,1,136,anticipatory-projection,"Aristotle's pathē catalogue supplies the classical-rhetorical scaffolding for designed-rhetorical-effects. Zero Aristotle hits per Phase 0 cite-check"
IG-08:atmospherics-as-affect-design,anticipatory-anchor-for,augmentation:Uexkull-Merktone,biosemiotics,1,140,anticipatory-projection,"Inauro Duskwood passage (lines 4934-4939) is the cleanest single Uexküllian-tone exhibit in the volume per plan §1.4. Merktöne = perception-tone in the Umwelt"
IG-08:suppressing-fire-as-apprehension,anticipatory-anchor-for,augmentation:Uexkull-Wirktone,biosemiotics,1,141,anticipatory-projection,"Lines 4992-5019 — destructible-cover physics + screen-blur + iron-sights aiming = Wirktöne (effect-tone) modulation of perception-action loop"
IG-08:cross-dimensional-affective-amplification,anticipatory-anchor-for,augmentation:Gross-2017-situated-affect,affect-theory,1,137,anticipatory-projection,"Repeated observation without mechanism-theory across lines 4807-4813, 5071-5073, 5118-5123. Gross 2017 situated-affect frame supplies the mechanism. Gross 2017 IS a confirmed corpus-index pipeline — strongest dissertation-bridge in volume"
IG-08:negative-affect-as-legitimate,anticipatory-anchor-for,augmentation:Berlant-cruel-optimism-Ngai-ugly-feelings,affect-theory,1,137,anticipatory-projection,"Lines 4803-4813 — frustration / panic / fear / eeriness / shock / uncanny as legitimate involvement, treated only as 'better than boredom.' Berlant + Ngai supply negative-affect-as-meaningful theory"
IG-08:mood-affecting-qualities,anticipatory-anchor-for,augmentation:Heidegger-Stimmung-BCAP,phenomenology,1,135,anticipatory-projection,"Mood/emotion conflation at lines 4737, 4753, 4861. BCAP Stimmung / Befindlichkeit supplies the mood-vs-emotion distinction Calleja flattens"
IG-08:imagination-as-escapism-faculty,anticipatory-anchor-for,augmentation:Hawhee-Papachristou-phantasia,rhetorical-cognition,1,137,anticipatory-projection,"Lines 4814-4831 — Tuan-via-Calleja on imagination as 'seeing what is not there' retaining past + future + present awareness is paradigmatic phantasia operation; Tolkien secondary-worlds is phantasia-of-habitable-world"
IG-08:designed-vs-precipitated-affect,anticipatory-anchor-for,augmentation:Burke-Grammar-of-Motives,rhetorical-theory,1,139,anticipatory-projection,"Lines 4913-4927; 5156-5159 — designer-rhetorical-motive vs received-attitude maps directly onto Burke's rhetoric of motives + Attitude as 'incipient act'"
IG-08:emotion-theory-absences,documents,IG-08:under-developed-dimension-status,meta-observation,1,135,Phase-2-finding,"Damasio (present in Ch.10, absent here), Ekman, Frijda, Plutchik, Tomkins, Massumi, Sedgwick, Berlant, Ahmed, Ngai, Barrett, Barsalou, Nussbaum, Perron — ALL ABSENT. Only Bryant+Davies + Grodal cited; only excitatory-homeostasis construct imported"
IG-08:rhetorical-theory-absences,documents,IG-08:under-developed-dimension-status,meta-observation,1,135,Phase-2-finding,"Burke, Aristotle, Hawhee, Cicero, Quintilian — ALL ABSENT despite triple 'rhetorical strategies of affect' invocation"
IG-08:phenomenology-absences,documents,IG-08:under-developed-dimension-status,meta-observation,1,135,Phase-2-finding,"Heidegger Stimmung, Schmitz/Böhme atmosphere-philosophy, Freud Unheimlich (despite Calleja's use of 'uncanny' and 'uncanniness') — ALL ABSENT"
IG-08:tension-T1-atmospherics-vs-mechanics,resolved-anticipatorily-by,augmentation:Uexkull-Merktone-Wirktone-duality,biosemiotics,1,145,anticipatory-projection,"Calleja's Left 4 Dead 2 statement that 'rhetorical strategies of affect tightly combine the aesthetic and systemic dimensions' (line 5119) is the chapter's acknowledgment of the dual-sourcing without resolution. Uexküll's perception-tone/effect-tone duality natively integrates"
IG-08:tension-T2-emotion-via-avatar-vs-emotion-as-player,resolved-anticipatorily-by,augmentation:Uexkull-Wirkmal-coupling,biosemiotics,2,144,anticipatory-projection,"Avatar as player's Wirkorgan (effector-organ-in-Umwelt) supplies the proprioceptive-mediation theory Calleja lacks"
IG-08:tension-T3-mood-vs-emotion,resolved-anticipatorily-by,augmentation:Barrett-constructed-emotion-Heidegger-Stimmung,affect-theory,2,135,anticipatory-projection,"Lines 4737, 4753, 4861 paired-noun conflation. Barrett's constructed-emotion + Heidegger's Stimmung supply the load-bearing mood/emotion distinction"
IG-08:affective-involvement,bridges-to,IG-04-kinesthetic,game-studies,1,135,text-anchored,"Lines 4807-4813 — affect heightens kinesthetic skill-improvement engagement. Cross-dim-amplification axis 1"
IG-08:affective-involvement,bridges-to,IG-05-spatial,game-studies,1,144,text-anchored,"Lines 5071-5073 — F.E.A.R. flanking AI 'leads to a more intense engagement in the spatial...involvement dimension'"
IG-08:affective-involvement,bridges-to,IG-06-shared,game-studies,1,145,text-anchored,"Lines 5105-5123 — Left 4 Dead 2 cooperative-panic combines affective + shared dimensions"
IG-08:affective-involvement,bridges-to,IG-09-ludic,game-studies,1,144,text-anchored,"Lines 5072-5073 — F.E.A.R. flanking AI leads to more intense engagement in 'ludic involvement dimensions'"
IG-08:affective-involvement,bridges-to,IG-10-incorporation,game-studies,1,135,text-anchored,"Affective is one of the 6 dimensions Ch.10 integrates under incorporation. Calleja Ch.10 p.169-170 maps affective onto the incorporation synthesis"
IG-08:affective-involvement,instrumented-by,Dalton-dissertation-virtual-worlds-adaptation,dissertation-target,1,135,dissertation-instrument,"PRIMARY dissertation-augmentation site per plan §1.4. Gross 2017 + Burke pentadic Attitude + Uexküllian Merktöne/Wirktöne + Aristotelian pathē jointly supply substantive extension"
