source,relation,target,locus,note
ped-sec-29,instances-in-text,gun-pointing IVR example (THEME),pp.471-472,Illustrates limitation #5 (narrow interaction-class assumptions): a hostile mediated encounter plainly has high social presence despite scoring low on 'liked them'-type items (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,cites,"Short, John, Ederyn Williams & Bruce Christie (AUTHOR)","pp.460-462, 465-466, 469-471",Origin theory and central critique target: the 1976 semantic-differential scale and 'salience of the other' definition (FE).
ped-sec-29,cites,"Goffman, Erving (AUTHOR)",pp.460-463,Source of the copresence definitional cluster; sensory awareness of the embodied other (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,cites,"Mead, George Herbert (AUTHOR)",p.460,"Symbolic interactionism, 'the generalized other,' named as an intellectual root of Short et al.'s framework (FE)."
ped-sec-29,cites,"Biocca, Frank (AUTHOR, self-citation)",pp.463-465,"Source of the 'access to another intelligence' (1997) definition, one entry in the psychological-involvement cluster (FE)."
ped-sec-29,cites,"Heeter, Carrie (AUTHOR)","pp.460-464, 467",Apparent-existence/interactivity definition; also source of a rare explicit behavioral social-presence measure (media-choice study) (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,cites,"Rice, Ronald (AUTHOR)","pp.464, 470-471","Media appropriateness, proposed as arguably a better conceptual fit than social presence for some measurement goals (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,"Reeves, Byron & Clifford Nass (AUTHOR)","pp.457-458, 472-473",The Media Equation; cited on automatic social responses to computer interfaces and the 'old brain' explanation (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,cites,"Dennett, Daniel (AUTHOR)",pp.472-473,The intentional stance; theoretical resource for the article's own 'psychological question' (FAITHFUL-Biocca-Burgoon-Harms).
ped-sec-29,cites,"Blascovich, Jim (AUTHOR)",pp.468-469,"Critique of psychophysiological measurement of social-psychological constructs, explaining the near-absence of physiological social-presence measures (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites-cluster-author,ped-sec-25 (Gunawardena & Zittle 1997),"pp.465, 467-468, 479 (references)","Cited directly twice: Table 2's 'Immediacy of the medium' cell, and body text describing SPRES as blending Short et al.'s semantic-differential items with an intimacy focus; treated as one instance of the self-report family being critiqued (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,cites,Gunawardena Charlotte N. 1995 solo (AUTHOR),p.462,"'Degree to which a person is perceived as a real person' definition, cited in Table 1's apparent-existence/interactivity cluster (FAITHFUL-Biocca-Burgoon-Harms)."
ped-sec-29,contests-reading-of,Short et al.'s (1976) semantic-differential social-presence measure (READING/CLAIM),pp.469-471,"Argues the measure is medium-oriented rather than state-oriented, shaped more by its funders' media-effectiveness interests than by theoretical commitment, and vulnerable to embedded technology assumptions (FE)."
ped-sec-29,shifts-debate-axis,social presence reliably predicts satisfaction/learning in CMC <-> its effects are inconsistent/confounded/assumed-not-demonstrated,pp.469-472,"(P/anticipatory-application) This article's own measurement critique is the strongest single articulation of the skeptical pole of this cluster's debate axis #9; parallels but does not cite ped-sec-27 (Tu 2002), which reaches a near-identical diagnosis of Short et al. and Gunawardena & Zittle independently."
ped-sec-29,contests-reading-of,"ped-sec-27 (Tu 2002) — parallel, uncited critique of the same measurement lineage",n/a — no direct citation confirmed by full-text check,"(P/anticipatory-application) Both articles independently diagnose Short et al.'s scale and Gunawardena & Zittle's SPRES as inadequate for CMC/social contexts within a year of each other; recorded as a debate-axis/parallel-critique relationship rather than a citation, since neither text cites the other."
ped-sec-29,qualifies,presence (spatial/physical),pp.456-457,Clarifies the telepresence/social-presence distinction that frames the whole article: 'sense of being there' vs. 'sense of being together with another' (FE).
ped-sec-29,bridges-to-vle,vle-01-deployment-survey,n/a,"(P/anticipatory-application) vle-01's F7 finding ('Presence & the WE') is unstructured, medium-embedded evidence of the kind this article's §5.4 warns against over-reading as validated social-presence measurement; the VLE has no instrument built to this article's proposed multidimensional/cross-media standard."
ped-sec-29,bridges-to-vle,vle-03-exemplar-bank,n/a,"(P/anticipatory-application) vle-03's exemplar quotes on social co-watching ('watch with others'/'seemed isolating') are suggestive, not confirmatory, of a social-presence effect in this article's technical sense."
ped-sec-29,bridges-to-part-iii,Part III dissertation (cross-media measurement-validity caution),n/a,(P/anticipatory-application) This article's core caution — that items embedding one medium's affordances cannot validly support cross-media comparison — bears directly on Part III's desktop-3D/2D-poles survey design; any presence/connectedness item phrased with one modality in mind risks the same invalidity diagnosed in Short et al.'s instrument.
ped-sec-29,grounds-measure,Boredom Experiment (VR Attention Study) dataset channel,n/a,"****** UNVERIFIED: anchor entry not yet built (per plan §9 decision 4, not blocking)."
ped-sec-03,bridges-to-vle,vle-01-deployment-survey,Chow p.11-13 (CSE/PEOU); VLE F1 threshold-foreclosure / F7 presence-and-the-WE,"(P/anticipatory-application) Chow's finding that computer self-efficacy is the strongest total predictor of self presence (0.53) offers an individual-determinant lens on vle-01's F1 threshold-foreclosure (install/hardware friction gating VID-stratum access) and its F7 presence-and-the-WE finding (self-report presence far higher in APP than VID stratum): low CSE may explain part of why some students never clear the installer gate, independent of the technology-side friction vle-01 documents directly."
ped-sec-03,bridges-to-part-iii,Part III dissertation (self-efficacy as an unmeasured covariate),n/a,"(P/anticipatory-application) Part III's own deployment survey does not measure computer self-efficacy; Chow's SEM result (CSE's total effect on presence = 0.53, more than double PU's 0.36) suggests self-efficacy is a plausible unmeasured confound behind Part III's APP/VID stratification, worth flagging as a limitation rather than resolving."
ped-sec-03,bridges-to-part-iii,Part III dissertation (self presence vs. the 'WE'),p.2-3,"(P/anticipatory-application) Chow's narrow focus on self presence (avatar-as-self) rather than social presence (co-presence with others) sharpens Part III's F7 finding that VLE students wanted more 'watching with others': F7's gap is a social/co-presence phenomenon Chow's own model does not test, cautioning against reading Chow's self-presence determinants as if they explained social presence too."
ped-sec-03,grounds-measure,****** UNVERIFIED: Boredom Experiment (VR Attention Study) dataset entry not yet built,n/a,(P/anticipatory-application) Chow's CSE/PU/presence SEM path model is a candidate covariate structure for a future EEG/attention dataset if computer self-efficacy or perceived usefulness are ever collected there; placeholder only per plan section 9 decision 4.
ped-sec-03,treats-construct,embodiment / self-representation,p.2-3; p.11-12,"Chow's actual dependent variable is Lee's (2004) 'self presence' — a virtual self experienced as the actual self — operationalized via three avatar-movement items (own avatar walking/moving/being in the ward); PU and CSE jointly explain 52% of its variance (FAITHFUL-Chow, p.2, p.11-12). Source's own term is 'presence'/'self presence'; normalized here to the embodiment/self-representation row since the instrument items are avatar-identification items, not spatial or social items."
ped-sec-03,treats-construct,self-efficacy,p.7; p.11-13,"Computer self-efficacy (CSE) — belief in one's ability to perform a specific task with the technology — is modeled as both a direct antecedent of perceived usefulness and a direct antecedent of self presence; it is the single strongest total predictor of presence in the model (total effect 0.53) (FAITHFUL-Chow, p.7, p.11, p.13)."
ped-sec-03,treats-construct,cognitive load (extraneous vs germane),p.12,"Not modeled as an SEM variable; invoked post-hoc in the Discussion via Sweller's (1988) cognitive load theory to explain CSE's dominant effect — students with low computer self-efficacy expend cognitive resources on navigating the unfamiliar Second Life interface, leaving fewer resources for immersion (FAITHFUL-Chow, p.12)."
ped-sec-03,treats-construct,presence (spatial/physical),p.2,"Treated only as typological backdrop: Chow reproduces Lee's (2004) physical/social/self tripartite division of presence in the literature review before narrowing the study's own focus to self presence exclusively; physical presence itself is not modeled or measured (FAITHFUL-Chow, p.2)."
ped-sec-03,treats-construct,social presence / co-presence,p.2-3,"Also typological backdrop only: Lee's social-presence type (a virtual social actor experienced as an actual social actor) is defined but explicitly set aside — Chow states the study's focus is self presence, not social presence, given the increase in avatar-based self-representation (FAITHFUL-Chow, p.3). Distinguishing this exclusion matters for Strand F, whose CMC-tradition sources treat social presence as their own primary construct."
ped-sec-03,treats-construct,affect: enjoyment & intrinsic motivation,p.3,"Mentioned only in the literature-review synthesis of prior presence-and-learning findings (deByl 2009): presence in situated virtual worlds is said to nurture intrinsic motivation to learn beyond cognitive gain; this claim is not tested by Chow's own SEM, which contains no affect or motivation construct (FE, p.3, reporting others' findings, qualified as lit-review-only by this unit)."
ped-sec-03,treats-construct,representational fidelity,p.3-4,"Named as one of the two 'media characteristics' determinant categories (media form: sensory fidelity, spatial-temporal match, interactivity) in the study's own two-category determinants-of-presence framework, then explicitly set aside as already well-studied so the paper can focus on the understudied user-characteristics category instead (FAITHFUL-Chow, p.3-4)."
ped-sec-03,treats-construct,learning outcomes: procedural / skills,p.4-6,"The PPE-selection-and-donning simulation is designed as a procedural-skills training platform (with an automated post-task performance log), and the literature review cites prior findings linking presence to learning outcomes generally; but Chow's own study collects no skills-assessment or performance-outcome data — presence is the sole dependent variable measured (FAITHFUL-Chow, p.4-6, p.7; design intent only, not an outcome finding)."
ped-sec-03,tests-condition,desktop-3D / non-immersive VR,p.5-7,"The study's sole condition: a custom-built Second Life virtual ward and dressing-room simulation for PPE selection/donning, accessed via desktop (no HMD); avatar-mediated, screen-viewed. No comparison condition (e.g., 2D video, in-person) is included in the design (FAITHFUL-Chow, p.5-7)."
ped-sec-03,tests-condition,SEM / process model (no media contrast),p.9-12,"Two-step SEM (measurement model then structural model, AMOS 19.0) is the study's entire analytic strategy; no between-media or between-group contrast is tested — the model explains variance within a single desktop-3D condition (FAITHFUL-Chow, p.9-12)."
ped-sec-03,defines,subjective norm (TERM),p.7,"'The degree to which a user perceives the demands of significant others on him/her to use the technology,' adapted from Taylor & Todd (1995) via the TAM tradition (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,perceived ease of use (TERM),p.7,"'The extent to which a user views the usage of the technology to be relatively free of effort,' from Davis (1989)/Venkatesh & Davis (2000) (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,computer self-efficacy (TERM),p.7,"'A user's belief about his/her ability to perform a specific task using the technology,' adapted from Vijayasarathy (2004) (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,perceived usefulness (TERM),p.7,"'The degree to which a user views the technology as offering better value than alternative methods of carrying out the same task,' from Davis (1989) (FAITHFUL-Chow, p.7)."
ped-sec-03,defines,Nature and Determinants of Presence Model / NDPM (TERM),p.6-7,"Dunnington's (2012) grounded-theory model of presence among nursing students in high-fidelity human patient simulation, positing pedagogical, individual, and group factors as determinants of a 'centricity' of presence, which in turn shapes learning outcomes; Chow's own four-variable model (SN, PEOU, CSE, PU) is presented as a simplified, testable instantiation of the NDPM's individual and group determinant categories (FAITHFUL-Chow, p.6-7)."
ped-sec-03,defines,centricity (TERM),p.6,"Dunnington's term for the locus of a participant's state of being between simulation and physical environments, ranging from endocentricity (centered in the virtual) to exocentricity (centered in the physical); reported by Chow but not itself measured in this study's own instrument (FAITHFUL-Chow, p.6)."
ped-sec-03,defines,self presence (TERM),p.2,"'A psychological state in which a virtual self is experienced as the actual self in either sensory or nonsensory ways,' from Lee (2004); the study's sole dependent construct (FAITHFUL-Chow, p.2)."
ped-sec-03,instances-in-text,avatar-movement presence items (P1-P3) (THEME),p.7-8,"The three-item presence scale asks whether respondents felt as if they themselves were walking/moving/inside the ward when their avatar walked/moved/visited — an embodiment-through-motor-correspondence operationalization adapted from Jin & Park's (2009) Wii avatar-interaction scale (FAITHFUL-Chow, p.7-8)."
ped-sec-03,instances-in-text,PPE-in-Second-Life virtual ward simulation (THEME),p.5-6,"Ten single-patient treatment rooms, each with a donning/doffing anteroom; avatars must read a patient record, select correct PPE items in sequence, and complete a system-logged performance record — the study's own custom-built stimulus environment (FAITHFUL-Chow, p.5-6)."
ped-sec-03,instances-in-text,rapid-sequence-intubation virtual ward (companion study) (THEME),p.3,"Chow cites the author's own prior work (Chow, Herold, Choo & Chan 2012) — a Second Life virtual ward for practising rapid sequence intubation — as a precedent healthcare-simulation design, establishing continuity between this study and the author's earlier TAM-based Second Life healthcare-education work (FAITHFUL-Chow, p.3)."
ped-sec-03,cites-cluster-author,ped-sec-01,p.2,"Chow opens the concept-of-presence literature review with Lombard & Ditton's (1997) six explications and their 'perceptual illusion of non-mediation' definition, the same source built in this cluster as ped-sec-01 (FAITHFUL-Chow, p.2, quoting Lombard & Ditton p.9)."
ped-sec-03,cites,"Lee, Kwan Min (INTERLOCUTOR)",p.2,"Source of the physical/social/self tripartite presence typology and the general definition of presence as virtual objects experienced as actual objects; Chow adopts self presence as the study's focus construct from this typology (FAITHFUL-Chow, p.2)."
ped-sec-03,cites,"Slater, Mel (INTERLOCUTOR)",p.2,"Cited for the claim that presence is a human reaction to immersion, distinguishing immersion (an objective system property) from presence (a subjective response) (FAITHFUL-Chow, p.2)."
ped-sec-03,cites,"Sweller, John (INTERLOCUTOR)",p.12,"Cognitive load theory (1988) supplies the Discussion's explanation for computer self-efficacy's dominant effect on presence: low-CSE users spend extraneous cognitive resources navigating the interface rather than immersing in the activity (FAITHFUL-Chow, p.12)."
ped-sec-03,cites,"Davis, Fred D. (INTERLOCUTOR)",p.6-7,"Originator of the Technology Acceptance Model (1989), source of the perceived-usefulness/perceived-ease-of-use belief pair that Chow imports wholesale as the study's own core mechanism linking presence determinants to presence (FAITHFUL-Chow, p.6-7)."
ped-sec-03,cites,"Dunnington, Regina M. (INTERLOCUTOR)",p.6,"Author of the Nature and Determinants of Presence Model (NDPM, 2012 dissertation; 2014 journal article), the grounded-theory framework Chow's own research model is explicitly derived from (FAITHFUL-Chow, p.6)."
ped-sec-03,cites,"Witmer, Jerome & Singer 2005 (INTERLOCUTOR)",p.6,"Cited only as one of several 'key authors of presence' supporting the determinants/centricity/outcome framing; this is Witmer & Singer's 2005 factor-structure follow-up paper, not the 1998 Presence Questionnaire paper built in this cluster as ped-sec-02 — Chow never cites the 1998 PQ paper itself, a discrepancy worth flagging (FE, p.6, cross-checked against ped-sec-02's citation)."
ped-sec-03,shifts-debate-axis,ped-sec-02,Chow p.3-4 (determinants-of-presence framework); cf. Witmer & Singer 1998 section 3 Contributing Factors,"(P/anticipatory-application) This cluster's own debate-axis-3 construction, not a claim either source makes about the other. Witmer & Singer's Control/Sensory/Distraction/Realism categories exemplify the technology-determined pole; Chow's explicit two-category split (media characteristics vs. user characteristics) and single-minded focus on the empirically neglected user-characteristics side — SN, PEOU, CSE, PU, none of them technology properties — instantiate the psychologically/individually-determined pole. Chow does not cite Witmer & Singer's 1998 PQ paper directly (see the Witmer/Jerome/Singer-2005 cites edge above), so this opposition is this cluster's own alignment of the two units, not an authorial cross-reference."
ped-sec-14,treats-construct,immersion (technological),"pp.2, 7-8","Immersion operationalized architecturally as the VR/3D/2D condition ladder itself (high/medium/low access-cost), not measured via a separate presence scale (FE)."
ped-sec-14,treats-construct,cognitive load (extraneous vs germane),pp.2-4,"Lit review frames Makransky's finding that immersive VR groups often show higher cognitive load than other instruction; invoked as a candidate mechanism but not measured directly (FAITHFUL-Barrett et al., pp.2-4)."
ped-sec-14,treats-construct,learning outcomes: procedural / skills,pp.10, 12-13
ped-sec-14,treats-construct,cybersickness & physical discomfort,"pp.12, 16","6 of 32 VR non-learners withdrew citing physical discomfort (motion sickness, dizziness, fatigue, headache); flagged as a practical cost weighed against VR benefits (FAITHFUL-Barrett et al., p.12, 16)."
ped-sec-14,treats-construct,affect: enjoyment & intrinsic motivation,p.16,"Elevated, non-converging VR fixation counts explained post hoc via novelty/enjoyment of arm-controller interaction rather than access cost (FE, p.16)."
ped-sec-14,treats-construct,agency / interactivity,pp.7-9,"VR/3D require active motor manipulation (hand-controller collision / gamepad D-pad) to reveal features; 2D presents all features simultaneously to a passive, eye-tracked viewer (FE, p.7-9)."
ped-sec-14,treats-construct,representational fidelity,pp.8-9,"Cube stimulus geometry and category structure held identical across VR and desktop-3D; 2D uses a flat triangular analogue of the same three-feature structure, with location/relevance combinations deliberately matched (FAITHFUL-Barrett et al., p.8-9)."
ped-sec-14,treats-construct,engagement / flow,p.16,"Not measured directly: authors speculate VR's higher fixation count reflects participants' unwillingness to rush through trials out of enjoyment; flagged as possibly a single-session novelty effect (FE, p.16)."
ped-sec-14,tests-condition,IVR (HMD),pp.7-12,"HTC Vive headset + hand controllers; n=58 recruited, n=26 final analytic (32 excluded as non-learners, 6 of those withdrew citing physical discomfort); framed as the high-access-cost condition (FAITHFUL-Barrett et al., p.7-12)."
ped-sec-14,tests-condition,desktop-3D / non-immersive VR,pp.7-12,"22-inch flat monitor + gamepad; identical cube stimuli to VR, D-pad rotates cube; n=56 recruited, n=26 final analytic (30 excluded as non-learners); medium-access-cost condition (FAITHFUL-Barrett et al., p.7-12)."
ped-sec-14,tests-condition,2D video / slideshow / text,pp.7-12,"22-inch monitor + Tobii X120 eye tracker (60Hz) + gamepad for category responses only; all three features simultaneously visible; n=65 recruited, only n=8 final analytic after 1 dropout (dizziness) and equipment failure; low-access-cost condition (FAITHFUL-Barrett et al., p.7-12, exclusions p.12)."
ped-sec-14,construct-under-condition,learning outcomes: procedural / skills x IVR (HMD),p.12-13,"No significant accuracy difference vs 3D/2D (chi2=4.043, p=.133 main effect; chi2=9.012, p=.173 interaction) (FAITHFUL-Barrett et al.)."
ped-sec-14,construct-under-condition,learning outcomes: procedural / skills x desktop-3D / non-immersive VR,p.12-13,"Accuracy trajectory statistically indistinguishable from VR and 2D (FAITHFUL-Barrett et al., p.12-13)."
ped-sec-14,construct-under-condition,learning outcomes: procedural / skills x 2D video / slideshow / text,p.12-13,"2D group reaches the same accuracy criterion as VR/3D despite fastest response times and a final n of only 8 (FAITHFUL-Barrett et al., p.12-13)."
ped-sec-14,construct-under-condition,engagement / flow x IVR (HMD),"p.13-14, 16","VR shows the highest fixation count throughout (chi2=13.938, p<.001) and does not reach the lower asymptote 3D/2D reach; read as novelty-driven engagement rather than access cost (FAITHFUL-Barrett et al.)."
ped-sec-14,construct-under-condition,cybersickness & physical discomfort x IVR (HMD),"p.12, 16","6 of 32 VR non-learners withdrew citing physical discomfort within a sub-hour session, against a single 2D dropout for dizziness (FAITHFUL-Barrett et al.)."
ped-sec-14,cites,"Makransky, Guido (INTERLOCUTOR)",pp.2-4,"Cited for the recurring finding that immersive VR groups experience higher cognitive load than other instruction methods, sometimes offset by generative-learning/enactment/pre-training pairings (FAITHFUL-Barrett et al., p.2-4)."
ped-sec-14,cites,"Parong, Jocelyn & Mayer, Richard (INTERLOCUTOR)",pp.4-5,"Cited for the finding that 2D slide-based learning initially outperformed a 12-minute VR biology lesson, with VR catching up once reflection prompts were added in a follow-up experiment (FAITHFUL-Barrett et al., p.4-5)."
ped-sec-14,cites,"Hamilton, D. et al. (INTERLOCUTOR, VR-education review)",p.4,"29-study review: 10 showed no VR-vs-desktop learning-outcome difference, 2 showed worse VR outcomes; cited against a guaranteed VR learning advantage (FAITHFUL-Barrett et al., p.4)."
ped-sec-14,cites,"Angel-Urdinola, D. et al. (INTERLOCUTOR, VR meta-analysis)",pp.4-5,"Meta-analysis reporting an overall positive but more-than-half neutral-positive effect of VR on learning outcomes vs desktop/pen-and-paper instruction (FAITHFUL-Barrett et al., p.4-5)."
ped-sec-14,cites,"Zhao, J. et al. (INTERLOCUTOR, VR spatial memory)",pp.3-4,"Cited for finding no VR advantage over desktop simulation for landmark memory, with some advantages favoring the desktop condition (FAITHFUL-Barrett et al., p.3-4)."
ped-sec-14,cites,"Meier, M. & Blair, M. (INTERLOCUTOR, information-access cost)",pp.5-6,"Prior lab manipulation of information-access cost (3-second reveal delay) motivating this study's access-cost framing of the VR/3D/2D ladder (FAITHFUL-Barrett et al., p.5-6)."
ped-sec-14,cites,"Rajsic, J. et al. (INTERLOCUTOR, information-access cost)",p.6,"Four-experiment demonstration that increasing information-access costs, including added motor cost, accelerates adoption of optimal information-access patterns (FAITHFUL-Barrett et al., p.6)."
ped-sec-14,cites,"Wood, S. et al. (INTERLOCUTOR, information-access cost)",p.16,"Cited in Discussion to contrast this study's non-obtrusive VR/3D access-cost manipulation with Wood et al.'s fixed, participant-independent delays, offered as a candidate explanation for why the predicted cost ordering mostly failed to emerge (FAITHFUL-Barrett et al., p.16)."
ped-sec-14,cites,"McColeman, C. et al. (INTERLOCUTOR, information-access behaviors)","pp.5, 15-16","Cited for medium-agnostic information-access patterns (eye-movements vs mouse/keyboard; category learning vs StarCraft 2), used to argue the present cross-medium replication is consistent with prior findings (FAITHFUL-Barrett et al., p.5, 15-16)."
ped-sec-14,cites,"Sun, R., Wu, Y. J. & Cai, Q. (INTERLOCUTOR, spatial ability x VR)",p.16,"Cited for individual-differences moderation: low-spatial-ability learners benefited most from VR-based learning, high-spatial-ability learners no better than paper-based learning; offered as a caveat on the present null main effect (FAITHFUL-Barrett et al., p.16)."
ped-sec-14,cites-cluster-author,ped-sec-10,pp.2-4,(P/anticipatory-application) The Makransky cognitive-load claim cited here (pp.2-4) is this cluster's own cross-reference to Makransky et al.'s 2019 finding that added immersive-VR presence raises cognitive load and can reduce learning (ped-sec-10); Barrett et al. cite the Makransky research program generally. ****** UNVERIFIED: exact numbered-reference correspondence not confirmed against Barrett et al.'s full bibliography (not present in the extracted text range consulted).
ped-sec-14,cites-cluster-author,ped-sec-08,pp.4-5,"(P/anticipatory-application) The 'Parong & Mayer [21]' citation (2D slides outperforming a 12-minute VR biology lesson, reflection-prompt follow-up) is this cluster's cross-reference to Parong & Mayer's learning-science-in-immersive-VR work (ped-sec-08 and/or ped-sec-13). ****** UNVERIFIED: which specific Parong & Mayer paper (2018 vs 2020) supplies the reflection-prompt follow-up experiment was not confirmed against Barrett et al.'s full numbered bibliography."
ped-sec-14,defines,access cost (TERM),pp.5-6,"Cost of acquiring stimulus information, operationalized here as the physical/motor effort of revealing a feature (rotate cube in VR/3D vs simultaneous visibility in 2D); framed as high(VR)/medium(3D)/low(2D) (FAITHFUL-Barrett et al., p.5-6)."
ped-sec-14,defines,attentional optimization (TERM),p.10,"Difference in average time fixating relevant vs irrelevant features over total fixation time, ranging -1 to 1; the paper's own operationalization of attention-allocation efficiency (FAITHFUL-Barrett et al., p.10)."
ped-sec-14,instances-in-text,category-learning cube stimulus (THEME),pp.8-9,"Three-feature (2 relevant, 1 irrelevant), four-category cube stimulus mapped to axes so only one feature is visible at a time in VR/3D; flat triangular analogue in 2D (FAITHFUL-Barrett et al., p.8-9)."
ped-sec-14,qualifies,cognitive load (extraneous vs germane),p.16,"The study's own predicted access-cost ordering (a cognitive-load-adjacent hypothesis) mostly failed to emerge, leaving the desirable-difficulty vs cognitive-load framing from the Introduction largely untested rather than resolved (FE, p.16)."
ped-sec-14,bridges-to-vle,vle-01-deployment-survey,n/a,(anticipatory-application) Barrett et al.'s three-way media ladder (IVR HMD / desktop-3D / 2D eye-tracked) is the closest experimental analogue to Part III's own APP (desktop-3D app users) vs VID (video-only) survey strata and its lab=VR / deployment=2D-PC poles; the equivalent-accuracy finding here offers an experimental counterweight to vle-01's F6 value-skepticism arc (survey respondents doubting the 3D app's worth relative to 'just YouTube').
ped-sec-14,bridges-to-vle,vle-04-mark-attention-span,"pp.14, 16","(anticipatory-application) VR's persistently elevated fixation count (novelty/enjoyment reading, p.16) is a candidate behavioral analogue to Mark's engagement x challenge quadrant: high engagement without a corresponding accuracy or optimization advantage resembles her 'rote' cell rather than 'focus'; flagged as a PROJECTED mapping, not a claim either source makes."
ped-sec-14,bridges-to-part-iii,Part III dissertation (media-equivalence for learning outcomes),"pp.12-13, 15","(anticipatory-application) The paper's central finding -- no significant accuracy differences between IVR, desktop-3D, and 2D -- is directly usable evidence that Part III's desktop-3D vs video-only strata need not predict different learning outcomes even where they predict different engagement/attrition profiles, a distinction Part III's own self-report-only survey (vle-01 F8) cannot itself test."
ped-sec-14,bridges-to-part-iii,Part III dissertation (differential attrition and cybersickness caution),"p.12, 16","(anticipatory-application) VR-specific attrition from physical discomfort (6/32 VR non-learners, one 2D dropout for dizziness) is a direct empirical caution for any future move of Part III's own VLE toward IVR deployment: comfort-driven dropout is concentrated in the IVR condition specifically, not spread evenly across media."
ped-sec-14,bridges-to-part-iii,Part III dissertation (fixation-count/novelty as engagement-proxy caution),p.16,(anticipatory-application) The paper's own caution that novelty-driven fixation counts may not persist with familiarity bears on interpreting any single-session engagement measure in Part III's VLE as evidence of durable interest rather than a first-exposure effect.
ped-sec-14,bridges-to,boredomExperimentDataset,****** UNVERIFIED: anchor entry not yet built,"(anticipatory-application) Once built, the Boredom Experiment (VR Attention Study) dataset's own media/condition channels should be checked against this paper's IVR/desktop-3D/2D ladder and its access-cost framing for a shared vocabulary; no verifiable link possible yet."
ped-sec-15,treats-construct,learning outcomes: retention & transfer,p.983,"Knowledge outcomes: pooled ES 1.20 (95% CI 1.04-1.35), k=118 studies, n=8595, vs. no intervention (FE)."
ped-sec-15,treats-construct,learning outcomes: procedural / skills,p.983-985,"Skill outcomes subdivided time/process/product: pooled ES 1.14 (k=210) / 1.09 (k=426) / 1.18 (k=54), all vs. no intervention (FE)."
ped-sec-15,tests-condition,review / meta-analytic aggregate,p.978-988,"Entire unit operates at the review/meta-analytic-aggregate level: PRISMA-compliant synthesis of 609 studies, 35,226 trainees, across all health-professions simulation modalities (FE)."
