source,relation,target,locus,note
rdr-01-bagnoli,treats-game-element,Honor Amongst Thieves (Ch.6 mission),Part 2 sec.7.2 pp.53-54,recover stolen Indian medicine; music = Indian peacefulness
rdr-01-bagnoli,treats-game-element,The Fine Art of Conversation (mission #77),Part 3 sec.2.7 pp.91-93,escort Rains Fall to failed Favours meeting
rdr-01-bagnoli,treats-game-element,Banking the Old American Art (Ch.4 #57),Part 1 sec.5.2 p.31,Saint-Denis bank robbery; gameplay-as-staging + cinema mode
rdr-01-bagnoli,treats-game-element,Van der Linde gang / camp (Family-ISA),Part 2 sec.8.2 pp.56-58,camp read as Family ISA; loyalty + Dutch-vs-Arthur axis
rdr-01-bagnoli,treats-game-element,Dutch van der Linde,Part 2 sec.8.2 pp.56-57,anti-modern decadence; greed precipitates the gang's fall
rdr-01-bagnoli,treats-game-element,Arthur Morgan moral arc,Part 2 sec.8.2 pp.57-58,late-game conscience; refuses to collect for Strauss
rdr-01-bagnoli,treats-game-element,Herr Strauss (gang accountant),Part 2 sec.8.2 p.58,German loan-shark; Arthur's refusal/expulsion marks moral turn
rdr-01-bagnoli,treats-game-element,Reverend Swanson,Part 2 sec.8.1 p.54,debauched clergyman; religion (Church ISA) mocked
rdr-01-bagnoli,treats-game-element,Chelonia (fictional cult),Part 2 sec.8.1 pp.54-55,utopian cult; strangle-or-talk choice; religion satire
rdr-01-bagnoli,treats-game-element,Agent Milton (Pinkerton),Part 3 sec.2.7 pp.90-91,'we didn't kill all them savages' camp confrontation
rdr-01-bagnoli,treats-game-element,He Is British Of Course (side mission),Part 1 sec.2.2 p.18; Part 2 sec.9,painted-donkey 'zebra'; mission name as stereotype channel
rdr-01-bagnoli,treats-game-element,cinema mode + cinemascope conversation framing,Part 1 sec.5.2 pp.31-32,player-as-camera + black bars; western-filmic register
rdr-01-bagnoli,treats-game-element,components (pamphlets/letters/newspapers),Part 1 sec.2.2 pp.18-19; Part 3,value-bearing inventory objects; eugenics pamphlet + KKK notes
rdr-01-bagnoli,treats-game-element,setting/regions (Saint-Denis/Lemoyne/Rhodes),Part 3 passim,Saint-Denis as discourse-hub; Lemoyne swamps; 6 chapters + epilogue
rdr-01-bagnoli,instances-in-text,killing KKK members raises honor,Part 3 sec.2.3 pp.72-73,procedural anti-KKK stance shown via the gauge
rdr-01-bagnoli,instances-in-text,killing eugenics supporter has no honor/police consequence,Part 3 sec.2.2 pp.67-70,exception to the general no-killing-citizens rule
rdr-01-bagnoli,instances-in-text,over-hunting and dog/horse killing lower honor,Part 3 sec.2.5 pp.83-84,pro-animal procedural argument; dogs trigger town hostility
rdr-01-bagnoli,instances-in-text,suffragette utters identical discourse whether greeted or antagonized,Part 3 sec.2.1 p.61,scripted-PNJ exception to verb-contingent reactions
rdr-01-bagnoli,contests-reading-of,army-valorized / religion-criticized asymmetry in games,Part 2 sec.8.1 pp.55-56,RDR2 criticizes both but they are not subversive in the same way
rdr-01-bagnoli,extends-reading-of,Bogost 'crime as decadence' to Dutch,Part 2 sec.8.2 pp.57-58,Dutch's escalating violence read as decadence (cf. GTA San Andreas)
