source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
C17,instances,C15,rhetorical-theory,1,236,exegetical-direct,Mead's attitude-as-beginning-of-acts as one of three incipient-act pillars.
C18,decomposes-into,C17,rhetorical-theory,2,236,exegetical-direct,Vocal gesture is Mead's mechanism for arousing attitude-of-other.
C19,decomposes-into,C17,rhetorical-theory,2,237,exegetical-direct,Action-minus / attitude-minus = halfway between motion and action.
C20,exegetes,C17,rhetorical-theory,2,237-238,exegetical-direct,Mead's social-attitude self echoes Hegelian Spirit-alienated-as-Nature.
C21,instances,C15,rhetorical-theory,1,238-243,exegetical-direct,Korzybski's delayed response as third pillar of incipient-act apparatus.
C22,decomposes-into,C21,philosophy,1,240-241,exegetical-direct,Consciousness-of-abstracting: haphazardly rediscovered Neo-Platonism.
C23,operationalizes,C42,dramatism,1,"241,264-265",exegetical-direct,Greek triplet poiema/pathema/mathema organizes action-passion temporally.
C24,constituted-by,C16,dramatism,1,243,exegetical-direct,Symbolic action is realm of the incipient/attitudinal par excellence.
C25,decomposes-into,C24,rhetorical-theory,2,243-246,exegetical-direct,Image-as-attitude: lyric-analogue-of-plot via imagery-progression.
C26,in-tension-with,C27,dramatism,2,247,exegetical-direct,Hamletic-strategy strains drama-vs-lyric distinction from both poles.
C28,contrasts-with,C29,philosophy,1,248,exegetical-direct,Realism = individuals-as-members-of-group; nominalism = groups-as-aggregates.
C32,exegetes,C28,philosophy,2,250,exegetical-direct,Scotus's haecceitas: surface-nominalist but retains tribal-familial pattern.
C34,exegetes,C02,philosophy,1,"253,261",exegetical-direct,Aristotle: actuality prior to potency temporally and form-substantially.
C35,decomposes-into,C09,philosophy,1,253-254,exegetical-direct,Form-matter hierarchy ascending to motionless prime mover that moves by being loved.
C36,in-tension-with,C09,philosophy,2,254,exegetical-direct,Final-cause / efficient-cause reversibility; egressus-regressus oxymoron.
C37,constituted-by,C03,philosophy,2,255,exegetical-direct,Hypokeimenon-substrate possesses potentialities; matter as impulse-to-be-formed.
C39,instances,C03,philosophy,2,256-257,exegetical-direct,Tendency as ambiguous potentiality; Janus-term caeteris-paribus.
C40,contrasts-with,C39,philosophy,2,258-259,exegetical-direct,Inevitability substantially merges permanent and changing; vs ambiguous tendency.
C42,decomposes-into,C46,dramatism,2,271-272,exegetical-direct,Christian transvaluation: suffering as act; willing one's subjection.
C43,extends,C42,dramatism,1,271-274,exegetical-direct,Actus-status pair: class-that-does transformed to class-that-does-not.
C44,exegetes,C43,philosophy,2,273-274,exegetical-direct,Indo-European philological closing: passive evolved from middle voice.
C45,exegetes,C49,philosophy,2,267-270,exegetical-direct,Stoic hegemonikon as reason-authority equation; Aristotelian freedom as participation.
C47,operationalizes,C42,rhetorical-theory,2,269,exegetical-direct,Psychoanalysis exegesis: frustration=passion; adjustment=action; sublimation=transcendence.
C48,instances,C42,dramatism,2,265,exegetical-direct,Gods as tribal motives are par excellence dramatist grammar.
C01,awaits-ontological-grounding-in,aristotle-metaphysics-IX,philosophy,1,"227-231,253-262",exegetical-direct,Burke directly anchors Act in Metaphysics IX energeia/dynamis.
C04,awaits-ontological-grounding-in,aristotle-metaphysics,philosophy,1,"231,249,261-262",exegetical-direct,Entelechy in Metaphysics: each kind striving to perfection of kind.
C11,awaits-ontological-grounding-in,aristotle-poetics-6,philosophy,1,230-231,exegetical-direct,Poetics 6: tragedy as imitation of action and life; plot foremost.
C10,awaits-ontological-grounding-in,aristotle-de-anima-II,philosophy,2,227,exegetical-direct,Soul as act of organic physical body capable of life (via Aquinas).
C44,awaits-ontological-grounding-in,aristotle-physics-I-6-7,philosophy,1,273-274,exegetical-direct,Physics I.6-7 active/passive/substratum closes chapter and pivots to Agency.
C01,awaits-ontological-grounding-in,aquinas-summa-contra-gentiles,philosophy,1,227,exegetical-direct,Aquinas: every thing acts according as it is in act; agent-act ratio.
C06,awaits-ontological-grounding-in,aquinas-commentary-four-causes,philosophy,1,228-229,exegetical-direct,Burke calls Aquinas-on-Aristotle the most convenient place to observe dramatist nature.
C15,awaits-ontological-grounding-in,aristotelian-phantasia-cluster,philosophy,1,235-243,exegetical-direct,Incipient-act builds on Metaphysics IX potentiality; bridges phantasia cluster.
C01,maps-to-pim-dimension,calleja-ludic-narrative-kinesthetic,dramatism,1,227-274,anticipatory-projection (dissertation),Act maps to Ludic+Narrative+Kinesthetic PIM dimensions.
C15,maps-to-pim-dimension,calleja-microphase-readiness,dramatism,1,235-247,anticipatory-projection (dissertation),Incipient act maps to Calleja's plan-formulation/readiness-to-act micro-phase.
C21,maps-to-pim-dimension,calleja-microtactic-temporal-distance,dramatism,2,238-243,anticipatory-projection (dissertation),Delayed action as temporal-distance qualification on microtactic.
C11,maps-to-pim-dimension,calleja-narrative-dimension,dramatism,2,230-231,anticipatory-projection (dissertation),Plot-as-Act anchors PIM narrative-involvement dimension.
C01,maps-to-uexkull-construct,uexkull-wirkmal,dramatism,2,227,anticipatory-projection (dissertation),Act maps to Uexküllian Wirkmal closing the functional circle.
C10,maps-to-uexkull-construct,uexkull-funktionskreis,dramatism,2,"227,237",anticipatory-projection (dissertation),Hylomorphic soul-as-act-of-body anchors biosemiotic body-environment closure.
C42,awaits-ontological-grounding-in,heidegger-bcap-pathe,philosophy,2,262-274,anticipatory-projection (dissertation),Action-passion grammar parallels Heidegger's reading of pathe as ground-determinations.
C16,awaits-ontological-grounding-in,heidegger-befindlichkeit,philosophy,2,"236,243",anticipatory-projection (dissertation),Incipient-act ambiguity parallels Heideggerian Befindlichkeit affective-disclosure.
C04,awaits-ontological-grounding-in,heidegger-worumwillen,philosophy,3,"231,249",anticipatory-projection (dissertation),Entelechy as end-within-itself parallels Heideggerian Worumwillen.
burke-applies-pentad-aristotle,applies-pentad-to,aristotle-four-causes,dramatism,1,228-229,exegetical-direct,Burke applies pentad to Aristotle's four causes via Aquinas commentary.
burke-applies-pentad-poetics,applies-pentad-to,aristotle-six-tragic-elements,dramatism,1,230-231,exegetical-direct,Burke applies pentad to Poetics 6 six tragic elements.
burke-applies-pentad-hamlet,applies-pentad-to,shakespeare-hamlet,dramatism,2,247,exegetical-direct,Hamletic strategy as paradigm of preparations-as-postponements.
burke-applies-pentad-shelley,applies-pentad-to,shelley-ode-west-wind,dramatism,2,243-245,exegetical-direct,Lyric-analogue-of-plot via image-progression in five-stanza arc.
burke-applies-pentad-murder-cathedral,applies-pentad-to,eliot-murder-in-cathedral,dramatism,2,263-265,exegetical-direct,Eliot's St Thomas exception of explicit dramatist grammar in character speech.
T3,in-tension-with,C21,philosophy,2,241-242,exegetical-direct,Korzybski's delayed-action in motion realm must be opposite of a delay.
T4,in-tension-with,scholastic-realism,philosophy,2,252,exegetical-direct,Burke's appreciation of Aristotle is itself un-Aristotelian; reuse without endorsement.
C13,anticipates,rickert-ambient-rhetoric,rhetorical-theory,2,232-235,anticipatory-projection (dissertation),Action-motion watershed anticipates Rickert's ambient-rhetoric environment-as-actor.
C16,anticipates,gross-uncomfortable-situations,rhetorical-theory,2,235-243,anticipatory-projection (dissertation),Incipient-act ambiguity anticipates Gross's not-quite-emotion not-quite-physiology.
C24,anticipates,burke-rhetoric-of-motives-identification,rhetorical-theory,2,235-243,anticipatory-projection (dissertation),Symbolic action anticipates consubstantiation/identification in 1950 sequel.
