anchor_stimulus,channel,subject,round,stimulus,value,poolable
INT,cognitive load,S08,1,CLC,0.529423076605,True
INT,cognitive load,S08,1,INT,0.522547153543,True
INT,cognitive load,R2-01,2,BOR,0.529869192779,True
INT,cognitive load,R2-01,2,CLC,0.520487286587,True
INT,cognitive load,R2-01,2,INT,0.537833143234,True
INT,cognitive load,R2-02,2,BOR,0.471330339342,True
INT,cognitive load,R2-02,2,CLC,0.46763049009,True
INT,cognitive load,R2-02,2,INT,0.518203955611,True
INT,cognitive load,R2-03,2,BOR,0.558786380246,True
INT,cognitive load,R2-03,2,CLC,0.537916815452,True
INT,cognitive load,R2-03,2,INT,0.564781367412,True
INT,cognitive load,R2-04,2,BOR,0.473266306531,True
INT,cognitive load,R2-04,2,CLC,0.47556248215,True
INT,cognitive load,R2-04,2,INT,0.512282039321,True
INT,HR,S01,1,BOR,79.4072543618,True
INT,HR,S01,1,CLC,77.1009637448,True
INT,HR,S01,1,INT,76.2474541752,True
INT,HR,S02,1,BOR,68.307973665,True
INT,HR,S02,1,CLC,70.0651693667,True
INT,HR,S02,1,INT,67.5026435045,True
INT,HR,S03,1,BOR,86.390070922,True
INT,HR,S03,1,CLC,87.9583853516,True
INT,HR,S03,1,INT,95.8778700537,True
INT,HR,S04,1,BOR,98.4739183178,True
INT,HR,S04,1,CLC,95.9960614415,True
INT,HR,S04,1,INT,94.3189882975,True
INT,HR,S05,1,BOR,57.7666523421,True
INT,HR,S05,1,CLC,63.324828263,True
INT,HR,S05,1,INT,58.6818181818,True
INT,HR,S06,1,BOR,92.2900575185,True
INT,HR,S06,1,CLC,89.5385964912,True
INT,HR,S06,1,INT,89.9792402827,True
INT,HR,S07,1,BOR,93.2565517241,True
INT,HR,S07,1,CLC,92.0985485103,True
INT,HR,S07,1,INT,90.7877114256,True
INT,HR,S08,1,BOR,89.3710446467,True
INT,HR,S08,1,CLC,84.9964157706,True
INT,HR,S08,1,INT,81.75696767,True
INT,HR,R2-01,2,BOR,,True
INT,HR,R2-01,2,CLC,58.3653846154,True
INT,HR,R2-01,2,INT,64.1531531532,True
INT,HR,R2-02,2,BOR,,True
INT,HR,R2-02,2,CLC,69.5437788018,True
INT,HR,R2-02,2,INT,67.3870967742,True
INT,HR,R2-03,2,BOR,78.7041666667,True
INT,HR,R2-03,2,CLC,76.9733840304,True
INT,HR,R2-03,2,INT,88.3388773389,True
INT,HR,R2-04,2,BOR,72.971291866,True
INT,HR,R2-04,2,CLC,73.0357142857,True
INT,HR,R2-04,2,INT,76.2211981567,True
INT,gaze deviation variance,S01,1,BOR,0.0107842078986,False
INT,gaze deviation variance,S01,1,CLC,0.00739283780075,False
INT,gaze deviation variance,S01,1,INT,0.00858282465875,False
INT,gaze deviation variance,S02,1,BOR,0.00953065061937,False
INT,gaze deviation variance,S02,1,CLC,0.0103347069616,False
INT,gaze deviation variance,S02,1,INT,0.0108497077248,False
INT,gaze deviation variance,S03,1,BOR,0.0094745823527,False
INT,gaze deviation variance,S03,1,CLC,0.00855660471424,False
INT,gaze deviation variance,S03,1,INT,0.00889440595004,False
INT,gaze deviation variance,S04,1,BOR,0.0169382654317,False
INT,gaze deviation variance,S04,1,CLC,0.0101382823608,False
INT,gaze deviation variance,S04,1,INT,0.0151795033656,False
INT,gaze deviation variance,S05,1,BOR,0.00858120563743,False
INT,gaze deviation variance,S05,1,CLC,0.0109696424805,False
INT,gaze deviation variance,S05,1,INT,0.00676518165407,False
INT,gaze deviation variance,S06,1,BOR,0.0156226650676,False
INT,gaze deviation variance,S06,1,CLC,0.0117929731567,False
INT,gaze deviation variance,S06,1,INT,0.011567636128,False
INT,gaze deviation variance,S07,1,BOR,0.0105209882133,False
INT,gaze deviation variance,S07,1,CLC,0.00660259662524,False
INT,gaze deviation variance,S07,1,INT,0.00839077065573,False
INT,gaze deviation variance,S08,1,BOR,0.0078297281665,False
INT,gaze deviation variance,S08,1,CLC,0.00882457296854,False
INT,gaze deviation variance,S08,1,INT,0.0107800887979,False
INT,gaze deviation variance,R2-01,2,BOR,0.012287364579,False
INT,gaze deviation variance,R2-01,2,CLC,0.0113340353903,False
INT,gaze deviation variance,R2-01,2,INT,0.0133342284076,False
INT,gaze deviation variance,R2-02,2,BOR,0.0114349703609,False
INT,gaze deviation variance,R2-02,2,CLC,0.00967863425003,False
INT,gaze deviation variance,R2-02,2,INT,0.0122420691844,False
INT,gaze deviation variance,R2-03,2,BOR,0.008093826179,False
INT,gaze deviation variance,R2-03,2,CLC,0.00627227850711,False
INT,gaze deviation variance,R2-03,2,INT,0.00749695178669,False
INT,gaze deviation variance,R2-04,2,BOR,0.00975656203734,False
INT,gaze deviation variance,R2-04,2,CLC,0.0112159504833,False
INT,gaze deviation variance,R2-04,2,INT,0.00909774526847,False
INT,gaze deviation median,S01,1,BOR,0.148497449904,False
INT,gaze deviation median,S01,1,CLC,0.11903780912,False
INT,gaze deviation median,S01,1,INT,0.136257009847,False
INT,gaze deviation median,S02,1,BOR,0.185243758329,False
INT,gaze deviation median,S02,1,CLC,0.167077826177,False
INT,gaze deviation median,S02,1,INT,0.165512084151,False
INT,gaze deviation median,S03,1,BOR,0.198297755913,False
INT,gaze deviation median,S03,1,CLC,0.188436226795,False
INT,gaze deviation median,S03,1,INT,0.167919488119,False
INT,gaze deviation median,S04,1,BOR,0.205063405581,False
INT,gaze deviation median,S04,1,CLC,0.280688439377,False
INT,gaze deviation median,S04,1,INT,0.196053564109,False
INT,gaze deviation median,S05,1,BOR,0.173011560307,False
INT,gaze deviation median,S05,1,CLC,0.135235900815,False
INT,gaze deviation median,S05,1,INT,0.13506015885,False
INT,gaze deviation median,S06,1,BOR,0.241530182077,False
INT,gaze deviation median,S06,1,CLC,0.307845740591,False
INT,gaze deviation median,S06,1,INT,0.167388769038,False
INT,gaze deviation median,S07,1,BOR,0.184352922407,False
INT,gaze deviation median,S07,1,CLC,0.114521457908,False
INT,gaze deviation median,S07,1,INT,0.173756943472,False
INT,gaze deviation median,S08,1,BOR,0.102039080024,False
INT,gaze deviation median,S08,1,CLC,0.120049873841,False
INT,gaze deviation median,S08,1,INT,0.170649933602,False
INT,gaze deviation median,R2-01,2,BOR,0.180532105792,False
INT,gaze deviation median,R2-01,2,CLC,0.168730934347,False
INT,gaze deviation median,R2-01,2,INT,0.141716476116,False
INT,gaze deviation median,R2-02,2,BOR,0.194338830954,False
INT,gaze deviation median,R2-02,2,CLC,0.141068174577,False
INT,gaze deviation median,R2-02,2,INT,0.148212810614,False
INT,gaze deviation median,R2-03,2,BOR,0.128298153116,False
INT,gaze deviation median,R2-03,2,CLC,0.118965587052,False
INT,gaze deviation median,R2-03,2,INT,0.12609604979,False
INT,gaze deviation median,R2-04,2,BOR,0.12182053359,False
INT,gaze deviation median,R2-04,2,CLC,0.110666893496,False
INT,gaze deviation median,R2-04,2,INT,0.10471560305,False
