source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
R-SCENE-ACT,applies-pentad-to,LIT-ONEILL-ELECTRA,literary-analysis,1,5,burke,O'Neill Mourning Becomes Electra (act V close) as scene-act inversion (act produces scene that then commands further action)
R-SCENE-ACT,applies-pentad-to,LIT-HAMLET,literary-analysis,2,5,burke,Horatio's speech: natural scene as sufficient motivation for desperate act
R-SCENE-AGENT,applies-pentad-to,LIT-CARLYLE,literary-analysis,2,7,burke,Carlyle Heroes and Hero-Worship on Arabs and Arabian country as secular scene-agent
R-SCENE-AGENT,applies-pentad-to,LIT-WORDSWORTH,literary-analysis,2,7,burke,Wordsworth 'beauteous evening' sonnet as theological scene-agent ratio
R-SCENE-AGENT,applies-pentad-to,LIT-SWIFT-LAPUTANS,literary-analysis,2,9,burke,Swift's Laputans floating island = scene-agent depiction of character
R-SCENE-AGENT,applies-pentad-to,LIT-SEURAT,literary-analysis,3,8,burke,Seurat pointillism: agents dissolving into background scene
R-SCENE-ACT,instances-in-text,C-MARXIST-OBJSITUATION,political-philosophy,1,13,burke,Marxist 'objective situation' as explicitly motivational scene-act formulation
R-SCENE-ACT,instances-in-text,C-MILITARY-MAXIM,operational-discourse,3,12,burke,'terrain determines tactics' as strict localization of scene-act ratio
R-SCENE-ACT,instances-in-text,C-MARX-JUSTICE,political-philosophy,1,13,burke,Marx: justice cannot rise superior to economic conditions; cited via Lenin State and Revolution
R-SCENE-ACT,instances-in-text,C-COLERIDGE-PANTI,political-philosophy,2,14,burke,Coleridge's Pantisocracy: arrange scene to 'make virtue inevitable'
R-SCENE-AGENT,instances-in-text,C-19C-DIALECTIC,intellectual-history,1,9,burke,nineteenth-century thought characteristically pairs people and things; Einklang zwischen Innen- und Aussenwelt
R-SCENE-AGENT,instances-in-text,C-NATURALIST-NOVEL,literary-criticism,2,9,burke,scene-agent ratio embarrasses humanitarian naturalist novelist: brutalizing scene -> brutalized characters not worth saving
R-ACT-AGENT,instances-in-text,C-PRESIDENCY-EXAMPLE,political-philosophy,2,16,burke,'tremendously sobering influence of the Presidency on any man' as act-agent (office shapes occupant)
R-ACT-AGENT,instances-in-text,C-DEMOCRACY-EXAMPLE,political-philosophy,1,17,burke,democracy-by-act-agent (democratic people perform democratic acts) vs. democracy-by-scene-act (democratic situations)
R-ACT-AGENT,instances-in-text,C-RUSSIAN-PATRIOT,political-rhetoric,1,16,burke,Russian resistance: act-agent ratio (Russian traits) elides socialism; act-agent vs. scene-act as deflection device
R-SCENE-AGENT,instances-in-text,C-PRISONERS-SITUATION,political-rhetoric,2,13,burke,deterministic usage: politicians as 'prisoners of the situation'
C-CONTAIN,defines,C-RATIO-AS-PRINCIPLE-DETERMINATION,dramatism,1,15,burke,ratios are 'principles of determination' (Burke's own phrase)
C-RATIO-AS-PRINCIPLE-DETERMINATION,extends,C-RATIO-AS-PRINCIPLE-SELECTIVITY,dramatism,1,18,burke,ratios may be interpreted as principles of selectivity rather than thoroughgoing causal relationships
C-CONTAIN,extends,C-CIRCULAR-RATIOS,dramatism,1,19,burke,circular possibility: agent acts in keeping with nature -> changes scene -> establishes unity (Edenic paradigm of total acts)
C-CONTAIN,extends,C-TOTAL-ACT,dramatism,1,19,burke,total acts (theological creation/re-creation) produce total transformations; Aeschylus Oresteia Erinyes->Eumenides as instance
R-SCENE-ACT,instances-in-text,C-OBJECTIVE-AMBIGUITY,dramatism,2,7,burke,stage-set contains action ambiguously; ambiguity converts to articulacy across the play
C-CONTAIN,extends,C-REVERSE-APPLICATION,dramatism,1,9,burke,ratios reverse: act/agent in keeping with scene OR scene in keeping with act/agent (Lavinia's command creates scene that then commands her)
C-CONTAIN,extends,C-ATTITUDE-INCIPIENT-ACT,dramatism,2,19,burke,attitude flagged as incipient act/state of mind; foreshadows sixth-pentad-term work in Rhetoric of Motives
C-CONTAIN,extends,C-ACTUS-STATUS,dramatism,2,20,burke,actus/status dialectic flagged for development in GM-02 Antinomies
P-CONTAINER-LOGIC,critique-target,C-BEHAVIORIST-METAPHYSICS,philosophy-of-action,1,9,burke,behaviorism reduces action to motion (truncates drama); contra-Burke critique
P-RATIOS-GENERATIVE,critique-target,C-FUN-ESSENTIALISM,dramatism,2,18,reasoned-extension,ratios-as-engine vs. essence-of-act readings (parallel structure to PIM/fun critique)
R-SCENE-ACT,maps-to-pim-dimension,calleja-spatial-ludic,game-studies,1,3,anticipatory-projection (dissertation),scene-act ratio <-> spatial-ludic crosswalk
R-SCENE-AGENT,maps-to-pim-dimension,calleja-spatial-kinesthetic,game-studies,1,7,anticipatory-projection (dissertation),scene-agent ratio <-> spatial-kinesthetic crosswalk
R-ACT-AGENT,maps-to-pim-dimension,calleja-ludic-shared,game-studies,2,15,anticipatory-projection (dissertation),act-agent ratio <-> ludic-shared crosswalk
R-AGENT-AGENCY,maps-to-pim-dimension,calleja-shared-kinesthetic,game-studies,2,15,anticipatory-projection (dissertation),agent-agency ratio <-> shared-kinesthetic crosswalk
R-AGENCY-PURPOSE,maps-to-pim-dimension,calleja-kinesthetic-ludic,game-studies,2,15,anticipatory-projection (dissertation),agency-purpose ratio <-> kinesthetic-ludic crosswalk
C-CONTAIN,bridges-to-pipeline,uexkull-foray,biosemiotics,2,3,anticipatory-projection (dissertation),scene-as-container parallels Uexkull's Umwelt as subjectively-constituted bounded environment
C-CONTAIN,bridges-to-pipeline,heidegger-bcap,phenomenology,2,3,anticipatory-projection (dissertation),scene-act container logic <-> In-der-Welt-sein
R-ACT-AGENT,bridges-to-pipeline,aristotle-corpus,realism,1,15,anticipatory-projection (dissertation),act-agent temporal/sequential character anticipates Burke GM-06 exegetical Aristotle bridge
C-CONTAIN,bridges-to-pipeline,dalton-dissertation,dissertation-instrument,1,3,dissertation-instrument,the ten-ratio engine is the dissertation's analytical apparatus for game-motive ascription
